date [s];Max:Particle Z-Coordinate (Study 01 - Particles) [m];Min:Absolute Translational Velocity (Study 01 - Particles) [m/s];displacement (m);time (s)
0.0498;0.00286477;0.0229919;0.00103167;0.0484
0.0499;0.00286247;0.0229919;0.00103397;0.0485
0.05;0.00286017;0.0229919;0.00103627;0.0486
0.0501;0.00285787;0.0229919;0.00103857;0.0487
0.0502;0.00285557;0.0229919;0.00104087;0.0488
0.0503;0.00285327;0.0229919;0.00104317;0.0489
0.0504;0.00285098;0.0229919;0.00104546;0.049
0.0505;0.00284868;0.0229919;0.00104776;0.0491
0.0506;0.00284638;0.0229919;0.00105006;0.0492
0.0507;0.00284408;0.0229919;0.00105236;0.0493
0.0508;0.00284178;0.0229919;0.00105466;0.0494
0.0509;0.00283948;0.0229919;0.00105696;0.0495
0.051;0.00283718;0.0229919;0.00105926;0.0496
0.0511;0.00283488;0.0229919;0.00106156;0.0497
0.0512;0.00283258;0.0229919;0.00106386;0.0498
0.0513;0.00283028;0.0229919;0.00106616;0.0499
0.0514;0.00282798;0.0229919;0.00106846;0.05
0.0515;0.00282568;0.0229919;0.00107076;0.0501
0.0516;0.00282338;0.0229919;0.00107306;0.0502
0.0517;0.00282109;0.0229919;0.00107535;0.0503
0.0518;0.00281879;0.0229919;0.00107765;0.0504
0.0519;0.00281649;0.0229919;0.00107995;0.0505
0.052;0.00281419;0.0229919;0.00108225;0.0506
0.0521;0.00281189;0.0229919;0.00108455;0.0507
0.0522;0.00280959;0.0229919;0.00108685;0.0508
0.0523;0.00280729;0.0229919;0.00108915;0.0509
0.0524;0.00280499;0.0229919;0.00109145;0.051
0.0525;0.00280269;0.0229919;0.00109375;0.0511
0.0526;0.00280039;0.0229919;0.00109605;0.0512
0.0527;0.00279809;0.0229919;0.00109835;0.0513
0.0528;0.00279579;0.0229919;0.00110065;0.0514
0.0529;0.00279349;0.0229919;0.00110295;0.0515
0.053;0.0027912;0.0229919;0.00110524;0.0516
0.0531;0.0027889;0.0229919;0.00110754;0.0517
0.0532;0.0027866;0.0229919;0.00110984;0.0518
0.0533;0.0027843;0.0229919;0.00111214;0.0519
0.0534;0.002782;0.0229919;0.00111444;0.052
0.0535;0.0027797;0.0229919;0.00111674;0.0521
0.0536;0.0027774;0.0229919;0.00111904;0.0522
0.0537;0.0027751;0.0229919;0.00112134;0.0523
0.0538;0.0027728;0.0229919;0.00112364;0.0524
0.0539;0.0027705;0.0229919;0.00112594;0.0525
0.054;0.0027682;0.0229919;0.00112824;0.0526
0.0541;0.00276591;0.0229919;0.00113053;0.0527
0.0542;0.00276361;0.0229919;0.00113283;0.0528
0.0543;0.00276131;0.0229919;0.00113513;0.0529
0.0544;0.00275901;0.0229919;0.00113743;0.053
0.0545;0.00275671;0.0229919;0.00113973;0.0531
0.0546;0.00275441;0.0229919;0.00114203;0.0532
0.0547;0.00275211;0.0229919;0.00114433;0.0533
0.0548;0.00274981;0.0229919;0.00114663;0.0534
0.0549;0.00274751;0.0229918;0.00114893;0.0535
0.055;0.00274521;0.0229898;0.00115123;0.0536
0.0551;0.00274291;0.0229893;0.00115353;0.0537
0.0552;0.00274061;0.0229914;0.00115583;0.0538
0.0553;0.00273832;0.0229913;0.00115812;0.0539
0.0554;0.00273602;0.0229912;0.00116042;0.054
0.0555;0.00273372;0.0229912;0.00116272;0.0541
0.0556;0.00273142;0.0229912;0.00116502;0.0542
0.0557;0.00272912;0.0229913;0.00116732;0.0543
0.0558;0.00272682;0.0229913;0.00116962;0.0544
0.0559;0.00272452;0.0229914;0.00117192;0.0545
0.056;0.00272222;0.0229914;0.00117422;0.0546
0.0561;0.00271992;0.0229914;0.00117652;0.0547
0.0562;0.00271762;0.0229914;0.00117882;0.0548
0.0563;0.00271532;0.0229914;0.00118112;0.0549
0.0564;0.00271302;0.0229915;0.00118342;0.055
0.0565;0.00271073;0.0229915;0.00118571;0.0551
0.0566;0.00270843;0.0229915;0.00118801;0.0552
0.0567;0.00270613;0.0229915;0.00119031;0.0553
0.0568;0.00270383;0.0229915;0.00119261;0.0554
0.0569;0.00270153;0.0229915;0.00119491;0.0555
0.057;0.00269923;0.0229915;0.00119721;0.0556
0.0571;0.00269693;0.0229915;0.00119951;0.0557
0.0572;0.00269463;0.0229915;0.00120181;0.0558
0.0573;0.00269233;0.0229915;0.00120411;0.0559
0.0574;0.00269003;0.0229916;0.00120641;0.056
0.0575;0.00268773;0.0229916;0.00120871;0.0561
0.0576;0.00268544;0.0229916;0.001211;0.0562
0.0577;0.00268314;0.0229916;0.0012133;0.0563
0.0578;0.00268084;0.0229916;0.0012156;0.0564
0.0579;0.00267854;0.0229916;0.0012179;0.0565
0.058;0.00267624;0.0229916;0.0012202;0.0566
0.0581;0.00267394;0.0229916;0.0012225;0.0567
0.0582;0.00267164;0.0229916;0.0012248;0.0568
0.0583;0.00266934;0.0229916;0.0012271;0.0569
0.0584;0.00266704;0.0229916;0.0012294;0.057
0.0585;0.00266474;0.0229916;0.0012317;0.0571
0.0586;0.00266244;0.0229916;0.001234;0.0572
0.0587;0.00266014;0.0229916;0.0012363;0.0573
0.0588;0.00265785;0.0229916;0.00123859;0.0574
0.0589;0.00265555;0.0229916;0.00124089;0.0575
0.059;0.00265325;0.0229916;0.00124319;0.0576
0.0591;0.00265095;0.0229916;0.00124549;0.0577
0.0592;0.00264865;0.0229916;0.00124779;0.0578
0.0593;0.00264635;0.0229916;0.00125009;0.0579
0.0594;0.00264405;0.0229916;0.00125239;0.058
0.0595;0.00264175;0.0229916;0.00125469;0.0581
0.0596;0.00263945;0.0229916;0.00125699;0.0582
0.0597;0.00263715;0.0229916;0.00125929;0.0583
0.0598;0.00263485;0.0229916;0.00126159;0.0584
0.0599;0.00263255;0.0229916;0.00126389;0.0585
0.06;0.00263025;0.0229916;0.00126619;0.0586
0.0601;0.00262796;0.0229916;0.00126848;0.0587
0.0602;0.00262566;0.0229916;0.00127078;0.0588
0.0603;0.00262336;0.0229916;0.00127308;0.0589
0.0604;0.00262106;0.0229916;0.00127538;0.059
0.0605;0.00261876;0.0229916;0.00127768;0.0591
0.0606;0.00261646;0.0229916;0.00127998;0.0592
0.0607;0.00261416;0.0229916;0.00128228;0.0593
0.0608;0.00261186;0.0229916;0.00128458;0.0594
0.0609;0.00260956;0.0229916;0.00128688;0.0595
0.061;0.00260726;0.0229916;0.00128918;0.0596
0.0611;0.00260497;0.0229916;0.00129147;0.0597
0.0612;0.00260267;0.0229916;0.00129377;0.0598
0.0613;0.00260037;0.0229916;0.00129607;0.0599
0.0614;0.00259807;0.0229916;0.00129837;0.06
0.0615;0.00259577;0.0229916;0.00130067;0.0601
0.0616;0.00259347;0.0229916;0.00130297;0.0602
0.0617;0.00259117;0.0229916;0.00130527;0.0603
0.0618;0.00258887;0.0229916;0.00130757;0.0604
0.0619;0.00258657;0.0229916;0.00130987;0.0605
0.062;0.00258427;0.0229916;0.00131217;0.0606
0.0621;0.00258197;0.0229916;0.00131447;0.0607
0.0622;0.00257967;0.0229916;0.00131677;0.0608
0.0623;0.00257737;0.0229916;0.00131907;0.0609
0.0624;0.00257508;0.0229916;0.00132136;0.061
0.0625;0.00257278;0.0229916;0.00132366;0.0611
0.0626;0.00257048;0.0229916;0.00132596;0.0612
0.0627;0.00256818;0.0229916;0.00132826;0.0613
0.0628;0.00256588;0.0229916;0.00133056;0.0614
0.0629;0.00256358;0.0229916;0.00133286;0.0615
0.063;0.00256128;0.0229916;0.00133516;0.0616
0.0631;0.00255898;0.0229916;0.00133746;0.0617
0.0632;0.00255668;0.0229916;0.00133976;0.0618
0.0633;0.00255438;0.0229916;0.00134206;0.0619
0.0634;0.00255208;0.0229916;0.00134436;0.062
0.0635;0.00254978;0.0229916;0.00134666;0.0621
0.0636;0.00254748;0.0229916;0.00134896;0.0622
0.0637;0.00254519;0.0229916;0.00135125;0.0623
0.0638;0.00254289;0.0229916;0.00135355;0.0624
0.0639;0.00254059;0.0229916;0.00135585;0.0625
0.064;0.00253829;0.0229916;0.00135815;0.0626
0.0641;0.00253599;0.0229916;0.00136045;0.0627
0.0642;0.00253369;0.0229916;0.00136275;0.0628
0.0643;0.00253139;0.0229915;0.00136505;0.0629
0.0644;0.00252909;0.0229915;0.00136735;0.063
0.0645;0.00252679;0.0229915;0.00136965;0.0631
0.0646;0.00252449;0.0229915;0.00137195;0.0632
0.0647;0.0025222;0.0229915;0.00137424;0.0633
0.0648;0.0025199;0.0229915;0.00137654;0.0634
0.0649;0.0025176;0.0229915;0.00137884;0.0635
0.065;0.0025153;0.0229915;0.00138114;0.0636
0.0651;0.002513;0.0229915;0.00138344;0.0637
0.0652;0.0025107;0.0229915;0.00138574;0.0638
0.0653;0.0025084;0.0229915;0.00138804;0.0639
0.0654;0.0025061;0.0229915;0.00139034;0.064
0.0655;0.0025038;0.0229915;0.00139264;0.0641
0.0656;0.0025015;0.0229915;0.00139494;0.0642
0.0657;0.0024992;0.0229915;0.00139724;0.0643
0.0658;0.0024969;0.0229914;0.00139954;0.0644
0.0659;0.0024946;0.0229903;0.00140184;0.0645
0.066;0.00249231;0.0229892;0.00140413;0.0646
0.0661;0.00249001;0.022991;0.00140643;0.0647
0.0662;0.00248771;0.0229908;0.00140873;0.0648
0.0663;0.00248541;0.0229907;0.00141103;0.0649
0.0664;0.00248311;0.0229907;0.00141333;0.065
0.0665;0.00248081;0.0229908;0.00141563;0.0651
0.0666;0.00247851;0.0229909;0.00141793;0.0652
0.0667;0.00247621;0.0229909;0.00142023;0.0653
0.0668;0.00247391;0.0229909;0.00142253;0.0654
0.0669;0.00247162;0.022991;0.00142482;0.0655
0.067;0.00246932;0.022991;0.00142712;0.0656
0.0671;0.00246702;0.022991;0.00142942;0.0657
0.0672;0.00246472;0.022991;0.00143172;0.0658
0.0673;0.00246242;0.022991;0.00143402;0.0659
0.0674;0.00246012;0.0229911;0.00143632;0.066
0.0675;0.00245782;0.0229911;0.00143862;0.0661
0.0676;0.00245552;0.0229911;0.00144092;0.0662
0.0677;0.00245322;0.0229911;0.00144322;0.0663
0.0678;0.00245092;0.0229911;0.00144552;0.0664
0.0679;0.00244862;0.0229911;0.00144782;0.0665
0.068;0.00244632;0.0229911;0.00145012;0.0666
0.0681;0.00244402;0.0229911;0.00145242;0.0667
0.0682;0.00244173;0.0229911;0.00145471;0.0668
0.0683;0.00243943;0.0229911;0.00145701;0.0669
0.0684;0.00243713;0.0229911;0.00145931;0.067
0.0685;0.00243483;0.0229912;0.00146161;0.0671
0.0686;0.00243253;0.0229912;0.00146391;0.0672
0.0687;0.00243023;0.0229912;0.00146621;0.0673
0.0688;0.00242793;0.0229912;0.00146851;0.0674
0.0689;0.00242563;0.0229912;0.00147081;0.0675
0.069;0.00242333;0.0229912;0.00147311;0.0676
0.0691;0.00242103;0.0229912;0.00147541;0.0677
0.0692;0.00241874;0.0229912;0.0014777;0.0678
0.0693;0.00241644;0.0229912;0.00148;0.0679
0.0694;0.00241414;0.0229911;0.0014823;0.068
0.0695;0.00241184;0.0229911;0.0014846;0.0681
0.0696;0.00240954;0.0229911;0.0014869;0.0682
0.0697;0.00240724;0.0229911;0.0014892;0.0683
0.0698;0.00240494;0.0229911;0.0014915;0.0684
0.0699;0.00240264;0.0229911;0.0014938;0.0685
0.07;0.00240034;0.0229911;0.0014961;0.0686
0.0701;0.00239804;0.0229911;0.0014984;0.0687
0.0702;0.00239574;0.0229911;0.0015007;0.0688
0.0703;0.00239344;0.0229911;0.001503;0.0689
0.0704;0.00239114;0.0229911;0.0015053;0.069
0.0705;0.00238885;0.0229911;0.00150759;0.0691
0.0706;0.00238655;0.0229911;0.00150989;0.0692
0.0707;0.00238425;0.0229911;0.00151219;0.0693
0.0708;0.00238195;0.0229911;0.00151449;0.0694
0.0709;0.00237965;0.0229911;0.00151679;0.0695
0.071;0.00237735;0.0229911;0.00151909;0.0696
0.0711;0.00237505;0.0229911;0.00152139;0.0697
0.0712;0.00237275;0.0229911;0.00152369;0.0698
0.0713;0.00237045;0.0229911;0.00152599;0.0699
0.0714;0.00236816;0.0229911;0.00152828;0.07
0.0715;0.00236586;0.0229911;0.00153058;0.0701
0.0716;0.00236356;0.0229911;0.00153288;0.0702
0.0717;0.00236126;0.0229911;0.00153518;0.0703
0.0718;0.00235896;0.0229911;0.00153748;0.0704
0.0719;0.00235666;0.0229911;0.00153978;0.0705
0.072;0.00235436;0.0229911;0.00154208;0.0706
0.0721;0.00235206;0.0229911;0.00154438;0.0707
0.0722;0.00234976;0.0229911;0.00154668;0.0708
0.0723;0.00234746;0.0229911;0.00154898;0.0709
0.0724;0.00234516;0.0229911;0.00155128;0.071
0.0725;0.00234286;0.0229911;0.00155358;0.0711
0.0726;0.00234056;0.0229911;0.00155588;0.0712
0.0727;0.00233827;0.022991;0.00155817;0.0713
0.0728;0.00233597;0.022991;0.00156047;0.0714
0.0729;0.00233367;0.022991;0.00156277;0.0715
0.073;0.00233137;0.022991;0.00156507;0.0716
0.0731;0.00232907;0.022991;0.00156737;0.0717
0.0732;0.00232677;0.022991;0.00156967;0.0718
0.0733;0.00232447;0.022991;0.00157197;0.0719
0.0734;0.00232217;0.022991;0.00157427;0.072
0.0735;0.00231987;0.022991;0.00157657;0.0721
0.0736;0.00231757;0.022991;0.00157887;0.0722
0.0737;0.00231528;0.022991;0.00158116;0.0723
0.0738;0.00231298;0.022991;0.00158346;0.0724
0.0739;0.00231068;0.022991;0.00158576;0.0725
0.074;0.00230838;0.022991;0.00158806;0.0726
0.0741;0.00230608;0.022991;0.00159036;0.0727
0.0742;0.00230378;0.022991;0.00159266;0.0728
0.0743;0.00230148;0.022991;0.00159496;0.0729
0.0744;0.00229918;0.022991;0.00159726;0.073
0.0745;0.00229688;0.022991;0.00159956;0.0731
0.0746;0.00229458;0.022991;0.00160186;0.0732
0.0747;0.00229228;0.022991;0.00160416;0.0733
0.0748;0.00228998;0.022991;0.00160646;0.0734
0.0749;0.00228769;0.022991;0.00160875;0.0735
0.075;0.00228539;0.022991;0.00161105;0.0736
0.0751;0.00228309;0.0229909;0.00161335;0.0737
0.0752;0.00228079;0.0229909;0.00161565;0.0738
0.0753;0.00227849;0.0229909;0.00161795;0.0739
0.0754;0.00227619;0.0229909;0.00162025;0.074
0.0755;0.00227389;0.0229909;0.00162255;0.0741
0.0756;0.00227159;0.0229909;0.00162485;0.0742
0.0757;0.00226929;0.0229909;0.00162715;0.0743
0.0758;0.00226699;0.0229909;0.00162945;0.0744
0.0759;0.00226469;0.0229909;0.00163175;0.0745
0.076;0.0022624;0.0229909;0.00163404;0.0746
0.0761;0.0022601;0.0229909;0.00163634;0.0747
0.0762;0.0022578;0.0229909;0.00163864;0.0748
0.0763;0.0022555;0.0229909;0.00164094;0.0749
0.0764;0.0022532;0.0229909;0.00164324;0.075
0.0765;0.0022509;0.0229909;0.00164554;0.0751
0.0766;0.0022486;0.0229909;0.00164784;0.0752
0.0767;0.0022463;0.02299;0.00165014;0.0753
0.0768;0.002244;0.0229882;0.00165244;0.0754
0.0769;0.00224171;0.0229902;0.00165473;0.0755
0.077;0.00223941;0.0229901;0.00165703;0.0756
0.0771;0.00223711;0.0229902;0.00165933;0.0757
0.0772;0.00223481;0.0229903;0.00166163;0.0758
0.0773;0.00223251;0.0229903;0.00166393;0.0759
0.0774;0.00223021;0.0229904;0.00166623;0.076
0.0775;0.00222791;0.0229904;0.00166853;0.0761
0.0776;0.00222561;0.0229904;0.00167083;0.0762
0.0777;0.00222331;0.0229904;0.00167313;0.0763
0.0778;0.00222101;0.0229904;0.00167543;0.0764
0.0779;0.00221871;0.0229904;0.00167773;0.0765
0.078;0.00221642;0.0229904;0.00168002;0.0766
0.0781;0.00221412;0.0229904;0.00168232;0.0767
0.0782;0.00221182;0.0229904;0.00168462;0.0768
0.0783;0.00220952;0.0229904;0.00168692;0.0769
0.0784;0.00220722;0.0229905;0.00168922;0.077
0.0785;0.00220492;0.0229905;0.00169152;0.0771
0.0786;0.00220262;0.0229905;0.00169382;0.0772
0.0787;0.00220032;0.0229905;0.00169612;0.0773
0.0788;0.00219802;0.0229905;0.00169842;0.0774
0.0789;0.00219572;0.0229905;0.00170072;0.0775
0.079;0.00219342;0.0229905;0.00170302;0.0776
0.0791;0.00219112;0.0229905;0.00170532;0.0777
0.0792;0.00218883;0.0229905;0.00170761;0.0778
0.0793;0.00218653;0.0229905;0.00170991;0.0779
0.0794;0.00218423;0.0229905;0.00171221;0.078
0.0795;0.00218193;0.0229905;0.00171451;0.0781
0.0796;0.00217963;0.0229905;0.00171681;0.0782
0.0797;0.00217733;0.0229905;0.00171911;0.0783
0.0798;0.00217503;0.0229905;0.00172141;0.0784
0.0799;0.00217273;0.0229905;0.00172371;0.0785
0.08;0.00217043;0.0229905;0.00172601;0.0786
0.0801;0.00216813;0.0229905;0.00172831;0.0787
0.0802;0.00216584;0.0229905;0.0017306;0.0788
0.0803;0.00216354;0.0229905;0.0017329;0.0789
0.0804;0.00216124;0.0229905;0.0017352;0.079
0.0805;0.00215894;0.0229905;0.0017375;0.0791
0.0806;0.00215664;0.0229905;0.0017398;0.0792
0.0807;0.00215434;0.0229905;0.0017421;0.0793
0.0808;0.00215204;0.0229905;0.0017444;0.0794
0.0809;0.00214974;0.0229905;0.0017467;0.0795
0.081;0.00214744;0.0229905;0.001749;0.0796
0.0811;0.00214515;0.0229905;0.00175129;0.0797
0.0812;0.00214285;0.0229905;0.00175359;0.0798
0.0813;0.00214055;0.0229905;0.00175589;0.0799
0.0814;0.00213825;0.0229905;0.00175819;0.08
0.0815;0.00213595;0.0229905;0.00176049;0.0801
0.0816;0.00213365;0.0229905;0.00176279;0.0802
0.0817;0.00213135;0.0229905;0.00176509;0.0803
0.0818;0.00212905;0.0229905;0.00176739;0.0804
0.0819;0.00212675;0.0229905;0.00176969;0.0805
0.082;0.00212445;0.0229905;0.00177199;0.0806
0.0821;0.00212215;0.0229905;0.00177429;0.0807
0.0822;0.00211986;0.0229905;0.00177658;0.0808
0.0823;0.00211756;0.0229905;0.00177888;0.0809
0.0824;0.00211526;0.0229905;0.00178118;0.081
0.0825;0.00211296;0.0229905;0.00178348;0.0811
0.0826;0.00211066;0.0229905;0.00178578;0.0812
0.0827;0.00210836;0.0229905;0.00178808;0.0813
0.0828;0.00210606;0.0229905;0.00179038;0.0814
0.0829;0.00210376;0.0229905;0.00179268;0.0815
0.083;0.00210146;0.0229905;0.00179498;0.0816
0.0831;0.00209916;0.0229905;0.00179728;0.0817
0.0832;0.00209686;0.0229905;0.00179958;0.0818
0.0833;0.00209456;0.0229905;0.00180188;0.0819
0.0834;0.00209227;0.0229905;0.00180417;0.082
0.0835;0.00208997;0.0229905;0.00180647;0.0821
0.0836;0.00208767;0.0229905;0.00180877;0.0822
0.0837;0.00208537;0.0229905;0.00181107;0.0823
0.0838;0.00208307;0.0229905;0.00181337;0.0824
0.0839;0.00208077;0.0229905;0.00181567;0.0825
0.084;0.00207847;0.0229905;0.00181797;0.0826
0.0841;0.00207617;0.0229905;0.00182027;0.0827
0.0842;0.00207387;0.0229905;0.00182257;0.0828
0.0843;0.00207157;0.0229905;0.00182487;0.0829
0.0844;0.00206928;0.0229905;0.00182716;0.083
0.0845;0.00206698;0.0229905;0.00182946;0.0831
0.0846;0.00206468;0.0229905;0.00183176;0.0832
0.0847;0.00206238;0.0229905;0.00183406;0.0833
0.0848;0.00206008;0.0229905;0.00183636;0.0834
0.0849;0.00205778;0.0229905;0.00183866;0.0835
0.085;0.00205548;0.0229905;0.00184096;0.0836
0.0851;0.00205318;0.0229905;0.00184326;0.0837
0.0852;0.00205088;0.0229905;0.00184556;0.0838
0.0853;0.00204859;0.0229905;0.00184785;0.0839
0.0854;0.00204629;0.0229905;0.00185015;0.084
0.0855;0.00204399;0.0229905;0.00185245;0.0841
0.0856;0.00204169;0.0229905;0.00185475;0.0842
0.0857;0.00203939;0.0229905;0.00185705;0.0843
0.0858;0.00203709;0.0229905;0.00185935;0.0844
0.0859;0.00203479;0.0229905;0.00186165;0.0845
0.086;0.00203249;0.0229905;0.00186395;0.0846
0.0861;0.00203019;0.0229905;0.00186625;0.0847
0.0862;0.00202789;0.0229905;0.00186855;0.0848
0.0863;0.00202559;0.0229905;0.00187085;0.0849
0.0864;0.0020233;0.0229905;0.00187314;0.085
0.0865;0.002021;0.0229905;0.00187544;0.0851
0.0866;0.0020187;0.0229905;0.00187774;0.0852
0.0867;0.0020164;0.0229905;0.00188004;0.0853
0.0868;0.0020141;0.0229905;0.00188234;0.0854
0.0869;0.0020118;0.0229904;0.00188464;0.0855
0.087;0.0020095;0.0229904;0.00188694;0.0856
0.0871;0.0020072;0.0229904;0.00188924;0.0857
0.0872;0.0020049;0.0229904;0.00189154;0.0858
0.0873;0.0020026;0.0229904;0.00189384;0.0859
0.0874;0.0020003;0.0229904;0.00189614;0.086
0.0875;0.001998;0.0229904;0.00189844;0.0861
0.0876;0.00199571;0.0229897;0.00190073;0.0862
0.0877;0.00199341;0.022986;0.00190303;0.0863
0.0878;0.00199111;0.0229897;0.00190533;0.0864
0.0879;0.00198881;0.0229896;0.00190763;0.0865
0.088;0.00198651;0.0229897;0.00190993;0.0866
0.0881;0.00198421;0.0229898;0.00191223;0.0867
0.0882;0.00198191;0.0229899;0.00191453;0.0868
0.0883;0.00197961;0.0229899;0.00191683;0.0869
0.0884;0.00197731;0.0229899;0.00191913;0.087
0.0885;0.00197502;0.0229899;0.00192142;0.0871
0.0886;0.00197272;0.0229899;0.00192372;0.0872
0.0887;0.00197042;0.02299;0.00192602;0.0873
0.0888;0.00196812;0.02299;0.00192832;0.0874
0.0889;0.00196582;0.02299;0.00193062;0.0875
0.089;0.00196352;0.02299;0.00193292;0.0876
0.0891;0.00196122;0.02299;0.00193522;0.0877
0.0892;0.00195892;0.02299;0.00193752;0.0878
0.0893;0.00195662;0.02299;0.00193982;0.0879
0.0894;0.00195432;0.02299;0.00194212;0.088
0.0895;0.00195203;0.02299;0.00194441;0.0881
0.0896;0.00194973;0.02299;0.00194671;0.0882
0.0897;0.00194743;0.02299;0.00194901;0.0883
0.0898;0.00194513;0.02299;0.00195131;0.0884
0.0899;0.00194283;0.02299;0.00195361;0.0885
0.09;0.00194053;0.0229901;0.00195591;0.0886
0.0901;0.00193823;0.0229901;0.00195821;0.0887
0.0902;0.00193593;0.0229901;0.00196051;0.0888
0.0903;0.00193363;0.0229901;0.00196281;0.0889
0.0904;0.00193133;0.0229901;0.00196511;0.089
0.0905;0.00192904;0.0229901;0.0019674;0.0891
0.0906;0.00192674;0.0229901;0.0019697;0.0892
0.0907;0.00192444;0.0229901;0.001972;0.0893
0.0908;0.00192214;0.0229901;0.0019743;0.0894
0.0909;0.00191984;0.0229901;0.0019766;0.0895
0.091;0.00191754;0.0229901;0.0019789;0.0896
0.0911;0.00191524;0.0229901;0.0019812;0.0897
0.0912;0.00191294;0.0229901;0.0019835;0.0898
0.0913;0.00191064;0.0229901;0.0019858;0.0899
0.0914;0.00190834;0.0229901;0.0019881;0.09
0.0915;0.00190605;0.0229901;0.00199039;0.0901
0.0916;0.00190375;0.0229901;0.00199269;0.0902
0.0917;0.00190145;0.0229901;0.00199499;0.0903
0.0918;0.00189915;0.0229901;0.00199729;0.0904
0.0919;0.00189685;0.0229901;0.00199959;0.0905
0.092;0.00189455;0.0229901;0.00200189;0.0906
0.0921;0.00189225;0.0229901;0.00200419;0.0907
0.0922;0.00188995;0.0229901;0.00200649;0.0908
0.0923;0.00188765;0.0229902;0.00200879;0.0909
0.0924;0.00188536;0.0229902;0.00201108;0.091
0.0925;0.00188306;0.0229902;0.00201338;0.0911
0.0926;0.00188076;0.0229902;0.00201568;0.0912
0.0927;0.00187846;0.0229902;0.00201798;0.0913
0.0928;0.00187616;0.0229902;0.00202028;0.0914
0.0929;0.00187386;0.0229902;0.00202258;0.0915
0.093;0.00187156;0.0229902;0.00202488;0.0916
0.0931;0.00186926;0.0229902;0.00202718;0.0917
0.0932;0.00186696;0.0229902;0.00202948;0.0918
0.0933;0.00186466;0.0229902;0.00203178;0.0919
0.0934;0.00186237;0.0229902;0.00203407;0.092
0.0935;0.00186007;0.0229902;0.00203637;0.0921
0.0936;0.00185777;0.0229902;0.00203867;0.0922
0.0937;0.00185547;0.0229902;0.00204097;0.0923
0.0938;0.00185317;0.0229902;0.00204327;0.0924
0.0939;0.00185087;0.0229902;0.00204557;0.0925
0.094;0.00184857;0.0229902;0.00204787;0.0926
0.0941;0.00184627;0.0229902;0.00205017;0.0927
0.0942;0.00184397;0.0229902;0.00205247;0.0928
0.0943;0.00184167;0.0229902;0.00205477;0.0929
0.0944;0.00183938;0.0229902;0.00205706;0.093
0.0945;0.00183708;0.0229902;0.00205936;0.0931
0.0946;0.00183478;0.0229902;0.00206166;0.0932
0.0947;0.00183248;0.0229902;0.00206396;0.0933
0.0948;0.00183018;0.0229902;0.00206626;0.0934
0.0949;0.00182788;0.0229902;0.00206856;0.0935
0.095;0.00182558;0.0229902;0.00207086;0.0936
0.0951;0.00182328;0.0229902;0.00207316;0.0937
0.0952;0.00182098;0.0229902;0.00207546;0.0938
0.0953;0.00181868;0.0229902;0.00207776;0.0939
0.0954;0.00181638;0.0229902;0.00208006;0.094
0.0955;0.00181409;0.0229902;0.00208235;0.0941
0.0956;0.00181179;0.0229902;0.00208465;0.0942
0.0957;0.00180949;0.0229902;0.00208695;0.0943
0.0958;0.00180719;0.0229902;0.00208925;0.0944
0.0959;0.00180489;0.0229902;0.00209155;0.0945
0.096;0.00180259;0.0229902;0.00209385;0.0946
0.0961;0.00180029;0.0229903;0.00209615;0.0947
0.0962;0.00179799;0.0229903;0.00209845;0.0948
0.0963;0.00179569;0.0229903;0.00210075;0.0949
0.0964;0.00179339;0.0229903;0.00210305;0.095
0.0965;0.00179109;0.0229903;0.00210535;0.0951
0.0966;0.0017888;0.0229903;0.00210764;0.0952
0.0967;0.0017865;0.0229903;0.00210994;0.0953
0.0968;0.0017842;0.0229903;0.00211224;0.0954
0.0969;0.0017819;0.0229903;0.00211454;0.0955
0.097;0.0017796;0.0229903;0.00211684;0.0956
0.0971;0.0017773;0.0229903;0.00211914;0.0957
0.0972;0.001775;0.0229903;0.00212144;0.0958
0.0973;0.0017727;0.0229903;0.00212374;0.0959
0.0974;0.0017704;0.0229903;0.00212604;0.096
0.0975;0.0017681;0.0229903;0.00212834;0.0961
0.0976;0.00176581;0.0229903;0.00213063;0.0962
0.0977;0.00176351;0.0229903;0.00213293;0.0963
0.0978;0.00176121;0.0229903;0.00213523;0.0964
0.0979;0.00175891;0.0229903;0.00213753;0.0965
0.098;0.00175661;0.0229903;0.00213983;0.0966
0.0981;0.00175431;0.0229903;0.00214213;0.0967
0.0982;0.00175201;0.0229903;0.00214443;0.0968
0.0983;0.00174971;0.0229903;0.00214673;0.0969
0.0984;0.00174741;0.0229901;0.00214903;0.097
0.0985;0.00174511;0.0229843;0.00215133;0.0971
0.0986;0.00174282;0.0229898;0.00215362;0.0972
0.0987;0.00174052;0.0229898;0.00215592;0.0973
0.0988;0.00173822;0.0229898;0.00215822;0.0974
0.0989;0.00173592;0.0229899;0.00216052;0.0975
0.099;0.00173362;0.0229898;0.00216282;0.0976
0.0991;0.00173132;0.0229898;0.00216512;0.0977
0.0992;0.00172902;0.0229898;0.00216742;0.0978
0.0993;0.00172672;0.0229898;0.00216972;0.0979
0.0994;0.00172442;0.0229898;0.00217202;0.098
0.0995;0.00172213;0.0229898;0.00217431;0.0981
0.0996;0.00171983;0.0229898;0.00217661;0.0982
0.0997;0.00171753;0.0229898;0.00217891;0.0983
0.0998;0.00171523;0.0229898;0.00218121;0.0984
0.0999;0.00171293;0.0229898;0.00218351;0.0985
0.1;0.00171063;0.0229898;0.00218581;0.0986

