x,Temperature_75g_1,2ms
8.50248,60.2025
8.59867,60.6831
8.69823,59.6378
8.79935,60.0944
8.89563,59.6258
9.00004,58.8088
9.10765,59.2293
9.20228,58.7848
9.29855,58.5444
9.40132,58.6406
9.49916,57.8716
9.60036,57.2949
9.69984,57.9077
9.80096,57.1147
9.90702,57.331
10.00164,55.9732
