X, Y, Z, Temperature
time (s) = 0.0
 0.00000e+00,-1.35000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00,-1.25000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00,-1.15000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00,-1.05000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00,-9.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-8.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-7.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-6.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-5.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-4.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-3.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-2.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-1.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-5.00000e-03, 2.16840e-19, 3.00000e+02
 0.00000e+00, 5.00000e-03, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 3.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 4.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 5.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 6.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 7.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 8.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 9.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.05000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.15000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.25000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.35000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.45000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.55000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.65000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.75000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.85000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.95000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.05000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.15000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.25000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.35000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.45000e-01, 2.16840e-19, 3.00000e+02
time (s) = 0.04
 0.00000e+00,-2.45000e-01, 2.16840e-19, 3.88538e+02
 0.00000e+00,-2.35000e-01, 2.16840e-19, 3.75561e+02
 0.00000e+00,-2.25000e-01, 2.16840e-19, 3.63469e+02
 0.00000e+00,-2.15000e-01, 2.16840e-19, 3.52007e+02
 0.00000e+00,-2.05000e-01, 2.16840e-19, 3.40645e+02
 0.00000e+00,-1.95000e-01, 2.16840e-19, 3.29938e+02
 0.00000e+00,-1.85000e-01, 2.16840e-19, 3.20842e+02
 0.00000e+00,-1.75000e-01, 2.16840e-19, 3.12837e+02
 0.00000e+00,-1.65000e-01, 2.16840e-19, 3.07021e+02
 0.00000e+00,-1.55000e-01, 2.16840e-19, 3.03433e+02
 0.00000e+00,-1.45000e-01, 2.16840e-19, 3.01363e+02
 0.00000e+00,-1.35000e-01, 2.16840e-19, 3.00435e+02
 0.00000e+00,-1.25000e-01, 2.16840e-19, 3.00098e+02
 0.00000e+00,-1.15000e-01, 2.16840e-19, 3.00010e+02
 0.00000e+00,-1.05000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00,-9.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-8.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-7.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-6.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-5.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-4.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-3.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-2.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-1.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-5.00000e-03, 2.16840e-19, 3.00000e+02
 0.00000e+00, 5.00000e-03, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 3.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 4.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 5.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 6.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 7.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 8.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 9.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.05000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.15000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.25000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.35000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.45000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.55000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.65000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.75000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.85000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.95000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.05000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.15000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.25000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.35000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.45000e-01, 2.16840e-19, 3.00000e+02
time (s) = 0.05
 0.00000e+00,-2.45000e-01, 2.16840e-19, 4.05038e+02
 0.00000e+00,-2.35000e-01, 2.16840e-19, 3.92539e+02
 0.00000e+00,-2.25000e-01, 2.16840e-19, 3.80827e+02
 0.00000e+00,-2.15000e-01, 2.16840e-19, 3.69608e+02
 0.00000e+00,-2.05000e-01, 2.16840e-19, 3.58309e+02
 0.00000e+00,-1.95000e-01, 2.16840e-19, 3.47502e+02
 0.00000e+00,-1.85000e-01, 2.16840e-19, 3.38006e+02
 0.00000e+00,-1.75000e-01, 2.16840e-19, 3.28355e+02
 0.00000e+00,-1.65000e-01, 2.16840e-19, 3.19849e+02
 0.00000e+00,-1.55000e-01, 2.16840e-19, 3.13159e+02
 0.00000e+00,-1.45000e-01, 2.16840e-19, 3.07668e+02
 0.00000e+00,-1.35000e-01, 2.16840e-19, 3.04029e+02
 0.00000e+00,-1.25000e-01, 2.16840e-19, 3.01861e+02
 0.00000e+00,-1.15000e-01, 2.16840e-19, 3.00723e+02
 0.00000e+00,-1.05000e-01, 2.16840e-19, 3.00227e+02
 0.00000e+00,-9.50000e-02, 2.16840e-19, 3.00051e+02
 0.00000e+00,-8.50000e-02, 2.16840e-19, 3.00005e+02
 0.00000e+00,-7.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-6.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-5.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-4.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-3.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-2.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-1.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-5.00000e-03, 2.16840e-19, 3.00000e+02
 0.00000e+00, 5.00000e-03, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 3.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 4.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 5.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 6.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 7.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 8.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 9.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.05000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.15000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.25000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.35000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.45000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.55000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.65000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.75000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.85000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.95000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.05000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.15000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.25000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.35000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.45000e-01, 2.16840e-19, 3.00000e+02
time (s) = 0.06
 0.00000e+00,-2.45000e-01, 2.16840e-19, 4.19095e+02
 0.00000e+00,-2.35000e-01, 2.16840e-19, 4.07214e+02
 0.00000e+00,-2.25000e-01, 2.16840e-19, 3.96033e+02
 0.00000e+00,-2.15000e-01, 2.16840e-19, 3.85215e+02
 0.00000e+00,-2.05000e-01, 2.16840e-19, 3.74071e+02
 0.00000e+00,-1.95000e-01, 2.16840e-19, 3.63283e+02
 0.00000e+00,-1.85000e-01, 2.16840e-19, 3.53842e+02
 0.00000e+00,-1.75000e-01, 2.16840e-19, 3.43868e+02
 0.00000e+00,-1.65000e-01, 2.16840e-19, 3.34661e+02
 0.00000e+00,-1.55000e-01, 2.16840e-19, 3.26843e+02
 0.00000e+00,-1.45000e-01, 2.16840e-19, 3.19121e+02
 0.00000e+00,-1.35000e-01, 2.16840e-19, 3.12851e+02
 0.00000e+00,-1.25000e-01, 2.16840e-19, 3.08008e+02
 0.00000e+00,-1.15000e-01, 2.16840e-19, 3.04509e+02
 0.00000e+00,-1.05000e-01, 2.16840e-19, 3.02298e+02
 0.00000e+00,-9.50000e-02, 2.16840e-19, 3.01038e+02
 0.00000e+00,-8.50000e-02, 2.16840e-19, 3.00383e+02
 0.00000e+00,-7.50000e-02, 2.16840e-19, 3.00118e+02
 0.00000e+00,-6.50000e-02, 2.16840e-19, 3.00025e+02
 0.00000e+00,-5.50000e-02, 2.16840e-19, 3.00002e+02
 0.00000e+00,-4.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-3.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-2.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-1.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-5.00000e-03, 2.16840e-19, 3.00000e+02
 0.00000e+00, 5.00000e-03, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 3.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 4.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 5.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 6.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 7.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 8.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 9.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.05000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.15000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.25000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.35000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.45000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.55000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.65000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.75000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.85000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.95000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.05000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.15000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.25000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.35000e-01, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.45000e-01, 2.16840e-19, 3.00000e+02
time (s) = 0.07
 0.00000e+00,-2.45000e-01, 2.16840e-19, 4.31070e+02
 0.00000e+00,-2.35000e-01, 2.16840e-19, 4.19897e+02
 0.00000e+00,-2.25000e-01, 2.16840e-19, 4.09328e+02
 0.00000e+00,-2.15000e-01, 2.16840e-19, 3.99019e+02
 0.00000e+00,-2.05000e-01, 2.16840e-19, 3.88201e+02
 0.00000e+00,-1.95000e-01, 2.16840e-19, 3.77586e+02
 0.00000e+00,-1.85000e-01, 2.16840e-19, 3.68260e+02
 0.00000e+00,-1.75000e-01, 2.16840e-19, 3.58118e+02
 0.00000e+00,-1.65000e-01, 2.16840e-19, 3.48685e+02
 0.00000e+00,-1.55000e-01, 2.16840e-19, 3.40665e+02
 0.00000e+00,-1.45000e-01, 2.16840e-19, 3.32164e+02
 0.00000e+00,-1.35000e-01, 2.16840e-19, 3.24734e+02
 0.00000e+00,-1.25000e-01, 2.16840e-19, 3.18222e+02
 0.00000e+00,-1.15000e-01, 2.16840e-19, 3.12578e+02
 0.00000e+00,-1.05000e-01, 2.16840e-19, 3.08174e+02
 0.00000e+00,-9.50000e-02, 2.16840e-19, 3.04940e+02
 0.00000e+00,-8.50000e-02, 2.16840e-19, 3.02625e+02
 0.00000e+00,-7.50000e-02, 2.16840e-19, 3.01307e+02
 0.00000e+00,-6.50000e-02, 2.16840e-19, 3.00561e+02
 0.00000e+00,-5.50000e-02, 2.16840e-19, 3.00204e+02
 0.00000e+00,-4.50000e-02, 2.16840e-19, 3.00059e+02
 0.00000e+00,-3.50000e-02, 2.16840e-19, 3.00012e+02
 0.00000e+00,-2.50000e-02, 2.16840e-19, 3.00001e+02
 0.00000e+00,-1.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00,-5.00000e-03, 2.16840e-19, 3.00000e+02
 0.00000e+00, 5.00000e-03, 2.16840e-19, 3.00000e+02
 0.00000e+00, 1.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 2.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 3.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 4.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 5.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 6.50000e-02, 2.16840e-19, 3.00000e+02
 0.00000e+00, 7.50000e-02, 2.16840e-19, 3.00000e+02
