"Convergence history of Static Temperature on point-1 (in SI units)"
"Flow Time" "Vertex Average Static Temperature"
0.5288383501817101 320.1320190429688
0.5298380446054941 320.3348999023438
0.5308377390292781 321.27978515625
0.5318374334530621 321.0885620117188
0.5328371278768461 320.8343505859375
0.5338368223006301 320.6728820800781
0.5348365167244141 320.5584716796875
0.5358362111481981 320.448486328125
0.5368359055719821 320.3401489257813
0.5378355999957661 320.2413940429688
0.5388352944195501 320.1462097167969
0.5398349888433341 320.0524597167969
0.5408346832671181 319.9598083496094
0.5418343776909022 319.870849609375
0.5428340721146862 319.7851867675781
0.5438337665384702 319.6983032226563
0.5448334609622542 319.6115112304688
0.5458331553860382 319.530517578125
0.5468328498098222 319.4468688964844
0.5478325442336062 319.3661193847656
0.5488322386573902 319.2803344726563
0.5498319330811742 319.1920166015625
0.5508316275049582 319.1125183105469
0.5518313219287422 319.0238647460938
0.5528310163525262 318.9340515136719
0.5538307107763102 318.84765625
0.5548304052000942 318.7595825195313
0.5558300996238782 318.6702270507813
0.5568297940476622 318.5728759765625
0.5578294884714462 318.4824829101563
0.5588291828952302 318.3890991210938
0.5598288773190142 318.2926635742188
0.5608285717427982 318.1947021484375
0.5618282661665822 318.0968627929688
0.5628279605903662 317.9963989257813
0.5638276550141502 317.8955993652344
0.5648273494379342 317.7896728515625
0.5658270438617182 317.6846313476563
0.5668267382855022 317.5790710449219
0.5678264327092862 317.4705505371094
0.5688261271330702 317.3583068847656
0.5698258215568542 317.2510375976563
0.5708255159806382 317.1357421875
0.5718252104044223 317.023193359375
0.5728249048282063 316.9114685058594
0.5738245992519903 316.793701171875
0.5748242936757743 316.6785278320313
0.5758239880995583 316.5628051757813
0.5768236825233423 316.4469909667969
0.5778233769471263 316.3329772949219
0.5788230713709103 316.2179565429688
0.5798227657946943 316.1040649414063
0.5808224602184783 315.9867553710938
0.5818221546422623 315.8673400878906
0.5828218490660463 315.74853515625
0.5838215434898303 315.6357727050781
0.5848212379136143 315.5230712890625
0.5858209323373983 315.412841796875
0.5868206267611823 315.2963256835938
0.5878203211849663 315.1864013671875
0.5888200156087503 315.0791320800781
0.5898197100325343 314.9735107421875
0.5908194044563183 314.8649291992188
0.5918190988801023 314.7671813964844
0.5928187933038863 314.6745300292969
0.5938184877276703 314.5818481445313
0.5948181821514543 314.4800415039063
0.5958178765752383 314.3896179199219
0.5968175709990223 314.3041687011719
0.5978172654228063 314.2210998535156
0.5988169598465903 314.134521484375
0.5998166542703743 314.06005859375
0.6008163486941583 313.9949340820313
0.6018160431179424 313.9259643554688
0.6028157375417264 313.8589172363281
0.6038154319655104 313.7939758300781
0.6048151263892944 313.7376098632813
0.6058148208130784 313.6917724609375
0.6068145152368624 313.6429748535156
0.6078142096606464 313.5964965820313
0.6088139040844304 313.5543823242188
0.6098135985082144 313.5201416015625
0.6108132929319984 313.4864501953125
0.6118129873557824 313.4568176269531
0.6128126817795664 313.4330444335938
0.6138123762033504 313.41162109375
0.6148120706271344 313.3927307128906
0.6158117650509184 313.3768005371094
0.6168114594747024 313.3635559082031
0.6178111538984864 313.3491516113281
0.6188108483222704 313.3358459472656
0.6198105427460544 313.3266906738281
0.6208102371698384 313.31591796875
0.6218099315936224 313.3076782226563
0.6228096260174064 313.3016967773438
0.6238093204411904 313.2965393066406
0.6248090148649744 313.2933349609375
0.6258087092887584 313.2903442382813
0.6268084037125424 313.2867126464844
0.6278080981363264 313.2855529785156
0.6288077925601104 313.283935546875
0.6298074869838944 313.283447265625
0.6308071814076784 313.2834777832031
0.6318068758314624 313.2830200195313
0.6328065702552465 313.2838439941406
0.6338062646790305 313.2842407226563
0.6348059591028145 313.2847290039063
0.6358056535265985 313.2872314453125
0.6368053479503825 313.2903137207031
0.6378050423741665 313.2927551269531
0.6388047367979505 313.2958984375
0.6398044312217345 313.29931640625
0.6408041256455185 313.3021240234375
0.6418038200693025 313.3057861328125
0.6428035144930865 313.3079528808594
0.6438032089168705 313.3124084472656
0.6448029033406545 313.316162109375
0.6458025977644385 313.3184204101563
0.6468022921882225 313.3219299316406
0.6478019866120065 313.3261413574219
0.6488016810357905 313.3298034667969
0.6498013754595745 313.3336486816406
0.6508010698833585 313.3381958007813
0.6518007643071425 313.3420715332031
0.6528004587309265 313.3457641601563
0.6538001531547105 313.3498229980469
0.6547998475784945 313.3525085449219
0.6557995420022785 313.35791015625
0.6567992364260625 313.3619995117188
0.6577989308498465 313.3660278320313
0.6587986252736305 313.3701782226563
0.6597983196974145 313.374267578125
0.6607980141211985 313.3783569335938
0.6617977085449825 313.3825073242188
0.6627974029687666 313.3865966796875
0.6637970973925506 313.390625
0.6647967918163346 313.3947448730469
0.6657964862401186 313.3988647460938
0.6667961806639026 313.4029846191406
0.6677958750876866 313.4071350097656
0.6687955695114706 313.411376953125
0.6697952639352546 313.4154357910156
0.6707949583590386 313.419677734375
0.6717946527828226 313.4237976074219
0.6727943472066066 313.4279479980469
0.6737940416303906 313.4320983886719
0.6747937360541746 313.4362182617188
0.6757934304779586 313.4403686523438
0.6767931249017426 313.4445190429688
0.6777928193255266 313.4486694335938
0.6787925137493106 313.4527893066406
0.6797922081730946 313.4569702148438
0.6807919025968786 313.4611206054688
0.6817915970206626 313.4652404785156
0.6827912914444466 313.4693908691406
0.6837909858682306 313.4735412597656
0.6847906802920146 313.4776611328125
0.6857903747157986 313.4818115234375
0.6867900691395826 313.4859313964844
0.6877897635633666 313.4900512695313
0.6887894579871506 313.4942016601563
0.6897891524109346 313.4983520507813
0.6907888468347186 313.5025024414063
