Date [s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <01>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <02>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <03>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <04>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
7.92;0.131616;0.252016;0.56984;-0.111306;-0.0857696
7.94;0.121392;0.199934;0.532995;-0.114843;-0.0926517
7.96;0.136593;0.130787;0.458052;-0.171343;-0.0709591
7.98;0.100601;-0.00168939;-0.124804;-0.189846;-0.077461
8;0.071077;-0.23396;-0.22791;-0.183831;-0.0962024
8.02;-0.0569574;-0.349672;-0.40034;-0.177668;-0.0910209
8.04;-0.182978;-0.158254;-0.0686592;-0.207922;-0.081653
8.06;-0.0161425;0.073573;0.24547;-0.17953;-0.0868409
8.08;0.0448781;0.207603;0.280018;-0.105695;-0.100747
8.1;0.0543611;0.267787;0.0480232;-0.130648;-0.116199
8.12;0.0583497;0.312596;-0.336406;-0.159572;-0.113811
8.14;0.0709352;0.0969394;-0.515548;-0.164645;-0.137859
8.16;0.0861952;-0.33418;-0.657151;-0.140452;-0.116569
8.18;0.0272667;-0.432667;-0.670122;-0.116247;-0.126257
8.2;-0.0133418;-0.400167;-0.633847;-0.0985514;-0.1181
8.22;0.022485;-0.333421;-0.516663;-0.101835;-0.11336
8.24;0.0536004;-0.218529;-0.446928;-0.138486;-0.143999
8.26;0.0494564;-0.0679516;-0.410198;-0.218445;-0.161517
8.28;0.0363845;-0.000756452;-0.283433;-0.27456;-0.136467
8.3;0.0365316;0.0550407;-0.281858;-0.2787;-0.129481
8.32;0.0484657;0.158373;-0.329351;-0.255596;-0.129701
8.34;0.0631173;0.227874;0.00339578;-0.325379;-0.162438
8.36;0.0613115;0.308116;0.211095;-0.336252;-0.156896
8.38;0.0547084;0.315902;0.262471;-0.308168;-0.170487
8.4;0.0420181;0.260817;0.153716;-0.251399;-0.138779
8.42;0.0301243;0.24172;-0.0132551;-0.221312;-0.105444
8.44;0.0179633;0.247563;-0.136644;-0.247158;-0.0911942
8.46;0.0146012;0.226104;-0.175854;-0.269315;-0.0862454
8.48;0.0179073;0.185256;-0.225573;-0.272662;-0.0777509
8.5;0.0210245;0.172723;-0.192381;-0.269268;-0.0816317
8.52;0.0306504;0.179323;-0.204521;-0.24261;-0.0848334
8.54;0.0320071;0.187593;-0.203946;-0.241181;-0.0894219
8.56;0.0271644;0.221683;-0.0922835;-0.22795;-0.0890294
8.58;0.0226863;0.232085;-0.0171133;-0.211219;-0.0796941
8.6;0.0351221;0.220802;0.102354;-0.195221;-0.0631044
8.62;0.0592037;0.221585;0.187278;-0.127434;-0.0252671
8.64;0.110287;0.23789;0.180708;-0.00633617;0.0152543
8.66;0.130256;0.282661;0.157575;0.0490452;0.0505603
8.68;0.102323;0.275371;0.060812;0.145348;0.0692917
8.7;0.0950466;0.184627;-0.117076;0.173184;0.0855328
8.72;0.112249;0.189212;0.0246154;0.0536246;0.00240996
8.74;0.142066;0.253139;0.362905;0.0882005;-0.0564134
8.76;0.157924;0.324917;0.446884;0.420016;-0.0977025
8.78;0.179451;0.380039;0.420668;0.53266;0.00700785
8.8;0.198649;0.417107;0.462994;0.566905;0.109964
8.82;0.223002;0.445142;0.486256;0.739177;0.054409
8.84;0.248177;0.465636;0.484086;0.659654;0.0298525
8.86;0.280206;0.466332;0.476753;0.620812;-0.00884168
8.88;0.301561;0.447745;0.46575;0.533166;-0.0719721
8.9;0.274816;0.448904;0.477103;0.35909;-0.0945722
8.92;0.272616;0.418291;0.431729;0.0820333;-0.0314239
8.94;0.224754;0.290657;0.14927;-0.0205217;-0.00488259
8.96;0.127015;0.115655;0.0900841;-0.0203545;-0.0173738
8.98;0.116256;0.210662;0.114577;-0.0350276;-0.0253445
9;0.123226;0.242432;0.149259;-0.059027;-0.0345212
9.02;0.128561;0.273679;0.0918044;-0.09311;-0.0394242
9.04;0.127824;0.328634;-0.0828957;-0.148462;-0.0495877
9.06;0.131981;0.407166;-0.308055;-0.199327;-0.0548297
9.08;0.116969;-0.397674;-0.516556;-0.253291;-0.0607839
9.1;-0.0860171;-0.668761;-0.581351;-0.276236;-0.0647537
9.12;-0.0636936;-0.944687;-0.59946;-0.272833;-0.0705525
9.14;-0.00523542;-1.01003;-0.608164;-0.267002;-0.0704819
9.16;-0.014849;-1.04836;-0.634671;-0.273571;-0.071878
9.18;0.0456045;-0.663713;-0.640736;-0.286025;-0.0751372
9.2;0.0602885;-0.261164;-0.582398;-0.277837;-0.0677169
9.22;0.0768549;-0.0392982;-0.440833;-0.264031;-0.0650965
9.24;0.0747586;0.0622543;-0.36843;-0.24908;-0.0583936
9.26;0.0790785;0.0895378;-0.345628;-0.239246;-0.0502778
9.28;0.0895928;0.0739777;-0.339664;-0.240807;-0.0469383
9.3;0.0899493;0.0332999;-0.35212;-0.23008;-0.0424787
9.32;0.107941;0.0167726;-0.33462;-0.220936;-0.0525129
9.34;0.120811;0.0132878;-0.368281;-0.22123;-0.0519981
9.36;0.124574;-0.00699817;-0.35374;-0.211675;-0.0518304
9.38;0.0384213;-0.0511622;-0.308188;-0.170983;-0.0256015
9.4;0.0133138;-0.0903065;-0.295938;-0.156156;-0.0249696
9.42;0.0459511;-0.143079;-0.293382;-0.168815;-0.0296799
9.44;0.0643712;-0.225437;-0.3144;-0.203827;-0.0593392
9.46;0.0955912;-0.235065;-0.352565;-0.259697;-0.0879848
9.48;0.116883;-0.148615;-0.415902;-0.303493;-0.0970121
9.5;0.101569;-0.0772322;-0.470756;-0.348035;-0.0903963
9.52;0.0803782;-0.035271;-0.463616;-0.36963;-0.085807
9.54;0.114825;0.0415639;-0.333956;-0.352924;-0.0946615
9.56;0.129171;0.150356;-0.197921;-0.247195;-0.0954553
9.58;0.152798;0.272526;0.0412593;-0.120176;-0.0238925
9.6;0.179741;0.394087;0.105083;-0.106073;-0.0212559
9.62;0.192334;0.471892;0.00896224;-0.123783;-0.0258734
9.64;0.237118;0.463659;-0.275581;-0.194577;-0.0660078
9.66;0.210402;0.29589;-0.299145;-0.209144;-0.0919964
9.68;0.15909;0.281971;-0.0345569;-0.235258;-0.0867604
9.7;0.148261;0.315326;0.219715;-0.314923;-0.0952944
9.72;0.151304;0.337363;0.452649;-0.337202;-0.0949887
9.74;0.157087;0.32793;0.582252;0.0265605;-0.0983401
9.76;0.153434;0.304527;0.588683;0.299738;-0.0972443
9.78;0.15628;0.258484;0.55886;0.252008;-0.109163
9.8;0.167257;0.219619;0.532672;0.0880194;-0.118879
9.82;0.154154;0.19574;0.515011;-0.0476271;-0.147454
9.84;0.108612;0.156735;0.437945;-0.177576;-0.172739
9.86;0.035673;0.101291;0.359792;-0.301836;-0.219337
9.88;-0.0260711;0.0606931;0.202071;-0.395092;-0.274551
9.9;-0.0540649;0.0602857;-0.216042;-0.372542;-0.269213
9.92;0.0978074;-0.0147845;-0.298551;-0.207596;-0.23318
9.94;0.127361;-0.00998391;-0.214554;-0.153513;-0.144976
9.96;0.117983;0.153266;-0.178036;-0.165756;-0.0982334
9.98;0.0976537;0.185448;-0.229945;-0.197581;-0.107141
10;0.098861;-0.0724727;-0.398013;-0.233052;-0.0974348
