Date [s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <01>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <02>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <03>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <04>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
0.84;-0.00498395;-0.0128816;-0.0014135;0.0116894;0.00466654
0.86;-0.00855946;-0.0177874;-0.00281503;0.0173639;0.0080431
0.88;-0.0116463;-0.0232237;-0.0045659;0.0233042;0.0117453
0.9;-0.0158057;-0.0286154;-0.00658747;0.0287201;0.0147164
0.92;-0.0223368;-0.0338863;-0.00845104;0.0335258;0.0203202
0.94;-0.0282057;-0.0382182;-0.010331;0.0386676;0.0256534
0.96;-0.0321396;-0.0393792;-0.0132588;0.0412838;0.0303856
0.98;-0.0270004;-0.0386481;-0.0156063;0.0423218;0.0290419
1;-0.0210681;-0.0265753;-0.00942276;0.0345323;0.0161164
1.02;-0.014114;-0.0234898;-0.0078049;0.02653;0.0151735
1.04;-0.0102341;-0.020136;-0.00966231;0.0179302;0.0112629
1.06;-0.00650423;-0.0167887;-0.00157723;0.011633;0.00608237
1.08;-0.00339301;-0.017127;-0.00709865;0.0107992;0.00329895
1.1;-0.00616726;-0.0164538;-0.0021819;0.00621194;0.000847721
1.12;-0.00502945;-0.0138626;-0.00306468;0.00737119;-0.00171126
1.14;-0.0043943;-0.0140945;-0.0079666;0.00710536;-0.00192171
1.16;-0.00787094;-0.0278378;-0.0148593;0.0182713;0.00190548
1.18;-0.00875927;-0.0466975;-0.0142681;0.042939;0.00924915
1.2;-0.0154071;-0.0628505;-0.0141136;0.0625392;0.0193375
1.22;-0.0174781;-0.0666935;-0.00818846;0.0683419;0.0225703
1.24;-0.0110243;-0.0638038;-0.00681645;0.0630935;0.0191931
1.26;0.00200054;-0.0390074;-0.015858;0.0470058;0.00410925
1.28;0.0228459;-0.00202324;-0.0301202;0.0142828;-0.0113126
1.3;0.036309;0.0339099;-0.013118;-0.0371726;-0.0323527
1.32;0.0464438;0.0845901;-0.0204228;-0.0500912;-0.0476697
1.34;0.0535369;0.0938327;-0.0192683;-0.0811928;-0.0588855
1.36;0.0739962;0.143422;-0.00612619;-0.135974;-0.0807065
1.38;0.103673;0.207297;0.0366864;-0.196532;-0.110723
1.4;0.132196;0.293971;0.117748;-0.28585;-0.135965
1.42;0.159358;0.329873;0.149096;-0.34104;-0.144327
1.44;0.140954;0.26465;0.0852785;-0.229331;-0.142554
1.46;0.126508;0.258653;0.0584155;-0.201248;-0.112139
1.48;0.10526;0.233758;0.0515711;-0.186748;-0.0793434
1.5;0.0726894;0.185264;0.0519633;-0.128975;-0.0628479
1.52;0.0711595;0.209133;0.0620371;-0.146998;-0.0643903
1.54;0.0583892;0.210572;0.0757461;-0.156806;-0.0567534
1.56;0.0352383;0.180299;0.0740303;-0.168109;-0.0422128
1.58;0.0153381;0.164809;0.047023;-0.167456;-0.02305
1.6;0.005713;0.16161;0.0313416;-0.152697;-0.0202891
1.62;0.00492176;0.164163;0.0225682;-0.146104;-0.0198114
1.64;0.00495208;0.151382;0.0131659;-0.135952;-0.0235033
1.66;0.00697938;0.153003;0.0171586;-0.124131;-0.019967
1.68;0.0069571;0.14663;0.00879875;-0.121303;-0.0188389
1.7;0.00501008;0.146852;0.00283796;-0.121397;-0.0193097
1.72;0.00636867;0.144638;-0.00446537;-0.112828;-0.0215938
1.74;0.00628986;0.13701;0.0065884;-0.102979;-0.0167604
1.76;0.00556185;0.129418;0.0209556;-0.0930154;-0.0139573
1.78;0.0160348;0.120246;0.0143429;-0.0757915;-0.011678
1.8;0.0406115;0.109457;0.00123594;-0.0627886;-0.0230881
1.82;0.105428;0.148632;0.00785841;-0.0564648;-0.0774729
1.84;0.172781;0.240473;0.0198892;-0.0782472;-0.140571
1.86;0.142264;0.361264;0.118312;-0.197527;-0.194591
1.88;0.0655842;0.300463;0.140276;-0.117206;-0.223755
1.9;0.0291979;0.164094;0.063216;-0.12889;-0.17767
1.92;0.0543858;0.159667;-0.00676499;-0.273046;-0.125279
1.94;0.0847353;0.236122;-0.106757;-0.338463;-0.13436
1.96;0.11501;0.292616;-0.121803;-0.33852;-0.152483
1.98;0.118552;0.300794;-0.163275;-0.336433;-0.177304
2;0.130949;0.325374;-0.275552;-0.320663;-0.189137
2.02;0.162097;0.30037;-0.375982;-0.291091;-0.208097
2.04;0.175875;0.253054;-0.424614;-0.268154;-0.218925
2.06;0.166528;0.173523;-0.394643;-0.234875;-0.205485
2.08;0.161665;0.151602;-0.435989;-0.221425;-0.174033
2.1;0.101802;0.165216;-0.480222;-0.194979;-0.221251
2.12;0.09851;0.135902;-0.227353;-0.202497;-0.217565
2.14;0.116624;-0.0047915;-0.0833728;-0.182569;-0.239753
2.16;0.0898036;-0.104846;-0.192014;-0.0994155;-0.216965
2.18;0.0993408;-0.0141605;-0.355486;0.0208774;-0.200109
2.2;0.157219;0.0759721;-0.335692;-0.122939;-0.132062
2.22;0.190878;0.192432;-0.102077;-0.301019;-0.119699
2.24;0.168669;0.271088;0.110735;-0.330827;-0.114933
2.26;0.117877;0.267921;0.207649;-0.320946;-0.0860726
2.28;0.0784669;0.281039;-0.00378199;-0.244091;-0.0675902
2.3;0.0845747;-0.140523;-0.205686;-0.0775039;-0.0421325
2.32;0.108567;-0.177161;-0.318186;0.0840634;-0.0639068
2.34;0.0950106;-0.0459878;-0.271317;0.20297;-0.0300502
2.36;0.0316289;0.165491;0.114247;-0.186154;0.0430998
2.38;0.0165403;0.234679;0.332427;-0.201985;0.0161103
2.4;0.0201448;0.207918;0.439306;0.133892;0.029702
2.42;0.00327368;0.19252;0.46633;0.247765;0.0221456
2.44;0.000856915;0.160221;0.419332;0.195084;0.00778443
2.46;0.0115301;0.132342;0.258397;0.0615706;-0.0165825
2.48;0.0260311;0.165529;0.208441;-0.0037856;-0.0127665
2.5;0.0636459;0.0267999;0.126863;-0.0373888;-0.0180931
2.52;0.0764891;0.00341009;0.250516;-0.0245806;-0.0159104
2.54;0.0994286;0.12555;0.405707;-0.0187588;-0.0211275
2.56;0.130049;0.139091;0.324627;0.0597248;-0.0323326
2.58;0.145669;0.203967;0.244815;0.107753;-0.0323642
2.6;0.167612;0.303334;0.214301;0.142256;-0.0151781
2.62;0.189339;0.37132;0.175256;0.18285;0.0132813
2.64;0.199716;0.38906;0.24806;0.254892;0.0351773
2.66;0.209346;0.413602;0.238268;0.296419;0.111887
2.68;0.181057;0.396999;0.357112;0.309485;0.0931246
2.7;0.158435;0.342289;0.528804;0.352285;0.10676
2.72;0.132596;0.275311;0.521157;0.347232;0.117769
2.74;0.0943758;0.228237;0.460733;0.275326;0.10102
2.76;0.0416027;0.195026;0.461822;0.156116;0.0566346
2.78;-0.000335843;0.16739;0.469695;0.0518763;0.0300518
2.8;0.00122008;0.12047;0.393565;-0.0324166;0.0167104
2.82;0.0142078;0.077165;0.36031;-0.152821;0.0177712
2.84;0.0234368;0.0430791;0.219815;-0.235922;0.0309869
2.86;0.0317851;0.03311;-0.0141507;-0.192762;0.0442879
2.88;-0.0453913;-0.116785;-0.0804951;-0.0861826;0.077252
2.9;-0.234433;-0.202995;-0.0254388;-0.057538;0.0403188
2.92;-0.297665;-0.202659;0.0676213;-0.0530919;0.0164232
2.94;-0.122423;-0.0410849;0.15629;-0.0688304;-0.0107479
2.96;-0.0872907;0.0558886;0.157275;-0.076804;-0.0260742
2.98;-0.0640553;0.0414406;0.118105;-0.118936;-0.0486807
3;-0.0314227;0.0237567;-0.00079826;-0.215253;-0.0734663
3.02;-0.0144796;-0.00177114;-0.175252;-0.362944;-0.0883134
3.04;-0.00749133;-0.0307988;-0.369411;-0.549557;-0.0962159
3.06;-0.00708974;-0.226969;-0.67276;-0.575757;-0.0982
3.08;-0.0440688;-0.532462;-0.879967;-0.47233;-0.101234
3.1;-0.145206;-0.846232;-0.890139;-0.394358;-0.100343
3.12;-0.304264;-1.09319;-0.586845;-0.282113;-0.109997
3.14;-0.370349;-1.12807;-0.295093;-0.175839;-0.160265
3.16;-0.0728518;-0.84961;-0.278243;-0.169896;-0.181095
3.18;-0.0329024;-0.632502;-0.512669;-0.265802;-0.212758
3.2;0.00894524;-0.994656;-0.584666;-0.379412;-0.223111
3.22;-0.0328117;-0.828148;-0.521913;-0.435002;-0.257971
3.24;0.0140191;-0.583101;-0.603096;-0.48038;-0.243717
3.26;0.0552883;-0.216542;-0.621074;-0.462753;-0.257033
3.28;0.0823126;0.122654;-0.550643;-0.35575;-0.266326
3.3;0.0738585;0.219964;-0.24522;-0.234796;-0.264834
3.32;0.0563463;0.176005;-0.109025;-0.170712;-0.223101
3.34;0.0465397;0.144704;-0.229755;-0.182458;-0.164283
3.36;0.0521255;0.0750441;-0.377034;-0.248481;-0.131365
3.38;0.0618852;-0.0797124;-0.481142;-0.248461;-0.185565
3.4;0.0679731;-0.126748;-0.530542;-0.152634;-0.177208
3.42;0.0512662;-0.0786403;-0.488496;-0.101744;-0.157186
3.44;0.0505599;-0.0636822;-0.45908;-0.111048;-0.0933378
3.46;0.0584615;-0.043129;-0.424656;-0.1315;-0.0121399
3.48;0.0532342;0.0372719;-0.362558;-0.12328;0.047991
3.5;0.0567268;0.120822;-0.288376;-0.0977086;0.0679314
3.52;0.0669236;0.223076;0.128748;-0.0289347;0.0700412
3.54;0.0911741;0.29861;0.272172;0.147993;0.0151555
3.56;0.121343;0.384898;0.328961;0.129588;0.0345452
3.58;0.120692;0.435231;0.240872;0.102371;0.152668
3.6;0.115494;0.438932;0.421704;-0.0199121;0.0783462
3.62;0.114317;0.420781;0.643318;0.0621993;-0.0615538
3.64;0.116375;0.406238;0.681689;0.745601;-0.124106
3.66;0.117024;0.38061;0.546892;0.955267;0.28517
3.68;0.117103;0.348457;0.451495;0.601927;0.0557186
3.7;0.110348;0.336792;0.471257;0.815346;0.0195286
3.72;0.127843;0.362694;0.508819;0.883838;-0.00298421
3.74;0.154546;0.402163;0.529789;0.755445;-0.028964
3.76;0.165756;0.412529;0.534346;0.611593;-0.0277434
3.78;0.155906;0.359226;0.507221;0.336016;-0.0388793
3.8;0.133766;0.267699;0.453197;0.00568376;-0.0323326
3.82;0.098417;0.187312;0.406152;-0.201943;-0.0382798
3.84;0.0589481;0.157077;0.0981105;-0.282743;-0.0376929
3.86;0.0339807;0.198609;-0.254139;-0.328213;-0.0329951
3.88;0.0356253;0.234405;-0.424518;-0.332227;-0.0355923
3.9;0.0409364;0.228544;-0.529342;-0.322434;-0.0364237
3.92;0.0458648;-0.284322;-0.579553;-0.322768;-0.0389338
3.94;0.059368;-0.591155;-0.591357;-0.28633;-0.0453614
3.96;0.0723272;-0.534468;-0.582266;-0.270467;-0.0445434
3.98;0.011338;-0.545716;-0.521093;-0.242956;-0.0509003
4;-0.108803;-0.550517;-0.405043;-0.216162;-0.0603022
4.02;-0.160272;-0.544701;-0.32493;-0.183686;-0.0874069
4.04;-0.15514;-0.40112;-0.244935;-0.217294;-0.113024
4.06;-0.046915;-0.334363;-0.40495;-0.28994;-0.12067
4.08;0.0750632;-0.470159;-0.34826;-0.329735;-0.133905
4.1;0.0331857;-0.173088;-0.185892;-0.28541;-0.111795
4.12;0.0950253;0.115875;-0.543268;-0.348369;-0.120014
4.14;0.0601983;0.160427;-0.525602;-0.467675;-0.167557
4.16;0.0355956;0.11561;-0.222123;-0.443206;-0.200525
4.18;0.0263695;0.0742417;-0.307375;-0.395776;-0.177935
4.2;0.0196915;0.0692755;-0.39173;-0.316744;-0.118669
4.22;0.0170259;0.0823576;-0.345884;-0.283909;-0.0917555
4.24;0.0248887;0.142516;-0.116511;-0.2945;-0.0754904
4.26;0.0320152;0.20616;0.272166;-0.311973;-0.0719084
4.28;0.0384342;0.224645;0.486821;-0.335448;-0.0884461
4.3;0.0431215;0.21236;0.619243;0.100041;-0.0923587
4.32;0.0424853;0.184702;0.615353;0.342265;-0.0810854
4.34;0.0428483;0.165133;0.430259;0.320237;-0.0382273
4.36;0.0390052;0.14454;0.328551;0.255884;0.0248483
4.38;0.0371002;0.130042;0.262266;0.197899;0.0174708
4.4;0.0381046;0.121277;0.248862;0.0467229;-0.0374223
4.42;0.0497545;0.112961;0.256144;-0.145946;-0.0809829
4.44;0.0741853;0.133391;0.188445;-0.355534;-0.115653
4.46;0.118724;0.208717;-0.0915948;-0.306858;-0.145033
4.48;0.1191;0.272498;-0.20806;-0.3282;-0.158468
4.5;0.0935089;0.187759;0.00700207;-0.381966;-0.152038
4.52;0.0982298;0.149838;0.0974645;-0.444124;-0.123654
4.54;0.0960503;0.178252;0.111335;-0.436193;-0.101956
4.56;0.106724;0.27724;0.17341;-0.36761;-0.0973173
4.58;0.123591;0.377774;0.38019;-0.192673;-0.0906845
4.6;0.120605;0.362029;0.582409;0.0119017;-0.0780956
4.62;0.0922834;0.301224;0.594962;0.156636;-0.0648489
4.64;0.0844176;0.275826;0.602493;0.157759;-0.0558402
4.66;0.0656369;0.275484;0.568307;0.167164;-0.0604909
4.68;0.064727;0.273878;0.55448;0.116489;-0.0719169
4.7;0.0686823;0.2715;0.537638;0.0280134;-0.0793263
4.72;0.0826921;0.251438;0.512558;-0.0395642;-0.0845068
4.74;0.0951602;0.241289;0.497727;-0.090539;-0.096113
4.76;0.108663;0.223802;0.502622;-0.202672;-0.134139
4.78;0.109599;0.191151;0.41007;-0.322382;-0.175843
4.8;0.0938434;0.145758;0.032373;-0.427156;-0.22358
4.82;0.0783041;0.0479904;-0.339313;-0.443034;-0.271704
4.84;0.0240924;-0.152533;-0.460595;-0.409022;-0.264565
4.86;-0.107547;-0.312856;-0.450072;-0.340832;-0.211998
4.88;-0.0223911;-0.240097;-0.440323;-0.326719;-0.136468
4.9;0.0408589;-0.125701;-0.418451;-0.267158;-0.113141
4.92;0.0552289;-0.0939651;-0.557019;-0.267084;-0.127193
4.94;0.0458506;-0.0186652;-0.505579;-0.278982;-0.0850572
4.96;0.0419317;0.0559339;-0.425656;-0.283347;-0.0606261
4.98;0.043092;0.152347;-0.333987;-0.258392;-0.054634
5;0.0417009;0.212984;-0.10652;-0.247817;-0.0557269
5.02;0.0411983;0.23825;0.063943;-0.212071;-0.0601664
5.04;0.0311141;0.219062;0.131294;-0.204768;-0.0761485
5.06;0.019557;0.214472;0.204859;-0.208399;-0.080047
5.08;0.0110067;0.187461;0.215222;-0.225478;-0.0793342
5.1;0.0043396;0.161854;0.245427;-0.25646;-0.0777034
5.12;0.00772001;0.125997;0.284173;-0.287114;-0.0758782
5.14;0.0631536;0.114766;0.251362;-0.273243;-0.0858941
5.16;0.151902;0.149494;0.249812;-0.229429;-0.0783951
5.18;0.19529;0.303656;0.244998;-0.212482;-0.128935
5.2;0.213616;0.335832;0.408447;-0.131901;-0.080758
5.22;0.243203;0.321821;0.360457;0.1758;0.010591
5.24;0.215965;0.2616;0.275637;0.123788;0.0390184
5.26;0.17141;0.212232;0.213721;-0.0661259;-0.0494268
5.28;0.164577;0.266082;0.266776;-0.167015;-0.133138
5.3;0.143496;0.286718;0.388598;0.064449;-0.118142
5.32;0.113552;0.277382;0.484044;0.341698;-0.10127
5.34;0.0850364;0.265521;0.528672;0.413894;-0.0974645
5.36;0.0763251;0.247344;0.525962;0.411229;-0.0236776
5.38;0.084488;0.249647;0.517525;0.448634;0.0487132
5.4;0.100594;0.266796;0.494687;0.496123;0.097722
5.42;0.132322;0.304425;0.478721;0.495156;0.0567207
5.44;0.165561;0.320288;0.472844;0.4876;0.00819117
5.46;0.19105;0.291841;0.46325;0.171006;-0.0368349
5.48;0.226796;0.220036;0.386575;-0.0832802;-0.122633
5.5;0.231434;0.174311;0.317593;-0.276878;-0.175354
5.52;0.216853;0.161638;-0.174944;-0.44102;-0.240966
5.54;0.175951;0.143723;-0.314001;-0.381074;-0.230844
5.56;0.16546;0.07899;-0.0802281;-0.240912;-0.178414
5.58;0.138696;0.153647;-0.0170183;-0.232373;-0.130411
5.6;0.136907;0.22979;-0.0760941;-0.25411;-0.129637
5.62;0.140022;0.0508026;-0.184585;-0.274903;-0.129923
5.64;0.158214;-0.338421;-0.323133;-0.291853;-0.10823
5.66;0.145367;-0.582814;-0.433375;-0.304977;-0.100147
5.68;-0.137441;-0.673085;-0.529334;-0.290656;-0.0873679
5.7;-0.21723;-0.743069;-0.538052;-0.250505;-0.0806998
5.72;-0.151125;-0.703839;-0.498967;-0.221854;-0.0709693
5.74;-0.138381;-0.657606;-0.468189;-0.199758;-0.0595055
5.76;-0.115607;-0.598601;-0.419582;-0.170234;-0.0554081
5.78;-0.0928483;-0.541172;-0.369043;-0.140556;-0.0551427
5.8;-0.0825979;-0.492809;-0.324738;-0.110817;-0.0739504
5.82;-0.0589212;-0.441918;-0.288576;-0.0939945;-0.0805447
5.84;-0.0298718;-0.390885;-0.227548;-0.0668313;-0.110496
5.86;0.00177881;-0.353951;-0.178741;-0.058143;-0.114523
5.88;0.0672878;-0.285479;-0.126183;-0.0342303;-0.109243
5.9;0.158377;-0.0337941;-0.146975;-0.0882739;-0.083758
5.92;0.100958;0.184699;-0.0101201;-0.149823;-0.0891835
5.94;0.142202;0.15731;0.141023;-0.141997;-0.174847
5.96;0.170548;0.154127;-0.0782447;-0.333624;-0.213895
5.98;0.0841634;0.143307;0.130571;-0.566701;-0.191948
6;0.0578594;0.136548;0.294535;-0.395777;-0.187925
6.02;0.061252;0.186423;0.267715;-0.225722;-0.155712
6.04;0.0965066;0.29991;0.241686;-0.207376;-0.136879
6.06;0.111465;0.363582;0.105722;-0.269757;-0.135274
6.08;0.115186;0.379417;-0.259138;-0.336138;-0.148901
6.1;0.123084;0.111614;-0.51027;-0.364482;-0.141671
6.12;0.141339;-0.615248;-0.545408;-0.372931;-0.164355
6.14;-0.135881;-0.670066;-0.502407;-0.353718;-0.175622
6.16;-0.186;-0.772956;-0.375402;-0.264222;-0.146693
6.18;-0.10513;-0.915255;-0.419594;-0.191884;-0.123692
6.2;-0.104477;-0.934505;-0.490703;-0.192391;-0.108481
6.22;-0.174156;-0.856344;-0.519356;-0.212713;-0.109368
6.24;-0.0579802;-1.04298;-0.541385;-0.224832;-0.109343
6.26;-0.0272415;-1.11706;-0.587915;-0.206078;-0.109759
6.28;0.0323607;-0.953335;-0.668873;-0.200774;-0.0836371
6.3;0.0589847;-0.55583;-0.693333;-0.215243;-0.0255259
6.32;0.0924736;0.102764;-0.646596;-0.230865;-0.0464723
6.34;0.113481;0.267892;-0.620171;-0.296923;-0.0860396
6.36;0.0974083;0.1197;-0.545779;-0.35632;-0.143432
6.38;0.0950979;0.266041;-0.0262302;-0.335052;-0.190374
6.4;0.0845942;0.36496;0.151253;-0.387392;-0.227234
6.42;0.0628471;0.330638;0.253856;-0.364541;-0.201384
6.44;0.0316379;0.241237;0.117114;-0.303286;-0.17977
6.46;0.0236015;0.156116;-0.19125;-0.301486;-0.188605
6.48;0.0310504;0.0863023;-0.320766;-0.329853;-0.208622
6.5;0.0643241;0.0560509;-0.467333;-0.42621;-0.234268
6.52;0.120309;0.0746504;-0.467007;-0.479519;-0.236129
6.54;0.111047;0.21128;-0.344746;-0.413105;-0.248769
6.56;0.101898;0.284198;-0.142805;-0.322866;-0.241505
6.58;0.0982068;0.333134;0.0713536;-0.284738;-0.242867
6.6;0.0866583;0.358787;0.202897;-0.25321;-0.217435
6.62;0.0755808;0.344354;0.2723;-0.24234;-0.197771
6.64;0.0653893;0.356487;0.19224;-0.240251;-0.170642
6.66;0.0633412;0.385478;0.0671569;-0.211064;-0.145985
6.68;0.0723951;0.3989;-0.0314131;-0.164061;-0.124528
6.7;0.0942745;0.113342;-0.228296;-0.11593;-0.104289
6.72;0.0644386;0.0515404;-0.380362;-0.0829514;-0.0271663
6.74;0.08628;0.0658728;-0.32531;-0.058727;0.00185511
6.76;0.15426;-0.0121965;-0.225702;-0.014516;0.0404814
6.78;0.12593;0.022332;-0.273216;0.0601386;0.0792854
6.8;0.112061;0.135282;-0.186274;0.0674041;0.0933392
6.82;0.11622;0.203901;0.0328637;0.0169603;0.069095
6.84;0.11843;0.208937;0.280739;-0.069364;-0.00606451
6.86;0.145385;0.196219;0.407559;-0.18003;-0.0431958
6.88;0.194626;0.306953;0.456523;-0.0378479;-0.0529362
6.9;0.207079;0.392052;0.472417;0.257423;-0.0667198
6.92;0.219263;0.42485;0.480639;0.281649;-0.0775132
6.94;0.215866;0.361196;0.465627;0.205064;-0.00260211
6.96;0.235159;0.510886;0.687159;-0.0314608;-0.0562193
6.98;0.252482;0.596551;0.640888;-0.116633;-0.0968144
7;0.242806;0.502164;0.151128;-0.227109;-0.11442
7.02;0.246275;0.488258;0.0297823;-0.268706;-0.115957
7.04;0.232959;0.449684;0.0248637;-0.268955;-0.109352
7.06;0.200185;0.475218;-0.0471399;-0.251972;-0.101182
7.08;0.164067;0.44087;-0.0743616;-0.235047;-0.0908311
7.1;0.134168;0.374865;-0.0904399;-0.23491;-0.084049
7.12;0.121465;0.380946;-0.0905259;-0.274855;-0.104382
7.14;0.127017;0.371832;-0.0849973;-0.325033;-0.125941
7.16;0.133971;0.368613;-0.105842;-0.357364;-0.138075
7.18;0.144885;0.35236;-0.192805;-0.338355;-0.14231
7.2;0.15046;0.311891;-0.0879647;-0.301177;-0.140609
7.22;0.147052;0.250602;-0.0488066;-0.241554;-0.119363
7.24;0.131775;0.207046;0.0322692;-0.175195;-0.0881982
7.26;0.125865;0.193262;0.150838;-0.0215256;-0.079135
7.28;0.0949044;0.159996;0.328272;0.0916744;-0.104923
7.3;0.0619422;0.18575;0.541169;-0.128344;-0.160712
7.32;0.0568885;0.231079;0.229149;-0.268986;-0.16473
7.34;0.0344156;0.262343;-0.0777416;-0.357549;-0.13769
7.36;0.0419671;0.24825;-0.122382;-0.351958;-0.118259
7.38;0.0485221;0.260822;-0.0879302;-0.365009;-0.106126
7.4;0.0222704;0.264336;-0.0518945;-0.377701;-0.100799
7.42;0.00108816;0.245946;-0.0156845;-0.383999;-0.129655
7.44;0.0040857;0.255851;-0.100331;-0.402352;-0.190115
7.46;-0.0166904;0.246485;-0.210005;-0.325683;-0.188962
7.48;0.00923203;-0.125364;-0.219243;-0.219442;-0.165771
7.5;0.00410181;-0.208849;-0.272405;-0.108741;-0.0924335
7.52;-0.00767997;-0.0820067;-0.328186;-0.139685;-0.0309486
7.54;-0.0199042;-0.00728364;-0.322974;-0.265147;0.0130993
7.56;0.00617727;0.0552596;-0.189388;-0.305563;0.0311297
7.58;0.0516344;0.128644;-0.0881806;-0.226481;0.0133734
7.6;0.0682932;0.171021;0.152901;-0.104079;-0.0383935
7.62;0.0833041;0.184455;0.28868;-0.19813;-0.0546953
7.64;0.119229;0.168924;0.371548;0.0430383;-0.1467
7.66;0.148173;0.194381;0.38306;0.435195;-0.20351
7.68;0.159283;0.221151;0.241536;0.442633;-0.0794949
7.7;0.186065;0.258648;0.192353;0.215385;-0.0109557
7.72;0.207287;0.355634;0.527679;0.08168;-0.0303953
7.74;0.238391;0.500166;0.502442;-0.0515722;-0.0508796
7.76;0.227412;0.530452;0.500182;-0.143701;-0.0651148
7.78;0.210624;0.478198;0.498468;-0.147132;-0.0677647
7.8;0.179639;0.413135;0.492641;-0.0784243;-0.0718516
7.82;0.146703;0.364826;0.578653;0.00554377;-0.0820008
7.84;0.131683;0.336865;0.599369;-0.0158038;-0.0836308
7.86;0.120461;0.330961;0.607283;-0.0493699;-0.078951
7.88;0.126943;0.312528;0.60265;-0.0544005;-0.0695281
7.9;0.124629;0.287166;0.586852;-0.0537441;-0.0745903
