Date [s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <01>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <02>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <03>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <04>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
7.88;-0.292678;0.0967577;0.314513;0.145268;-0.23108
7.9;-0.424193;-0.00961644;0.244661;0.0407274;-0.346212
7.92;-0.574965;-0.0824087;0.158247;-0.0389573;-0.467025
7.94;-0.708784;-0.154769;0.16788;-0.0850594;-0.578351
7.96;-0.756308;-0.18961;0.232143;0.0818898;-0.404663
7.98;-0.595293;-0.0688944;0.741447;0.281187;-0.414837
8;-0.313018;0.267986;1.05147;0.451834;-0.395553
8.02;0.0392023;0.341807;0.753311;0.371528;-0.444547
8.04;0.210342;0.443484;0.604915;0.195492;-0.53026
8.06;0.143668;0.702894;0.874515;0.182326;-0.560306
8.08;0.0960817;0.741209;0.916639;0.218531;-0.55887
8.1;-0.00938937;0.483842;0.547253;0.109089;-0.592804
8.12;-0.122433;0.344823;0.547805;-0.0392164;-0.647727
8.14;-0.199292;0.407631;0.613624;-0.173285;-0.7149
8.16;-0.219588;0.591884;0.64587;-0.335349;-0.801028
8.18;-0.180585;0.517658;0.411206;-0.43571;-0.817356
8.2;-0.184952;0.492021;0.468819;-0.512682;-0.816315
8.22;-0.222959;0.453465;0.517673;-0.535762;-0.81923
8.24;-0.208085;0.401963;0.55231;-0.563799;-0.829436
8.26;-0.147821;0.34968;0.770041;-0.603231;-0.817319
8.28;-0.116314;0.357653;1.01513;-0.522742;-0.811332
8.3;-0.0780447;0.350923;1.11507;-0.384306;-0.759335
8.32;-0.0435164;0.270263;1.16005;-0.286008;-0.677467
8.34;0.00802499;0.309332;1.24303;-0.0618261;-0.524406
8.36;0.0811962;0.388528;1.20428;0.353467;-0.312054
8.38;0.129621;0.465466;1.04329;0.677449;-0.0293673
8.4;0.100675;0.39324;0.816076;0.706441;0.163016
8.42;0.0557204;0.297314;0.565944;0.604614;0.224511
8.44;-0.000932857;0.190841;0.395143;0.493376;0.180443
8.46;-0.0828884;0.0494611;0.234247;0.361085;0.0866743
8.48;-0.18381;-0.0832424;0.136534;0.216296;-0.0246592
8.5;-0.279013;-0.222217;-0.0165668;0.101801;-0.143753
8.52;-0.368851;-0.305107;-0.10029;-0.00784693;-0.272633
8.54;-0.440475;-0.244696;-0.136479;-0.0914411;-0.399683
8.56;-0.531258;-0.100505;-0.244766;-0.182166;-0.536236
8.58;-0.60094;-0.0997841;-0.235331;-0.285416;-0.664861
8.6;-0.700541;-0.21503;-0.192337;-0.341669;-0.689362
8.62;-0.744004;-0.355575;-0.0675743;-0.294944;-0.626471
8.64;-0.735523;-0.440909;0.113794;-0.121447;-0.501694
8.66;-0.623484;-0.34556;0.402148;0.0898445;-0.220093
8.68;-0.437426;-0.313475;0.73541;0.41725;0.174721
8.7;-0.271645;-0.156005;0.869476;0.67097;0.362286
8.72;-0.241489;-0.0967955;0.658352;0.541746;0.25606
8.74;-0.294573;-0.0969236;0.539378;0.509007;0.114458
8.76;-0.382751;-0.132718;0.588564;0.647406;0.0622728
8.78;-0.49633;-0.178911;0.508283;0.625393;0.0766
8.8;-0.59422;-0.251259;0.33316;0.473369;0.00810814
8.82;-0.728276;-0.354825;0.185466;0.589514;-0.0955531
8.84;-0.804123;-0.45607;0.0517279;0.717089;-0.15462
8.86;-0.720299;-0.470821;-0.0830108;0.466379;-0.222802
8.88;-0.539026;-0.300299;-0.167375;0.284239;-0.278029
8.9;-0.291582;0.0416357;-0.0106562;0.258659;-0.163991
8.92;0.0918311;0.594917;0.459377;0.453581;0.012821
8.94;0.527455;1.24874;0.865593;0.261557;0.0386967
8.96;0.700768;1.47312;0.689142;0.221424;0.0422314
8.98;0.381766;0.843325;0.468679;0.140923;0.0352784
9;0.160591;0.609836;0.298835;0.0887933;0.0427206
9.02;0.00432895;0.421833;0.145388;0.043449;0.03475
9.04;-0.107773;0.428039;0.0402944;-0.00162871;0.00653066
9.06;-0.155409;0.489898;0.088316;-0.0393776;-0.0400654
9.08;-0.062044;1.10173;0.231475;-0.0457789;-0.0643258
9.1;0.185636;1.13334;0.276013;-0.0602933;-0.0891067
9.12;0.0983492;0.662588;0.117832;-0.137416;-0.150685
9.14;-0.0585332;0.524375;-0.00705366;-0.211439;-0.197075
9.16;0.0151341;0.467451;-0.0387194;-0.238613;-0.201989
9.18;0.194852;0.898069;0.0800366;-0.157985;-0.130222
9.2;0.44294;1.07679;0.317604;0.0131596;0.0281669
9.22;0.449403;0.783657;0.43405;0.171428;0.173236
9.24;0.336193;0.463186;0.298648;0.203479;0.211072
9.26;0.217678;0.24637;0.0890466;0.0536989;0.0797525
9.28;0.0946925;0.0713219;-0.078712;-0.0704067;-0.109316
9.3;-0.0317148;-0.0695128;-0.167913;-0.17364;-0.209298
9.32;-0.104619;-0.183366;-0.253528;-0.328645;-0.311794
9.34;-0.173083;-0.27953;-0.355398;-0.445092;-0.415761
9.36;-0.243211;-0.346198;-0.223797;-0.250987;-0.3325
9.38;-0.11668;-0.255397;-0.0276985;-0.0554068;-0.0873777
9.4;-0.017939;-0.22529;-0.0306887;-0.0303716;-0.117431
9.42;-0.0831249;-0.142915;-0.0699911;-0.102357;-0.251436
9.44;-0.200333;-0.184308;-0.139137;-0.229389;-0.453797
9.46;-0.266777;-0.194465;-0.19534;-0.381977;-0.646664
9.48;-0.278291;-0.148518;-0.270595;-0.512726;-0.804932
9.5;-0.341084;-0.0591417;-0.307949;-0.613094;-0.862806
9.52;-0.405077;-0.0058338;-0.252366;-0.64183;-0.855501
9.54;-0.461472;0.158979;0.156036;-0.5118;-0.775647
9.56;-0.539999;0.321615;0.46077;-0.290171;-0.620475
9.58;-0.613713;0.295705;0.459301;-0.109605;-0.355017
9.6;-0.700333;0.263873;0.641898;-0.00461249;-0.167389
9.62;-0.619506;0.154544;0.857383;0.16049;0.039225
9.64;-0.380283;0.550106;1.28762;0.49706;0.22909
9.66;-0.106411;0.599883;1.27735;0.792641;0.416758
9.68;0.0318719;0.551375;0.852314;0.741959;0.438233
9.7;-0.00195262;0.441344;0.671215;0.577965;0.323774
9.72;-0.109702;0.330516;0.578126;0.388657;0.179759
9.74;-0.250311;0.149384;0.467717;0.257331;0.0391436
9.76;-0.34805;0.040504;0.347689;0.165919;-0.0830348
9.78;-0.410339;-0.0284154;0.324726;0.0224102;-0.204415
9.8;-0.556006;-0.104152;0.327107;-0.0952081;-0.339303
9.82;-0.691497;-0.179055;0.283675;-0.173411;-0.494474
9.84;-0.775599;-0.256457;0.238954;-0.328216;-0.715678
9.86;-0.696382;-0.338389;0.243939;-0.478211;-0.874545
9.88;-0.662701;-0.358327;0.245977;-0.526252;-0.824099
9.9;-0.492661;-0.262897;0.127515;-0.334804;-0.640937
9.92;0.0567878;0.438964;0.702319;0.0701138;-0.230363
9.94;0.315684;1.02625;0.747735;0.275734;0.0634785
9.96;0.27946;1.04898;0.735895;0.452221;0.279109
9.98;0.164541;0.683882;0.640908;0.573231;0.353591
10;0.0710936;0.492315;0.5959;0.552385;0.286654
