date [s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
3.51,-0.218664,-0.112528,0.317017,-0.084749,-0.159853
3.52,-0.211725,-0.0822084,0.429935,-0.0534548,-0.142208
3.53,-0.192826,0.0154641,0.599637,0.00221872,-0.121958
3.54,-0.16985,0.122931,0.731258,0.0694282,-0.0982914
3.55,-0.155391,0.180235,0.799577,0.133753,-0.0714717
3.56,-0.133126,0.181086,0.782025,0.177531,-0.043711
3.57,-0.125917,0.161337,0.654488,0.186281,-0.0246973
3.58,-0.131131,0.119615,0.466466,0.159489,-0.0143815
3.59,-0.144765,0.0818879,0.338926,0.113856,-0.0156856
3.6,-0.156863,0.0783671,0.278799,0.0813332,-0.027855
3.61,-0.152513,0.101493,0.277248,0.0538685,-0.0463242
3.62,-0.0991462,0.107081,0.327791,0.0378493,-0.0670581
3.63,-0.0564097,0.132301,0.371344,0.0241379,-0.0938643
3.64,0.000797714,0.155615,0.412975,0.0179739,-0.119857
3.65,0.037378,0.183087,0.450172,0.00987111,-0.148531
3.66,0.058976,0.207338,0.473446,0.00170468,-0.17356
3.67,0.0796518,0.214495,0.453146,-0.00145266,-0.199388
3.68,0.0972134,0.229502,0.442395,-0.0153581,-0.222096
3.69,0.093374,0.245347,0.414127,-0.0260601,-0.247549
3.7,0.0834586,0.242071,0.37291,-0.0627729,-0.269954
3.71,0.0508551,0.226561,0.345534,-0.0850239,-0.289822
3.72,-0.0213484,0.163502,0.289888,-0.0934288,-0.302845
3.73,-0.0704019,0.0899286,0.238924,-0.101113,-0.317255
3.74,-0.0993726,0.0396193,0.165161,-0.107783,-0.330123
3.75,-0.124135,-0.00588749,0.096603,-0.125963,-0.32906
3.76,-0.148816,-0.0491725,0.0113189,-0.159381,-0.328995
3.77,-0.182636,-0.0877494,-0.0705516,-0.188664,-0.33025
3.78,-0.216493,-0.131121,-0.116422,-0.225533,-0.342541
3.79,-0.249222,-0.178264,-0.148641,-0.245004,-0.356782
3.8,-0.294804,-0.213139,-0.183081,-0.257113,-0.371958
3.81,-0.334508,-0.248222,-0.207923,-0.259523,-0.375274
3.82,-0.372605,-0.270677,-0.185847,-0.249501,-0.367244
3.83,-0.39707,-0.252228,-0.106892,-0.228736,-0.339212
3.84,-0.407625,-0.091274,0.0998247,-0.192817,-0.337584
3.85,-0.40901,0.0825421,0.236202,-0.177917,-0.327623
3.86,-0.397312,0.217516,0.298377,-0.14928,-0.288124
3.87,-0.37655,0.284432,0.442834,-0.106755,-0.277471
3.88,-0.355968,0.276639,0.465015,-0.0746695,-0.262632
3.89,-0.327334,0.199962,0.380666,-0.0542138,-0.252369
3.9,-0.305885,0.125049,0.385947,-0.0284749,-0.226143
3.91,-0.279474,0.0734888,0.361631,-0.0235385,-0.213248
3.92,-0.253614,0.0652688,0.338125,-0.00730997,-0.179329
3.93,-0.225749,0.0488907,0.35406,0.0124287,-0.172183
3.94,-0.193325,0.0577489,0.357908,0.0262916,-0.156925
3.95,-0.16966,0.0654546,0.366184,0.0514392,-0.123029
3.96,-0.137134,0.0581192,0.34696,0.0714243,-0.0991275
3.97,-0.118913,0.0511116,0.344715,0.0881101,-0.0817371
3.98,-0.103061,0.0458567,0.340079,0.114832,-0.0659231
3.99,-0.0801692,0.0512007,0.351815,0.142842,-0.0574253
4,-0.0610822,0.0648977,0.378427,0.188908,-0.0401458
4.01,-0.0450868,0.0748624,0.39677,0.238092,-0.0239185
4.02,-0.0211247,0.10673,0.4198,0.301556,0.00266686
4.03,0.0135166,0.147998,0.44167,0.362642,0.0217827
4.04,0.0393136,0.177764,0.440416,0.395886,0.0463428
4.05,0.0562899,0.19862,0.414129,0.397295,0.0629118
4.06,0.0649829,0.198105,0.372914,0.342853,0.0715533
4.07,0.0614292,0.174918,0.322759,0.299909,0.0624641
4.08,0.0380563,0.121292,0.234125,0.222853,0.0484808
4.09,0.00529986,0.0612139,0.166485,0.175575,0.0226703
4.1,-0.0351582,0.00187806,0.0925687,0.110151,-0.0133995
4.11,-0.0983208,-0.0629091,0.031341,0.0594537,-0.0587572
4.12,-0.160963,-0.137461,-0.038231,0.00772061,-0.105296
4.13,-0.217006,-0.194562,-0.0918155,-0.0389191,-0.145311
4.14,-0.271688,-0.245947,-0.13,-0.079675,-0.186741
4.15,-0.331305,-0.299812,-0.159655,-0.103444,-0.224141
4.16,-0.387596,-0.347249,-0.16952,-0.118728,-0.273816
4.17,-0.43817,-0.3844,-0.170521,-0.141201,-0.310594
4.18,-0.486887,-0.384054,-0.165421,-0.159603,-0.337625
4.19,-0.52455,-0.401214,-0.176959,-0.179675,-0.369777
4.2,-0.566375,-0.412395,-0.204446,-0.183801,-0.405364
4.21,-0.592002,-0.414353,-0.222423,-0.208496,-0.426905
4.22,-0.599183,-0.417177,-0.23974,-0.214315,-0.454944
4.23,-0.612072,-0.424442,-0.259691,-0.235521,-0.477605
4.24,-0.630686,-0.450838,-0.278426,-0.258406,-0.479121
4.25,-0.656362,-0.488996,-0.294951,-0.260152,-0.488263
4.26,-0.630945,-0.486989,-0.296574,-0.260696,-0.50177
4.27,-0.611425,-0.496134,-0.285532,-0.261131,-0.519931
4.28,-0.583976,-0.491064,-0.263946,-0.240595,-0.487429
4.29,-0.506356,-0.441328,-0.206074,-0.219417,-0.447408
4.3,-0.42489,-0.349321,-0.121701,-0.171755,-0.401602
4.31,-0.360572,-0.233615,-0.0197532,-0.133536,-0.325051
4.32,-0.260722,-0.109848,0.0646848,-0.105848,-0.228868
4.33,-0.178962,-0.0442196,0.0865377,-0.0821968,-0.160657
4.34,-0.118828,-0.0138036,0.116719,-0.0669474,-0.102021
4.35,-0.0876312,0.010531,0.137262,-0.0478064,-0.0793347
4.36,-0.0715568,0.0381829,0.170441,-0.0321413,-0.0541266
4.37,-0.0730374,0.0664394,0.209956,0.00229455,-0.0484335
4.38,-0.0678942,0.0948456,0.266975,0.0586682,-0.0381214
4.39,-0.0569843,0.13607,0.322027,0.116903,-0.0427508
4.4,-0.0290351,0.175022,0.389607,0.137268,-0.0453856
4.41,-0.0130339,0.202034,0.460323,0.19686,-0.0128718
4.42,-0.0105693,0.212056,0.483824,0.234376,-0.00725523
4.43,-0.0110644,0.195963,0.480815,0.26278,-0.0115241
4.44,-0.0137735,0.171733,0.464693,0.258247,-0.013917
4.45,-0.0278006,0.138295,0.431185,0.228833,-0.023129
4.46,-0.0457993,0.0970345,0.374649,0.199201,-0.0402417
4.47,-0.0651502,0.0583952,0.298179,0.160788,-0.0691488
4.48,-0.0933016,0.00852736,0.200319,0.109221,-0.106326
4.49,-0.138148,-0.0338055,0.120342,0.0572368,-0.153395
4.5,-0.177297,-0.0825118,0.0369206,-0.00288068,-0.208824
4.51,-0.214993,-0.128525,-0.0301074,-0.058867,-0.274
4.52,-0.255486,-0.165217,-0.0844568,-0.115823,-0.342378
4.53,-0.304613,-0.20634,-0.14107,-0.177593,-0.407892
4.54,-0.347757,-0.247058,-0.17056,-0.229576,-0.476479
4.55,-0.389091,-0.28761,-0.207665,-0.27778,-0.551644
4.56,-0.431462,-0.326848,-0.229846,-0.328649,-0.628903
4.57,-0.478031,-0.352909,-0.252218,-0.379627,-0.708382
4.58,-0.490685,-0.328063,-0.260318,-0.42725,-0.763317
4.59,-0.427951,-0.259223,-0.198819,-0.467102,-0.768152
4.6,-0.336725,-0.196149,-0.108646,-0.473344,-0.727088
4.61,-0.31619,-0.111639,0.112451,-0.23864,-0.574838
4.62,-0.270245,-0.0426469,0.361143,0.00512446,-0.383607
4.63,-0.207617,0.039735,0.514332,0.166916,-0.268875
4.64,-0.152324,0.104638,0.57617,0.279861,-0.128617
4.65,-0.0820963,0.160359,0.619778,0.333719,-0.0239477
4.66,-0.0256577,0.202153,0.643184,0.374974,0.0441182
4.67,-0.00834684,0.217434,0.645738,0.412123,0.0987056
4.68,0.00199029,0.203116,0.600147,0.413621,0.134906
4.69,-0.024521,0.179246,0.515436,0.401556,0.131915
4.7,-0.0475584,0.127122,0.420508,0.374573,0.132912
4.71,-0.0909191,0.0672535,0.344127,0.345574,0.115828
4.72,-0.127459,0.0125327,0.320425,0.320871,0.094826
4.73,-0.166871,-0.030849,0.322461,0.303656,0.0619239
4.74,-0.208714,-0.0614097,0.320338,0.285824,0.0265512
4.75,-0.24614,-0.0820021,0.320566,0.271911,-0.0124434
4.76,-0.280612,-0.0822559,0.321108,0.24479,-0.0518806
4.77,-0.29963,-0.0718527,0.306895,0.209647,-0.0920925
4.78,-0.304144,-0.0720761,0.276655,0.151154,-0.126562
4.79,-0.301664,-0.0771298,0.207391,0.0760591,-0.166951
4.8,-0.293502,-0.0914656,0.136762,0.0189142,-0.204503
4.81,-0.282474,-0.117234,0.0590791,-0.0463833,-0.235358
4.82,-0.256431,-0.152171,-0.0262187,-0.0977303,-0.27241
4.83,-0.253111,-0.178443,-0.100381,-0.141164,-0.317077
4.84,-0.261732,-0.203415,-0.152567,-0.187309,-0.369167
4.85,-0.267665,-0.224672,-0.182458,-0.21979,-0.420288
4.86,-0.280023,-0.246819,-0.17245,-0.242076,-0.468978
4.87,-0.299539,-0.266326,-0.0908677,-0.251516,-0.514655
4.88,-0.315721,-0.270909,0.015111,-0.179444,-0.548348
4.89,-0.323401,-0.262161,0.145486,-0.0103961,-0.557255
4.9,-0.309919,-0.234747,0.299105,0.181418,-0.548366
4.91,-0.305727,-0.190407,0.444072,0.294579,-0.507234
4.92,-0.285111,-0.138476,0.531642,0.221993,-0.392203
4.93,-0.248874,-0.0938996,0.478285,0.113982,-0.268209
4.94,-0.21374,-0.0579533,0.400104,0.054455,-0.22232
4.95,-0.186981,-0.0244482,0.350323,0.0642905,-0.166702
4.96,-0.142934,0.0199466,0.356999,0.0765006,-0.112195
4.97,-0.10211,0.0705058,0.405263,0.116918,-0.0672233
4.98,-0.0608578,0.1359,0.445511,0.161951,-0.0176204
4.99,-0.0192028,0.210925,0.482341,0.199937,0.0334926
5,0.0208376,0.288254,0.483077,0.240926,0.079852
5.01,0.0514988,0.333998,0.498886,0.295812,0.118255
5.02,0.0694701,0.342624,0.517204,0.342601,0.140927
5.03,0.0777604,0.345056,0.523057,0.379542,0.163685
5.04,0.0695643,0.350571,0.527645,0.3955,0.168972
5.05,0.0474599,0.329022,0.517909,0.38125,0.161109
5.06,0.0341135,0.29114,0.487785,0.344134,0.142518
5.07,0.0272227,0.258247,0.42957,0.281302,0.111876
5.08,0.0557276,0.200797,0.341278,0.207564,0.0662674
5.09,0.0685886,0.146248,0.253593,0.131749,0.0104081
5.1,0.0905051,0.0885271,0.15147,0.0486802,-0.0528586
5.11,0.0822231,0.0400499,0.0662816,-0.0259558,-0.118191
5.12,0.0645058,-0.0056659,-0.00298244,-0.0878074,-0.178704
5.13,0.0344881,-0.0392767,-0.0597881,-0.159416,-0.242199
5.14,0.00540146,-0.0655725,-0.122505,-0.224511,-0.302129
5.15,-0.0290045,-0.0872164,-0.158874,-0.275354,-0.365076
5.16,-0.0590085,-0.0901663,-0.164875,-0.333512,-0.420007
5.17,-0.087305,-0.0959774,-0.120696,-0.388281,-0.475832
5.18,-0.110454,-0.107303,-0.0133895,-0.442333,-0.531041
5.19,-0.149098,-0.114366,0.067589,-0.477363,-0.579279
5.2,-0.184953,-0.125489,0.185165,-0.528117,-0.631393
5.21,-0.229392,-0.126726,0.245819,-0.532264,-0.677478
5.22,-0.27244,-0.157578,0.28511,-0.521324,-0.724658
5.23,-0.325531,-0.188673,0.299154,-0.41358,-0.767513
5.24,-0.383595,-0.210457,0.344909,-0.335577,-0.812647
5.25,-0.445812,-0.265408,0.412723,-0.236225,-0.855671
5.26,-0.511864,-0.285808,0.450513,-0.136623,-0.893631
5.27,-0.568873,-0.329686,0.423695,-0.0986993,-0.832619
5.28,-0.62269,-0.372246,0.339293,-0.0934796,-0.640891
5.29,-0.600638,-0.395561,0.238057,-0.0573299,-0.507994
5.3,-0.591433,-0.399385,0.152025,-0.0307028,-0.351816
5.31,-0.534207,-0.397338,0.284943,0.0147304,-0.320913
5.32,-0.511659,-0.296891,0.771797,0.10359,-0.299481
5.33,-0.434592,-0.203674,0.991532,0.15176,-0.277691
5.34,-0.388652,-0.0892568,1.09998,0.204691,-0.228631
5.35,-0.337738,0.0611675,1.17287,0.258058,-0.190572
5.36,-0.30294,0.156353,1.15096,0.298213,-0.161204
5.37,-0.279641,0.225609,1.07786,0.313227,-0.128094
5.38,-0.257335,0.298182,1.02789,0.330912,-0.118547
5.39,-0.211959,0.347609,0.970706,0.3384,-0.0929116
5.4,-0.19892,0.354947,0.908184,0.360916,-0.0797738
5.41,-0.22984,0.354529,0.867882,0.347628,-0.0866009
5.42,-0.263948,0.345528,0.831935,0.348056,-0.0623035
5.43,-0.288305,0.31626,0.79631,0.334469,-0.0635215
5.44,-0.333965,0.298829,0.743688,0.329275,-0.0776952
5.45,-0.348897,0.240171,0.707935,0.323432,-0.0870887
5.46,-0.396696,0.196537,0.656642,0.328826,-0.100826
5.47,-0.459284,0.138486,0.628719,0.294894,-0.110345
5.48,-0.498383,0.101227,0.590128,0.279306,-0.108587
5.49,-0.548334,0.0322241,0.558952,0.266866,-0.120223
5.5,-0.609161,-0.00183727,0.492754,0.239404,-0.146494
5.51,-0.642711,-0.0272008,0.477765,0.191558,-0.164854
5.52,-0.720455,-0.0402173,0.484817,0.169721,-0.192902
5.53,-0.758095,-0.0511657,0.479151,0.131017,-0.231857
5.54,-0.753652,-0.0306536,0.481883,0.114094,-0.275747
5.55,-0.745944,-0.052826,0.468009,0.0909949,-0.354035
5.56,-0.718599,-0.0494242,0.460511,0.118591,-0.367005
5.57,-0.695622,0.00912439,0.506568,0.15575,-0.386155
5.58,-0.68742,0.0772049,0.540138,0.287756,-0.388282
5.59,-0.628368,0.18112,0.588497,0.386804,-0.368016
5.6,-0.619571,0.246887,0.615446,0.417378,-0.290802
5.61,-0.620146,0.335887,0.670888,0.476416,-0.235234
5.62,-0.618513,0.427899,0.699041,0.519036,-0.159527
5.63,-0.584049,0.460801,0.728584,0.563617,-0.114463
5.64,-0.535854,0.517529,0.734574,0.568732,-0.135623
5.65,-0.490576,0.538763,0.719263,0.537351,-0.136272
5.66,-0.434241,0.526383,0.678835,0.462155,-0.182905
5.67,-0.399151,0.502225,0.638778,0.38966,-0.240877
5.68,-0.381318,0.460027,0.611639,0.333346,-0.281107
5.69,-0.388281,0.377639,0.56439,0.27574,-0.328502
5.7,-0.436605,0.309091,0.476202,0.239398,-0.389208
5.71,-0.464862,0.233311,0.378998,0.197203,-0.426366
5.72,-0.441881,0.146758,0.287652,0.142811,-0.494919
5.73,-0.446914,0.0848373,0.266641,0.104198,-0.560845
5.74,-0.454386,0.0303452,0.261291,0.0845035,-0.617643
5.75,-0.48081,-0.0362004,0.279059,0.0705805,-0.662947
5.76,-0.466083,-0.0698695,0.322426,0.0523548,-0.723692
5.77,-0.473785,-0.0418296,0.377353,0.0421473,-0.735038
5.78,-0.491139,0.070811,0.419615,0.0221047,-0.728098
5.79,-0.490316,0.183773,0.451784,0.00688287,-0.663674
5.8,-0.496023,0.238928,0.487846,-0.0142991,-0.66002
5.81,-0.501042,0.269517,0.482463,-0.0482251,-0.644092
5.82,-0.433209,0.291142,0.406255,-0.0762339,-0.643598
5.83,-0.260209,0.277269,0.258219,-0.123499,-0.63178
5.84,-0.0951034,0.294458,0.13483,-0.173204,-0.633214
5.85,-0.0047094,0.370194,0.239756,-0.205488,-0.612097
5.86,-0.0136975,0.460384,0.495862,-0.221239,-0.595525
5.87,-0.0325766,0.566677,0.650001,-0.164674,-0.561359
5.88,-0.0277078,0.648228,0.745866,-0.0445982,-0.520869
5.89,-0.0268411,0.686972,0.801383,0.103415,-0.490935
5.9,-0.0338235,0.670168,0.792713,0.208738,-0.41449
5.91,-0.0500527,0.589494,0.765983,0.307345,-0.34943
5.92,-0.0850542,0.467163,0.723929,0.365972,-0.297002
5.93,-0.122626,0.341272,0.68632,0.407189,-0.30095
5.94,-0.165902,0.278485,0.621794,0.406314,-0.28787
5.95,-0.213285,0.214659,0.539041,0.376461,-0.297996
5.96,-0.268048,0.128843,0.399882,0.292549,-0.336102
5.97,-0.326422,0.0591942,0.283442,0.193459,-0.396994
5.98,-0.376807,0.0122861,0.183964,0.113791,-0.421716
5.99,-0.441069,-0.0450078,0.105265,0.0386417,-0.490347
6,-0.493386,-0.117924,0.0893758,-0.0369043,-0.546651
6.01,-0.552299,-0.184297,0.0899617,-0.0872567,-0.594075
6.02,-0.586226,-0.226374,0.132414,-0.133506,-0.619809
6.03,-0.58759,-0.272199,0.221116,-0.152234,-0.646086
6.04,-0.540393,-0.237672,0.379089,-0.126988,-0.625306
6.05,-0.480467,-0.165689,0.534883,0.046116,-0.567306
6.06,-0.417567,-0.086872,0.622673,0.256845,-0.433385
6.07,-0.343181,-0.0306046,0.694404,0.435669,-0.259098
6.08,-0.274074,0.00718451,0.728941,0.595899,-0.101596
6.09,-0.222691,0.0300538,0.767219,0.698795,0.00860926
6.1,-0.144119,0.0795756,0.789746,0.722488,0.00411266
6.11,-0.0961972,0.125766,0.782582,0.723715,0.0323556
6.12,-0.0495442,0.163201,0.787896,0.732695,0.0573027
6.13,-0.0141374,0.206546,0.755473,0.705953,0.0689578
6.14,0.0314213,0.2319,0.707472,0.645029,0.0612535
6.15,0.0443935,0.24989,0.639656,0.536359,0.0375268
6.16,0.0639287,0.246567,0.569571,0.442899,0.00229149
6.17,0.061324,0.227679,0.48101,0.366006,-0.0380795
6.18,0.0591994,0.200275,0.418365,0.310734,-0.0774623
6.19,0.0449946,0.174923,0.382465,0.265428,-0.1214
6.2,0.0269066,0.149412,0.353365,0.218132,-0.165129
6.21,0.00273517,0.117987,0.310391,0.189627,-0.208401
6.22,-0.0290264,0.0869495,0.274156,0.170438,-0.247915
6.23,-0.062635,0.0571768,0.235551,0.12274,-0.292137
6.24,-0.09723,0.0256955,0.204768,0.0932663,-0.332667
6.25,-0.137767,0.00133964,0.167299,0.0703568,-0.378639
6.26,-0.178774,-0.0305523,0.129035,0.0193448,-0.419577
6.27,-0.222544,-0.0625194,0.116599,0.00548005,-0.459838
6.28,-0.267868,-0.0904262,0.0631113,-0.0193736,-0.497747
6.29,-0.314803,-0.129176,0.0580009,-0.0526474,-0.532463
6.3,-0.36245,-0.147965,0.0378487,-0.0709033,-0.565328
6.31,-0.397309,-0.179639,-0.0220264,-0.0805816,-0.538098
6.32,-0.4359,-0.21723,0.015555,-0.078111,-0.410876
6.33,-0.47425,-0.232245,0.0562743,-0.0594931,-0.336054
6.34,-0.498171,-0.245409,0.149791,-0.0318188,-0.291405
6.35,-0.506346,-0.198183,0.232526,-0.015215,-0.232636
6.36,-0.494898,-0.066626,0.316513,0.0049781,-0.187064
6.37,-0.447262,0.140109,0.420056,0.0376877,-0.13018
6.38,-0.376581,0.290979,0.545932,0.0780262,-0.0767575
6.39,-0.251971,0.38243,0.660162,0.137194,-0.0297872
6.4,-0.169995,0.352689,0.695187,0.190025,0.00080697
6.41,-0.101805,0.272093,0.69395,0.21538,0.0178927
6.42,-0.0915051,0.218133,0.593591,0.215258,0.0334389
6.43,-0.101543,0.136393,0.434068,0.17799,0.0272826
6.44,-0.12253,0.0532509,0.296202,0.125362,0.00148659
6.45,-0.14995,-0.019161,0.187179,0.0764354,-0.0275002
6.46,-0.167033,-0.0685556,0.10342,0.0349587,-0.0616758
6.47,-0.178933,-0.093223,0.0590968,0.0125644,-0.0993758
6.48,-0.185093,-0.0759624,0.0661079,0.0155802,-0.121283
6.49,-0.191574,-0.00322649,0.284407,0.0486425,-0.149451
6.5,-0.186136,0.0558785,0.503289,0.0871778,-0.162067
6.51,-0.163562,0.135823,0.603985,0.126874,-0.153551
6.52,-0.130856,0.220277,0.697836,0.163871,-0.132953
6.53,-0.0897573,0.235413,0.703159,0.192939,-0.111775
6.54,-0.060879,0.229098,0.613641,0.20894,-0.105643
6.55,-0.0488191,0.247874,0.540968,0.191439,-0.104253
6.56,-0.0345948,0.252429,0.448176,0.160964,-0.110835
6.57,-0.0354723,0.226011,0.389424,0.139634,-0.121813
6.58,-0.0537476,0.207585,0.350162,0.109633,-0.139554
6.59,-0.0807758,0.181844,0.336376,0.0904232,-0.159227
6.6,-0.099698,0.138609,0.33229,0.0742994,-0.176837
6.61,-0.119177,0.112058,0.329546,0.0765185,-0.186815
6.62,-0.136503,0.0742902,0.265553,0.0909224,-0.198551
6.63,-0.154339,0.0386053,0.204746,0.0650943,-0.207559
6.64,-0.176643,0.0103157,0.131717,0.054585,-0.213749
6.65,-0.205931,-0.0262091,0.0942709,0.030386,-0.222966
6.66,-0.232957,-0.0522711,0.0917453,0.0243427,-0.232768
6.67,-0.255725,-0.0591817,0.157097,0.0294714,-0.238748
6.68,-0.281145,-0.0485365,0.259005,0.0419267,-0.234271
6.69,-0.28809,0.00146476,0.375959,0.0730884,-0.204067
6.7,-0.269521,0.0912939,0.493411,0.108996,-0.166702
6.71,-0.239545,0.167919,0.621335,0.14941,-0.115426
6.72,-0.204594,0.277926,0.675652,0.167259,-0.074315
6.73,-0.163162,0.288327,0.668968,0.175096,-0.0511145
6.74,-0.108102,0.262627,0.628001,0.189078,-0.0273908
6.75,-0.053564,0.244524,0.56498,0.197473,-0.0178772
6.76,-0.0429053,0.217831,0.464299,0.195265,-0.00726169
6.77,-0.0372231,0.180534,0.393125,0.181995,-0.00764583
6.78,-0.0492159,0.140779,0.405335,0.175454,-0.0183313
6.79,-0.0821081,0.129898,0.483434,0.168025,-0.0327836
6.8,-0.110566,0.150599,0.573512,0.159773,-0.0503196
6.81,-0.0988365,0.190115,0.650409,0.143875,-0.0706259
6.82,-0.0956982,0.217442,0.601069,0.126678,-0.0895653
6.83,-0.082745,0.214115,0.445514,0.100728,-0.110056
6.84,-0.0594769,0.209877,0.390958,0.0818704,-0.13066
6.85,-0.0603361,0.214947,0.38797,0.0577226,-0.148525
6.86,-0.0588269,0.22235,0.437477,0.0449307,-0.166953
6.87,-0.071938,0.22687,0.489592,0.0541554,-0.178638
6.88,-0.0977038,0.235234,0.582616,0.0660623,-0.192531
6.89,-0.106324,0.25332,0.637844,0.0731965,-0.20734
6.9,-0.112076,0.258525,0.607284,0.0859077,-0.221934
6.91,-0.128294,0.235963,0.485074,0.0588392,-0.231745
6.92,-0.161778,0.202628,0.323696,0.0422365,-0.249376
6.93,-0.216428,0.134023,0.1863,0.000514581,-0.270622
6.94,-0.278455,0.0780013,0.137646,-0.0536913,-0.298624
6.95,-0.355972,0.0199507,0.0489311,-0.0908635,-0.327418
6.96,-0.446812,-0.0362744,0.00780501,-0.125476,-0.360367
6.97,-0.527752,-0.0826996,-0.0067361,-0.165547,-0.396326
6.98,-0.609283,-0.126268,0.000475705,-0.203615,-0.434841
6.99,-0.674382,-0.151618,-0.00508987,-0.211671,-0.467393
7,-0.705876,-0.161221,0.113695,-0.163974,-0.47457
7.01,-0.696083,-0.110758,0.299342,-0.0906182,-0.406092
7.02,-0.65434,-1.64126e-05,0.490386,0.0168338,-0.352639
7.03,-0.528356,0.129069,0.650834,0.106073,-0.274927
7.04,-0.38111,0.229047,0.727475,0.229866,-0.194576
7.05,-0.299893,0.253326,0.835402,0.339217,-0.153006
7.06,-0.246531,0.267154,0.90227,0.354294,-0.0984351
7.07,-0.188376,0.257118,0.90682,0.361949,-0.0748787
7.08,-0.144036,0.226038,0.686764,0.339674,-0.0593644
7.09,-0.118647,0.177642,0.512166,0.280125,-0.0670057
7.1,-0.106829,0.130588,0.411317,0.225951,-0.093462
7.11,-0.108299,0.102468,0.39303,0.182337,-0.128952
7.12,-0.10909,0.107601,0.422,0.152398,-0.164979
7.13,-0.118212,0.125223,0.514,0.177428,-0.183518
7.14,-0.119277,0.159175,0.622794,0.225788,-0.19093
7.15,-0.122672,0.207029,0.727521,0.273148,-0.190134
7.16,-0.118383,0.255729,0.820615,0.270802,-0.183531
7.17,-0.116508,0.281414,0.830844,0.211702,-0.175314
7.18,-0.109271,0.274078,0.681961,0.156802,-0.167227
7.19,-0.109278,0.215275,0.481391,0.0961864,-0.163868
7.2,-0.127161,0.143482,0.328715,0.0542691,-0.171215
7.21,-0.161415,0.0770015,0.191929,0.0151261,-0.179411
7.22,-0.214412,0.0254608,0.167793,-0.0134132,-0.197969
7.23,-0.270453,-0.0239943,0.126769,-0.0301129,-0.213928
7.24,-0.323284,-0.05973,0.135562,-0.0387373,-0.229625
7.25,-0.375921,-0.0764122,0.150092,-0.0455845,-0.244229
7.26,-0.42387,-0.0721031,0.208331,-0.0487862,-0.272567
7.27,-0.463262,-0.0372458,0.273625,-0.0392041,-0.287069
7.28,-0.463723,0.0301181,0.320394,-0.0197739,-0.277142
7.29,-0.425571,0.156811,0.33416,0.00453847,-0.252086
7.3,-0.34982,0.276974,0.362574,0.050936,-0.214998
7.31,-0.265776,0.329775,0.369213,0.0955136,-0.172816
7.32,-0.164759,0.361086,0.396227,0.136583,-0.12785
7.33,-0.104836,0.36919,0.419425,0.149609,-0.0996695
7.34,-0.0448662,0.366936,0.418624,0.140994,-0.0832685
7.35,-0.0183282,0.34218,0.38197,0.103245,-0.0795239
7.36,0.00170355,0.294359,0.31123,0.0369877,-0.100547
7.37,0.00810869,0.233983,0.242692,-0.00385475,-0.127056
7.38,-0.00391667,0.177653,0.174755,-0.0598516,-0.156129
7.39,-0.0213895,0.13679,0.175616,-0.10514,-0.193308
7.4,-0.034469,0.106987,0.21134,-0.136052,-0.234189
7.41,-0.0495712,0.0945052,0.279933,-0.143623,-0.270425
7.42,-0.0625999,0.0911613,0.355106,-0.136129,-0.302852
7.43,-0.080988,0.110123,0.402466,-0.103549,-0.326953
7.44,-0.0919853,0.123843,0.427444,-0.0473222,-0.344299
7.45,-0.101791,0.129969,0.455376,-0.011188,-0.349687
7.46,-0.109834,0.139144,0.451571,0.0182441,-0.348858
7.47,-0.121173,0.134505,0.411191,0.0480087,-0.346417
7.48,-0.135134,0.11172,0.354311,0.038162,-0.348176
7.49,-0.155072,0.0684574,0.277334,0.00425151,-0.35965
7.5,-0.186464,0.0257805,0.198541,-0.0291378,-0.378409
7.51,-0.225188,-0.024897,0.126974,-0.0592206,-0.402089
7.52,-0.272756,-0.0706247,0.0729773,-0.096735,-0.424866
7.53,-0.322503,-0.119682,0.0330974,-0.138908,-0.451665
7.54,-0.371158,-0.159621,0.0126027,-0.150927,-0.469632
7.55,-0.411941,-0.177222,0.0192955,-0.157376,-0.50102
7.56,-0.445955,-0.181729,0.072581,-0.13805,-0.4959
7.57,-0.462731,-0.155509,0.167529,-0.0945782,-0.461641
7.58,-0.466989,-0.0946277,0.279379,-0.0314038,-0.390092
7.59,-0.45118,0.00350362,0.387211,0.0497649,-0.328239
7.6,-0.413627,0.0909913,0.445692,0.131267,-0.260114
7.61,-0.348356,0.107034,0.47343,0.204079,-0.191628
7.62,-0.29828,0.0966077,0.49549,0.254305,-0.148717
7.63,-0.250551,0.107678,0.518262,0.259729,-0.107436
7.64,-0.19257,0.107273,0.483818,0.233,-0.0879486
7.65,-0.138459,0.0961074,0.410196,0.186277,-0.0884501
7.66,-0.127419,0.0752826,0.312287,0.11925,-0.110952
7.67,-0.117209,0.0594776,0.260815,0.0439904,-0.146529
7.68,-0.111636,0.0515259,0.256142,-0.0100555,-0.188775
7.69,-0.121102,0.0425149,0.29459,-0.044884,-0.228423
