date [s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
4.13,-0.292954,0.232214,0.387239,0.548905,0.119909
4.14,-0.357104,0.157716,0.299166,0.482587,0.0704232
4.15,-0.410395,0.0930402,0.252077,0.445515,0.0171511
4.16,-0.478605,0.0433534,0.30172,0.386355,-0.040212
4.17,-0.532713,0.00920803,0.151143,0.350688,-0.107763
4.18,-0.594638,-0.0470338,0.195384,0.311775,-0.158917
4.19,-0.653063,-0.0669994,0.17599,0.267051,-0.211927
4.2,-0.702946,-0.0716653,0.230011,0.171264,-0.298665
4.21,-0.751543,-0.112946,0.169817,0.143754,-0.354816
4.22,-0.80062,-0.177224,0.159838,0.0864519,-0.38621
4.23,-0.835032,-0.20383,0.177195,0.0370185,-0.446334
4.24,-0.867812,-0.269346,0.134176,0.00154206,-0.482553
4.25,-0.905834,-0.142515,0.0195738,-0.0205082,-0.531465
4.26,-0.895508,0.0104264,0.0237006,-0.0399775,-0.648441
4.27,-0.8721,0.152168,0.670548,-0.122772,-0.680021
4.28,-0.863123,0.212685,0.988166,0.0962275,-0.671678
4.29,-0.869141,0.193563,1.26198,0.618091,-0.462861
4.3,-0.845372,0.119775,1.39405,0.84088,-0.117994
4.31,-0.830019,-0.0123125,1.18988,0.889556,0.0984699
4.32,-0.817003,-0.188013,0.90233,1.00098,0.412961
4.33,-0.812343,-0.301167,0.854976,1.06849,0.495924
4.34,-0.776484,-0.394842,0.81291,1.16449,0.487801
4.35,-0.744562,-0.448193,0.681491,0.815629,0.480398
4.36,-0.668666,-0.453836,0.53247,0.678773,0.334723
4.37,-0.601743,-0.457222,0.450362,0.677996,0.178362
4.38,-0.568951,-0.415611,0.439697,0.593866,0.0601971
4.39,-0.549039,-0.377053,0.462599,0.718453,-0.0553751
4.4,-0.510508,-0.344749,0.578137,1.00279,-0.231564
4.41,-0.446697,-0.294448,0.740187,1.26883,-0.363846
4.42,-0.424323,-0.224235,0.912699,1.45809,-0.265032
4.43,-0.408121,-0.153846,0.908016,0.933973,-0.335608
4.44,-0.433864,-0.100863,0.921922,0.862904,-0.362197
4.45,-0.457009,-0.0338628,1.04265,0.759043,-0.348346
4.46,-0.508074,0.0246744,1.06696,0.483977,-0.332012
4.47,-0.543624,0.0933289,1.00374,0.323631,-0.292997
4.48,-0.601424,0.122732,0.909953,0.218784,-0.241986
4.49,-0.632547,0.115596,0.894402,0.103974,-0.216064
4.5,-0.672693,0.0882317,0.902945,0.112885,-0.219249
4.51,-0.696869,0.105543,1.05407,0.155839,-0.221403
4.52,-0.698389,0.216175,1.28659,0.140462,-0.21241
4.53,-0.618713,0.388896,1.47665,0.206171,-0.159875
4.54,-0.495251,0.638611,1.52525,0.200156,-0.117364
4.55,-0.391832,0.845204,1.43589,0.238872,-0.0648423
4.56,-0.273136,0.81069,1.20948,0.251537,-0.0292691
4.57,-0.250825,0.661247,1.06377,0.255799,-0.0344625
4.58,-0.270402,0.603605,1.07681,0.279156,-0.051526
4.59,-0.252825,0.554506,0.987998,0.286399,-0.0624104
4.6,-0.234648,0.510444,0.929723,0.288715,-0.0566038
4.61,-0.208428,0.425917,0.87978,0.300304,-0.0804597
4.62,-0.174362,0.358625,0.779184,0.277271,-0.066063
4.63,-0.168761,0.318302,0.833419,0.289466,-0.0619767
4.64,-0.153897,0.270311,0.778207,0.284872,-0.0619071
4.65,-0.133093,0.250054,0.738419,0.277933,-0.0776821
4.66,-0.120342,0.241541,0.722782,0.253594,-0.0844997
4.67,-0.110086,0.199034,0.770318,0.253172,-0.0704805
4.68,-0.106658,0.170815,0.802231,0.254449,-0.0650221
4.69,-0.110158,0.124814,0.792308,0.240001,-0.0659662
4.7,-0.128186,0.0585063,0.645531,0.228687,-0.0727225
4.71,-0.147611,0.003713,0.538137,0.201458,-0.0872625
4.72,-0.179828,-0.0461924,0.438699,0.219152,-0.115898
4.73,-0.209863,-0.0916576,0.406305,0.171146,-0.142675
4.74,-0.254898,-0.124027,0.38627,0.146572,-0.174599
4.75,-0.299967,-0.158474,0.348229,0.138619,-0.21
4.76,-0.329928,-0.191368,0.300977,0.135324,-0.246582
4.77,-0.332764,-0.216468,0.258673,0.151092,-0.286852
4.78,-0.305565,-0.214774,0.296242,0.189603,-0.300101
4.79,-0.240366,-0.160844,0.409774,0.244308,-0.311466
4.8,-0.151037,-0.0667365,0.618159,0.338672,-0.29593
4.81,-0.0837585,0.0765247,0.764634,0.405278,-0.288594
4.82,-0.0233101,0.217896,0.878465,0.472585,-0.288576
4.83,0.0469383,0.367685,0.918753,0.510111,-0.282023
4.84,0.0715028,0.46445,0.926905,0.552573,-0.307341
4.85,0.0378902,0.503599,0.85312,0.589702,-0.336218
4.86,0.0318741,0.522756,0.762585,0.60759,-0.369526
4.87,-0.0221687,0.525983,0.65815,0.6076,-0.441447
4.88,-0.0562301,0.508435,0.635101,0.60266,-0.484211
4.89,-0.125437,0.453002,0.629308,0.596102,-0.584278
4.9,-0.176401,0.394611,0.680889,0.576982,-0.696218
4.91,-0.229104,0.389127,0.793177,0.46122,-0.808851
4.92,-0.302891,0.608044,0.925172,0.286735,-0.890966
4.93,-0.331727,0.597496,0.625208,0.122803,-0.978263
4.94,-0.365352,0.37432,0.510947,0.032333,-1.0375
4.95,-0.395475,0.311348,0.43055,0.0186844,-1.07029
4.96,-0.462648,0.426758,0.462065,-0.0622356,-1.05647
4.97,-0.55756,0.491857,0.555482,-0.0648686,-1.04503
4.98,-0.61446,0.61235,0.588869,0.162215,-1.01886
4.99,-0.668582,0.701324,0.625583,0.418842,-0.965709
5,-0.730649,0.765528,0.646605,0.530168,-0.933643
5.01,-0.809394,0.789776,0.648197,0.664526,-0.872147
5.02,-0.911495,0.660957,0.625373,0.707679,-0.841898
5.03,-0.972757,0.630994,0.596731,0.734927,-0.794303
5.04,-1.02935,0.764071,0.587412,0.755767,-0.749759
5.05,-1.09221,0.924822,0.6049,0.661879,-0.764409
5.06,-1.17468,0.869242,0.590096,0.538267,-0.767032
5.07,-1.23351,0.820099,0.548723,0.42671,-0.741754
5.08,-1.2958,0.711462,0.533739,0.303701,-0.726531
5.09,-1.29893,0.614447,0.532689,0.233544,-0.721446
5.1,-1.33745,0.598131,0.534974,0.147019,-0.795568
5.11,-1.42921,0.449586,0.569476,0.134432,-0.773879
5.12,-1.43639,0.530337,0.587474,0.175692,-0.747631
5.13,-1.46291,0.446806,0.626611,0.270587,-0.777979
5.14,-1.45096,0.389789,0.638352,0.378555,-0.725549
5.15,-1.49311,0.449156,0.641413,0.469938,-0.683674
5.16,-1.47678,0.375669,0.611395,0.596875,-0.670884
5.17,-1.52071,0.369475,0.611703,0.667264,-0.611574
5.18,-1.58016,0.379079,0.592385,0.699986,-0.594919
5.19,-1.61042,-0.10185,0.562105,0.708625,-0.599435
5.2,-1.64834,-0.220718,0.558996,0.690471,-0.578035
5.21,-1.70935,-0.387834,0.587979,0.724319,-0.557439
5.22,-1.72598,-0.787214,0.673127,0.765699,-0.569367
5.23,-1.76857,-0.647985,0.769544,0.775691,-0.665008
5.24,-1.7821,-0.580946,0.867058,0.759957,-0.705604
5.25,-1.77491,-0.399138,0.981448,0.766987,-0.768903
5.26,-1.77394,-0.451451,1.02536,0.775029,-0.853688
5.27,-1.68673,-0.349486,0.963314,0.814822,-0.927922
5.28,-1.48354,-0.277322,1.01248,0.89841,-0.878405
5.29,-1.40656,-0.269403,1.08773,0.976962,-0.88468
5.3,-1.27546,-0.146466,1.16938,0.949217,-0.852825
5.31,-1.106,0.00204754,1.18118,0.799571,-0.845833
5.32,-0.916786,0.396104,1.19657,0.787536,-0.766869
5.33,-0.683014,0.495832,1.22369,0.861086,-0.785122
5.34,-0.536811,0.558811,1.26815,0.994914,-0.706699
5.35,-0.404627,0.525248,1.29066,1.15451,-0.657153
5.36,-0.311452,0.539206,1.26042,1.26694,-0.523648
5.37,-0.256847,0.521514,1.17496,1.29586,-0.296363
5.38,-0.244132,0.508981,1.06608,1.29683,-0.158176
5.39,-0.233381,0.479459,0.94438,1.19308,-0.0937428
5.4,-0.231907,0.433025,0.849912,1.10688,-0.007567
5.41,-0.256393,0.380479,0.754985,0.971222,-0.0360851
5.42,-0.267766,0.337643,0.675438,0.892916,-0.0675551
5.43,-0.316068,0.294876,0.595281,0.755694,-0.203767
5.44,-0.34247,0.252261,0.503369,0.658241,-0.301861
5.45,-0.341964,0.205772,0.451074,0.558145,-0.453468
5.46,-0.323003,0.159869,0.407889,0.495138,-0.637951
5.47,-0.306432,0.10797,0.295837,0.451559,-0.772213
5.48,-0.306765,0.0603042,0.234838,0.397828,-0.887272
5.49,-0.307186,0.00759895,0.172077,0.339769,-0.997768
5.5,-0.309344,-0.0355165,0.175822,0.315975,-1.10048
5.51,-0.329154,-0.0946463,0.1451,0.270946,-1.18166
5.52,-0.371695,-0.138992,0.129995,0.206505,-1.21687
5.53,-0.427241,-0.18514,0.150021,0.221717,-1.24147
5.54,-0.469207,-0.226682,0.295844,0.449791,-1.21187
5.55,-0.500957,-0.238389,0.460777,0.694021,-1.27837
5.56,-0.522231,-0.129824,0.610051,0.891234,-1.31543
5.57,-0.482992,0.10924,0.731044,1.07642,-1.27679
5.58,-0.300268,0.294196,0.875739,1.14744,-1.25599
5.59,-0.118898,0.360141,0.829941,1.12882,-1.04993
5.6,-0.000819456,0.393625,0.655852,0.93561,-0.888039
5.61,0.0740185,0.42156,0.693946,0.795992,-0.935295
5.62,0.108418,0.457198,0.65927,0.726631,-0.880021
5.63,0.15635,0.508449,0.556888,0.641024,-0.948756
5.64,0.123678,0.56285,0.520181,0.554932,-0.92102
5.65,0.0784369,0.613899,0.44525,0.471627,-0.950069
5.66,0.0279482,0.619098,0.437573,0.333083,-1.04976
5.67,-0.0349266,0.5412,0.410413,0.27337,-1.06498
5.68,-0.0892622,0.367027,0.337845,0.219886,-1.059
5.69,-0.150321,0.240242,0.250253,0.148174,-1.09122
5.7,-0.199741,0.219569,0.201527,0.134939,-1.15659
5.71,-0.257356,0.197284,0.157874,0.111751,-1.18165
5.72,-0.314657,0.201788,0.14286,0.445656,-1.18214
5.73,-0.364023,0.168147,0.160551,0.483747,-1.23007
5.74,-0.431512,0.145093,0.21844,0.472059,-1.26956
5.75,-0.495186,0.130606,0.259179,0.468856,-1.30399
5.76,-0.544496,0.08293,0.291327,0.417547,-1.35802
5.77,-0.59384,0.0929587,0.356243,0.435042,-1.40999
5.78,-0.639335,0.118409,0.386064,0.368982,-1.42041
5.79,-0.674296,0.153307,0.436865,0.328151,-1.44544
5.8,-0.705443,0.191414,0.4915,0.292006,-1.46118
5.81,-0.703756,0.214321,0.511534,0.280579,-1.46577
5.82,-0.709887,0.176951,0.300647,0.209205,-1.4679
5.83,-0.654189,0.175854,0.28458,-0.00203293,-1.46412
5.84,-0.543812,0.30006,0.440213,-0.122835,-1.47588
5.85,-0.458472,0.491078,0.67587,-0.294818,-1.45221
5.86,-0.432071,0.595645,0.894396,-0.354522,-1.39346
5.87,-0.425776,0.597358,1.1652,-0.195981,-1.31952
5.88,-0.40663,0.548303,1.39464,0.13348,-1.15293
5.89,-0.375446,0.412718,1.1857,0.412928,-1.02104
5.9,-0.339511,0.333414,1.08392,0.403053,-0.91665
5.91,-0.299767,0.277884,1.07166,0.172864,-0.780358
5.92,-0.256522,0.261586,1.01131,0.0961656,-0.658407
5.93,-0.206668,0.242895,0.999185,0.0456555,-0.574835
5.94,-0.156132,0.36639,1.11371,0.0390755,-0.491743
5.95,-0.094684,0.556546,1.39408,0.292787,-0.348802
5.96,-0.0242402,0.746177,1.64541,0.561704,-0.205353
5.97,0.0304258,0.843037,1.72774,0.756989,-0.0788021
5.98,0.0680931,0.852502,1.62467,0.933201,0.0453579
5.99,0.0763645,0.815791,1.28793,0.984488,0.114994
6,0.0679445,0.735842,1.06731,0.943946,0.122447
6.01,0.0577394,0.611988,0.951295,0.864858,0.0669828
6.02,0.0350564,0.505403,0.916037,0.747687,-0.0331586
6.03,0.00122122,0.435389,0.785974,0.634556,-0.122467
6.04,-0.0351915,0.388281,0.688426,0.569604,-0.223404
6.05,-0.0891016,0.321106,0.607763,0.461502,-0.304723
6.06,-0.131736,0.275314,0.547497,0.36829,-0.402947
6.07,-0.180525,0.204728,0.517874,0.286977,-0.497353
6.08,-0.221788,0.157093,0.52229,0.204181,-0.622662
6.09,-0.284833,0.122236,0.454982,0.190393,-0.795718
6.1,-0.345038,0.0570895,0.46339,0.15994,-0.990634
6.11,-0.416617,-0.00710638,0.539971,0.135569,-1.2375
6.12,-0.472458,-0.0532695,0.551061,0.138403,-1.38588
6.13,-0.548329,-0.147736,0.581996,0.171361,-1.58347
6.14,-0.612817,-0.182905,0.62374,0.20279,-1.73424
6.15,-0.669593,-0.226538,0.701923,0.192646,-1.84411
6.16,-0.727999,-0.233921,0.702793,0.236965,-1.856
6.17,-0.766253,-0.258021,0.736702,0.389746,-1.73285
6.18,-0.754263,-0.175273,0.903745,0.527512,-1.72288
6.19,-0.683817,-0.100358,1.06242,0.732539,-1.65881
6.2,-0.558127,0.0535567,1.183,0.988595,-1.52755
6.21,-0.412012,0.212613,1.39049,1.15294,-1.32272
6.22,-0.272489,0.536431,1.63064,1.1794,-1.06147
6.23,-0.091026,0.876677,1.58128,1.04811,-0.791431
6.24,0.0245318,0.955517,1.29453,0.961785,-0.499953
6.25,0.0691398,0.793675,1.05719,0.83641,-0.28081
6.26,0.0121038,0.653698,0.817936,0.755672,-0.191063
6.27,-0.0304444,0.527984,0.653482,0.604365,-0.20183
6.28,-0.0994691,0.450774,0.517633,0.436437,-0.245918
6.29,-0.185425,0.356559,0.400272,0.319569,-0.280879
6.3,-0.271832,0.265959,0.33872,0.217809,-0.325096
6.31,-0.354589,0.155226,0.253141,0.149825,-0.36146
6.32,-0.451087,0.0586127,0.251683,0.109702,-0.396231
6.33,-0.532764,-0.00117569,0.247059,0.0779595,-0.437559
6.34,-0.608029,-0.0547622,0.229006,0.058612,-0.465778
6.35,-0.682362,-0.0951135,0.303835,0.0546853,-0.514864
6.36,-0.75808,-0.108425,0.423938,0.0577325,-0.546718
6.37,-0.822846,-0.0726761,0.541472,0.057297,-0.575656
6.38,-0.85884,0.0189682,0.664458,0.0757588,-0.620069
6.39,-0.893344,0.11814,0.741199,0.0862107,-0.678208
6.4,-0.937158,0.197387,0.786717,0.0609813,-0.72564
6.41,-1.03212,0.179281,0.628664,0.0257576,-0.740181
6.42,-1.08662,0.149596,0.392652,-0.0309424,-0.759258
6.43,-1.0687,0.10596,0.265463,-0.102099,-0.719207
6.44,-0.970924,0.0504606,0.131886,-0.179717,-0.736728
6.45,-0.796907,-0.00446927,0.0407169,-0.25261,-0.751593
6.46,-0.665818,-0.0401677,0.0272933,-0.318317,-0.776508
6.47,-0.561585,-0.071023,-0.0886577,-0.370894,-0.799532
6.48,-0.528821,0.0148712,0.200938,-0.394943,-0.818965
6.49,-0.478256,0.168766,0.616168,-0.322165,-0.809373
6.5,-0.391636,0.35922,0.881914,-0.207771,-0.860959
6.51,-0.350242,0.474201,1.06776,-0.109204,-0.86448
6.52,-0.318734,0.502014,1.17423,-0.0301803,-0.870851
6.53,-0.343063,0.434829,1.13237,0.00777682,-0.930962
6.54,-0.437283,0.245769,0.877693,-0.00153921,-0.924348
6.55,-0.574173,0.106028,0.594704,-0.0561417,-0.957087
6.56,-0.667194,-0.0285673,0.55304,-0.131224,-0.995539
6.57,-0.785257,-0.12793,0.547787,-0.212781,-1.04527
6.58,-0.869338,-0.218636,0.577833,-0.322087,-1.05171
6.59,-0.938479,-0.290899,0.545398,-0.323721,-1.00676
6.6,-0.921102,-0.366743,0.53289,-0.339093,-0.952017
6.61,-0.85247,-0.41767,0.550866,-0.323207,-0.919478
6.62,-0.660559,-0.342464,0.841609,-0.319592,-0.894602
6.63,-0.453402,-0.221339,1.09471,0.0149324,-0.795745
6.64,-0.219579,-0.0590072,1.10547,0.444897,-0.620827
6.65,-0.0128333,0.139258,1.15758,0.814774,-0.402712
6.66,0.141955,0.36045,1.19345,1.16671,-0.163951
6.67,0.312228,0.599065,1.3168,1.38479,0.0351009
6.68,0.497052,0.822501,1.3919,1.39875,0.149691
6.69,0.64097,0.981662,1.33506,1.20857,0.177897
6.7,0.716775,1.0381,1.21883,1.01308,0.122926
6.71,0.667987,0.982682,1.10906,0.810116,0.0726845
6.72,0.569013,0.802573,0.917424,0.642471,0.0210152
6.73,0.45711,0.59559,0.748793,0.474908,-0.0327362
6.74,0.329878,0.416405,0.56796,0.364306,-0.101647
6.75,0.187803,0.303348,0.47972,0.251798,-0.17492
6.76,0.0674044,0.22071,0.382706,0.154126,-0.231794
6.77,-0.0488876,0.139874,0.287048,0.0832035,-0.30986
6.78,-0.153525,0.0476501,0.248653,-0.0212411,-0.378184
6.79,-0.230695,-0.00048709,0.165635,-0.0977275,-0.44776
6.8,-0.314855,-0.0419815,0.186238,-0.167518,-0.528198
6.81,-0.391253,-0.0983977,0.161784,-0.250835,-0.607479
6.82,-0.469403,-0.117965,0.197771,-0.33703,-0.673018
6.83,-0.538286,-0.197666,0.00963043,-0.404885,-0.718306
6.84,-0.579178,-0.232775,-0.0614135,-0.468321,-0.724665
6.85,-0.605256,-0.260855,-0.0743325,-0.512261,-0.718405
6.86,-0.614052,-0.272784,-0.0901395,-0.507615,-0.680619
6.87,-0.633844,-0.207411,-0.189382,-0.460582,-0.60112
6.88,-0.616061,-0.20381,-0.158012,-0.402758,-0.545004
6.89,-0.580482,-0.154951,0.0581939,-0.324475,-0.513439
6.9,-0.498037,0.483739,0.225956,-0.230096,-0.489565
6.91,-0.292166,0.930395,0.412656,-0.0704013,-0.454315
6.92,0.158071,1.24292,0.603202,0.0537272,-0.430819
6.93,0.339638,1.42692,0.833525,0.177983,-0.415409
6.94,0.296918,1.24832,0.96103,0.264902,-0.39063
6.95,0.207885,1.24172,1.00032,0.341825,-0.407587
6.96,0.0941449,1.08826,0.934381,0.322261,-0.468788
6.97,-0.00393871,0.712749,0.817247,0.306423,-0.550142
6.98,-0.0139419,0.53255,0.679405,0.250721,-0.637684
6.99,-0.00338873,0.574797,0.582132,0.132147,-0.742162
7,0.0156584,0.634417,0.555537,0.0113845,-0.822068
7.01,0.0159907,0.750112,0.564796,-0.0812344,-0.885674
7.02,-0.0121382,0.746086,0.561612,-0.178114,-0.882221
7.03,-0.0663728,0.789715,0.592296,-0.24026,-0.804551
7.04,-0.15003,0.851365,0.677776,-0.213775,-0.649774
7.05,-0.17266,0.93819,0.717165,-0.10819,-0.47151
7.06,-0.208118,0.97957,0.703244,0.0809393,-0.350537
7.07,-0.21746,0.94635,0.730374,0.304527,-0.253484
7.08,-0.16258,1.39989,0.934424,0.609923,-0.114938
7.09,-0.00957048,1.56502,1.3425,0.96934,0.094677
7.1,0.0429438,1.21176,1.61344,1.25696,0.243766
7.11,0.0502822,0.768085,1.40699,1.3598,0.293341
7.12,0.0193092,0.467646,0.945985,1.16189,0.236658
7.13,-0.027259,0.313009,0.750178,0.853377,0.101062
7.14,-0.083015,0.217902,0.691464,0.71221,-0.0212867
7.15,-0.136571,0.123022,0.600349,0.556566,-0.150613
7.16,-0.176834,0.0312752,0.537255,0.409107,-0.253817
7.17,-0.248771,-0.00796922,0.556723,0.233007,-0.39404
7.18,-0.305204,-0.0276011,0.681644,0.129878,-0.507501
7.19,-0.353966,-0.0551703,0.742995,0.0509222,-0.643378
7.2,-0.394859,-0.0608626,0.882179,0.0122578,-0.780512
7.21,-0.429337,-0.102241,0.977899,0.0283952,-0.899115
7.22,-0.455986,-0.102948,1.19581,0.149919,-0.921945
7.23,-0.468511,-0.147962,1.27988,0.27402,-0.88031
7.24,-0.48621,-0.177925,0.993674,0.404528,-0.883354
7.25,-0.49026,-0.209874,0.879807,0.482324,-0.831756
7.26,-0.459458,-0.16015,0.936517,0.676055,-0.684876
7.27,-0.356263,0.0216043,1.23343,1.05293,-0.550382
7.28,-0.193435,0.275916,1.47816,1.53383,-0.245199
7.29,-0.0406215,0.429598,1.35335,1.86773,-0.048717
7.3,0.0537118,0.520168,1.06904,1.45567,0.0440512
7.31,0.109893,0.529989,0.821357,1.06902,-0.14602
7.32,0.13607,0.498155,0.656831,0.856547,-0.314088
7.33,0.112741,0.459722,0.554348,0.713672,-0.445062
7.34,0.0714375,0.39402,0.512594,0.615384,-0.555835
7.35,0.0235672,0.32352,0.492468,0.479506,-0.685025
7.36,-0.0218677,0.241787,0.467153,0.384125,-0.796567
7.37,-0.0648279,0.171455,0.458916,0.380159,-0.913832
7.38,-0.102335,0.127484,0.452901,0.384541,-1.01432
7.39,-0.142382,0.0842768,0.333722,0.402206,-1.09691
7.4,-0.171695,0.0461132,0.208843,0.373857,-1.15371
7.41,-0.197487,0.0225311,0.166867,0.303598,-1.23147
7.42,-0.23673,-0.00187022,0.162037,0.216303,-1.21852
7.43,-0.276115,-0.0234208,0.202703,0.144795,-1.1717
7.44,-0.336396,-0.0373855,0.24836,0.0839832,-1.18757
7.45,-0.404547,-0.0543374,0.284349,0.0420338,-1.24695
7.46,-0.477099,-0.0618829,0.322334,0.0534573,-1.21253
7.47,-0.549012,-0.0677718,0.48221,0.226362,-1.23852
7.48,-0.609804,-0.0847453,0.670615,0.404015,-1.16765
7.49,-0.657088,-0.0566124,0.917166,0.60809,-0.996964
7.5,-0.686063,0.0954663,1.15173,0.782288,-0.689568
7.51,-0.675344,0.329908,1.41632,1.03014,-0.360341
7.52,-0.602266,0.448412,1.22905,1.07117,-0.104155
7.53,-0.471051,0.493572,0.990328,0.919337,-0.117485
7.54,-0.401446,0.590656,0.958305,0.717269,-0.216901
7.55,-0.382793,0.685223,0.998865,0.563959,-0.262136
7.56,-0.386042,0.747664,1.04916,0.617207,-0.307337
7.57,-0.393226,0.783324,1.16327,0.693284,-0.356968
7.58,-0.411976,0.766437,1.21838,0.70777,-0.378846
7.59,-0.488869,0.681367,1.01979,0.594996,-0.398088
7.6,-0.540281,0.601797,0.843793,0.356005,-0.42569
7.61,-0.603329,0.508852,0.801147,0.167471,-0.442532
7.62,-0.675991,0.444368,0.776636,0.0911436,-0.451084
7.63,-0.760872,0.388459,0.808664,-0.00171873,-0.468562
7.64,-0.821422,0.332492,0.768834,-0.0895456,-0.498406
7.65,-0.865689,0.30641,0.772965,-0.139739,-0.549486
7.66,-0.892666,0.286832,0.786306,-0.225559,-0.571151
7.67,-0.937587,0.25909,0.778009,-0.318602,-0.616333
7.68,-0.976528,0.301426,0.861633,-0.35365,-0.597873
7.69,-0.964336,0.350942,0.842389,-0.348747,-0.596541
7.7,-0.990229,0.5231,0.919514,-0.314314,-0.5385
7.71,-0.871903,0.774335,1.26067,-0.212431,-0.452788
7.72,-0.462667,1.3927,1.53851,-0.120448,-0.29912
7.73,0.215078,1.78942,1.4653,0.00564374,-0.144233
7.74,0.787895,1.92693,1.23178,0.169202,0.0209578
7.75,0.756642,1.74976,1.0763,0.348768,0.166215
7.76,0.38045,1.50914,1.09562,0.531753,0.301951
7.77,0.296969,1.5714,1.22376,0.724759,0.432338
7.78,0.345414,1.32697,1.25898,0.867637,0.509315
7.79,0.302664,1.03234,1.17096,0.90025,0.530489
7.8,0.228444,0.894024,0.945161,0.844487,0.500641
7.81,0.151578,0.702654,0.744521,0.686744,0.43311
7.82,0.0763731,0.59398,0.618397,0.509505,0.331084
7.83,0.00946996,0.424779,0.450598,0.392898,0.205273
7.84,-0.0542043,0.311451,0.285922,0.275943,0.1091
7.85,-0.109309,0.230669,0.307201,0.161008,0.00805265
7.86,-0.175104,0.160663,0.134199,0.0559042,-0.0742894
7.87,-0.236365,-0.0625105,0.0978775,-0.0190402,-0.144886
7.88,-0.290809,0.0229407,0.0448107,-0.047592,-0.217644
7.89,-0.345063,-0.0133896,-0.0132706,-0.130165,-0.306668
7.9,-0.407674,-0.16853,-0.0738504,-0.165835,-0.381872
7.91,-0.459051,-0.267385,-0.114241,-0.257007,-0.469441
7.92,-0.522825,-0.392069,-0.171352,-0.318519,-0.539492
7.93,-0.564753,-0.460338,-0.200063,-0.332462,-0.617223
7.94,-0.60181,-0.57143,-0.208184,-0.380082,-0.685278
7.95,-0.642106,-0.629665,-0.195406,-0.417962,-0.736526
7.96,-0.675003,-0.655601,-0.217299,-0.470643,-0.793213
7.97,-0.681764,-0.739712,-0.242524,-0.509737,-0.829078
7.98,-0.645798,-0.767909,0.33103,-0.429262,-0.865416
7.99,-0.64171,-0.778745,0.551,-0.419662,-0.895662
8,-0.593564,-0.762938,0.632485,0.0323596,-0.925749
8.01,-0.531723,-0.709235,0.49437,0.486786,-0.949019
8.02,-0.426557,-0.630029,0.54126,0.644882,-0.92962
8.03,-0.286076,-0.524872,0.718705,1.02639,-0.734985
8.04,-0.170742,-0.41309,0.847947,1.38024,-0.481935
8.05,-0.0140671,-0.26753,0.809106,1.73536,-0.216533
8.06,0.0739358,-0.0903186,0.852121,1.76488,-0.114135
8.07,0.131211,0.0744047,0.833438,1.5874,-0.0399964
8.08,0.18623,0.232829,0.913032,1.58327,0.0611149
8.09,0.226471,0.37568,0.996137,1.43169,0.0985945
8.1,0.270939,0.518389,1.08483,1.33754,0.107672
8.11,0.313473,0.626541,1.15876,1.17068,0.0825156
8.12,0.326697,0.687419,0.983936,0.990707,0.0719706
8.13,0.325828,0.679605,0.85022,0.890487,0.0361842
8.14,0.299944,0.615157,0.720648,0.792912,-0.00820894
8.15,0.234863,0.509591,0.638179,0.714763,-0.0428033
8.16,0.164722,0.400591,0.596304,0.627472,-0.0983005
8.17,0.0947869,0.295009,0.605724,0.414501,-0.16158
8.18,0.0137868,0.237115,0.557418,0.164487,-0.222958
8.19,-0.0676318,0.144322,0.466073,0.082272,-0.284842
8.2,-0.134521,0.024474,0.376372,-0.0105941,-0.345904
8.21,-0.215013,0.0123912,0.322894,-0.0911184,-0.396402
8.22,-0.268101,0.100591,0.272393,-0.171902,-0.453238
8.23,-0.332992,0.0840886,0.259485,-0.254092,-0.504531
8.24,-0.377942,0.0916659,0.235043,-0.322448,-0.560285
8.25,-0.452964,0.0638413,0.246257,-0.419168,-0.606523
8.26,-0.500773,0.0614675,0.27465,-0.495488,-0.631211
8.27,-0.565906,0.0911881,0.285619,-0.552097,-0.639811
8.28,-0.652474,0.0702158,0.319374,-0.620607,-0.623111
8.29,-0.710797,0.154671,0.387831,-0.611839,-0.592322
8.3,-0.789326,0.236767,0.452222,-0.586254,-0.512045
8.31,-0.853737,0.338679,0.547664,-0.470117,-0.423422
8.32,-0.884799,0.501115,0.729295,-0.380091,-0.314136
8.33,-0.874795,0.841505,1.02963,-0.264107,-0.202184
8.34,-0.728769,1.19103,1.35773,-0.0747197,-0.0614857
8.35,-0.586271,1.00156,1.3519,0.125559,0.0828764
8.36,-0.39668,0.807364,1.26404,0.292723,0.164066
8.37,-0.253529,0.956986,1.30613,0.472445,0.249433
8.38,-0.161907,0.948401,1.47222,0.632968,0.313409
8.39,-0.109691,0.767429,1.6011,0.753946,0.37143
8.4,-0.0878264,0.740789,1.42731,0.859052,0.42381
8.41,-0.0788592,0.614514,1.18961,0.861873,0.423644
8.42,-0.107111,0.562012,0.867376,0.778821,0.393569
8.43,-0.131575,0.503725,0.809278,0.631746,0.31829
8.44,-0.151022,0.439228,0.78925,0.549761,0.253036
8.45,-0.18683,0.38009,0.830346,0.500709,0.164162
8.46,-0.216871,0.287517,0.866378,0.63529,0.101511
