time [s], average translational x-velocity cube 1 [m/s], average translational x-velocity cube 2 [m/s], average translational x-velocity cube 3 [m/s], average translational x-velocity  cube 4 [m/s], average translational x-velocity  cube 5 [m/s], average translational z-velocity  cube 1 [m/s], average translational z-velocity  cube 2 [m/s], average translational z-velocity  cube 3 [m/s], average translational z-velocity  cube 4 [m/s], average translational z-velocity  cube 5 [m/s]
1.8,0.163493,0.292104,0.120354,-0.150195,-0.126442,-0.404394,-0.0533999,0.665425,0.169121,-0.377064
1.81,0.164931,0.322254,0.136568,-0.157149,-0.134198,-0.384771,0.00182341,0.776188,0.310868,-0.346143
1.82,0.162973,0.350144,0.125269,-0.157244,-0.147879,-0.382045,0.0550395,0.82995,0.416323,-0.326703
1.83,0.164735,0.356898,0.144374,-0.1559,-0.163921,-0.358662,0.106918,0.860877,0.501042,-0.283775
1.84,0.180468,0.337759,0.160173,-0.163543,-0.160925,-0.352119,0.139198,0.865921,0.560721,-0.273242
1.85,0.186777,0.35765,0.157872,-0.184597,-0.157758,-0.34427,0.172275,0.863328,0.564831,-0.240147
1.86,0.171327,0.366407,0.173717,-0.202019,-0.156833,-0.310306,0.1923,0.845363,0.550852,-0.212118
1.87,0.165703,0.380059,0.179838,-0.226731,-0.160637,-0.281742,0.204541,0.842567,0.525394,-0.200614
1.88,0.172121,0.381489,0.177634,-0.242189,-0.15983,-0.280757,0.215056,0.829874,0.51028,-0.170237
1.89,0.15611,0.366684,0.175261,-0.245542,-0.139303,-0.276571,0.204715,0.816212,0.503043,-0.17782
1.9,0.149647,0.352716,0.162368,-0.237203,-0.139802,-0.284443,0.175808,0.795146,0.487212,-0.175654
1.91,0.142632,0.329506,0.130641,-0.230142,-0.14087,-0.270106,0.160769,0.757648,0.464711,-0.183588
1.92,0.135153,0.307251,0.0993078,-0.224618,-0.126682,-0.282526,0.12746,0.695956,0.433072,-0.182098
1.93,0.133606,0.295122,0.0648814,-0.220486,-0.123749,-0.309198,0.100284,0.646284,0.401408,-0.199346
1.94,0.14995,0.289083,0.0385865,-0.220631,-0.129799,-0.327959,0.0623927,0.592022,0.344333,-0.233946
1.95,0.160305,0.291943,0.0442574,-0.247708,-0.134939,-0.346582,0.0370361,0.56314,0.264603,-0.277278
1.96,0.164454,0.297208,0.0499733,-0.26677,-0.144844,-0.361763,0.0208315,0.560599,0.207573,-0.319916
1.97,0.17128,0.325466,0.0837889,-0.286933,-0.151896,-0.389766,0.00146814,0.613567,0.137939,-0.370338
1.98,0.180226,0.348447,0.119299,-0.302908,-0.164975,-0.415289,-0.00269081,0.635178,0.0976857,-0.406913
1.99,0.186082,0.368526,0.172832,-0.328314,-0.19003,-0.426015,0.00308198,0.650969,0.0938538,-0.433108
2,0.208055,0.370914,0.191796,-0.357971,-0.201458,-0.432641,0.0357528,0.683629,0.116181,-0.452471
2.01,0.222375,0.38574,0.217617,-0.385289,-0.204888,-0.415249,0.0630424,0.705921,0.176783,-0.435942
2.02,0.227483,0.387722,0.231242,-0.362175,-0.208551,-0.390939,0.110283,0.75823,0.237525,-0.414116
2.03,0.230074,0.385032,0.181371,-0.305232,-0.221149,-0.362407,0.161809,0.752221,0.31435,-0.347225
2.04,0.228023,0.358296,0.138428,-0.217222,-0.213089,-0.319087,0.242372,0.756986,0.369818,-0.28467
2.05,0.208106,0.330473,0.0972409,-0.165581,-0.187356,-0.245262,0.315942,0.744173,0.398857,-0.24258
2.06,0.200291,0.268872,0.0719534,-0.151139,-0.179658,-0.186121,0.380189,0.737492,0.432608,-0.200333
2.07,0.177012,0.224404,0.0262487,-0.136384,-0.171273,-0.140051,0.447328,0.721499,0.476117,-0.166441
2.08,0.159787,0.180755,0.00429047,-0.127219,-0.149294,-0.0761476,0.487396,0.739869,0.49742,-0.121487
2.09,0.140518,0.140798,-0.0233828,-0.119738,-0.158641,-0.041969,0.527977,0.745047,0.497321,-0.1253
2.1,0.125732,0.122076,-0.0538556,-0.118606,-0.144021,-0.0136901,0.540373,0.740342,0.479515,-0.134393
2.11,0.109028,0.104803,-0.0598344,-0.121303,-0.14249,0.00462485,0.552964,0.712258,0.448728,-0.157243
2.12,0.0903816,0.100421,-0.0559609,-0.130393,-0.13722,0.0153249,0.549893,0.654416,0.392812,-0.166306
2.13,0.0824739,0.10705,-0.0458633,-0.140818,-0.121503,0.0227023,0.542136,0.585297,0.342582,-0.143304
2.14,0.0847173,0.1005,0.00521177,-0.15975,-0.105146,-0.000685752,0.533148,0.53137,0.315681,-0.141324
2.15,0.0787559,0.118423,0.0127723,-0.172005,-0.0922414,-0.00931312,0.500102,0.511837,0.304743,-0.130808
2.16,0.082671,0.125639,0.0129059,-0.175215,-0.0814715,-0.0491247,0.477911,0.502563,0.311046,-0.114416
2.17,0.0817993,0.133258,-0.0198379,-0.175445,-0.0734374,-0.094051,0.440013,0.490864,0.322879,-0.111758
2.18,0.0787573,0.154576,-0.0770631,-0.159428,-0.0663649,-0.120115,0.390793,0.467777,0.334382,-0.116279
2.19,0.0745344,0.154891,-0.144765,-0.134782,-0.0660231,-0.16391,0.366477,0.418905,0.341179,-0.141675
2.2,0.0773446,0.15049,-0.172461,-0.101576,-0.0581648,-0.217991,0.351363,0.373233,0.33589,-0.154575
2.21,0.0742871,0.166692,-0.240994,-0.0679043,-0.0441719,-0.264822,0.335412,0.324584,0.301772,-0.178128
2.22,0.0681741,0.166344,-0.266207,-0.0389936,-0.0386804,-0.31819,0.296558,0.27982,0.257362,-0.21114
2.23,0.0623664,0.142069,-0.309831,-0.00153785,-0.0263491,-0.360974,0.240616,0.222295,0.203058,-0.24677
2.24,0.057829,0.0459874,-0.313996,0.0278251,-0.0107834,-0.415107,0.210511,0.162232,0.145085,-0.299087
2.25,0.0429218,-0.00592255,-0.350146,0.0192728,-0.00117866,-0.453288,0.134214,0.110053,0.0833046,-0.336305
2.26,0.0351776,-0.0742521,-0.361053,0.0259342,0.0213211,-0.507753,0.0474759,0.0556567,0.0108953,-0.387954
2.27,0.0207389,-0.116134,-0.351067,0.0380648,0.0315184,-0.558515,0.012487,0.0103247,-0.0485412,-0.417009
2.28,0.00720414,-0.148684,-0.381164,0.0335095,0.0622494,-0.614414,-0.0274354,0.00465429,-0.128291,-0.476176
2.29,0.00238297,-0.141216,-0.356815,-0.0128345,0.0711451,-0.663806,-0.047826,-0.0416639,-0.212717,-0.503082
2.3,0.00034863,-0.134193,-0.165917,-0.0418506,0.0949027,-0.620642,-0.00510584,-0.0408793,-0.290468,-0.539902
2.31,0.0217078,-0.114527,-0.0224476,-0.0351111,0.0848861,-0.512575,0.0768548,0.391356,-0.370155,-0.581271
2.32,0.0168658,-0.104373,0.0382704,-0.0199767,0.0749372,-0.413008,0.153016,0.526376,0.177386,-0.564703
2.33,0.0419043,-0.0776824,0.0480863,0.0220046,0.062058,-0.298712,0.226289,0.633266,0.529348,-0.533501
2.34,0.0448783,-0.0568088,0.0792637,0.0744984,0.0337772,-0.209138,0.285919,0.719043,0.645758,-0.501128
2.35,0.0386836,-0.029433,0.0970114,0.113764,0.010632,-0.113826,0.327609,0.772099,0.736707,-0.379493
2.36,0.0260266,-0.0091996,0.101734,0.14618,-0.0322669,-0.069549,0.388413,0.845225,0.816451,-0.310479
2.37,0.0250261,0.00234263,0.108531,0.17315,-0.0449281,-0.057875,0.403106,0.892452,0.872225,-0.22465
2.38,0.0268118,-0.0094768,0.0923393,0.177558,-0.0521706,-0.0370915,0.421555,0.898979,0.876854,-0.186233
2.39,0.0191456,-0.0131228,0.0668352,0.128978,-0.0538551,-0.0327026,0.422751,0.826443,0.787429,-0.17588
2.4,0.0200517,-0.0172467,0.052278,0.0379995,-0.0565615,-0.0416145,0.385727,0.62411,0.652666,-0.20593
2.41,0.0172291,-0.0219259,0.0488668,-0.0329277,-0.0574912,-0.0390376,0.349853,0.412802,0.496371,-0.27859
2.42,0.0142987,-0.0202082,0.0657717,-0.0692939,-0.0494863,-0.0528512,0.294416,0.318356,0.377447,-0.33733
2.43,0.00780799,-0.00990196,0.0771444,-0.0884389,-0.0431735,-0.0726397,0.234952,0.236588,0.274177,-0.406068
2.44,0.00252874,0.00342977,0.0730517,-0.0983839,-0.0349773,-0.102367,0.172667,0.182511,0.182468,-0.472506
2.45,-0.00209832,0.013038,0.0805991,-0.113096,-0.0344447,-0.137182,0.119511,0.151079,0.1047,-0.52768
2.46,-0.0035117,0.0192663,0.0930626,-0.117944,-0.0335976,-0.171206,0.0660793,0.129104,0.0270322,-0.570261
2.47,-0.00477759,0.025558,0.124171,-0.111941,-0.0383449,-0.210688,0.0200537,0.103546,-0.0310593,-0.577103
2.48,-0.00651341,0.0342843,0.157542,-0.117588,-0.0474896,-0.249914,-0.0285972,0.0823376,-0.082696,-0.576943
2.49,-0.00715225,0.0459714,0.170091,-0.111483,-0.0552664,-0.292775,-0.0712804,0.061131,-0.15524,-0.586223
2.5,-0.00794234,0.0472385,0.182753,-0.0940244,-0.076683,-0.334466,-0.120388,0.033073,-0.231012,-0.58433
2.51,-0.00946701,0.052376,0.188939,-0.0785497,-0.0967891,-0.369231,-0.168101,0.0533521,-0.270268,-0.590565
2.52,-0.00539825,0.0595252,0.168446,-0.0887583,-0.109064,-0.404587,-0.203111,0.0564627,-0.264121,-0.57611
2.53,-0.000867646,0.0849598,0.113736,-0.0322182,-0.0999492,-0.430301,-0.241255,0.112914,-0.137895,-0.578411
2.54,0.00786606,0.107483,0.0290619,-0.060092,-0.111212,-0.435227,-0.261978,0.218595,-0.0221926,-0.565653
2.55,0.0233128,0.126438,-0.0623854,-0.0639589,-0.11876,-0.401977,-0.184007,0.37808,0.0992275,-0.519091
2.56,0.0375945,0.133849,-0.10657,-0.0339985,-0.13043,-0.331353,-0.0537338,0.536891,0.196292,-0.465817
2.57,0.0166047,0.0836419,-0.0961811,-0.0460091,-0.124764,-0.190567,0.153095,0.673119,0.323856,-0.415951
2.58,0.0365874,0.077851,-0.0681979,-0.0383227,-0.127771,-0.150458,0.202742,0.745991,0.422164,-0.352216
2.59,0.0445294,0.0947418,-0.0666737,-0.0238299,-0.106102,-0.119587,0.204553,0.810007,0.524466,-0.308498
2.6,0.0387119,0.108149,-0.0676712,-0.00218396,-0.0937628,-0.113557,0.186332,0.824091,0.571207,-0.248938
2.61,0.0436835,0.120692,-0.0686807,0.00701529,-0.0674322,-0.112245,0.152077,0.772217,0.590396,-0.229371
2.62,0.0448196,0.136998,-0.0472816,-0.00889195,-0.0732301,-0.135588,0.0834614,0.612739,0.509552,-0.245824
2.63,0.0539411,0.160121,0.0410075,-0.051115,-0.0725953,-0.166121,0.0333055,0.410765,0.382143,-0.275017
2.64,0.0567945,0.183335,0.157296,-0.102816,-0.0732052,-0.193573,-0.0124999,0.332237,0.270859,-0.328009
2.65,0.0571039,0.208985,0.278626,-0.176609,-0.0845971,-0.211106,-0.0509848,0.308727,0.214701,-0.372199
2.66,0.0585927,0.223468,0.368495,-0.188933,-0.099152,-0.225634,-0.0765825,0.36009,0.284381,-0.406934
2.67,0.0587886,0.225561,0.445314,-0.120691,-0.122362,-0.219342,-0.0812737,0.419809,0.446409,-0.413751
2.68,0.0587487,0.220611,0.495738,0.0318452,-0.140947,-0.211539,-0.0714842,0.483628,0.603897,-0.409082
2.69,0.0542516,0.210236,0.52304,0.181874,-0.148036,-0.204869,-0.0720702,0.527148,0.710664,-0.367987
2.7,0.0487328,0.192745,0.5155,0.298947,-0.142674,-0.198895,-0.0813937,0.524322,0.732946,-0.303225
2.71,0.0462282,0.171813,0.472483,0.371133,-0.111733,-0.195997,-0.0964803,0.469541,0.722222,-0.207594
2.72,0.0457476,0.15836,0.385764,0.332749,-0.0867946,-0.201446,-0.119772,0.367202,0.601899,-0.164558
2.73,0.0450224,0.147742,0.338854,0.246583,-0.0713722,-0.212079,-0.152387,0.248372,0.45085,-0.13628
2.74,0.0455223,0.140628,0.321619,0.116553,-0.0732508,-0.221825,-0.19051,0.164362,0.320963,-0.174151
2.75,0.0470994,0.137267,0.313697,0.0500331,-0.0837463,-0.232763,-0.22385,0.0951138,0.247048,-0.213362
2.76,0.0487828,0.140197,0.307689,-0.0305733,-0.0908795,-0.241886,-0.256283,0.03247,0.210152,-0.246457
2.77,0.0533615,0.150633,0.326165,-0.102998,-0.0994607,-0.249884,-0.280347,-0.0186024,0.20965,-0.275878
2.78,0.0573993,0.171122,0.34256,-0.154009,-0.108035,-0.252675,-0.291492,-0.0226208,0.234179,-0.297224
2.79,0.0659035,0.196165,0.322671,-0.187952,-0.107715,-0.251038,-0.289504,0.0748845,0.266528,-0.305765
2.8,0.0755376,0.237376,0.302861,-0.159455,-0.106034,-0.24071,-0.265015,0.184045,0.314791,-0.281015
2.81,0.0897605,0.277862,0.268713,-0.155191,-0.098148,-0.222767,-0.225463,0.307755,0.36722,-0.237617
2.82,0.0983746,0.309813,0.250426,-0.103818,-0.0874054,-0.193572,-0.184476,0.35923,0.425607,-0.1569
2.83,0.0987653,0.336095,0.20449,-0.0414827,-0.0688791,-0.167056,-0.135112,0.420748,0.48362,-0.0801108
2.84,0.101334,0.346616,0.210289,0.00963317,-0.0502975,-0.138701,-0.0894141,0.43615,0.549368,0.0233142
2.85,0.0974599,0.331309,0.233125,0.0617477,-0.0350573,-0.107102,-0.0672606,0.40702,0.613757,0.119169
2.86,0.0935088,0.308838,0.260596,0.111942,-0.013955,-0.0655879,-0.0351438,0.363935,0.66,0.196638
2.87,0.0871388,0.305292,0.278423,0.131342,-0.00570881,-0.031658,-0.0045443,0.356353,0.696786,0.259659
2.88,0.0793429,0.293572,0.286512,0.13402,-0.00814446,0.0069528,0.0355162,0.336824,0.694206,0.280748
2.89,0.0797574,0.281711,0.283613,0.10852,-0.0100045,0.0299375,0.0670398,0.305665,0.649007,0.257875
2.9,0.074769,0.267682,0.278812,0.0829385,-0.0172927,0.0472536,0.0784067,0.242692,0.579512,0.212614
2.91,0.070597,0.252268,0.271743,0.0503926,-0.0335304,0.0545306,0.0693815,0.185674,0.471823,0.146439
2.92,0.0703473,0.239827,0.264004,0.0313183,-0.0467486,0.0387681,0.0480519,0.125312,0.367239,0.0937058
2.93,0.0697794,0.233364,0.252267,0.0172778,-0.0572869,0.0195645,0.016941,0.0760569,0.301114,0.0352825
2.94,0.0696613,0.235415,0.238929,0.0245939,-0.067942,-0.0178966,-0.0295676,0.0346847,0.230196,-0.0122878
2.95,0.075867,0.237093,0.236239,0.0479667,-0.0736606,-0.0488999,-0.0606609,0.00541395,0.189734,-0.048608
2.96,0.0676082,0.225489,0.226364,0.0686092,-0.0836278,-0.0995513,-0.0757441,-0.0142328,0.158379,-0.0860681
2.97,0.0777124,0.230305,0.208139,0.091118,-0.0884536,-0.109198,-0.0814052,-0.0265665,0.125711,-0.1124
2.98,0.0755579,0.21129,0.191596,0.105007,-0.0891839,-0.100867,-0.0432254,-0.0301187,0.109261,-0.129856
2.99,0.0717656,0.210084,0.161002,0.107829,-0.0801744,-0.0858943,-0.00569826,-0.0152634,0.0978322,-0.134767
3,0.0781697,0.186647,0.148473,0.102688,-0.0588733,-0.0937677,0.0485574,0.0208259,0.0905515,-0.137257
3.01,0.0878976,0.189574,0.129957,0.101677,-0.0343807,-0.0978794,0.0702662,0.0155743,0.0848607,-0.122901
3.02,0.079637,0.182407,0.106316,0.0898776,-0.010909,-0.103162,0.0684398,0.00926377,0.0697356,-0.115894
3.03,0.0945522,0.172017,0.0930716,0.0803393,-0.000240299,-0.119352,0.0769425,0.00608608,0.0514128,-0.124854
3.04,0.0929818,0.177409,0.0778765,0.0681743,0.0335287,-0.132442,0.0592924,0.0213639,0.0297575,-0.113092
3.05,0.103447,0.17039,0.0791985,0.0560792,0.010527,-0.175053,0.0514132,-0.00403999,0.00967628,-0.103584
3.06,0.106664,0.165627,0.0717767,0.0519345,0.00444991,-0.216709,0.0389916,-0.0218828,-0.0140456,-0.124357
3.07,0.10077,0.172149,0.0846372,0.0422761,-0.0155294,-0.267972,-0.00188851,-0.0393174,-0.0346565,-0.12565
3.08,0.104689,0.175735,0.0922301,0.03034,-0.0439112,-0.332834,-0.0516118,-0.0502959,-0.0633893,-0.135047
3.09,0.0920022,0.178512,0.105651,0.020272,-0.0702095,-0.399569,-0.103914,-0.0853935,-0.102798,-0.177833
3.1,0.0889143,0.17702,0.108681,-0.0143972,-0.084859,-0.464391,-0.157931,-0.121632,-0.142639,-0.226906
3.11,0.0905087,0.177399,0.0959522,-0.0697839,-0.0728284,-0.529015,-0.195149,-0.165904,-0.179347,-0.265521
3.12,0.0902101,0.177781,0.0563315,-0.111142,-0.0590388,-0.592659,-0.223053,-0.178357,-0.187732,-0.273456
3.13,0.0867429,0.167601,-0.000270625,-0.146905,-0.0588844,-0.637373,-0.253399,-0.158699,-0.199244,-0.275515
3.14,0.0916345,0.146812,-0.0623562,-0.175967,-0.0578967,-0.680579,-0.258958,-0.137654,-0.210196,-0.291297
3.15,0.103421,0.103494,-0.137193,-0.20654,-0.0613753,-0.692502,-0.212694,-0.0947681,-0.202099,-0.290721
3.16,0.110542,0.0581363,-0.178494,-0.224476,-0.0693677,-0.64377,-0.143883,-0.0356613,-0.181165,-0.258406
3.17,0.0952522,0.00709389,-0.219013,-0.234129,-0.0670473,-0.485386,0.00048223,0.0359534,-0.122015,-0.196502
3.18,0.0677533,-0.0560942,-0.225071,-0.215423,-0.064021,-0.249357,0.126599,0.110855,-0.0415331,-0.107536
3.19,0.0130328,-0.0620107,-0.224604,-0.198901,-0.0527147,-0.0337954,0.243091,0.191116,0.0472323,-0.027289
3.2,-0.0029066,-0.0687208,-0.221006,-0.176843,-0.039295,0.0241061,0.268169,0.248008,0.114376,0.0404525
3.21,0.00331526,-0.056299,-0.227024,-0.162163,-0.0336976,0.0312937,0.281344,0.313125,0.176318,0.094169
3.22,0.00573291,-0.0633456,-0.23024,-0.143313,-0.0320161,0.0425638,0.293876,0.338289,0.217346,0.125933
3.23,0.00566139,-0.0801424,-0.246435,-0.131273,-0.0321749,0.0575377,0.301792,0.356936,0.240947,0.128435
3.24,0.0103801,-0.0714186,-0.251748,-0.12258,-0.0278357,0.0608657,0.279189,0.345304,0.237226,0.0961156
3.25,0.0133774,-0.065763,-0.25451,-0.111937,-0.0268995,0.0590791,0.23989,0.330417,0.220506,0.0743856
3.26,0.0175962,-0.0527659,-0.262975,-0.0998487,-0.0199283,0.0456023,0.196521,0.299001,0.181089,0.0465021
3.27,0.0210763,-0.0325848,-0.263504,-0.0910044,-0.0160967,0.0348237,0.150703,0.253975,0.131221,0.0090953
3.28,0.0255869,-0.00620022,-0.254958,-0.0836333,-0.0124807,0.0208397,0.106992,0.209812,0.0747624,-0.0411894
3.29,0.0324379,0.0177925,-0.24492,-0.0757256,-0.0100644,0.00455781,0.0695396,0.159354,0.0104494,-0.0929841
3.3,0.040164,0.049749,-0.203254,-0.0729019,-0.01129,-0.0161647,0.0376894,0.125686,-0.0467026,-0.155177
3.31,0.048596,0.0825735,-0.130383,-0.0716703,-0.0114947,-0.033641,0.0175774,0.0820027,-0.109487,-0.216329
3.32,0.0556552,0.125596,0.0278431,-0.0719491,-0.0115595,-0.0536922,-0.00265687,0.0449531,-0.161263,-0.276217
3.33,0.06389,0.157819,0.205643,-0.0743527,-0.0121421,-0.0754405,-0.0159701,0.0597572,-0.211669,-0.334754
3.34,0.0687825,0.186078,0.354199,-0.0779964,-0.0132433,-0.100638,-0.0248115,0.141949,-0.267752,-0.391866
3.35,0.0711711,0.209001,0.428074,-0.0602722,-0.0172016,-0.130881,-0.0341868,0.216465,-0.270098,-0.43988
3.36,0.0711841,0.226147,0.463866,-0.00985028,-0.0215765,-0.159271,-0.0490096,0.255789,-0.23131,-0.477937
3.37,0.0732983,0.23105,0.463756,0.0684046,-0.0303683,-0.173732,-0.0580677,0.273955,-0.152843,-0.503632
3.38,0.0703308,0.228293,0.466762,0.112672,-0.036515,-0.176079,-0.0750017,0.283537,-0.0583292,-0.503945
3.39,0.0667097,0.214015,0.396556,0.151412,-0.014041,-0.156108,-0.0642711,0.289858,0.0288533,-0.459713
3.4,0.0609603,0.193405,0.339082,0.140343,0.0340698,-0.126352,-0.0443295,0.236947,0.015504,-0.360746
3.41,0.0512849,0.165548,0.296181,0.12601,0.0557546,-0.0903007,-0.0219314,0.178065,0.0114358,-0.249808
3.42,0.0419504,0.146725,0.285957,0.135156,0.0649261,-0.0591617,-0.0141019,0.15064,0.0191829,-0.140462
3.43,0.0341772,0.127075,0.296889,0.154157,0.0612317,-0.0486783,-0.0246712,0.104035,0.0112764,-0.0754975
3.44,0.0304734,0.114964,0.304686,0.16552,0.0510114,-0.0634023,-0.0507356,0.0395499,-0.00977005,-0.0467483
3.45,0.0240868,0.105152,0.299756,0.162528,0.0398936,-0.0813138,-0.0957107,-0.0136439,-0.0489336,-0.0482964
3.46,0.0218662,0.100397,0.301157,0.148696,0.0287164,-0.124898,-0.139108,-0.0796268,-0.0885101,-0.0652385
3.47,0.0214695,0.102549,0.293526,0.132341,0.0154162,-0.174047,-0.193099,-0.131159,-0.123793,-0.0856507
3.48,0.0215311,0.104499,0.284575,0.110192,0.00962833,-0.230834,-0.242871,-0.196059,-0.161728,-0.113042
3.49,0.0223308,0.105001,0.276121,0.0900263,0.00429886,-0.282294,-0.280265,-0.254565,-0.18952,-0.145803
3.5,0.0235954,0.114814,0.276631,0.0703349,-0.00112057,-0.324323,-0.319492,-0.291874,-0.226413,-0.17501
3.51,0.0261501,0.121164,0.238927,0.0492339,-0.0107702,-0.373787,-0.355382,-0.30673,-0.249656,-0.206665
3.52,0.0281784,0.130423,0.22557,0.0260013,-0.0230774,-0.426565,-0.405193,-0.288721,-0.274813,-0.233836
3.53,0.0322249,0.143671,0.20735,0.00330521,-0.0302956,-0.483118,-0.432049,-0.267784,-0.300629,-0.256819
3.54,0.0348417,0.154054,0.17004,-0.0136285,-0.0348772,-0.515232,-0.454578,-0.260868,-0.313639,-0.277007
3.55,0.0381444,0.159069,0.130034,-0.0364568,-0.0416366,-0.556405,-0.475008,-0.199856,-0.315732,-0.301343
3.56,0.0434372,0.170206,0.113271,-0.0541429,-0.0448577,-0.61558,-0.511063,-0.144659,-0.318105,-0.329539
3.57,0.0507735,0.173692,0.0546325,-0.0793539,-0.0555366,-0.648031,-0.508129,-0.0244181,-0.310631,-0.346141
3.58,0.0571431,0.175903,0.0493818,-0.115573,-0.070097,-0.686564,-0.428721,0.061354,-0.297716,-0.353677
3.59,0.0592091,0.161432,0.0471666,-0.139209,-0.0737001,-0.645872,-0.331114,0.136838,-0.26262,-0.367009
3.6,0.0698524,0.165061,0.0448364,-0.143276,-0.0804747,-0.503029,-0.24651,0.24301,-0.208953,-0.370995
3.61,0.0670667,0.160955,0.0681523,-0.160337,-0.088572,-0.429552,-0.131809,0.34043,-0.159768,-0.370865
3.62,0.0649651,0.172732,0.104349,-0.164411,-0.094367,-0.266872,-0.0804955,0.430712,-0.0984459,-0.368986
3.63,0.0438295,0.168365,0.17085,-0.176197,-0.109201,-0.199261,-0.0496854,0.481033,-0.0290583,-0.336074
3.64,0.0409802,0.168067,0.208507,-0.178844,-0.10238,-0.195669,-0.0587558,0.458182,-0.0128774,-0.309561
3.65,0.0386783,0.168603,0.209991,-0.216381,-0.0880094,-0.179534,-0.0534602,0.420214,-0.0333583,-0.277075
3.66,0.0364512,0.163669,0.213653,-0.23041,-0.0880007,-0.143855,-0.0238928,0.42168,-0.0189158,-0.27182
3.67,0.0309967,0.158205,0.225707,-0.234215,-0.0881242,-0.110612,0.0066908,0.471739,0.0122704,-0.235107
3.68,0.0267591,0.140659,0.248863,-0.233465,-0.0833235,-0.0722375,0.0401073,0.479957,0.054506,-0.207488
3.69,0.019168,0.117484,0.268323,-0.215323,-0.0810219,-0.0244904,0.0965379,0.53108,0.105429,-0.167815
3.7,0.0136011,0.0961559,0.292047,-0.185768,-0.0744337,0.0148659,0.140009,0.56528,0.170663,-0.102698
3.71,0.00889921,0.0663584,0.293298,-0.147749,-0.0636278,0.048218,0.175972,0.583178,0.218689,-0.0545178
3.72,0.00437965,0.043688,0.29185,-0.109783,-0.0493844,0.0762783,0.197574,0.570199,0.229668,-0.0135049
3.73,0.00314827,0.0243579,0.287637,-0.0872026,-0.041892,0.0859761,0.192857,0.537744,0.207494,0.00876718
3.74,0.00288074,0.0127127,0.262161,-0.0671341,-0.0396149,0.0852825,0.165081,0.460538,0.18327,0.0195996
3.75,0.00377324,0.00975827,0.195356,-0.066486,-0.0355135,0.0709046,0.123129,0.343884,0.143673,0.017142
3.76,0.00482678,0.0166406,0.149995,-0.0814441,-0.0328163,0.0480459,0.0772719,0.237459,0.103144,-0.00140732
3.77,0.00951232,0.0361542,0.0717192,-0.0980562,-0.0338145,0.0144066,0.0251985,0.155176,0.0750153,-0.0292523
3.78,0.0176694,0.0504937,0.0470839,-0.123239,-0.0369674,-0.0229915,-0.0220524,0.099264,0.0385581,-0.0661909
3.79,0.0268548,0.0786799,-0.0540465,-0.147842,-0.0425645,-0.0627377,-0.0676194,0.0754788,0.00932752,-0.109761
3.8,0.0363174,0.108803,-0.0910242,-0.171885,-0.0473045,-0.0998265,-0.102169,0.0556959,-0.0248531,-0.157469
3.81,0.0482076,0.142734,-0.0979415,-0.194232,-0.0540616,-0.135827,-0.120887,0.0989874,-0.0544562,-0.207153
3.82,0.0588634,0.176165,-0.0989066,-0.213461,-0.0583479,-0.167912,-0.127777,0.112412,-0.0812892,-0.249355
3.83,0.0725574,0.201826,-0.0797389,-0.221785,-0.0639368,-0.193168,-0.114169,0.13772,-0.114687,-0.295609
3.84,0.0846937,0.23918,-0.0750492,-0.233281,-0.0694924,-0.216738,-0.096371,0.137312,-0.162681,-0.343037
3.85,0.0967669,0.249081,-0.0525618,-0.238321,-0.0795681,-0.234476,-0.0616725,0.137202,-0.186366,-0.385387
3.86,0.102968,0.259624,0.023301,-0.245021,-0.0888766,-0.252958,-0.0305495,0.15156,-0.202756,-0.426024
3.87,0.118387,0.266206,0.0650881,-0.21869,-0.0973342,-0.262979,0.0170058,0.18065,-0.176094,-0.467079
3.88,0.1203,0.269519,0.122659,-0.185153,-0.111761,-0.270514,0.0470634,0.209093,-0.13124,-0.498433
3.89,0.12033,0.280571,0.179387,-0.133852,-0.123567,-0.26789,0.0369961,0.252102,-0.032541,-0.5211
3.9,0.114435,0.294934,0.225913,-0.0573373,-0.136983,-0.265817,0.0239668,0.306458,0.103304,-0.508014
3.91,0.110981,0.309422,0.264541,-0.013494,-0.127934,-0.260207,0.0208351,0.36813,0.180462,-0.419234
3.92,0.106341,0.318132,0.281022,0.0422368,-0.0630533,-0.241879,0.0153816,0.409781,0.258557,-0.242423
3.93,0.0949314,0.313976,0.273872,0.0687387,-0.034852,-0.209461,0.00616861,0.421747,0.257813,-0.0837671
3.94,0.0890255,0.294988,0.278171,0.0804761,-0.0196605,-0.1872,-0.021634,0.395156,0.243529,-0.0319818
3.95,0.0776775,0.276063,0.269069,0.107057,-0.00444958,-0.177203,-0.07066,0.31519,0.208674,-0.0186247
3.96,0.072588,0.260045,0.262398,0.130218,0.00554968,-0.201797,-0.120699,0.195022,0.167746,-0.025585
3.97,0.0708439,0.250507,0.250473,0.145205,0.00840663,-0.226901,-0.171561,0.098565,0.109357,-0.0493309
3.98,0.06784,0.244595,0.238967,0.143084,0.00704205,-0.262494,-0.238756,-0.00348168,0.047013,-0.0851542
3.99,0.0710623,0.247082,0.240871,0.139147,0.00286896,-0.314841,-0.274024,-0.0773691,-0.0203492,-0.12842
4,0.0761076,0.247991,0.246097,0.121187,-0.00822909,-0.359247,-0.323007,-0.137421,-0.0831941,-0.175404
4.01,0.0830889,0.252528,0.252439,0.0964385,-0.0223253,-0.399434,-0.373757,-0.190197,-0.139331,-0.217304
