time [s], average translational x-velocity cube 1 [m/s], average translational x-velocity cube 2 [m/s], average translational x-velocity cube 3 [m/s], average translational x-velocity  cube 4 [m/s], average translational x-velocity  cube 5 [m/s], average translational z-velocity  cube 1 [m/s], average translational z-velocity  cube 2 [m/s], average translational z-velocity  cube 3 [m/s], average translational z-velocity  cube 4 [m/s], average translational z-velocity  cube 5 [m/s]
6.24,0.0253378,-0.194596,0,-0.000490574,-0.0380647,-0.468216,-0.217187,0,-0.392314,-0.610531
6.25,0.032949,-0.108024,0,0.00695067,-0.0328437,-0.40041,-0.16802,0,-0.438801,-0.595938
6.26,0.064385,-0.0137127,0,-0.046679,-0.0324862,-0.311266,-0.156563,0,-0.415781,-0.60448
6.27,0.0935177,0.109046,0,-0.0058281,-0.0407397,-0.230456,-0.177764,0,-0.483778,-0.586151
6.28,0.0803199,0.206247,-0.155358,-0.0779904,-0.0445729,-0.219183,-0.0888437,0.797965,-0.363716,-0.569746
6.29,0.0742045,0.219586,-0.134405,-0.164359,-0.0587483,-0.194583,0.0190936,0.882251,-0.182382,-0.581097
6.3,0.068566,0.216442,-0.0711615,-0.216425,-0.0735265,-0.157462,0.0745949,0.947992,0.0190588,-0.550992
6.31,0.062295,0.195473,-0.0161093,-0.22408,-0.0916133,-0.125845,0.13688,0.996658,0.165979,-0.5373
6.32,0.0548039,0.175955,0.0129049,-0.21264,-0.112305,-0.0801035,0.119105,1.03645,0.299241,-0.459223
6.33,0.0470639,0.148599,0.0215544,-0.22425,-0.136035,-0.0423182,0.12365,1.06139,0.377926,-0.382193
6.34,0.0314865,0.119729,-0.00876172,-0.229166,-0.134398,-0.00518897,0.13797,1.00533,0.330408,-0.37412
6.35,0.0274019,0.0941341,-0.0680745,-0.204193,-0.120282,0.0213041,0.160547,0.936904,0.288283,-0.339327
6.36,0.0316286,0.0837862,-0.0809299,-0.201643,-0.109775,0.0368234,0.156969,0.702033,0.270193,-0.335205
6.37,0.0375067,0.091095,-0.0711896,-0.198397,-0.105484,0.0352324,0.157763,0.536285,0.195439,-0.364287
6.38,0.0413768,0.110877,-0.0594606,-0.193851,-0.109187,0.029165,0.144117,0.450116,0.10729,-0.404918
6.39,0.0460696,0.150413,0.0142944,-0.233302,-0.116645,0.0149712,0.144726,0.393698,0.0177209,-0.454034
6.4,0.0523083,0.196691,0.071848,-0.269245,-0.125675,-0.000375019,0.14711,0.396918,-0.037266,-0.489729
6.41,0.0561594,0.246275,0.148931,-0.316701,-0.136477,-0.00365962,0.172004,0.457193,-0.0326733,-0.501037
6.42,0.0612888,0.286165,0.229158,-0.35442,-0.152864,0.00733757,0.219086,0.592158,-0.0166144,-0.50567
6.43,0.0611559,0.302043,0.312558,-0.34876,-0.188014,0.0224866,0.275281,0.679195,0.0747209,-0.492871
6.44,0.0569932,0.303884,0.362633,-0.244173,-0.176922,0.030014,0.315975,0.675164,0.194829,-0.400972
6.45,0.0511737,0.277468,0.338755,-0.137446,-0.152146,0.0416278,0.356746,0.65292,0.230605,-0.289785
6.46,0.0365917,0.226608,0.333897,-0.072253,-0.140224,0.0404,0.354,0.634764,0.263395,-0.194268
6.47,0.0300357,0.180479,0.32862,-0.0427836,-0.120522,0.0231173,0.312243,0.547098,0.288974,-0.119193
6.48,0.0261352,0.147035,0.260427,-0.0292982,-0.121994,-0.0138091,0.252945,0.383989,0.277592,-0.10184
6.49,0.0223895,0.136414,0.122063,-0.0587378,-0.107097,-0.0490058,0.173027,0.262662,0.233749,-0.0762872
6.5,0.0176003,0.143125,-0.0437045,-0.0973762,-0.108824,-0.0921174,0.0966681,0.191039,0.180723,-0.08276
6.51,0.0188647,0.138834,-0.162559,-0.146182,-0.117925,-0.140433,0.0518431,0.185351,0.15183,-0.107726
6.52,0.0216632,0.144739,-0.253932,-0.198257,-0.131416,-0.182376,0.0143679,0.203273,0.119351,-0.141187
6.53,0.0271792,0.152133,-0.365491,-0.246035,-0.144379,-0.221109,-0.000630718,0.239163,0.0987186,-0.172521
6.54,0.0368238,0.0733659,-0.430846,-0.288299,-0.144393,-0.251344,0.0396316,0.287413,0.0915769,-0.205099
6.55,0.062172,-0.102392,-0.470838,-0.314956,-0.142961,-0.267036,0.17625,0.347109,0.0898828,-0.249073
6.56,0.0879028,-0.211022,-0.491393,-0.335429,-0.144027,-0.252343,0.380638,0.433244,0.118113,-0.271816
6.57,0.0754223,-0.281963,-0.493341,-0.343411,-0.149645,-0.186171,0.510103,0.546448,0.162152,-0.26684
6.58,-0.00905182,-0.17021,-0.462619,-0.321964,-0.150242,-0.0990738,0.39961,0.623668,0.211029,-0.261871
6.59,-0.0298613,-0.138313,-0.406563,-0.278477,-0.154013,-0.0302027,0.320705,0.634012,0.25827,-0.272245
6.6,-0.0141922,-0.138781,-0.361062,-0.228213,-0.149676,0.00562631,0.295216,0.652696,0.282759,-0.276476
6.61,-0.00937235,-0.165289,-0.324553,-0.182353,-0.142433,0.00842967,0.26122,0.57919,0.255546,-0.287332
6.62,-0.00652854,-0.180653,-0.313893,-0.151956,-0.12529,-0.00360628,0.209876,0.382979,0.185935,-0.331029
6.63,-0.00214168,-0.172644,-0.292036,-0.145117,-0.122815,-0.0267223,0.119925,0.286784,0.08789,-0.384389
6.64,0.00310378,-0.137591,-0.282768,-0.1429,-0.111946,-0.0557008,0.0416858,0.168166,-0.00693773,-0.441834
6.65,0.0108714,-0.10583,-0.26359,-0.150612,-0.103652,-0.0879673,-0.0249832,0.105003,-0.104093,-0.510236
6.66,0.0247129,-0.0731968,-0.244965,-0.153301,-0.106071,-0.117378,-0.0782851,0.0497553,-0.180487,-0.583418
6.67,0.0384086,-0.0139555,-0.22483,-0.163395,-0.112814,-0.157929,-0.127225,0.0193646,-0.248792,-0.644575
6.68,0.0537295,0.0313702,-0.227456,-0.172195,-0.120628,-0.197553,-0.161351,-0.0206449,-0.30203,-0.659743
6.69,0.0620546,0.102345,-0.221998,-0.187317,-0.147181,-0.221666,-0.173672,-0.064411,-0.35786,-0.640766
6.7,0.0794869,0.154368,-0.200373,-0.197985,-0.159876,-0.241725,-0.164045,-0.0820061,-0.392117,-0.619413
6.71,0.0968992,0.229741,0.0393597,-0.234744,-0.167881,-0.244451,-0.0814515,0.215199,-0.326626,-0.580006
6.72,0.10244,0.27463,0.158448,-0.216423,-0.171087,-0.231721,-0.00661566,0.643341,-0.181752,-0.482666
6.73,0.114315,0.297203,0.184228,-0.176015,-0.154912,-0.217303,0.0587545,0.759611,-0.0149875,-0.402067
6.74,0.114958,0.334716,0.195533,-0.133523,-0.140203,-0.194864,0.131306,0.863907,0.130588,-0.31197
6.75,0.119948,0.373053,0.229116,-0.0831674,-0.131739,-0.169758,0.16186,0.876602,0.254986,-0.232692
6.76,0.110125,0.38447,0.221372,-0.0752089,-0.119877,-0.148411,0.152743,0.882352,0.369801,-0.175941
6.77,0.116922,0.37883,0.203635,-0.0709453,-0.128751,-0.130281,0.154532,0.852025,0.49839,-0.12684
6.78,0.111534,0.3535,0.192072,-0.0908791,-0.12688,-0.108947,0.166641,0.816297,0.591261,-0.0846646
6.79,0.0980351,0.331342,0.130753,-0.140373,-0.117745,-0.077273,0.188556,0.788516,0.655216,-0.0940235
6.8,0.0895791,0.288721,0.0782646,-0.197074,-0.0862524,-0.0494251,0.197803,0.737968,0.619306,-0.0928558
6.81,0.081436,0.270346,0.021967,-0.212995,-0.0700908,-0.027151,0.223675,0.684392,0.545901,-0.073012
6.82,0.0804709,0.246788,0.00374749,-0.193154,-0.0549716,-0.00943149,0.226435,0.590665,0.467851,-0.0840193
6.83,0.071184,0.237478,-0.00366828,-0.16911,-0.044601,0.00656562,0.211928,0.488047,0.392652,-0.106548
6.84,0.063369,0.232697,0.00876015,-0.153961,-0.0415865,0.0106914,0.184687,0.382473,0.297901,-0.143112
6.85,0.0619522,0.236514,0.0347871,-0.145558,-0.0407086,-0.00549851,0.151868,0.280419,0.214604,-0.187752
6.86,0.0598305,0.242894,0.0480549,-0.145887,-0.0431306,-0.0257149,0.120482,0.199979,0.128257,-0.249492
6.87,0.0599484,0.252533,0.1044,-0.152662,-0.048948,-0.0528961,0.0885574,0.139771,0.0727577,-0.315313
6.88,0.0621586,0.268905,0.144267,-0.15533,-0.0569597,-0.0898409,0.0675465,0.0979706,0.0205126,-0.381937
6.89,0.0604539,0.276342,0.196521,-0.160865,-0.065306,-0.127536,0.0421117,0.0698151,-0.0184167,-0.448537
6.9,0.0618536,0.277346,0.26024,-0.170485,-0.0730765,-0.160384,0.0171975,0.0387607,-0.05279,-0.511282
6.91,0.063378,0.277866,0.32253,-0.178625,-0.0830901,-0.195936,-0.0102943,0.0287857,-0.0887124,-0.573394
6.92,0.069884,0.267977,0.375292,-0.190768,-0.0984382,-0.225975,-0.041089,0.0295727,-0.0891107,-0.608023
6.93,0.068417,0.268739,0.417644,-0.188183,-0.125344,-0.265775,-0.0781333,0.0316469,-0.111855,-0.634104
6.94,0.0776925,0.271734,0.448856,-0.180568,-0.155395,-0.294791,-0.106902,0.0506917,-0.105569,-0.5961
6.95,0.0830788,0.273678,0.464093,-0.181117,-0.177002,-0.316309,-0.137449,0.062972,-0.0378424,-0.554614
6.96,0.0894262,0.279262,0.456371,-0.128403,-0.165684,-0.337304,-0.159644,0.0753758,0.0328264,-0.454291
6.97,0.0941445,0.290911,0.361523,-0.0513325,-0.164667,-0.348279,-0.159246,0.129848,0.1375,-0.382017
6.98,0.111239,0.315461,0.159813,0.00105213,-0.157177,-0.344753,-0.156779,0.19657,0.182595,-0.306306
6.99,0.126993,0.338157,0.0693329,0.00054741,-0.133495,-0.310304,-0.0741183,0.317235,0.19811,-0.213142
7,0.148521,0.329402,0.0507943,-0.0616491,-0.125183,-0.296902,0.0516839,0.448912,0.229915,-0.155439
7.01,0.137404,0.248394,0.0738967,-0.0934474,-0.108684,-0.225879,0.179235,0.519816,0.285919,-0.0767953
7.02,0.105512,0.17986,0.084133,-0.102431,-0.0941757,-0.137175,0.248734,0.594656,0.361931,-0.0365527
7.03,0.0840804,0.143551,0.0583371,-0.118608,-0.0820924,-0.048483,0.298673,0.650161,0.427839,-0.00219683
7.04,0.0617082,0.114813,0.0422112,-0.153878,-0.0770097,0.000508724,0.380953,0.710047,0.475114,0.0191936
7.05,0.0399556,0.088646,0.0299256,-0.176448,-0.0813721,0.0332515,0.416323,0.734492,0.501903,0.0294847
7.06,0.0232047,0.0626356,-0.010678,-0.181949,-0.0768138,0.0540735,0.431032,0.701353,0.496345,0.0503852
7.07,0.0115288,0.03754,-0.0450448,-0.181351,-0.0661739,0.0609169,0.42229,0.662738,0.487062,0.055298
7.08,0.0027873,0.0116913,-0.0981444,-0.187804,-0.0562139,0.0536597,0.393939,0.60506,0.456898,0.0461551
7.09,-0.00518943,-0.00993172,-0.16178,-0.187881,-0.0447723,0.037233,0.330711,0.510509,0.40098,0.0239607
7.1,-0.00710496,-0.0260757,-0.222191,-0.176094,-0.0394859,0.004095,0.266273,0.412281,0.339686,-0.0114418
7.11,-0.00886866,-0.0441376,-0.269119,-0.163772,-0.0334967,-0.0349588,0.171573,0.336594,0.258047,-0.0576514
7.12,-0.00430662,-0.0504221,-0.299369,-0.150598,-0.0277356,-0.0830667,0.109933,0.26171,0.166151,-0.118753
7.13,0.00265959,-0.0712753,-0.324209,-0.147626,-0.0252643,-0.130303,0.046662,0.182444,0.0740031,-0.181704
7.14,0.0121772,-0.0876868,-0.327352,-0.138969,-0.0240031,-0.175175,-0.0179186,0.134179,-0.0107393,-0.24793
7.15,0.0245467,-0.100396,-0.340166,-0.132213,-0.0240725,-0.216189,-0.08687,0.0628941,-0.0847831,-0.315895
7.16,0.0369362,-0.106346,-0.324218,-0.129244,-0.0230752,-0.253358,-0.143184,-0.0119672,-0.157469,-0.388042
7.17,0.0497255,-0.0678923,-0.320895,-0.128086,-0.0229038,-0.285042,-0.187128,-0.0817085,-0.215009,-0.46011
7.18,0.0646686,-0.0500576,-0.30525,-0.107352,-0.0213949,-0.309553,-0.223299,-0.13653,-0.288996,-0.532239
7.19,0.0798332,-0.00718771,-0.292121,-0.0998586,-0.0216033,-0.333457,-0.22512,-0.141178,-0.356277,-0.600627
7.2,0.0797344,0.0489443,-0.296881,-0.0986744,-0.0208263,-0.358955,-0.235209,-0.169901,-0.400424,-0.668416
7.21,0.0913715,0.0797751,-0.275765,-0.0895468,-0.0211153,-0.3966,-0.23736,-0.19233,-0.457169,-0.73374
7.22,0.0938765,0.139226,-0.215435,-0.0877824,-0.0234514,-0.43921,-0.239583,-0.199372,-0.515583,-0.787776
7.23,0.109092,0.191679,-0.116637,-0.0757671,-0.0293935,-0.468382,-0.241573,-0.144421,-0.567648,-0.823307
7.24,0.119922,0.243202,0.138128,-0.0783541,-0.0336157,-0.492447,-0.227845,0.0349603,-0.591822,-0.824963
7.25,0.121117,0.278679,0.374716,-0.0649118,-0.0521465,-0.527133,-0.21069,0.299201,-0.534746,-0.769543
7.26,0.125766,0.318368,0.455931,0.0772888,-0.128994,-0.539697,-0.180171,0.521479,-0.141035,-0.595692
7.27,0.124869,0.347733,0.482301,0.135526,-0.160473,-0.554169,-0.152038,0.653621,0.165576,-0.469828
7.28,0.130915,0.345849,0.451954,0.0695005,-0.142479,-0.566279,-0.123866,0.782866,0.302993,-0.324014
7.29,0.13236,0.345808,0.380309,-0.00146039,-0.094157,-0.571779,-0.118744,0.879919,0.360766,-0.233992
7.3,0.142999,0.332971,0.311908,-0.0650793,-0.0797158,-0.589416,-0.105199,0.884828,0.288766,-0.235239
7.31,0.14886,0.321081,0.226191,-0.130466,-0.0830722,-0.59853,-0.147197,0.711285,0.197952,-0.208032
7.32,0.160368,0.335372,0.119421,-0.1973,-0.0952636,-0.580567,-0.190424,0.576726,0.148494,-0.191678
7.33,0.160254,0.371297,-0.0241376,-0.250091,-0.0941032,-0.539002,-0.206221,0.634292,0.142823,-0.139224
7.34,0.151257,0.322346,-0.133891,-0.277922,-0.103677,-0.413895,-0.054729,0.711788,0.210459,-0.114876
7.35,0.110227,0.147556,-0.168942,-0.280423,-0.105393,-0.240569,0.138108,0.790909,0.282885,-0.0501935
7.36,0.101045,0.121792,-0.213422,-0.293158,-0.0863428,-0.142048,0.25231,0.835277,0.350004,-0.00266244
7.37,0.0914681,0.100722,-0.251338,-0.290853,-0.0728322,-0.0700224,0.353698,0.896389,0.407806,0.032314
7.38,0.0922177,0.091148,-0.285169,-0.296592,-0.0781297,-0.0271167,0.414186,0.926879,0.459697,0.0532327
7.39,0.0880421,0.0834646,-0.308576,-0.282396,-0.0755445,-0.00229826,0.448438,0.918153,0.459011,0.0606102
7.4,0.0925688,0.100601,-0.300011,-0.263808,-0.0744859,0.0109022,0.448124,0.862997,0.452302,0.054826
7.41,0.0879941,0.111276,-0.243408,-0.253938,-0.0700735,0.0201632,0.42832,0.75136,0.415416,0.021861
7.42,0.0732808,0.134491,-0.149136,-0.247113,-0.0661528,0.0206801,0.399127,0.63499,0.367267,-0.00580526
7.43,0.0672677,0.162014,-0.0508877,-0.248767,-0.0540908,0.0049468,0.371384,0.520487,0.296725,-0.0312836
7.44,0.0651977,0.182765,0.0196576,-0.240748,-0.0499777,-0.0185902,0.342982,0.472692,0.241267,-0.0597356
7.45,0.0570039,0.193901,0.0735665,-0.24002,-0.0474218,-0.0381416,0.323263,0.444624,0.201425,-0.0972941
7.46,0.05846,0.20591,0.146097,-0.236046,-0.0447546,-0.0711558,0.305121,0.41894,0.148818,-0.121209
7.47,0.0502606,0.201703,0.207504,-0.22695,-0.0406668,-0.0973997,0.272321,0.39386,0.0988032,-0.148068
7.48,0.0505428,0.190357,0.228851,-0.213198,-0.0357764,-0.131483,0.23545,0.340788,0.0603046,-0.162756
7.49,0.0410694,0.161492,0.247917,-0.190298,-0.0288641,-0.15884,0.170288,0.298379,0.0370613,-0.174073
7.5,0.0341612,0.133829,0.255127,-0.165774,-0.0236016,-0.193527,0.119578,0.254922,0.0338176,-0.184896
7.51,0.0310203,0.114088,0.23826,-0.135536,-0.0207544,-0.230534,0.0506391,0.165539,0.0155132,-0.195087
7.52,0.0296495,0.108937,0.22348,-0.135971,-0.0186003,-0.269113,-0.0121341,0.0988392,-0.0102977,-0.210027
7.53,0.0302102,0.106305,0.156576,-0.128159,-0.0217345,-0.319201,-0.072836,0.0404671,-0.0411331,-0.228558
7.54,0.030628,0.104823,0.114837,-0.137223,-0.0256806,-0.377136,-0.12072,-0.0294638,-0.0515673,-0.249781
7.55,0.0370881,0.096957,0.0818149,-0.144573,-0.0332476,-0.446447,-0.173965,-0.0653981,-0.0973941,-0.275549
7.56,0.0459354,0.1,0.0189096,-0.155754,-0.0448234,-0.517344,-0.225143,-0.120666,-0.131735,-0.307441
7.57,0.0547995,0.106219,-0.0493134,-0.175531,-0.0541378,-0.590442,-0.274379,-0.174642,-0.171618,-0.342797
7.58,0.0667805,0.112333,-0.101698,-0.194845,-0.0690692,-0.674879,-0.32308,-0.184898,-0.209947,-0.377526
7.59,0.0767583,0.120306,-0.134193,-0.219963,-0.0856062,-0.748886,-0.360392,-0.194051,-0.250824,-0.415501
7.6,0.0927395,0.129495,-0.163447,-0.246518,-0.105309,-0.810087,-0.402833,-0.167916,-0.251519,-0.450864
7.61,0.113369,0.137374,-0.207416,-0.259427,-0.121122,-0.787643,-0.431723,-0.138032,-0.216383,-0.440613
7.62,0.136988,0.137527,-0.25823,-0.290716,-0.124415,-0.551523,-0.382827,-0.0122547,-0.127635,-0.356643
7.63,0.120479,0.0832838,-0.277036,-0.296617,-0.11884,-0.400927,-0.086432,0.185211,-0.00657797,-0.293968
7.64,0.0758593,-0.0302919,-0.279587,-0.294207,-0.126713,-0.232983,0.221126,0.410588,0.101692,-0.213544
7.65,0.0472934,-0.0871363,-0.303112,-0.265311,-0.12173,-0.131421,0.35757,0.557874,0.199237,-0.144386
7.66,0.0456607,-0.138796,-0.308848,-0.222724,-0.102701,-0.0295747,0.490086,0.660391,0.25496,-0.0908135
7.67,0.0231675,-0.161883,-0.341364,-0.19927,-0.0877247,0.0476572,0.580992,0.76795,0.289297,-0.0330322
7.68,-0.00265066,-0.192992,-0.373698,-0.171263,-0.0764749,0.0993751,0.656096,0.854855,0.311051,-0.00098148
7.69,0.00499025,-0.180608,-0.385736,-0.146451,-0.0694432,0.107917,0.672472,0.9515,0.324202,0.0125715
7.7,0.0304904,-0.170531,-0.319489,-0.119755,-0.0598345,0.0863916,0.635807,0.932764,0.307914,0.00906996
7.71,0.0419415,-0.102502,-0.198707,-0.0964229,-0.0511054,0.0347873,0.488372,0.744868,0.273438,-0.0152084
7.72,0.0467979,-0.0306257,-0.168898,-0.0770506,-0.0448993,-0.026384,0.351209,0.564938,0.219443,-0.0373036
7.73,0.0545775,0.0461192,-0.186489,-0.0713794,-0.0440569,-0.0989019,0.252502,0.424555,0.163885,-0.0665027
7.74,0.0567894,0.113667,-0.0307116,-0.0778628,-0.0434096,-0.159401,0.185816,0.34134,0.104422,-0.0937047
7.75,0.0596673,0.161608,0.107744,-0.0931471,-0.0491398,-0.218959,0.147765,0.347345,0.05773,-0.133117
7.76,0.064074,0.194906,0.239509,-0.120293,-0.0583885,-0.279664,0.124471,0.381272,0.0222068,-0.174134
7.77,0.06729,0.219567,0.390289,-0.158441,-0.0696633,-0.330963,0.10596,0.50692,0.00678922,-0.208607
7.78,0.0688964,0.228035,0.414909,-0.195233,-0.0880092,-0.377268,0.0905154,0.599425,-0.00627443,-0.241051
7.79,0.070969,0.225526,0.401095,-0.226988,-0.0949885,-0.411371,0.0788185,0.695478,0.0175628,-0.265319
7.8,0.0665162,0.212611,0.30033,-0.240239,-0.0958596,-0.45185,0.0430032,0.758304,0.0301393,-0.27877
7.81,0.0682873,0.188701,0.0710425,-0.231881,-0.0968111,-0.490608,0.0185978,0.476633,0.0174681,-0.285712
7.82,0.0674202,0.17199,-0.0587691,-0.241283,-0.0853032,-0.528661,-0.0425323,0.370662,-0.00793517,-0.285807
7.83,0.0757693,0.171623,-0.227099,-0.25109,-0.0896237,-0.550304,-0.08595,0.284942,-0.020721,-0.290643
7.84,0.0863313,0.176909,-0.303744,-0.266639,-0.0959694,-0.564748,-0.155245,0.275357,-0.0264938,-0.299401
7.85,0.115428,0.21419,-0.399777,-0.293418,-0.111274,-0.535255,-0.2085,0.332391,-0.0183913,-0.307098
7.86,0.15223,0.278423,-0.494827,-0.317857,-0.115721,-0.485062,-0.262493,0.421845,0.0137177,-0.284984
7.87,0.136734,0.316139,-0.570267,-0.320323,-0.129626,-0.440339,-0.194938,0.60725,0.073528,-0.262409
7.88,0.102138,0.212559,-0.445652,-0.312388,-0.130945,-0.298617,-0.0034482,0.786611,0.180479,-0.195911
7.89,0.0786629,0.150996,-0.0638969,-0.283979,-0.119409,-0.226848,0.00770876,0.638694,0.279304,-0.106787
7.9,0.070759,0.15399,0.096036,-0.246023,-0.105879,-0.128691,0.0368864,0.524033,0.373638,-0.0159166
7.91,0.0665648,0.148911,0.126839,-0.217429,-0.097224,-0.0556941,0.082329,0.573395,0.459556,0.0663076
7.92,0.0663041,0.160648,0.149057,-0.201633,-0.0868031,0.000787945,0.134454,0.627863,0.535477,0.135474
7.93,0.0630965,0.169927,0.170403,-0.153621,-0.0949507,0.0478361,0.173984,0.641125,0.633427,0.168197
7.94,0.0646902,0.184412,0.195709,-0.0883243,-0.0954958,0.0943959,0.236887,0.64186,0.657872,0.196351
7.95,0.0638757,0.200672,0.22374,-0.0236358,-0.102224,0.144095,0.296433,0.666783,0.684863,0.210845
7.96,0.061074,0.207946,0.259241,0.0576722,-0.111144,0.187469,0.34307,0.68509,0.676223,0.19731
7.97,0.0614474,0.211292,0.297392,0.0950363,-0.118895,0.228338,0.386809,0.688959,0.666683,0.19859
7.98,0.0554239,0.207203,0.33431,0.127635,-0.103166,0.249348,0.414367,0.690577,0.636745,0.224353
7.99,0.0498487,0.20324,0.368735,0.152984,-0.0942203,0.253673,0.40787,0.661182,0.598803,0.24833
8,0.0447511,0.193607,0.386709,0.17249,-0.0693895,0.243692,0.385978,0.579793,0.541362,0.259322
8.01,0.0393188,0.187259,0.386824,0.175798,-0.0484599,0.219219,0.333224,0.487498,0.448697,0.243414
8.02,0.0353855,0.181515,0.380009,0.172914,-0.038398,0.176593,0.264352,0.36946,0.355549,0.211301
8.03,0.0318902,0.180453,0.367319,0.157595,-0.0270575,0.116749,0.185319,0.240467,0.260144,0.172477
8.04,0.0304591,0.172725,0.349363,0.123684,-0.0201739,0.0463345,0.105435,0.154289,0.166817,0.125227
8.05,0.0303659,0.174189,0.337437,0.105024,-0.0150789,-0.0264226,0.00710432,0.0717039,0.0772827,0.0658768
8.06,0.0298074,0.173106,0.332339,0.0769659,-0.0197982,-0.0965498,-0.0603723,-0.0274919,0.00391394,0.00258764
8.07,0.0304112,0.163674,0.327509,0.0353513,-0.0234749,-0.172668,-0.127668,-0.100115,-0.060246,-0.0561687
8.08,0.0286302,0.162843,0.319727,-0.0117112,-0.0279318,-0.238995,-0.194933,-0.158749,-0.119656,-0.11714
8.09,0.0281715,0.158442,0.315138,-0.0438493,-0.0360449,-0.308687,-0.263494,-0.221119,-0.172731,-0.175766
8.1,0.0281776,0.154971,0.319118,-0.0772438,-0.0427164,-0.37297,-0.319924,-0.267607,-0.219823,-0.23519
8.11,0.0253779,0.144643,0.293098,-0.104333,-0.053426,-0.421176,-0.376361,-0.316158,-0.266808,-0.293007
8.12,0.0247322,0.136655,0.29046,-0.145695,-0.0577796,-0.480463,-0.437467,-0.349785,-0.31821,-0.353455
8.13,0.024108,0.130952,0.278745,-0.18218,-0.0672562,-0.539913,-0.490715,-0.367565,-0.353425,-0.408802
8.14,0.0206555,0.127,0.281084,-0.218488,-0.0755493,-0.595133,-0.533174,-0.394329,-0.381286,-0.460391
8.15,0.0202455,0.122303,0.275619,-0.249063,-0.0831061,-0.643775,-0.575635,-0.45718,-0.409158,-0.506091
8.16,0.0181272,0.122516,0.273667,-0.287219,-0.0988293,-0.694926,-0.609631,-0.514105,-0.431377,-0.549597
8.17,0.0192732,0.121347,0.225522,-0.303834,-0.110229,-0.739425,-0.649073,-0.410155,-0.446401,-0.595552
8.18,0.019,0.124692,0.071738,-0.320296,-0.121226,-0.781575,-0.68033,-0.411243,-0.465975,-0.6407
8.19,0.0206224,0.128573,-0.181343,-0.343837,-0.132017,-0.825638,-0.718862,-0.275556,-0.481344,-0.683613
8.2,0.0246268,0.132386,-0.2662,-0.372226,-0.13535,-0.872688,-0.746154,-0.162866,-0.478397,-0.665036
8.21,0.0302529,0.12303,-0.342645,-0.368118,-0.137973,-0.911786,-0.727897,0.0501082,-0.422192,-0.575376
8.22,0.0372854,0.0554965,-0.422552,-0.387433,-0.133297,-0.949685,-0.617658,0.251217,-0.372907,-0.540162
8.23,0.0486828,-0.132935,-0.432724,-0.414345,-0.15675,-0.979852,-0.196358,0.38902,-0.281433,-0.528607
8.24,0.0615815,-0.273046,-0.407695,-0.437496,-0.173067,-0.94705,0.236818,0.568649,-0.20984,-0.488524
8.25,0.0500147,-0.244255,-0.377866,-0.432991,-0.154034,-0.50531,0.379546,0.719593,-0.124683,-0.492457
8.26,0.0555237,-0.115094,-0.291418,-0.42635,-0.168112,-0.186941,0.455006,0.858427,-0.0108013,-0.478276
8.27,0.0458062,-0.036257,-0.192481,-0.40795,-0.165603,-0.158506,0.468395,0.967356,0.0505979,-0.43969
8.28,0.0478876,0.0140727,-0.135313,-0.36279,-0.17724,-0.159067,0.390281,1.03915,0.118596,-0.438178
8.29,0.0560987,0.033974,-0.114741,-0.351411,-0.196214,-0.136136,0.312641,1.05004,0.150487,-0.415599
8.3,0.0618247,0.0648576,-0.217728,-0.345371,-0.194951,-0.146995,0.226012,0.807339,0.141483,-0.416604
8.31,0.0703019,0.106447,-0.290241,-0.361681,-0.182091,-0.14365,0.160706,0.675342,0.0851457,-0.435666
8.32,0.0822438,0.148388,-0.33373,-0.386828,-0.193331,-0.139082,0.129777,0.693866,0.0215139,-0.465861
8.33,0.0857574,0.174893,-0.309251,-0.423555,-0.199426,-0.148924,0.123664,0.740874,-0.0239577,-0.483536
8.34,0.085942,0.210513,-0.243734,-0.454491,-0.211548,-0.135789,0.149531,0.797347,-0.021921,-0.514386
8.35,0.0866092,0.226385,-0.140191,-0.454259,-0.224828,-0.104053,0.149149,0.819359,0.0180838,-0.544911
8.36,0.088352,0.233184,-0.056566,-0.458745,-0.220535,-0.0695488,0.159502,0.805145,0.0836399,-0.511767
8.37,0.0859997,0.231936,0.0234541,-0.439718,-0.242001,-0.0435177,0.182837,0.755965,0.187924,-0.504338
8.38,0.0849097,0.247858,0.0826611,-0.386033,-0.241108,-0.0124515,0.214273,0.710293,0.287617,-0.452815
8.39,0.0788262,0.272456,0.146644,-0.334041,-0.225709,0.0120915,0.252143,0.678868,0.376478,-0.419694
8.4,0.0761281,0.297193,0.198421,-0.294643,-0.236896,0.0229009,0.286188,0.665901,0.431441,-0.401024
8.41,0.0675476,0.30074,0.254962,-0.247667,-0.245708,0.03805,0.315458,0.6453,0.476044,-0.387378
8.42,0.0642793,0.291535,0.306067,-0.234321,-0.24227,0.0426118,0.32579,0.623451,0.473939,-0.343517
8.43,0.0568097,0.277439,0.341278,-0.206134,-0.239258,0.0215152,0.327523,0.598589,0.486747,-0.341492
8.44,0.0527139,0.2476,0.367653,-0.148592,-0.236675,0.0105084,0.322883,0.565068,0.502619,-0.362672
8.45,0.0427843,0.225,0.380087,-0.135367,-0.230207,-0.013019,0.273957,0.504487,0.450053,-0.370359
8.46,0.0346258,0.19191,0.332246,-0.142368,-0.230792,-0.043685,0.220488,0.398425,0.399979,-0.421491
