Date [s],Average:Local Z-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Local Z-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Local Z-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Local Z-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Local Z-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
7.78,-0.112149,0.169903,0.279406,0.0355516,-0.117861
7.8,-0.16456,0.127141,0.167331,0.0017771,-0.151733
7.82,-0.241582,0.0694975,0.0863318,-0.0380417,-0.234091
7.84,-0.336063,-0.0262306,0.0286658,-0.0710292,-0.301489
7.86,-0.378748,-0.0477265,0.0642282,-0.073234,-0.363916
7.88,-0.325231,0.358171,0.14338,0.0267606,-0.330988
7.9,-0.272478,0.57925,0.27104,0.208529,-0.193287
7.92,-0.23647,0.637352,0.333849,0.223028,-0.115275
7.94,-0.27471,0.474034,0.337202,0.210125,-0.0754865
7.96,-0.348168,0.231686,0.268999,0.171173,-0.0598806
7.98,-0.429437,0.0690241,0.146712,0.107576,-0.0627911
8,-0.484265,-0.0224937,0.0282849,0.0320862,-0.079422
8.02,-0.50775,-0.0543251,0.14264,-0.0145415,-0.107859
8.04,-0.494515,-0.0250828,0.276219,-0.0197696,-0.134989
8.06,-0.485197,0.0496048,0.353558,-0.0201691,-0.165589
8.08,-0.460938,0.155963,0.369152,-0.0423111,-0.199635
8.1,-0.443621,0.126283,0.380913,-0.0532321,-0.223334
8.12,-0.421637,0.160661,0.424765,-0.0377864,-0.224207
8.14,-0.385782,0.287949,0.463401,-0.0144922,-0.207546
8.16,-0.329218,0.34062,0.454333,-0.00749086,-0.194499
8.18,-0.306967,0.235233,0.389053,-0.0230944,-0.191957
8.2,-0.279437,0.159115,0.298463,-0.0605193,-0.191322
8.22,-0.2854,0.119941,0.245722,-0.0798983,-0.184862
8.24,-0.292716,0.172587,0.251905,-0.0752077,-0.180278
8.26,-0.276135,0.358332,0.245514,-0.0554065,-0.179945
8.28,-0.230521,0.564817,0.225184,-0.042063,-0.162866
8.3,-0.144278,0.601573,0.218553,-0.00528554,-0.148704
8.32,-0.0646665,0.547849,0.256612,0.0556899,-0.118257
8.34,0.00817929,0.512182,0.30465,0.11597,-0.0810161
8.36,0.0893684,0.475264,0.301879,0.123971,-0.0601396
8.38,0.111011,0.409166,0.186565,0.0562638,-0.0791658
8.4,0.0764902,0.303635,0.0536993,-0.0642861,-0.135676
8.42,0.0104415,0.211432,-0.0240809,-0.161604,-0.206298
8.44,-0.0815665,0.128262,-0.000295662,-0.173482,-0.250385
8.46,-0.195214,0.0429723,0.0295241,-0.105362,-0.273456
8.48,-0.321278,-0.0315062,0.0236864,-0.0321979,-0.275792
8.5,-0.457196,-0.17941,0.0336113,-0.0173617,-0.271584
8.52,-0.557716,-0.202992,0.0672527,-0.0379146,-0.26038
8.54,-0.414931,0.297279,0.111281,-0.0594229,-0.269255
8.56,-0.234018,0.379698,0.129374,-0.111169,-0.29124
8.58,-0.242107,0.333523,0.075542,-0.172834,-0.363859
8.6,-0.246866,0.254282,-0.00227167,-0.228759,-0.395494
8.62,-0.252309,0.263863,0.15469,-0.232485,-0.419569
8.64,-0.280553,0.26896,0.541926,-0.101079,-0.411108
8.66,-0.310666,0.239004,0.671387,0.0034442,-0.345505
8.68,-0.301497,0.202094,0.703804,0.0885862,-0.288938
8.7,-0.31827,0.140813,0.685918,0.115951,-0.241422
8.72,-0.318319,0.0967616,0.576837,0.124467,-0.208558
8.74,-0.323735,0.0644352,0.609233,0.149847,-0.202133
8.76,-0.287943,0.0132297,0.620748,0.218302,-0.19266
8.78,-0.300293,-0.00451673,0.604889,0.333729,-0.144584
8.8,-0.296707,-0.0186991,0.595915,0.412911,-0.0742124
8.82,-0.266825,-0.00750644,0.561473,0.509315,0.0402166
8.84,-0.225762,-0.0118772,0.524836,0.538255,0.12112
8.86,-0.215501,-0.032077,0.45618,0.422367,0.0936609
8.88,-0.197301,-0.0779937,0.292869,0.257444,0.0100282
8.9,-0.184914,-0.137375,0.123389,0.086001,-0.107134
8.92,-0.211332,-0.212282,0.0294461,-0.0208873,-0.234469
8.94,-0.256656,-0.257983,0.00119648,-0.0558555,-0.351696
8.96,-0.283727,-0.248627,0.119892,-0.0214386,-0.326568
8.98,-0.252697,-0.124283,0.340196,0.0680279,-0.191685
9,-0.191102,0.100274,0.518645,0.135625,-0.132837
9.02,-0.100195,0.314518,0.606011,0.192709,-0.0671834
9.04,-0.0812186,0.403047,0.572467,0.2269,-0.033395
9.06,-0.0887881,0.289159,0.49111,0.212223,-0.0363913
9.08,-0.136563,0.15333,0.318887,0.117551,-0.0906148
9.1,-0.206909,0.0711747,0.145221,-0.011709,-0.18254
9.12,-0.294143,-0.00371024,0.0272231,-0.138906,-0.301872
9.14,-0.385215,-0.0658114,0.0137211,-0.24487,-0.402321
9.16,-0.473096,-0.0860044,0.0950559,-0.297372,-0.494951
9.18,-0.474052,-0.0801372,0.245827,-0.235899,-0.510009
9.2,-0.366109,-0.0162471,0.363542,-0.180897,-0.478484
9.22,-0.184366,0.12307,0.443091,-0.108853,-0.380857
9.24,0.00404332,0.27021,0.53993,-0.0173344,-0.326292
9.26,0.122106,0.433482,0.617685,0.0285197,-0.288884
9.28,0.198027,0.549522,0.645412,0.0173496,-0.288334
9.3,0.168381,0.581147,0.62038,0.00789684,-0.253808
9.32,0.158643,0.578638,0.583456,-0.0218232,-0.233509
9.34,0.119037,0.480799,0.504594,-0.0209861,-0.18356
9.36,0.0375108,0.299402,0.386037,-0.0267661,-0.138534
9.38,-0.0724188,0.162262,0.29942,-0.0637252,-0.134351
9.4,-0.183466,0.0677503,0.214452,-0.113095,-0.149196
9.42,-0.294177,0.023198,0.141377,-0.167308,-0.187836
9.44,-0.385641,-0.00566823,0.1209,-0.207925,-0.247061
9.46,-0.422676,0.0400129,0.149725,-0.225505,-0.304807
9.48,-0.242459,0.125624,0.2099,-0.203722,-0.344283
9.5,-0.16381,0.168715,0.29434,-0.144022,-0.357592
9.52,-0.151667,0.174164,0.461787,-0.0391288,-0.348836
9.54,-0.149549,0.16225,0.598547,0.100922,-0.282183
9.56,-0.149839,0.125409,0.559875,0.236647,-0.207284
9.58,-0.118346,0.102539,0.567116,0.293365,-0.132195
9.6,-0.0741804,0.111102,0.622732,0.378818,-0.0557076
9.62,-0.0266651,0.140311,0.641573,0.402776,-0.0438114
9.64,-0.023431,0.13876,0.528085,0.302483,-0.0913467
9.66,-0.0544532,0.109481,0.38483,0.165743,-0.170694
9.68,-0.120243,0.0544409,0.367716,0.120025,-0.241964
9.7,-0.197336,-0.00937802,0.418913,0.195813,-0.269187
9.72,-0.26321,-0.0803246,0.312896,0.187333,-0.251448
9.74,-0.342813,-0.171007,0.0763655,0.110771,-0.24972
9.76,-0.418254,-0.243238,0.00654217,0.0481433,-0.292936
9.78,-0.468674,-0.280116,0.117282,0.0527606,-0.317526
9.8,-0.434573,-0.217085,0.397815,0.136541,-0.271015
9.82,-0.321821,0.00486206,0.589415,0.280991,-0.169327
9.84,-0.173113,0.159176,0.662133,0.342299,-0.187804
9.86,-0.039509,0.229986,0.648229,0.239917,-0.215017
9.88,-0.00220796,0.214188,0.457499,0.154926,-0.225738
9.9,0.00902127,0.19402,0.427242,0.111565,-0.23312
9.92,0.00885767,0.228617,0.551578,0.123003,-0.245421
9.94,0.0249765,0.263729,0.52105,0.108297,-0.237178
9.96,0.0119469,0.20363,0.364709,0.0583303,-0.247297
9.98,-0.0326198,0.101157,0.224145,-0.0145308,-0.270719
10,-0.100164,0.0214384,0.128943,-0.0772932,-0.308938
