date [s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
3.39,0.0422812,0.187178,0.266232,-0.0160864,0.00039394
3.4,0.047186,0.204103,0.353731,-0.00635675,-0.00958016
3.41,0.0491719,0.22245,0.436261,0.0254878,-0.0213218
3.42,0.0534994,0.229489,0.446799,0.0545527,-0.0329485
3.43,0.0524975,0.23174,0.453155,0.0539255,-0.042817
3.44,0.0509819,0.232135,0.490008,0.0241851,-0.0239261
3.45,0.0486005,0.226143,0.499294,-0.0414454,-0.00837698
3.46,0.0426862,0.205089,0.460941,-0.0389451,-0.0099533
3.47,0.0376005,0.190744,0.46374,-0.043356,-0.0172464
3.48,0.030728,0.170366,0.48534,-0.0386265,-0.0171671
3.49,0.0240059,0.16245,0.449741,-0.0345742,-0.0135962
3.5,0.0194902,0.165644,0.397438,-0.0454071,-0.0139281
3.51,0.0194461,0.175179,0.21211,-0.059742,-0.0211062
3.52,0.0236703,0.199978,0.0954675,-0.0840296,-0.027526
3.53,0.028913,0.19593,0.00415287,-0.111519,-0.0386649
3.54,0.034094,0.135871,0.0221889,-0.137608,-0.0457564
3.55,0.035522,0.087665,-0.0101952,-0.145096,-0.0507276
3.56,0.0366662,0.0330864,-0.053569,-0.150367,-0.05321
3.57,0.0367737,-0.00362131,-0.113341,-0.153506,-0.053024
3.58,0.0324415,-0.0240227,-0.195855,-0.150322,-0.0494716
3.59,0.030024,-0.0328839,-0.258239,-0.155712,-0.0476902
3.6,0.0241762,-0.0335995,-0.304314,-0.171237,-0.0480499
3.61,0.0108626,-0.0330309,-0.346392,-0.190975,-0.0523907
3.62,0.00936517,-0.0311988,-0.339329,-0.214803,-0.0568387
3.63,0.00383876,-0.0315247,-0.302924,-0.239983,-0.0640413
3.64,0.00565892,-0.0222719,-0.273152,-0.262096,-0.0669728
3.65,-0.00355162,-0.0173266,-0.227123,-0.282153,-0.0708543
3.66,-0.00569874,-0.0174871,-0.187565,-0.296656,-0.0724789
3.67,-0.00379624,-0.0147329,-0.114694,-0.316336,-0.0747297
3.68,-0.0108724,-0.0131039,-0.0475082,-0.321711,-0.0741215
3.69,-0.00409337,-0.0159677,0.0194206,-0.325651,-0.0727843
3.7,-0.00703281,-0.00319521,0.0551105,-0.308511,-0.070794
3.71,-0.00204606,0.00495334,0.111342,-0.278116,-0.0698421
3.72,0.00538619,0.0337021,0.141771,-0.248329,-0.067293
3.73,0.0106006,0.0454431,0.162995,-0.199018,-0.0642601
3.74,0.00935021,0.0403602,0.173708,-0.148343,-0.0672185
3.75,0.0065614,0.0355429,0.162323,-0.13125,-0.0631534
3.76,0.00164325,0.0193481,0.140821,-0.126952,-0.0621116
3.77,-0.00213654,0.0167717,0.115871,-0.124981,-0.0584937
3.78,-0.0054788,0.0168295,0.0807305,-0.133621,-0.0561313
3.79,-0.00802962,0.0289349,0.0610239,-0.138235,-0.0558839
3.8,-0.00433976,0.0444442,0.0118071,-0.146601,-0.0606748
3.81,0.000519199,0.0548377,-0.0389081,-0.155604,-0.0607675
3.82,0.0102094,0.0807791,-0.0820725,-0.169336,-0.0603688
3.83,0.0250365,0.10078,-0.131821,-0.184827,-0.0636698
3.84,0.0444051,0.0803896,-0.181299,-0.189819,-0.0686789
3.85,0.063303,0.0473547,-0.180537,-0.202373,-0.0762049
3.86,0.0826407,0.0593589,-0.160374,-0.209978,-0.0945764
3.87,0.0967801,0.0701978,-0.128909,-0.217708,-0.0993712
3.88,0.0972473,0.0887382,-0.11,-0.222225,-0.092643
3.89,0.090109,0.108323,-0.126808,-0.222503,-0.0840461
3.9,0.0844975,0.124226,-0.117245,-0.207314,-0.0784336
3.91,0.0857469,0.137527,-0.147942,-0.186871,-0.0778737
3.92,0.0806966,0.138201,-0.174892,-0.175936,-0.0718702
3.93,0.0864995,0.13768,-0.192864,-0.165048,-0.0731606
3.94,0.0833817,0.134789,-0.199178,-0.153192,-0.0753171
3.95,0.075439,0.137375,-0.211474,-0.144056,-0.0718421
3.96,0.0703837,0.12149,-0.196365,-0.145928,-0.0706768
3.97,0.0702049,0.125524,-0.169337,-0.14991,-0.0683248
3.98,0.0678068,0.133821,-0.125051,-0.155834,-0.0662959
3.99,0.0635021,0.13432,-0.0764754,-0.167591,-0.0666333
4,0.0680253,0.152194,-0.0379286,-0.185755,-0.0689341
4.01,0.064708,0.161075,0.0216961,-0.205709,-0.0679601
4.02,0.0579008,0.175089,0.0785935,-0.21786,-0.0699085
4.03,0.0513069,0.182298,0.117449,-0.220469,-0.0664539
4.04,0.0469093,0.178809,0.165179,-0.207809,-0.0574153
4.05,0.0428618,0.173297,0.189764,-0.187702,-0.0520996
4.06,0.0374516,0.161489,0.217386,-0.143413,-0.0446263
4.07,0.0331956,0.145437,0.232456,-0.119032,-0.0394523
4.08,0.0311124,0.134363,0.240103,-0.075384,-0.0376634
4.09,0.0295064,0.129253,0.239263,-0.0476861,-0.0382438
4.1,0.025757,0.119665,0.234154,-0.0283064,-0.0402364
4.11,0.0261204,0.122252,0.219246,-0.0192314,-0.0476684
4.12,0.0290867,0.12378,0.192483,-0.0173533,-0.0572662
4.13,0.0310806,0.129723,0.173537,-0.0374461,-0.0653633
4.14,0.0313927,0.130287,0.142988,-0.0510317,-0.0760702
4.15,0.0341915,0.136071,0.11407,-0.0727437,-0.0763366
4.16,0.0366612,0.137877,0.104215,-0.0725767,-0.0787991
4.17,0.0398853,0.138685,0.0775978,-0.086732,-0.0872542
4.18,0.0429758,0.129137,0.0643795,-0.0967812,-0.0815096
4.19,0.0461647,0.124082,0.0573587,-0.101353,-0.0930467
4.2,0.0487236,0.121929,0.064372,-0.109624,-0.0931309
4.21,0.0558184,0.125073,0.0591153,-0.11274,-0.0930573
4.22,0.0603476,0.132496,0.0613299,-0.112553,-0.0914046
4.23,0.0579316,0.144026,0.0610684,-0.133918,-0.0848081
4.24,0.061361,0.154416,0.0524248,-0.137673,-0.085753
4.25,0.0669981,0.166084,0.0423419,-0.134039,-0.108479
4.26,0.0747889,0.169158,0.0494702,-0.139941,-0.108388
4.27,0.0812678,0.163858,0.0527685,-0.151471,-0.121205
4.28,0.0920733,0.174777,0.03693,-0.152907,-0.13036
4.29,0.111511,0.180791,-0.00262176,-0.140791,-0.126692
4.3,0.122997,0.200576,-0.0147055,-0.135207,-0.122772
4.31,0.107221,0.188746,-0.0267359,-0.11235,-0.105941
4.32,0.0830921,0.166311,-0.0192579,-0.0915512,-0.0826999
4.33,0.0678165,0.116886,0.00500116,-0.067069,-0.0426898
4.34,0.0573528,0.0968146,0.0239274,-0.0585722,-0.0293571
4.35,0.0536043,0.10489,0.0206479,-0.0558791,-0.00829721
4.36,0.0563413,0.121263,0.0234336,-0.0591517,-0.0100434
4.37,0.0667912,0.140909,0.0302818,-0.0572909,-0.0201221
4.38,0.0795963,0.165324,0.0592824,-0.0664329,-0.0221045
4.39,0.0741445,0.186622,0.0662752,-0.0746624,-0.039669
4.4,0.0699553,0.203472,0.0744309,-0.105695,-0.0500592
4.41,0.064219,0.214336,0.0829142,-0.111856,-0.0489463
4.42,0.058118,0.213823,0.0679025,-0.11173,-0.0519924
4.43,0.0507607,0.21794,0.0560899,-0.125871,-0.0437785
4.44,0.0453496,0.210859,0.0257065,-0.139008,-0.0363822
4.45,0.0394613,0.204439,-0.00388261,-0.141121,-0.0296109
4.46,0.0351125,0.187571,-0.0348914,-0.133771,-0.0252697
4.47,0.0315508,0.164749,-0.0517074,-0.126325,-0.0209866
4.48,0.0296116,0.158009,-0.0620644,-0.115348,-0.0166993
4.49,0.0305291,0.150361,-0.0694011,-0.105898,-0.0155125
4.5,0.0304872,0.143088,-0.0602105,-0.106256,-0.0156266
4.51,0.0312541,0.143404,-0.0525645,-0.105642,-0.0149427
4.52,0.0339387,0.152011,-0.0568062,-0.104669,-0.0186785
4.53,0.0403937,0.153263,-0.0430668,-0.108593,-0.0229546
4.54,0.0479652,0.158971,-0.0216083,-0.118736,-0.0278883
4.55,0.0555682,0.169113,-0.0105918,-0.122119,-0.0349858
4.56,0.0633723,0.18066,-0.000892923,-0.131737,-0.0427998
4.57,0.0827312,0.192797,0.0267804,-0.152814,-0.055073
4.58,0.0920695,0.210916,0.0465418,-0.174714,-0.0705728
4.59,0.0791547,0.240164,0.0783435,-0.209101,-0.101029
4.6,0.097146,0.282369,0.116461,-0.273041,-0.170259
4.61,0.0983687,0.304663,0.180608,-0.308371,-0.152683
4.62,0.105966,0.273882,0.171518,-0.23067,-0.131488
4.63,0.102525,0.237184,0.16605,-0.123806,-0.109324
4.64,0.0925242,0.205432,0.194793,-0.0567841,-0.08926
4.65,0.0784432,0.188791,0.239244,-0.0199061,-0.0687682
4.66,0.0589133,0.162961,0.262558,0.00136489,-0.042093
4.67,0.0502421,0.140224,0.28029,0.0290884,-0.0454561
4.68,0.0435715,0.12445,0.28978,0.0286337,-0.0462771
4.69,0.0416428,0.112936,0.267103,0.0116244,-0.0508131
4.7,0.0348949,0.107845,0.229271,-0.0148661,-0.0528315
4.71,0.0382053,0.105305,0.153177,-0.0533915,-0.054411
4.72,0.0379264,0.111244,0.0610085,-0.101117,-0.0573582
4.73,0.0368261,0.109736,-0.0296965,-0.139747,-0.0589161
4.74,0.0400571,0.108276,-0.0870587,-0.169233,-0.0597714
4.75,0.0455595,0.0951752,-0.136913,-0.190048,-0.0607013
4.76,0.0512865,0.0675028,-0.150053,-0.202202,-0.061096
4.77,0.0588627,0.0526086,-0.172156,-0.206911,-0.0581031
4.78,0.0597979,0.0442043,-0.193502,-0.199309,-0.0559449
4.79,0.0628564,0.0503025,-0.201417,-0.186201,-0.0514001
4.8,0.0675109,0.0643403,-0.196203,-0.165887,-0.0443416
4.81,0.0678476,0.0746055,-0.194284,-0.151036,-0.0389661
4.82,0.067309,0.0952925,-0.168779,-0.144127,-0.0318828
4.83,0.0612596,0.113108,-0.114476,-0.135883,-0.0283064
4.84,0.0635482,0.132094,-0.0635025,-0.136253,-0.0287585
4.85,0.0662934,0.145838,-0.00204732,-0.144408,-0.0331169
4.86,0.0715556,0.169102,0.080454,-0.165408,-0.0396413
4.87,0.0765003,0.18336,0.170406,-0.189468,-0.0495703
4.88,0.0784379,0.205731,0.265237,-0.1797,-0.0642477
4.89,0.0799751,0.227408,0.298816,-0.148649,-0.0864635
4.9,0.0858808,0.246364,0.305984,-0.10335,-0.103145
4.91,0.094854,0.264027,0.274231,-0.0954414,-0.122142
4.92,0.0907336,0.277,0.240113,-0.0650709,-0.100842
4.93,0.0884657,0.276558,0.23284,-0.144423,-0.0613603
4.94,0.0860567,0.271432,0.252058,-0.160152,-0.0582851
4.95,0.0855985,0.267718,0.247539,-0.171015,-0.0600425
4.96,0.0852785,0.272684,0.219432,-0.173116,-0.0601229
4.97,0.0801105,0.283602,0.118108,-0.172913,-0.0576216
4.98,0.0804395,0.295457,0.024789,-0.171637,-0.0535938
4.99,0.0760765,0.298054,-0.0515217,-0.175791,-0.0462446
5,0.0779715,0.27167,-0.126202,-0.185498,-0.0466103
5.01,0.0749642,0.201594,-0.183798,-0.200583,-0.0462248
5.02,0.0707565,0.110591,-0.226791,-0.205952,-0.0494775
5.03,0.073024,0.0418287,-0.280432,-0.205609,-0.051068
5.04,0.0741103,-0.0549977,-0.330791,-0.205241,-0.0476976
5.05,0.0770642,-0.148316,-0.37589,-0.194762,-0.047993
5.06,0.0783034,-0.22375,-0.410927,-0.183173,-0.0419259
5.07,0.0513125,-0.267005,-0.441741,-0.174375,-0.0375041
5.08,0.0222729,-0.293328,-0.446392,-0.167288,-0.0341817
5.09,-0.0112179,-0.293304,-0.43438,-0.16914,-0.0338872
5.1,-0.0598416,-0.266657,-0.410682,-0.167269,-0.033717
5.11,-0.0901371,-0.236865,-0.389759,-0.16813,-0.0341801
5.12,-0.0791672,-0.185807,-0.371071,-0.165557,-0.0323796
5.13,-0.0865786,-0.144551,-0.36945,-0.162191,-0.0307067
5.14,-0.0794767,-0.107449,-0.363655,-0.162506,-0.0309841
5.15,-0.0642235,-0.0619402,-0.328662,-0.158253,-0.031485
5.16,-0.047922,-0.00939862,-0.249249,-0.153296,-0.028832
5.17,-0.0384726,0.0308655,-0.141513,-0.144955,-0.0290739
5.18,-0.0296015,0.0545482,0.0267062,-0.148691,-0.0273039
5.19,-0.0195446,0.0804487,0.150603,-0.140695,-0.0248666
5.2,-0.0121597,0.0903774,0.29292,-0.134047,-0.0235398
5.21,-0.0118366,0.106943,0.333637,-0.104061,-0.0223062
5.22,-0.00216874,0.112292,0.334723,-0.0562298,-0.020021
5.23,0.00725978,0.117689,0.337551,0.0426116,-0.0196773
5.24,0.0159048,0.115183,0.331588,0.144953,-0.0183089
5.25,0.0260431,0.114458,0.296744,0.243544,-0.022313
5.26,0.038785,0.0929935,0.307965,0.295747,-0.0223588
5.27,0.0535026,0.0928886,0.306474,0.25202,-0.0191463
5.28,0.0777353,0.10484,0.268671,0.221196,-0.0375156
5.29,0.123452,0.160247,0.274096,0.165513,-0.0594953
5.3,0.147269,0.205837,0.229511,0.101654,-0.128486
5.31,0.151733,0.26309,0.0471351,0.00445728,-0.146041
5.32,0.135081,0.296869,-0.0680386,-0.073885,-0.154767
5.33,0.144423,0.307068,-0.120814,-0.165911,-0.1455
5.34,0.142508,0.304198,-0.153086,-0.232829,-0.146748
5.35,0.144905,0.271666,-0.154885,-0.26676,-0.129842
5.36,0.145303,0.262129,-0.135133,-0.288098,-0.123855
5.37,0.16743,0.272078,-0.0915553,-0.293287,-0.12143
5.38,0.177772,0.289486,-0.0423629,-0.301785,-0.119246
5.39,0.192647,0.290091,-0.00655207,-0.304427,-0.117312
5.4,0.176372,0.317051,0.00316832,-0.292961,-0.103858
5.41,0.176674,0.332885,-0.0216922,-0.278394,-0.115093
5.42,0.177703,0.346728,-0.0339907,-0.275425,-0.107157
5.43,0.175086,0.352396,-0.0434214,-0.282019,-0.104892
5.44,0.179211,0.355719,-0.0731365,-0.275481,-0.101011
5.45,0.182021,0.352866,-0.0923136,-0.267851,-0.0935449
5.46,0.184255,0.353566,-0.119726,-0.261139,-0.0914614
5.47,0.184177,0.360804,-0.129843,-0.248799,-0.0838221
5.48,0.194463,0.358508,-0.142958,-0.233912,-0.0921905
5.49,0.19906,0.380426,-0.11553,-0.215047,-0.0944058
5.5,0.197377,0.375894,-0.075289,-0.2059,-0.0918071
5.51,0.22599,0.381861,-0.0291209,-0.207187,-0.0928017
5.52,0.226631,0.386663,0.0521894,-0.221643,-0.0874992
5.53,0.260592,0.373299,0.108728,-0.248054,-0.109362
5.54,0.26627,0.373872,0.140036,-0.274421,-0.133898
5.55,0.266544,0.38229,0.160617,-0.311259,-0.155269
5.56,0.284197,0.398884,0.158485,-0.344716,-0.176107
5.57,0.29433,0.392532,0.146929,-0.371253,-0.186151
5.58,0.315105,0.366565,0.125495,-0.354326,-0.200674
5.59,0.310951,0.311596,0.0755442,-0.248987,-0.206209
5.6,0.280867,0.244893,0.0413621,-0.123468,-0.17281
5.61,0.271135,0.170946,0.0286857,-0.0604692,-0.127115
5.62,0.263979,0.127691,0.0368009,-0.0271082,-0.128827
5.63,0.263107,0.103211,0.0465912,0.00360896,-0.130151
5.64,0.236483,0.0715215,0.0690877,0.0198044,-0.106844
5.65,0.212971,0.0274998,0.108053,0.0211383,-0.0999224
5.66,0.15134,-0.00422867,0.172481,0.0100426,-0.123647
5.67,0.0821404,-0.013229,0.237934,0.0083787,-0.127252
5.68,0.0568421,-0.0193691,0.28004,0.00181541,-0.138165
5.69,0.00836276,0.00261414,0.297904,-0.0357803,-0.151659
5.7,0.00183755,0.0102279,0.264933,-0.0454371,-0.151944
5.71,0.00775048,0.0214626,0.192423,-0.084621,-0.146947
5.72,-0.0367986,0.0361849,0.0609997,-0.126677,-0.139563
5.73,-0.0550921,0.0421185,-0.0977865,-0.167964,-0.126828
5.74,-0.0761205,0.0449377,-0.23428,-0.189872,-0.120266
5.75,-0.0546815,0.0419235,-0.334219,-0.207707,-0.103088
5.76,-0.0502036,0.0322649,-0.435689,-0.2077,-0.084566
5.77,-0.058205,-0.084439,-0.479883,-0.206481,-0.0796974
5.78,-0.0446944,-0.251555,-0.497272,-0.194898,-0.066995
5.79,-0.0353621,-0.399486,-0.495864,-0.187424,-0.0766886
5.8,-0.0125798,-0.500827,-0.485667,-0.172933,-0.0529175
5.81,-0.00890824,-0.561641,-0.461415,-0.158114,-0.037167
5.82,-0.0640664,-0.580559,-0.424791,-0.147514,-0.0283323
5.83,-0.115061,-0.559156,-0.367382,-0.136419,-0.0187369
5.84,-0.13852,-0.408147,-0.313692,-0.132242,-0.0185308
5.85,-0.0483787,-0.131335,-0.198594,-0.13916,-0.0202339
5.86,0.0105607,0.0175642,-0.0642486,-0.145068,-0.0234706
5.87,0.02834,0.0905151,-0.0319824,-0.158462,-0.025216
5.88,0.0408129,0.137364,-0.0124695,-0.136885,-0.0327871
5.89,0.0482741,0.156566,-0.00920406,-0.0800877,-0.0410001
5.9,0.0453445,0.167635,-0.0184167,-0.0270781,-0.0396085
5.91,0.0435859,0.1575,-0.0290513,0.018483,-0.0431705
5.92,0.0396727,0.142719,-0.0358668,0.0535682,-0.0401087
5.93,0.0362352,0.136865,-0.0613108,0.0973842,-0.0478397
5.94,0.0363571,0.132487,-0.116294,0.114504,-0.0452171
5.95,0.0403301,0.127541,-0.167561,0.118507,-0.0421042
5.96,0.0455179,0.123798,-0.192723,0.0827112,-0.0499437
5.97,0.0526278,0.139671,-0.158709,0.0327219,-0.0451957
5.98,0.0605479,0.162305,-0.134551,0.0125276,-0.049188
5.99,0.0748696,0.200746,-0.108219,-0.0103807,-0.0631684
6,0.0907264,0.233798,-0.019795,-0.0422358,-0.0847738
6.01,0.111855,0.289354,0.0946037,-0.0693215,-0.109419
6.02,0.126377,0.323099,0.229259,-0.118303,-0.144766
6.03,0.131767,0.373608,0.245071,-0.152487,-0.157683
6.04,0.120102,0.384494,0.30059,-0.176678,-0.190199
6.05,0.113934,0.382667,0.322725,-0.145925,-0.179539
6.06,0.120189,0.320203,0.349717,-0.0529794,-0.147012
6.07,0.121892,0.300759,0.343441,0.0409023,-0.120882
6.08,0.119401,0.292376,0.344141,0.0701315,-0.0946283
6.09,0.123096,0.304893,0.325454,0.0640917,-0.0957969
6.1,0.115904,0.303839,0.289073,-0.033269,-0.0813406
6.11,0.110734,0.288893,0.257932,-0.0813852,-0.0780195
6.12,0.0911687,0.268339,0.215803,-0.116459,-0.0727227
6.13,0.0842561,0.244032,0.18699,-0.14718,-0.0652953
6.14,0.0731038,0.225253,0.161509,-0.174859,-0.058826
6.15,0.0716323,0.20697,0.152078,-0.179085,-0.0551031
6.16,0.0639396,0.196927,0.158131,-0.183225,-0.0527387
6.17,0.0567613,0.192143,0.187447,-0.190096,-0.0529524
6.18,0.0533671,0.186386,0.22774,-0.206672,-0.0559183
6.19,0.0496454,0.185299,0.25411,-0.174169,-0.058036
6.2,0.0450811,0.186766,0.284768,-0.155878,-0.0646598
6.21,0.0426442,0.189316,0.318598,-0.123387,-0.0709476
6.22,0.0434547,0.199599,0.337646,-0.0792924,-0.0759805
6.23,0.0447871,0.210223,0.348549,-0.0685274,-0.078018
6.24,0.0435213,0.215492,0.355971,-0.0659494,-0.0851512
6.25,0.0427364,0.225588,0.376049,-0.0689153,-0.089702
6.26,0.0444221,0.23047,0.386811,-0.0941258,-0.0967759
6.27,0.0475397,0.237051,0.406579,-0.119105,-0.101877
6.28,0.0489247,0.242136,0.408278,-0.152738,-0.109508
6.29,0.0511617,0.245333,0.416835,-0.184047,-0.115891
6.3,0.052842,0.251676,0.397394,-0.189521,-0.123955
6.31,0.0579951,0.247126,0.309615,-0.195669,-0.126738
6.32,0.0619768,0.248527,0.24771,-0.199562,-0.117271
6.33,0.0666191,0.25064,0.122057,-0.197775,-0.134165
6.34,0.0737988,0.25171,0.00261878,-0.193536,-0.130064
6.35,0.0854391,0.242423,-0.11545,-0.180522,-0.113325
6.36,0.0990488,0.164906,-0.164251,-0.176768,-0.103568
6.37,0.122108,0.0975421,-0.200798,-0.156098,-0.0932414
6.38,0.122791,0.0215278,-0.180516,-0.14291,-0.0760914
6.39,0.0811738,-0.0314313,-0.171936,-0.127329,-0.0655937
6.4,0.0319728,-0.0315179,-0.131298,-0.0982995,-0.0545142
6.41,0.0174988,-0.015137,-0.0932554,-0.0730242,-0.0434753
6.42,0.0174305,-0.0343925,-0.0656536,-0.0493789,-0.0361301
6.43,0.0224364,-0.043917,-0.0302677,-0.0413705,-0.0335461
6.44,0.0261244,-0.0405934,-0.00937614,-0.0494361,-0.0329737
6.45,0.0332467,-0.00993407,-0.0177941,-0.0667499,-0.0363799
6.46,0.0514946,0.0280531,-0.050806,-0.100537,-0.0392992
6.47,0.067183,0.0812463,-0.0974122,-0.144995,-0.0469642
6.48,0.0852436,0.141828,-0.204222,-0.196335,-0.0566029
6.49,0.0950457,0.19566,-0.273254,-0.256988,-0.0676677
6.5,0.101927,0.238559,-0.281789,-0.303854,-0.0764901
6.51,0.0998913,0.255059,-0.279635,-0.313433,-0.0766524
6.52,0.0929447,0.229396,-0.25097,-0.318855,-0.0740114
6.53,0.0945934,0.234891,-0.233555,-0.309577,-0.0690863
6.54,0.0856593,0.21558,-0.17266,-0.285472,-0.0625528
6.55,0.0797885,0.216161,-0.0831309,-0.238179,-0.0578407
6.56,0.0670416,0.210899,0.0249108,-0.21094,-0.0496684
6.57,0.0631873,0.222005,0.153682,-0.199041,-0.0433872
6.58,0.0651082,0.222424,0.23221,-0.189126,-0.0416723
6.59,0.0585622,0.218588,0.276888,-0.19153,-0.0428016
6.6,0.0558565,0.212254,0.313,-0.187699,-0.0466813
6.61,0.0494399,0.202026,0.333179,-0.1531,-0.0494946
6.62,0.0485176,0.190055,0.333897,-0.115384,-0.0534852
6.63,0.0461102,0.192138,0.274796,-0.0989817,-0.0599186
6.64,0.0446979,0.194416,0.225559,-0.0814078,-0.064434
6.65,0.04659,0.198035,0.184545,-0.0911124,-0.0714965
6.66,0.0532783,0.210446,0.164646,-0.114613,-0.0769823
6.67,0.0643125,0.234862,0.120641,-0.134521,-0.0872171
6.68,0.0745788,0.270986,0.0771724,-0.162259,-0.0940977
6.69,0.0864436,0.299963,0.0123868,-0.167037,-0.100834
6.7,0.0989946,0.325111,-0.0250024,-0.174977,-0.0972666
6.71,0.102828,0.31235,-0.0311135,-0.170744,-0.0766025
6.72,0.102796,0.260602,-0.0432033,-0.143729,-0.0640197
6.73,0.0964032,0.182615,-0.0654272,-0.131355,-0.0594959
6.74,0.0881325,0.129399,-0.0544092,-0.12192,-0.0478747
6.75,0.0735497,0.0945084,-0.0674083,-0.106101,-0.0448142
6.76,0.0610641,0.0673096,-0.0910936,-0.102831,-0.0420646
6.77,0.0640972,0.0549682,-0.14174,-0.104418,-0.0389876
6.78,0.0686209,0.0655888,-0.241917,-0.116664,-0.0376422
6.79,0.0741593,0.077472,-0.31801,-0.13195,-0.0397919
6.8,0.0810451,0.0736586,-0.367446,-0.144443,-0.0411816
6.81,0.0909124,0.0613862,-0.376656,-0.153985,-0.0438542
6.82,0.0904952,0.0490953,-0.317022,-0.157526,-0.0448122
6.83,0.0961317,0.0656968,-0.20093,-0.161582,-0.0448892
6.84,0.0962935,0.0778194,-0.127014,-0.168069,-0.0472086
6.85,0.0962315,0.0969866,-0.0617927,-0.181251,-0.0494051
6.86,0.0930866,0.113889,0.0171,-0.198633,-0.0516018
6.87,0.0850813,0.13881,0.0894697,-0.224599,-0.0545199
6.88,0.0789481,0.154294,0.10585,-0.241618,-0.0558516
6.89,0.0864735,0.154785,0.146564,-0.2433,-0.0573431
6.9,0.0803282,0.144654,0.171404,-0.232124,-0.0570165
6.91,0.078627,0.127231,0.144886,-0.213073,-0.0543228
6.92,0.0719245,0.11329,0.11754,-0.195416,-0.0537354
6.93,0.0728482,0.11609,0.112238,-0.185127,-0.0530388
6.94,0.0747564,0.130912,0.0708403,-0.183468,-0.0552809
6.95,0.0791109,0.152104,0.0389637,-0.180852,-0.0600897
6.96,0.0874236,0.174913,0.0355686,-0.184136,-0.0663533
6.97,0.0960682,0.204951,0.0088947,-0.194053,-0.0737422
6.98,0.100816,0.23011,0.00733456,-0.214034,-0.0813467
6.99,0.111045,0.259573,-0.0111766,-0.228304,-0.0911587
7,0.116875,0.29472,-0.00800121,-0.229769,-0.106162
7.01,0.137342,0.313886,0.0151596,-0.223854,-0.115979
7.02,0.161642,0.287216,-0.000444742,-0.224094,-0.115539
7.03,0.149439,0.194683,0.0187758,-0.199226,-0.12793
7.04,0.140384,0.123302,-0.00733662,-0.176846,-0.0983681
7.05,0.138291,0.114114,-0.0274878,-0.133528,-0.0896449
7.06,0.11349,0.101717,-0.050049,-0.114306,-0.0809033
7.07,0.107502,0.090377,-0.0701443,-0.0995845,-0.0704031
7.08,0.0998232,0.0811115,-0.0546316,-0.0785016,-0.0557773
7.09,0.0831218,0.0859163,-0.0245402,-0.070696,-0.0495653
7.1,0.0833443,0.109529,0.0221311,-0.0724209,-0.0458989
7.11,0.0837539,0.14095,0.135441,-0.0990735,-0.0495221
7.12,0.0879305,0.174407,0.211064,-0.140796,-0.0627295
7.13,0.0968829,0.210734,0.246946,-0.168362,-0.0728968
7.14,0.106551,0.239767,0.263461,-0.166266,-0.0834822
7.15,0.105221,0.2657,0.249264,-0.136668,-0.0931818
7.16,0.10702,0.263158,0.229216,-0.0974357,-0.0837694
7.17,0.109451,0.253439,0.205049,-0.0673434,-0.0700459
7.18,0.10587,0.232113,0.238159,-0.0853852,-0.063297
7.19,0.0945207,0.204448,0.277723,-0.103603,-0.0660087
7.2,0.0867754,0.191578,0.291617,-0.115031,-0.0672798
7.21,0.0845872,0.187208,0.323259,-0.149058,-0.073946
7.22,0.0847629,0.197908,0.331822,-0.191544,-0.0812558
7.23,0.0862953,0.214705,0.201239,-0.230787,-0.0869082
7.24,0.0965997,0.228829,0.0644655,-0.270142,-0.0963559
7.25,0.10843,0.251758,-0.089068,-0.305588,-0.106324
7.26,0.122605,0.274675,-0.179226,-0.335494,-0.110735
7.27,0.137364,0.298921,-0.254601,-0.366409,-0.11262
7.28,0.148028,0.300962,-0.318276,-0.388133,-0.118
7.29,0.155168,0.234247,-0.359127,-0.390716,-0.113571
7.3,0.16496,0.115618,-0.381819,-0.389334,-0.103666
7.31,0.155549,-0.0317738,-0.384092,-0.371028,-0.0967143
7.32,0.116519,-0.103351,-0.400357,-0.346887,-0.0880835
7.33,0.0718657,-0.115107,-0.420889,-0.311705,-0.0753754
7.34,0.0551118,-0.133494,-0.437931,-0.273023,-0.066299
7.35,0.0396554,-0.138123,-0.43059,-0.234292,-0.059727
7.36,0.0351655,-0.132563,-0.395522,-0.201703,-0.0568878
7.37,0.0316081,-0.107574,-0.349166,-0.190398,-0.0547187
7.38,0.0290371,-0.0800113,-0.277342,-0.190318,-0.0579927
7.39,0.0289866,-0.045473,-0.194905,-0.192588,-0.0604913
7.4,0.0334692,-0.011623,-0.101658,-0.209734,-0.0677835
7.41,0.0417343,0.0237447,-0.0244512,-0.23159,-0.0751324
7.42,0.0473564,0.062045,0.014213,-0.257811,-0.0855424
7.43,0.0525614,0.0926881,0.0616688,-0.269713,-0.0978045
7.44,0.059944,0.116566,0.0625615,-0.271838,-0.105126
7.45,0.0639465,0.136591,0.059736,-0.267532,-0.113988
7.46,0.0660984,0.149233,0.058689,-0.241987,-0.124235
