date [s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
7.47,0.0678549,0.146159,0.0604582,-0.212078,-0.128993
7.48,0.0656642,0.147103,0.0572757,-0.187451,-0.142096
7.49,0.0632214,0.144401,0.0473924,-0.180854,-0.140493
7.5,0.0608547,0.14096,0.0473809,-0.180109,-0.139611
7.51,0.0596844,0.142484,0.0302411,-0.180614,-0.142915
7.52,0.0635682,0.150895,0.00280467,-0.193856,-0.14535
7.53,0.0676861,0.163125,-0.0130375,-0.210194,-0.147787
7.54,0.0727633,0.183533,-0.0411531,-0.224409,-0.144936
7.55,0.0809492,0.213132,-0.0927581,-0.239722,-0.147741
7.56,0.0898963,0.251759,-0.126575,-0.246926,-0.149455
7.57,0.101097,0.291064,-0.155557,-0.236164,-0.159724
7.58,0.108004,0.314341,-0.154746,-0.221018,-0.138282
7.59,0.118175,0.307975,-0.140272,-0.184406,-0.138185
7.6,0.118688,0.248816,-0.137931,-0.151177,-0.123967
7.61,0.123089,0.175698,-0.110276,-0.124964,-0.106545
7.62,0.109205,0.122893,-0.107087,-0.109685,-0.0913406
7.63,0.0880295,0.0990239,-0.0976776,-0.0970742,-0.0768659
7.64,0.0554854,0.0975252,-0.0844042,-0.0826746,-0.0588893
7.65,0.055621,0.0968113,-0.0683621,-0.0694095,-0.0449815
7.66,0.054171,0.111942,-0.0312846,-0.0631855,-0.0385954
7.67,0.0613127,0.135759,0.0608478,-0.0689383,-0.0329859
7.68,0.0639456,0.163106,0.152445,-0.0744317,-0.032914
7.69,0.0593296,0.193917,0.24078,-0.0758496,-0.0334342
7.7,0.0635982,0.216792,0.305827,-0.0585816,-0.0365114
7.71,0.0676381,0.230377,0.350625,0.0293278,-0.0415208
7.72,0.0718441,0.246047,0.373875,0.113527,-0.0453299
7.73,0.0743961,0.247356,0.39065,0.186148,-0.0391946
7.74,0.0787522,0.242004,0.402354,0.242792,-0.0341219
7.75,0.0799108,0.235776,0.402858,0.271348,-0.00949857
7.76,0.0732837,0.220596,0.389006,0.270152,0.0155397
7.77,0.0693692,0.208776,0.362166,0.255101,0.0186165
7.78,0.0689181,0.204602,0.356216,0.197478,0.00788433
7.79,0.0762181,0.199883,0.353744,0.140172,-0.0120267
7.8,0.0773325,0.200215,0.371901,0.0746848,-0.0287236
7.81,0.0845726,0.208694,0.388135,0.0262173,-0.0420644
7.82,0.0945381,0.21706,0.408389,-0.033344,-0.0573852
7.83,0.102334,0.233385,0.419174,-0.0909013,-0.0697515
7.84,0.111538,0.250676,0.408674,-0.131225,-0.079767
7.85,0.122965,0.261241,0.35421,-0.192353,-0.0826803
7.86,0.129111,0.27354,0.30236,-0.234603,-0.0861937
7.87,0.129777,0.278028,0.195824,-0.288664,-0.0893607
7.88,0.13828,0.271362,0.125914,-0.330651,-0.0877237
7.89,0.139381,0.257594,0.0480539,-0.357638,-0.0772884
7.9,0.137944,0.23469,0.0107089,-0.354651,-0.065697
7.91,0.133864,0.210083,-0.0142787,-0.314527,-0.0575832
7.92,0.126888,0.193111,-0.000260101,-0.235096,-0.0529042
7.93,0.117755,0.184425,0.0376697,-0.154272,-0.0529164
7.94,0.110667,0.186363,0.081542,-0.0751814,-0.0560964
7.95,0.0949155,0.21179,0.121434,0.0224138,-0.0638252
7.96,0.0875184,0.222992,0.151732,0.124478,-0.0761105
7.97,0.0797913,0.234686,0.180285,0.177133,-0.0758357
7.98,0.0753498,0.242387,0.193297,0.201352,-0.00495356
7.99,0.076578,0.239926,0.190086,0.213105,0.060349
8,0.0761622,0.228311,0.184633,0.226628,0.131221
8.01,0.0801994,0.212244,0.168205,0.202933,0.171501
8.02,0.0776208,0.187215,0.150642,0.192261,0.163886
8.03,0.076789,0.161684,0.130815,0.183101,0.092592
8.04,0.075467,0.14031,0.120155,0.183718,0.0361818
8.05,0.0697604,0.114788,0.116371,0.173667,0.0274972
8.06,0.0635009,0.103566,0.11595,0.18698,0.0238233
8.07,0.0575569,0.10234,0.122255,0.185921,0.0235693
8.08,0.0520496,0.0963595,0.126087,0.188418,0.0214399
8.09,0.0457281,0.0862843,0.123556,0.188363,0.0190474
8.1,0.0466146,0.0954208,0.121647,0.189014,0.00852048
8.11,0.0392694,0.0906328,0.115616,0.164203,-0.00298157
8.12,0.0354545,0.0836104,0.104347,0.121746,-0.0125497
8.13,0.0293711,0.0770643,0.0938028,0.0912544,-0.0265339
8.14,0.0232491,0.06593,0.0825384,0.0669017,-0.039422
8.15,0.0195005,0.0544624,0.0704584,-0.0392287,-0.0482159
8.16,0.0125855,0.0400581,0.0550701,-0.112567,-0.059229
8.17,0.00402357,0.0284863,-0.00808115,-0.181213,-0.068373
8.18,0.00764861,0.0164814,-0.113107,-0.203805,-0.075347
8.19,0.0138082,5.50266e-05,-0.190499,-0.219048,-0.0818144
8.2,0.0169459,-0.013126,-0.256419,-0.246008,-0.0849044
8.21,0.0214174,-0.0579434,-0.260386,-0.248105,-0.0863843
8.22,0.0327229,-0.089394,-0.246432,-0.244609,-0.100034
8.23,0.0464952,-0.125073,-0.212362,-0.226671,-0.107346
8.24,0.0526544,-0.111353,-0.205291,-0.224354,-0.111985
8.25,0.0530845,-0.0904135,-0.18915,-0.232232,-0.11369
8.26,0.0564552,-0.0475558,-0.153052,-0.269127,-0.108433
8.27,0.061592,0.0119179,-0.0900658,-0.306298,-0.119919
8.28,0.0622253,0.056741,0.0209312,-0.352543,-0.136096
8.29,0.066228,0.0919853,0.0866386,-0.355217,-0.144165
8.3,0.0832802,0.122877,0.138231,-0.350143,-0.128415
8.31,0.0835582,0.163734,0.130223,-0.322981,-0.141369
8.32,0.0933948,0.177031,0.0957105,-0.313402,-0.140521
8.33,0.0989114,0.196964,0.0104591,-0.315603,-0.136611
8.34,0.102062,0.194599,-0.0659556,-0.324258,-0.128691
8.35,0.0993513,0.188651,-0.133712,-0.331234,-0.132904
8.36,0.0948189,0.189012,-0.17431,-0.333256,-0.13224
8.37,0.0955345,0.182646,-0.229701,-0.333538,-0.133247
8.38,0.0898576,0.186609,-0.239853,-0.333271,-0.12003
8.39,0.0891625,0.182052,-0.239733,-0.33003,-0.110556
8.4,0.0844646,0.19674,-0.210504,-0.326879,-0.111592
8.41,0.0789325,0.205039,-0.198509,-0.322923,-0.109863
8.42,0.08014,0.203394,-0.181079,-0.323542,-0.103568
8.43,0.0823099,0.208949,-0.163439,-0.325491,-0.0979991
8.44,0.0770519,0.212073,-0.124176,-0.323572,-0.0981898
8.45,0.0755194,0.225179,-0.113998,-0.319548,-0.0942259
8.46,0.0772939,0.233725,-0.102716,-0.308909,-0.0866692
8.47,0.0785425,0.246408,-0.0641389,-0.301389,-0.0974271
8.48,0.0853656,0.254827,-0.00888399,-0.294607,-0.0905761
8.49,0.0887441,0.267199,0.0341071,-0.296499,-0.0912838
8.5,0.0989495,0.268373,0.0853402,-0.290227,-0.0952295
8.51,0.106439,0.278919,0.097339,-0.282858,-0.095644
8.52,0.128126,0.290855,0.12438,-0.278529,-0.104608
8.53,0.134775,0.306954,0.142466,-0.278755,-0.111318
8.54,0.150832,0.320261,0.166249,-0.283718,-0.120655
8.55,0.16612,0.335399,0.141367,-0.280096,-0.126556
8.56,0.174507,0.343592,0.107318,-0.284307,-0.125521
8.57,0.187344,0.356603,0.0939665,-0.264405,-0.129635
8.58,0.180233,0.324048,0.0771731,-0.207728,-0.1264
8.59,0.173787,0.261839,0.0662698,-0.109093,-0.100605
8.6,0.193434,0.160255,0.0529323,-0.0202928,-0.073267
8.61,0.170312,0.0709802,0.0485194,0.0480173,-0.0628296
8.62,0.16261,-0.0158015,0.0314916,0.114208,-0.0419833
8.63,0.143776,-0.0671141,0.00409529,0.153254,-0.000939163
8.64,0.11891,-0.122718,-0.013429,0.185555,0.0209001
8.65,0.0825824,-0.166043,-0.0182835,0.206505,0.0335699
8.66,0.047012,-0.166033,0.0523882,0.207244,0.03667
8.67,0.024099,-0.159971,0.109572,0.180807,0.0226985
8.68,0.0254748,-0.119713,0.0574859,0.128776,0.00574273
8.69,0.0284928,-0.0587326,0.0340226,0.0655679,-0.00699085
8.7,0.0444241,0.0126298,0.0205544,-0.0138986,-0.0201024
8.71,0.0571491,0.0626429,0.121168,-0.106915,-0.0314549
8.72,0.0588141,0.119088,0.0964827,-0.172354,-0.0422712
8.73,0.0593231,0.150155,0.0950622,-0.222838,-0.0490891
8.74,0.0631463,0.165172,0.0532642,-0.253429,-0.0550055
8.75,0.0576087,0.173714,0.0316569,-0.267796,-0.057126
8.76,0.0518102,0.163607,0.0362642,-0.269545,-0.0602224
8.77,0.0445442,0.1482,0.0558029,-0.279171,-0.0596034
8.78,0.036576,0.135337,0.0537577,-0.271969,-0.0586032
8.79,0.0310637,0.122807,0.0657235,-0.258452,-0.060451
8.8,0.0270856,0.122399,0.0610405,-0.258395,-0.0600628
8.81,0.0249898,0.121129,0.0562031,-0.261281,-0.0667272
8.82,0.025974,0.118954,0.0415307,-0.2708,-0.0741604
8.83,0.0364053,0.119497,0.0297595,-0.285725,-0.0741296
8.84,0.0467021,0.127102,0.030002,-0.31173,-0.0804885
8.85,0.0572031,0.138092,-0.0014549,-0.332428,-0.0931253
8.86,0.0852212,0.140679,-0.0134394,-0.370553,-0.105238
8.87,0.117554,0.155255,-0.0444712,-0.40859,-0.118937
8.88,0.125829,0.143921,-0.0694601,-0.426661,-0.130102
8.89,0.123226,0.115526,-0.0812049,-0.387449,-0.141504
8.9,0.124295,0.0834685,-0.122013,-0.278667,-0.0833503
8.91,0.135122,0.029183,-0.114961,-0.227431,-0.0886522
8.92,0.120756,0.036657,-0.103616,-0.21397,-0.0914247
8.93,0.0916506,0.0751517,-0.0916311,-0.182023,-0.0736314
8.94,0.0785245,0.119668,-0.0393671,-0.144965,-0.0564363
8.95,0.0745226,0.127058,0.0149804,-0.0969809,-0.0361448
8.96,0.0643332,0.108169,0.0513498,-0.0607542,-0.0245087
8.97,0.0494493,0.0887853,0.0886798,-0.0311593,-0.0195893
8.98,0.0377688,0.0731512,0.121535,-0.0165845,-0.0241924
8.99,0.0276757,0.0681443,0.158183,-0.0168148,-0.0246878
9,0.0265726,0.0709214,0.194772,-0.0316779,-0.0324928
9.01,0.0283196,0.0895456,0.222787,-0.0652663,-0.0430452
9.02,0.0307858,0.0984933,0.246217,-0.12226,-0.0562156
9.03,0.0348163,0.105969,0.281426,-0.179177,-0.0645731
9.04,0.0396413,0.121154,0.236154,-0.232646,-0.0718844
9.05,0.0445909,0.131985,0.10145,-0.257641,-0.0787353
9.06,0.0554364,0.146815,-0.0263888,-0.291976,-0.0767966
9.07,0.0647685,0.154827,-0.118133,-0.325444,-0.0790048
9.08,0.0744561,0.168871,-0.226166,-0.343222,-0.0805989
9.09,0.0855467,0.140356,-0.317856,-0.365517,-0.0796565
9.1,0.092421,0.0881971,-0.364448,-0.381266,-0.0782609
9.11,0.0961669,0.0571791,-0.406643,-0.372911,-0.0774313
9.12,0.101753,0.0413927,-0.416444,-0.348014,-0.0748003
9.13,0.0789871,0.113588,-0.408158,-0.330492,-0.0731483
9.14,0.0822569,0.148259,-0.387692,-0.308405,-0.0702911
9.15,0.0804467,0.157195,-0.332888,-0.304127,-0.0672921
9.16,0.0892286,0.159562,-0.280727,-0.307475,-0.0650388
9.17,0.0893955,0.131791,-0.22266,-0.313857,-0.0644174
9.18,0.0898902,0.129106,-0.197196,-0.306523,-0.0692364
9.19,0.095503,0.143012,-0.164644,-0.291521,-0.0775347
9.2,0.103096,0.17782,-0.137769,-0.287254,-0.0851359
9.21,0.10927,0.201382,-0.111089,-0.256319,-0.0988652
9.22,0.118645,0.193321,-0.110818,-0.228844,-0.108448
9.23,0.125315,0.177395,-0.121118,-0.229588,-0.107851
9.24,0.128613,0.124428,-0.134699,-0.217345,-0.105274
9.25,0.138551,0.0706411,-0.151697,-0.225398,-0.0953131
9.26,0.138088,0.00267646,-0.175702,-0.219124,-0.0706806
9.27,0.144295,-0.0611328,-0.224724,-0.222433,-0.052994
9.28,0.13304,-0.102218,-0.254004,-0.201189,-0.0712443
9.29,0.119553,-0.130094,-0.259889,-0.179838,-0.0638946
9.3,0.109776,-0.129571,-0.231013,-0.164683,-0.0630977
9.31,0.103169,-0.0953137,-0.167951,-0.15618,-0.0719249
9.32,0.0875548,-0.0348555,-0.0850544,-0.159273,-0.075426
9.33,0.0968815,0.0281078,0.0258075,-0.177728,-0.0814979
9.34,0.112113,0.0759588,0.155085,-0.196578,-0.0862395
9.35,0.118887,0.124184,0.239251,-0.187603,-0.0789808
9.36,0.13019,0.149447,0.326673,-0.187291,-0.0962634
9.37,0.127567,0.164219,0.303453,-0.172737,-0.0948767
9.38,0.118302,0.15932,0.237826,-0.182679,-0.107655
9.39,0.108676,0.154932,0.0909663,-0.201404,-0.106418
9.4,0.0891658,0.156887,-0.0432689,-0.223739,-0.105913
9.41,0.0730493,0.185387,-0.158496,-0.246391,-0.10855
9.42,0.0549549,0.160531,-0.212875,-0.266448,-0.110667
9.43,0.0393276,0.0873842,-0.291167,-0.284263,-0.107416
9.44,0.0338026,-0.00401441,-0.329261,-0.299044,-0.105063
9.45,0.0266771,-0.0982918,-0.369394,-0.306957,-0.0993428
9.46,0.025081,-0.136599,-0.404054,-0.299659,-0.0968892
9.47,0.0413464,-0.15339,-0.426837,-0.275256,-0.0816539
9.48,0.048508,-0.135526,-0.386948,-0.239088,-0.0667039
9.49,0.0385822,-0.102688,-0.338224,-0.201722,-0.0543816
9.5,0.0167416,-0.0408359,-0.261663,-0.180483,-0.0473713
9.51,0.00938002,0.00998384,-0.153143,-0.16682,-0.041954
9.52,0.0133476,0.0601636,-0.0219528,-0.16754,-0.0397567
9.53,0.00661164,0.0959348,0.100301,-0.170462,-0.0400515
9.54,0.00992374,0.127006,0.205365,-0.165459,-0.0421557
9.55,0.000973293,0.143793,0.284362,-0.105535,-0.0474287
9.56,-0.00629537,0.153035,0.334556,-0.0177092,-0.0523747
9.57,-0.0129462,0.158141,0.371351,0.0670803,-0.0610273
9.58,-0.0167401,0.148446,0.393373,0.163997,-0.0644594
9.59,-0.0289578,0.131584,0.399184,0.192826,-0.0535501
9.6,-0.0384175,0.11231,0.389212,0.207569,-0.0175503
9.61,-0.0425613,0.0947494,0.383996,0.195972,0.0124062
9.62,-0.0463035,0.0801529,0.38772,0.174044,0.0277624
9.63,-0.0478851,0.0566122,0.369155,0.14734,0.0257757
9.64,-0.0467678,0.0496845,0.36566,0.115811,-0.00318228
9.65,-0.0368813,0.0376814,0.33784,0.063333,-0.0259435
9.66,-0.0310096,0.0254793,0.317519,0.0161803,-0.0362392
9.67,-0.0233866,0.0165914,0.316804,-0.028859,-0.046466
9.68,-0.0224576,0.0220959,0.300008,-0.0752281,-0.049057
9.69,-0.00387817,0.0250936,0.104407,-0.115699,-0.0504475
9.7,0.00602438,0.0336276,-0.0175619,-0.153845,-0.0601473
9.71,0.0185779,0.0486234,-0.0520348,-0.180682,-0.0663861
9.72,0.0292483,0.0568912,-0.0923066,-0.188891,-0.0690862
9.73,0.043291,0.0701046,-0.08963,-0.200408,-0.074309
9.74,0.049784,0.0616647,-0.092822,-0.196572,-0.0786822
9.75,0.0671139,0.0492099,-0.065544,-0.206811,-0.0767285
9.76,0.0589928,0.0415603,0.00419444,-0.201131,-0.0713174
9.77,0.0473391,0.0342887,0.0582896,-0.166749,-0.062142
9.78,0.0236142,-5.09066e-05,0.0646002,-0.140283,-0.0496135
9.79,0.00725752,-0.0248779,0.0562633,-0.124687,-0.0406055
9.8,-0.00241597,-0.0476971,0.00155278,-0.122298,-0.0377113
9.81,-0.0040143,-0.0570478,-0.0317462,-0.128079,-0.0374198
9.82,-0.00351651,-0.0525103,-0.100316,-0.144516,-0.0400026
9.83,0.0090872,-0.052422,-0.172622,-0.163131,-0.0455797
9.84,0.0209586,-0.0375016,-0.233703,-0.187432,-0.0522932
9.85,0.0311918,-0.0344569,-0.271132,-0.214342,-0.0635935
9.86,0.0449882,0.00238544,-0.298669,-0.24305,-0.0766659
9.87,0.0586002,0.0270157,-0.275626,-0.274838,-0.0893205
9.88,0.0752895,0.0152023,-0.266052,-0.307781,-0.100234
9.89,0.0845557,-0.00359867,-0.241227,-0.318565,-0.115835
9.9,0.0948697,-0.00825174,-0.199374,-0.306028,-0.124851
9.91,0.111985,-0.0246892,-0.198982,-0.242881,-0.128485
9.92,0.104442,-0.0214665,-0.194228,-0.209503,-0.119481
9.93,0.0919586,0.0373879,-0.169991,-0.193899,-0.108997
9.94,0.0764814,0.0834835,-0.130391,-0.188502,-0.102614
9.95,0.0619048,0.116627,-0.0897516,-0.181359,-0.0974238
9.96,0.0525608,0.121063,-0.0590094,-0.168317,-0.100114
9.97,0.0479617,0.133644,-0.0502044,-0.168981,-0.0982404
9.98,0.0550823,0.136383,-0.0607,-0.178871,-0.102314
9.99,0.063978,0.153299,-0.0908842,-0.195776,-0.104551
10,0.0771855,0.171886,-0.12178,-0.218636,-0.106124
