date [s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
3.83,0.160249,0.306536,0.63457,0.0990894,-0.0719073
3.84,0.139054,0.304589,0.652971,0.209825,-0.0456308
3.85,0.126112,0.301551,0.646048,0.236263,-0.011059
3.86,0.115835,0.301421,0.628073,0.235918,0.0158517
3.87,0.1127,0.30713,0.628252,0.225302,0.0396605
3.88,0.110712,0.295403,0.622057,0.20169,0.0487937
3.89,0.109749,0.293205,0.612703,0.183542,0.0332563
3.9,0.116862,0.282473,0.604698,0.147444,0.0243621
3.91,0.120946,0.275072,0.577976,0.120842,0.0197691
3.92,0.132303,0.263329,0.541001,0.103413,0.00667843
3.93,0.13529,0.248785,0.541967,0.0639719,-0.014128
3.94,0.130067,0.226057,0.506329,0.0236966,-0.0329351
3.95,0.130257,0.202508,0.476775,-0.029818,-0.0454221
3.96,0.129715,0.175549,0.45376,-0.103517,-0.0601219
3.97,0.121087,0.15958,0.436705,-0.146176,-0.0670403
3.98,0.0982967,0.125789,0.298825,-0.230685,-0.0767355
3.99,0.083385,0.10566,-0.126706,-0.297895,-0.0787148
4,0.0561961,0.0766072,-0.423918,-0.3235,-0.0793183
4.01,0.0312385,-0.0452032,-0.615987,-0.364692,-0.087259
4.02,-0.0106409,-0.240374,-0.67216,-0.347648,-0.0815857
4.03,-0.0270951,-0.398113,-0.734873,-0.309852,-0.0771221
4.04,-0.107015,-0.452146,-0.742461,-0.279475,-0.0691785
4.05,-0.140954,-0.424917,-0.714676,-0.276823,-0.0682109
4.06,-0.114802,-0.329812,-0.681309,-0.276217,-0.0654425
4.07,-0.0581569,-0.213846,-0.629155,-0.276638,-0.0633577
4.08,0.00492942,-0.111048,-0.568519,-0.262858,-0.0603102
4.09,0.0404889,-0.0158148,-0.468359,-0.246392,-0.0536924
4.1,0.0463359,0.0484388,-0.398062,-0.22718,-0.0522246
4.11,0.0417902,0.043282,-0.358174,-0.221636,-0.0574248
4.12,0.0433001,0.0120118,-0.368645,-0.22071,-0.0617772
4.13,0.046307,-0.0500117,-0.387097,-0.229389,-0.0669506
4.14,0.0497087,-0.120722,-0.427572,-0.235205,-0.0679894
4.15,0.053389,-0.225848,-0.468864,-0.247902,-0.0692865
4.16,0.0601686,-0.318471,-0.497146,-0.257994,-0.0694014
4.17,0.0646239,-0.384199,-0.515891,-0.27111,-0.0677347
4.18,0.0692121,-0.410396,-0.519705,-0.283121,-0.0646006
4.19,0.0719373,-0.432452,-0.523728,-0.29488,-0.06481
4.2,0.078183,-0.43103,-0.513161,-0.296643,-0.0635845
4.21,0.0794216,-0.434537,-0.510184,-0.302588,-0.0621485
4.22,0.0489007,-0.427442,-0.503066,-0.297588,-0.0585378
4.23,0.000785365,-0.410434,-0.512618,-0.284177,-0.0538486
4.24,-0.0288919,-0.400103,-0.511506,-0.277906,-0.0547581
4.25,-0.0534781,-0.378722,-0.504104,-0.268241,-0.0525047
4.26,-0.0657982,-0.360402,-0.499198,-0.253651,-0.0503798
4.27,-0.0479159,-0.344309,-0.484885,-0.250571,-0.0493637
4.28,-0.0152126,-0.278536,-0.469112,-0.240954,-0.0485037
4.29,-0.0080477,-0.193986,-0.451108,-0.236872,-0.0503724
4.3,0.0162837,-0.0750818,-0.447807,-0.22478,-0.0511046
4.31,0.0407492,0.0233394,-0.4386,-0.21898,-0.0488543
4.32,0.0617735,0.10925,-0.439057,-0.211617,-0.0524341
4.33,0.072429,0.155182,-0.38098,-0.205578,-0.0575582
4.34,0.0868687,0.2039,-0.250305,-0.199649,-0.0603221
4.35,0.0976618,0.244934,-0.0279601,-0.20104,-0.0696379
4.36,0.0989868,0.299049,0.0762448,-0.201745,-0.0855578
4.37,0.104954,0.3319,0.167482,-0.211943,-0.103863
4.38,0.107324,0.345174,0.276461,-0.151861,-0.125542
4.39,0.118414,0.351638,0.349551,-0.0871779,-0.147656
4.4,0.112736,0.334407,0.312885,0.0163808,-0.131233
4.41,0.111947,0.326904,0.374291,0.0454815,-0.111922
4.42,0.10388,0.334517,0.57305,0.00425761,-0.0816371
4.43,0.0988076,0.340951,0.602333,-0.0521193,-0.0741437
4.44,0.0907362,0.328107,0.567993,-0.0440786,-0.0824944
4.45,0.0771452,0.316617,0.524317,-0.0755509,-0.0731065
4.46,0.0711471,0.313224,0.483636,-0.0858585,-0.0726065
4.47,0.0720569,0.312467,0.468476,-0.123288,-0.0716377
4.48,0.0755102,0.31811,0.468798,-0.154577,-0.0745665
4.49,0.0752425,0.326207,0.46789,-0.134957,-0.0770993
4.5,0.0751931,0.338461,0.459844,-0.113949,-0.0773326
4.51,0.0742663,0.342281,0.461019,-0.1152,-0.0766269
4.52,0.0752465,0.343162,0.45422,-0.0965797,-0.0768917
4.53,0.0711416,0.345883,0.446392,-0.0829355,-0.0754878
4.54,0.0687853,0.34352,0.436363,-0.0680212,-0.0773964
4.55,0.0680774,0.332094,0.42165,-0.0692714,-0.076091
4.56,0.0599779,0.331475,0.402004,-0.0697964,-0.0713234
4.57,0.0587401,0.337899,0.42901,-0.0738662,-0.0740869
4.58,0.0546984,0.329754,0.421836,-0.0767453,-0.0732875
4.59,0.0535868,0.335247,0.36779,-0.0899591,-0.0746742
4.6,0.0494029,0.335947,0.371346,-0.0979614,-0.0723097
4.61,0.0526325,0.33859,0.350924,-0.105399,-0.0731804
4.62,0.0499779,0.330254,0.297281,-0.114968,-0.077265
4.63,0.0481363,0.338013,0.22704,-0.127262,-0.087211
4.64,0.054506,0.34974,0.158614,-0.128134,-0.0953881
4.65,0.0620772,0.31765,0.0864304,-0.146024,-0.104125
4.66,0.0745821,0.240599,0.01867,-0.180297,-0.114829
4.67,0.0862012,0.106726,-0.0538226,-0.190603,-0.13778
4.68,0.106947,0.0172361,-0.0756032,-0.211923,-0.154099
4.69,0.10799,0.00420613,-0.0838093,-0.232526,-0.165958
4.7,0.0937962,0.00870718,-0.024177,-0.247669,-0.166294
4.71,0.0681296,-0.000224779,-0.0374284,-0.235034,-0.165957
4.72,0.0586685,-0.000533779,-0.0631278,-0.227709,-0.139262
4.73,0.0526833,0.00723574,-0.105211,-0.210606,-0.128326
4.74,0.0413576,0.0121102,-0.134787,-0.214563,-0.129447
4.75,0.0480154,0.0215886,-0.155878,-0.212098,-0.12283
4.76,0.0530289,0.0391995,-0.176598,-0.209924,-0.115948
4.77,0.06436,0.0543477,-0.20845,-0.212423,-0.117468
4.78,0.0770951,0.0711616,-0.254131,-0.210514,-0.111249
4.79,0.0964581,0.0951503,-0.320976,-0.218405,-0.100594
4.8,0.112307,0.120457,-0.396583,-0.235681,-0.0938987
4.81,0.127035,0.160499,-0.468259,-0.233012,-0.089995
4.82,0.146221,0.177773,-0.517838,-0.226402,-0.107852
4.83,0.143617,0.118797,-0.583998,-0.23366,-0.118968
4.84,0.14707,0.0886288,-0.48945,-0.24375,-0.127911
4.85,0.133836,0.111884,-0.346345,-0.255492,-0.114299
4.86,0.123463,0.168734,-0.275894,-0.282648,-0.119883
4.87,0.122348,0.213676,-0.213107,-0.321554,-0.140105
4.88,0.128908,0.262492,-0.168079,-0.355572,-0.156169
4.89,0.127688,0.29904,-0.111251,-0.385134,-0.171029
4.9,0.116822,0.323271,-0.0583795,-0.40546,-0.193983
4.91,0.111665,0.332357,-0.0457739,-0.414836,-0.18832
4.92,0.102428,0.326106,-0.0868703,-0.419922,-0.188779
4.93,0.0989359,0.302064,-0.146254,-0.419566,-0.19952
4.94,0.0963676,0.243485,-0.204291,-0.418025,-0.180643
4.95,0.0941627,0.170375,-0.277411,-0.422048,-0.178903
4.96,0.0874781,0.0986309,-0.354623,-0.411469,-0.188352
4.97,0.0872328,0.0135667,-0.403687,-0.401993,-0.186705
4.98,0.0844189,-0.0663505,-0.470426,-0.394361,-0.184997
4.99,0.0874556,-0.0852073,-0.521855,-0.389682,-0.175243
5,0.0946023,-0.118455,-0.542224,-0.390352,-0.170885
5.01,0.0909975,-0.105336,-0.556096,-0.394211,-0.169477
5.02,0.105235,-0.140901,-0.544921,-0.391749,-0.16678
5.03,0.110799,-0.147516,-0.548482,-0.389392,-0.164342
5.04,0.107293,-0.117126,-0.542439,-0.363786,-0.162386
5.05,0.113372,-0.109892,-0.511315,-0.336965,-0.15546
5.06,0.107924,-0.111486,-0.484521,-0.304705,-0.15741
5.07,0.102077,-0.108088,-0.469748,-0.266495,-0.143593
5.08,0.0952152,-0.105058,-0.421287,-0.216973,-0.156411
5.09,0.0912342,-0.0750041,-0.384339,-0.166489,-0.162785
5.1,0.082059,-0.0431278,-0.330782,-0.107614,-0.14188
5.11,0.081731,0.0339,-0.275984,-0.0586642,-0.114042
5.12,0.0893532,0.198757,-0.211067,-0.00914527,-0.131039
5.13,0.105782,0.282561,-0.0816873,0.0123106,-0.0941973
5.14,0.0992971,0.306997,0.0850257,0.0133998,-0.0724402
5.15,0.0966573,0.303609,0.222966,0.0227107,-0.073698
5.16,0.111696,0.271524,0.293544,0.051881,-0.053665
5.17,0.0990351,0.207899,0.2553,0.0847474,-0.0550431
5.18,0.0966205,0.154497,0.133303,0.108642,-0.0274793
5.19,0.0959945,0.124811,0.0445521,0.116291,-0.0111143
5.2,0.0911237,0.117747,-0.0687643,0.0946566,-0.00270839
5.21,0.0903592,0.114988,-0.156783,0.0356625,-0.0237806
5.22,0.0943213,0.124125,-0.200867,-0.0277762,-0.0490978
5.23,0.0964566,0.138862,-0.221728,-0.0937637,-0.0615366
5.24,0.100783,0.165305,-0.234844,-0.135847,-0.0738627
5.25,0.106108,0.190513,-0.213308,-0.174229,-0.0822377
5.26,0.111506,0.227605,-0.155016,-0.190285,-0.0832402
5.27,0.117893,0.258547,-0.0278666,-0.20342,-0.0814506
5.28,0.12056,0.283571,0.0966448,-0.213467,-0.0734211
5.29,0.128052,0.302874,0.275383,-0.204261,-0.0663024
5.3,0.130447,0.317412,0.399149,-0.212165,-0.0571765
5.31,0.12797,0.320268,0.491603,-0.107312,-0.0459032
5.32,0.129874,0.322092,0.556598,0.166425,-0.0341926
5.33,0.127976,0.325907,0.54782,0.421473,-0.0121007
5.34,0.123184,0.324788,0.515648,0.598278,0.0355465
5.35,0.131067,0.318471,0.482006,0.669315,0.125788
5.36,0.130708,0.321893,0.451851,0.680277,0.215921
5.37,0.132127,0.319585,0.441017,0.728953,0.230233
5.38,0.124292,0.314184,0.444124,0.52975,0.168152
5.39,0.135988,0.322986,0.460564,0.116907,0.0614321
5.4,0.151293,0.342012,0.48733,-0.0924657,-0.0517304
5.41,0.152434,0.36452,0.442223,-0.175434,-0.130216
5.42,0.151351,0.390317,0.339599,-0.211136,-0.139799
5.43,0.152267,0.40419,0.223,-0.286654,-0.126244
5.44,0.160737,0.395203,0.171282,-0.339052,-0.098755
5.45,0.145138,0.358829,0.163907,-0.274922,-0.0933553
5.46,0.122919,0.320505,0.198472,-0.145776,-0.0928413
5.47,0.114109,0.288177,0.272165,0.00258346,-0.100039
5.48,0.102798,0.276945,0.319217,0.0955577,-0.108998
5.49,0.0992753,0.279046,0.340343,0.185388,-0.120762
5.5,0.0951908,0.282574,0.354654,0.253529,-0.112531
5.51,0.0972931,0.28905,0.366628,0.269986,-0.100376
5.52,0.101044,0.295595,0.362596,0.280225,-0.079283
5.53,0.108722,0.301254,0.36424,0.290389,-0.0675293
5.54,0.110959,0.309425,0.363569,0.270354,-0.0443208
5.55,0.116273,0.313441,0.359582,0.234421,-0.0289512
5.56,0.120349,0.314551,0.352503,0.228221,-0.0191774
5.57,0.120893,0.314556,0.354593,0.203654,-0.00835119
5.58,0.118741,0.310771,0.352676,0.198649,-0.00834928
5.59,0.12386,0.306716,0.345158,0.200176,-0.00862765
5.6,0.124711,0.296832,0.339253,0.223475,-0.0178262
5.61,0.121852,0.284155,0.330843,0.233326,-0.0328181
5.62,0.115793,0.260723,0.301354,0.282732,-0.0476259
5.63,0.106592,0.233136,0.282405,0.187929,-0.0713885
5.64,0.0934477,0.203815,0.2496,-0.0111647,-0.0833205
5.65,0.0737324,0.15619,0.219463,-0.155563,-0.121402
5.66,0.0550613,0.115996,0.182878,-0.247101,-0.12754
5.67,0.0222874,0.0728148,0.0887992,-0.331957,-0.119118
5.68,-0.0296559,0.0414441,-0.117562,-0.371617,-0.103403
5.69,-0.0396957,0.00498787,-0.296592,-0.428686,-0.0907774
5.7,-0.0498803,-0.0905924,-0.393786,-0.400603,-0.0829578
5.71,-0.0665908,-0.161511,-0.517949,-0.369562,-0.0702241
5.72,-0.0398779,-0.257317,-0.647747,-0.319605,-0.0617817
5.73,-0.0417531,-0.322835,-0.770021,-0.274423,-0.0446957
5.74,-0.0280418,-0.324069,-0.805101,-0.241517,-0.02816
5.75,-0.0148107,-0.341211,-0.786854,-0.223691,-0.0187122
5.76,-0.00852581,-0.305997,-0.812234,-0.220326,-0.0111911
5.77,-0.000594803,-0.330469,-0.768472,-0.220685,-0.0108646
5.78,0.00498165,-0.299309,-0.701976,-0.223605,-0.0127107
5.79,0.0117269,-0.275074,-0.64795,-0.229836,-0.0167808
5.8,0.0171375,-0.257219,-0.599712,-0.25317,-0.0260011
5.81,0.0208477,-0.214171,-0.530286,-0.276695,-0.0346104
5.82,0.0218571,-0.188833,-0.459921,-0.304803,-0.0457027
5.83,0.026304,-0.140156,-0.411118,-0.317831,-0.0537634
5.84,0.0296668,-0.11327,-0.366222,-0.333281,-0.0672034
5.85,0.0298807,-0.0832209,-0.293455,-0.34685,-0.07464
5.86,0.030018,-0.0592573,-0.283543,-0.362951,-0.090893
5.87,0.0326255,-0.041412,-0.268746,-0.382175,-0.101087
5.88,0.0351969,-0.023453,-0.28045,-0.401225,-0.108852
5.89,0.0369298,-0.0174373,-0.280272,-0.421259,-0.114464
5.9,0.0386934,-0.0170658,-0.328556,-0.452685,-0.124782
5.91,0.0432084,-0.00728243,-0.372654,-0.506912,-0.137464
5.92,0.0500635,-0.024812,-0.430038,-0.538529,-0.140802
5.93,0.0581147,-0.115126,-0.490329,-0.562035,-0.138767
5.94,0.0621374,-0.251516,-0.550968,-0.545867,-0.139497
5.95,0.0387485,-0.30232,-0.580322,-0.519349,-0.142799
5.96,-0.00140948,-0.282084,-0.556011,-0.474022,-0.133047
5.97,-0.00412647,-0.173637,-0.498315,-0.395391,-0.126644
5.98,-0.0155002,-0.0733888,-0.417366,-0.322379,-0.100897
5.99,-0.0101133,-0.0760111,-0.428289,-0.24623,-0.0747033
6,-0.0174496,-0.0756697,-0.422214,-0.206389,-0.0619083
6.01,-0.0254746,-0.0698614,-0.410959,-0.178219,-0.0523748
6.02,-0.0233112,-0.0633893,-0.397658,-0.161546,-0.0432685
6.03,-0.0137514,-0.0517843,-0.467117,-0.15086,-0.041083
6.04,-0.00525456,-0.0395696,-0.48623,-0.1582,-0.0354908
6.05,0.000115951,-0.0391806,-0.505662,-0.157927,-0.036124
6.06,0.0109021,-0.0390452,-0.523213,-0.153378,-0.0359233
6.07,0.0223502,-0.00304396,-0.522366,-0.138094,-0.036551
6.08,0.0332878,0.0243388,-0.423816,-0.136601,-0.0351484
6.09,0.0453942,0.0245602,-0.411666,-0.137437,-0.0375919
6.1,0.0630213,0.0623055,-0.41104,-0.138803,-0.0497587
6.11,0.0707637,0.107028,-0.300499,-0.139296,-0.0587965
6.12,0.0863896,0.138778,0.00943007,-0.144628,-0.0648102
6.13,0.100619,0.174516,0.163323,-0.156447,-0.0768078
6.14,0.114111,0.22218,0.259696,-0.112514,-0.0830842
6.15,0.13575,0.260359,0.255886,0.00322184,-0.111173
6.16,0.147963,0.296349,0.177326,0.137018,-0.127633
6.17,0.159042,0.35551,0.151052,0.21632,-0.128755
6.18,0.171999,0.417157,0.0790899,0.252598,-0.0940511
6.19,0.187464,0.447545,0.062141,0.199162,-0.0324698
6.2,0.178411,0.459993,0.193826,0.116648,0.0107954
6.21,0.172465,0.463296,0.439737,-0.0365969,-0.0230373
6.22,0.168449,0.479777,0.595198,-0.102351,-0.0280408
6.23,0.143684,0.494143,0.618798,-0.151982,-0.0499555
6.24,0.141712,0.49114,0.628082,-0.155409,-0.0637846
6.25,0.136653,0.49208,0.664494,-0.155456,-0.0686462
6.26,0.125663,0.45696,0.657306,-0.0912155,-0.0622352
6.27,0.114456,0.419834,0.61669,0.00775504,-0.0597295
6.28,0.10117,0.393961,0.595376,0.159931,-0.0571733
6.29,0.101165,0.373016,0.59257,0.229161,-0.0603986
6.3,0.0929121,0.363143,0.602619,0.311915,-0.0653932
6.31,0.091783,0.349206,0.617091,0.388909,-0.0725646
6.32,0.0852407,0.337494,0.636493,0.377619,-0.0591359
6.33,0.0817825,0.333445,0.619848,0.419595,-0.0412876
6.34,0.0780057,0.319309,0.612002,0.418355,-0.0228092
6.35,0.0757555,0.300607,0.600106,0.442401,-0.0100783
6.36,0.0744317,0.289921,0.580355,0.489016,-0.0028115
6.37,0.0713257,0.279105,0.569758,0.526432,0.0341385
6.38,0.0708602,0.273976,0.554366,0.479685,0.0316966
6.39,0.0651087,0.269507,0.542098,0.508739,0.0423788
6.4,0.0643505,0.266355,0.515157,0.508291,0.0317812
6.41,0.0638141,0.263266,0.505826,0.509633,0.00938273
6.42,0.0593428,0.25018,0.500166,0.318678,0.0101059
6.43,0.0571346,0.239743,0.501763,0.290171,-0.0193416
6.44,0.0609861,0.227915,0.488484,0.293839,-0.0415375
6.45,0.0653357,0.223957,0.491395,0.0333582,-0.0530948
6.46,0.0696838,0.230659,0.495049,-0.0544342,-0.0624887
6.47,0.0775553,0.225105,0.219366,-0.262431,-0.0752008
6.48,0.0913301,0.222328,-0.247396,-0.330531,-0.0974227
6.49,0.100519,0.209021,-0.541802,-0.330696,-0.104219
6.5,0.0984447,0.160429,-0.577376,-0.304387,-0.109455
6.51,0.10157,0.0613741,-0.560558,-0.279649,-0.0987056
6.52,0.0998105,-0.0269295,-0.52141,-0.256608,-0.100625
6.53,0.0918774,-0.0946556,-0.395341,-0.247723,-0.108678
6.54,0.0791296,-0.104948,-0.313971,-0.240118,-0.123489
6.55,0.0406178,-0.0990876,-0.346871,-0.261832,-0.139056
6.56,0.0320661,-0.0643707,-0.156685,-0.302762,-0.145562
6.57,0.0306534,-0.0191544,0.24601,-0.332423,-0.156506
6.58,0.0406321,0.0457137,0.289572,-0.298269,-0.131911
6.59,0.0373948,0.0827343,0.278349,-0.265138,-0.127768
6.6,0.0452088,0.127046,0.199818,-0.280068,-0.0791917
6.61,0.0569041,0.18643,-0.0175373,-0.286622,-0.0692784
6.62,0.0701106,0.255286,-0.233006,-0.318572,-0.0880438
6.63,0.087154,0.278068,-0.410771,-0.345912,-0.101072
6.64,0.0995782,0.15776,-0.538022,-0.372874,-0.104309
6.65,0.100126,-0.0341818,-0.628865,-0.37266,-0.103926
6.66,0.0949222,-0.163628,-0.664776,-0.366056,-0.100668
6.67,0.092742,-0.218359,-0.64575,-0.334925,-0.0878986
6.68,0.0927022,-0.187469,-0.653468,-0.31745,-0.0888329
6.69,0.0852787,-0.168392,-0.662086,-0.301006,-0.0877201
6.7,0.0763479,-0.14658,-0.660557,-0.291842,-0.0904488
6.71,0.0671443,-0.138032,-0.6575,-0.296414,-0.105472
6.72,0.0645781,-0.140521,-0.649862,-0.294194,-0.112354
6.73,0.0641015,-0.087074,-0.630145,-0.303318,-0.123324
6.74,0.0637023,-0.0388452,-0.585552,-0.301303,-0.140004
6.75,0.0684312,-0.000133305,-0.535003,-0.306693,-0.150316
6.76,0.0683992,-0.00739564,-0.485067,-0.306764,-0.151926
6.77,0.0731002,0.0264981,-0.443761,-0.298094,-0.181387
6.78,0.0787317,0.0509064,-0.405745,-0.295474,-0.201261
6.79,0.101754,0.127353,-0.373321,-0.295303,-0.209659
6.8,0.125737,0.139084,-0.344855,-0.290866,-0.234672
6.81,0.140553,0.202683,-0.335283,-0.32072,-0.251496
6.82,0.159939,0.252894,-0.388529,-0.350613,-0.258887
6.83,0.17677,0.313215,-0.488548,-0.39248,-0.289825
6.84,0.130153,0.271958,-0.427398,-0.435661,-0.27219
6.85,0.0855024,0.152078,-0.256971,-0.405038,-0.249926
6.86,0.0737887,0.115229,-0.280239,-0.397568,-0.218143
6.87,0.0844727,0.0656329,-0.333585,-0.390539,-0.194253
6.88,0.0917227,0.0626877,-0.370741,-0.361846,-0.168512
6.89,0.104443,0.0671099,-0.424174,-0.300522,-0.131952
6.9,0.116435,0.093654,-0.44342,-0.267403,-0.121796
6.91,0.11676,0.139293,-0.4135,-0.277221,-0.11002
6.92,0.121119,0.184748,-0.234928,-0.296503,-0.0977264
6.93,0.120486,0.235304,-0.191653,-0.310286,-0.0930614
6.94,0.117333,0.291456,0.000418025,-0.313541,-0.0955704
6.95,0.11301,0.352081,0.14252,-0.320524,-0.0935706
6.96,0.108689,0.408145,0.281543,-0.307855,-0.0938998
6.97,0.101131,0.446233,0.42557,-0.31409,-0.101957
6.98,0.100136,0.473157,0.529769,-0.318543,-0.100635
6.99,0.0973792,0.445962,0.642763,-0.325709,-0.107352
7,0.0928255,0.382281,0.751871,-0.34927,-0.10467
7.01,0.0881603,0.341007,0.837736,-0.240459,-0.10539
7.02,0.0870818,0.311627,0.905812,0.0712574,-0.0940392
7.03,0.0828168,0.296285,0.933644,0.493995,-0.0842898
7.04,0.0766943,0.28775,0.788431,0.563548,-0.0604699
7.05,0.0736299,0.282443,0.687487,0.572405,-0.0200958
7.06,0.0674886,0.263421,0.573574,0.488995,0.0108424
7.07,0.0648987,0.265645,0.571412,0.352836,0.0290978
7.08,0.0602609,0.269463,0.544809,0.274638,0.0562381
7.09,0.0554833,0.252079,0.511168,0.180691,0.0417772
7.1,0.052363,0.238222,0.510592,0.0616491,0.00545755
7.11,0.0462129,0.225432,0.496123,0.025896,-0.0128661
7.12,0.0432267,0.204607,0.477309,-0.0769172,-0.0471584
7.13,0.0438571,0.208077,0.345424,-0.163808,-0.0394628
7.14,0.0480173,0.200202,-0.0607271,-0.252843,-0.0460986
7.15,0.057396,0.209126,-0.314028,-0.286076,-0.0546373
7.16,0.0686649,0.158488,-0.431518,-0.284022,-0.0965511
7.17,0.0852785,-0.0321006,-0.389377,-0.2796,-0.11222
7.18,0.116386,-0.0912484,-0.383153,-0.237845,-0.140745
7.19,0.142716,-0.103627,-0.380415,-0.220333,-0.149043
7.2,0.150269,-0.0361359,-0.436277,-0.247613,-0.156892
7.21,0.126032,0.022725,-0.253662,-0.345187,-0.143498
7.22,0.100432,0.100571,-0.133682,-0.425448,-0.134074
7.23,0.11023,0.1641,0.0140421,-0.499583,-0.130315
7.24,0.120091,0.222269,0.13067,-0.484007,-0.115366
7.25,0.147112,0.277787,0.232015,-0.370338,-0.101729
7.26,0.170255,0.330544,0.324817,-0.302914,-0.105608
7.27,0.171615,0.367916,0.428542,-0.199053,-0.0940814
7.28,0.176328,0.407004,0.578365,-0.152396,-0.0919266
7.29,0.174383,0.447824,0.681049,-0.107357,-0.088286
7.3,0.184841,0.474199,0.732941,-0.0764046,-0.0764252
7.31,0.197298,0.504144,0.759752,0.005168,-0.079027
7.32,0.206456,0.496636,0.791996,0.015215,-0.0685844
7.33,0.208685,0.468989,0.738782,0.0627752,-0.0665006
7.34,0.195397,0.44258,0.743395,0.042428,-0.0728362
7.35,0.187097,0.42939,0.702227,0.0417113,-0.0853239
7.36,0.1862,0.426624,0.720719,0.0133331,-0.0970799
7.37,0.192661,0.421798,0.710946,-0.0307452,-0.103886
7.38,0.195899,0.408997,0.730538,-0.109277,-0.115081
7.39,0.194274,0.391911,0.712368,-0.13103,-0.130494
7.4,0.183815,0.368738,0.645552,-0.150505,-0.14458
7.41,0.1824,0.32581,0.639119,-0.240259,-0.161094
7.42,0.176435,0.290829,0.501212,-0.31048,-0.17171
7.43,0.173941,0.232928,0.0966843,-0.357062,-0.179923
7.44,0.151623,0.170624,-0.215048,-0.443401,-0.180648
7.45,0.129098,0.0839311,-0.463923,-0.495297,-0.183838
7.46,0.116294,-0.0246546,-0.633125,-0.517655,-0.16342
7.47,0.107327,-0.186142,-0.780495,-0.513251,-0.159919
7.48,0.0553384,-0.230924,-0.770947,-0.479384,-0.147142
7.49,0.0641504,-0.0552623,-0.65726,-0.456581,-0.138335
7.5,0.0818356,0.0975695,-0.444562,-0.433249,-0.124271
7.51,0.0887238,0.2133,-0.139491,-0.435591,-0.120266
7.52,0.097794,0.277764,0.0108755,-0.451528,-0.115521
7.53,0.0965153,0.316372,0.144641,-0.47547,-0.121551
7.54,0.0875815,0.32463,0.234115,-0.418851,-0.119888
7.55,0.0814034,0.288891,0.294603,-0.292767,-0.119393
7.56,0.0691412,0.28298,0.333831,-0.168597,-0.123798
7.57,0.0635162,0.273032,0.31529,-0.119173,-0.122538
7.58,0.0633116,0.287869,0.344971,-0.141222,-0.131399
7.59,0.0655904,0.265837,0.337437,-0.166669,-0.150891
7.6,0.0654905,0.270767,0.394635,-0.220132,-0.186464
7.61,0.0645778,0.264198,0.456236,-0.254505,-0.20995
7.62,0.0638803,0.251666,0.424148,-0.323707,-0.234624
7.63,0.0622126,0.236516,0.310966,-0.36959,-0.236965
7.64,0.0605077,0.235661,0.0844251,-0.405045,-0.255367
7.65,0.0539105,0.224588,0.0248525,-0.430736,-0.216974
7.66,0.0616887,0.213062,-0.165702,-0.441471,-0.20064
7.67,0.0531137,0.1959,-0.36039,-0.421466,-0.151356
7.68,0.0542815,0.128659,-0.476344,-0.345481,-0.1371
7.69,0.0385235,-0.252447,-0.598398,-0.278686,-0.0973455
7.7,0.0251907,-0.545481,-0.62787,-0.194973,-0.0722867
7.71,-0.0153667,-0.653956,-0.634948,-0.129916,-0.0912891
7.72,-0.0739105,-0.697215,-0.598994,-0.0978867,-0.119729
7.73,-0.0989462,-0.556438,-0.538481,-0.112366,-0.10099
7.74,-0.0243649,-0.192888,-0.526883,-0.169694,-0.097231
7.75,0.054591,-0.00619733,-0.499674,-0.209355,-0.115916
7.76,0.072668,0.136214,-0.471541,-0.255395,-0.102613
7.77,0.069304,0.231345,-0.397486,-0.262893,-0.0930506
7.78,0.0651684,0.282445,-0.312202,-0.269101,-0.0900004
7.79,0.0533426,0.30286,-0.214377,-0.289219,-0.0882608
7.8,0.0527635,0.286169,-0.162321,-0.301932,-0.0876867
7.81,0.0469497,0.279142,-0.184102,-0.275877,-0.0986858
7.82,0.0395948,0.296217,-0.143013,-0.262971,-0.098091
7.83,0.0309983,0.28994,-0.150255,-0.251121,-0.105605
7.84,0.0268114,0.27108,-0.173697,-0.228458,-0.101403
7.85,0.029481,0.255427,-0.192597,-0.234943,-0.110616
7.86,0.0287148,0.190698,-0.242028,-0.243031,-0.121012
7.87,0.0344928,0.0545624,-0.285697,-0.259782,-0.13511
7.88,0.0432165,-0.15087,-0.284806,-0.303712,-0.15402
7.89,0.060316,-0.321196,-0.273267,-0.318395,-0.17674
7.9,0.0752095,-0.36815,-0.213569,-0.281956,-0.20432
7.91,0.0465016,-0.364307,-0.132415,-0.228195,-0.20809
7.92,0.0075934,-0.244423,-0.275275,-0.0741853,-0.219976
7.93,0.00344804,-0.0164714,-0.637897,-0.050724,-0.228563
7.94,0.00535547,0.0229721,-0.678786,-0.110048,-0.208822
7.95,0.0170187,0.0103766,-0.706292,-0.239755,-0.198056
7.96,0.0278142,0.0282794,-0.680923,-0.326516,-0.18927
7.97,0.0349256,0.0791493,-0.666163,-0.364331,-0.211073
7.98,0.0449048,0.108681,-0.649089,-0.375422,-0.192603
