Date [s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <01>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <02>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <03>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <04>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
7.56;0.119803;0.0532361;-0.327344;-0.200838;-0.150981
7.58;0.12028;0.0482908;-0.346325;-0.163087;-0.153674
7.6;0.121367;-0.0156483;-0.286048;-0.182917;-0.168346
7.62;0.103028;-0.0530526;-0.183269;-0.226775;-0.193021
7.64;0.101443;-0.0745864;-0.1371;-0.185668;-0.221117
7.66;0.129994;-0.124498;-0.101668;-0.168115;-0.23382
7.68;0.138559;-0.178935;-0.0944869;-0.174344;-0.240392
7.7;0.0861132;-0.153788;-0.118336;-0.173475;-0.245364
7.72;0.0545067;-0.0930749;-0.156762;-0.187332;-0.236157
7.74;0.0357388;-0.110423;-0.182864;-0.198403;-0.200947
7.76;0.0294716;-0.155377;-0.229012;-0.211996;-0.175238
7.78;0.0220193;-0.196982;-0.257207;-0.231245;-0.167514
7.8;0.0316563;-0.22969;-0.256891;-0.229018;-0.182539
7.82;0.042216;-0.222165;-0.216173;-0.245428;-0.198754
7.84;0.013942;-0.206263;-0.18484;-0.28918;-0.246468
7.86;-0.0165932;-0.193158;-0.153016;-0.262095;-0.208035
7.88;-0.115996;-0.17245;-0.127205;-0.163363;-0.199339
7.9;-0.172297;-0.160917;-0.131131;-0.0639412;-0.0934988
7.92;-0.162208;-0.125185;-0.0928489;0.0605665;0.0356934
7.94;-0.14434;-0.0785203;-0.0523061;0.123859;0.0926719
7.96;-0.11041;-0.0322354;0.000544884;0.0835002;0.19081
7.98;-0.0810159;0.0109275;0.0220769;0.156303;0.240978
8;-0.0661331;0.0384466;0.0472212;0.256657;0.228305
8.02;-0.0533623;0.0603847;0.0685299;0.305956;0.178572
8.04;-0.056693;0.0717033;0.0768799;0.187922;0.281283
8.06;-0.0504582;0.0718255;0.104226;0.0736521;0.233352
8.08;-0.0501502;0.0708986;0.140439;0.0565198;0.117224
8.1;-0.0185122;0.0512898;0.17097;0.0614971;0.0848577
8.12;-0.0162238;0.0429131;0.184072;0.136415;0.0723214
8.14;-0.00419336;0.0455804;0.188719;0.199031;0.0241238
8.16;-0.0106945;0.044546;0.184834;0.158387;0.00328671
8.18;0.00104751;0.0737696;0.147491;0.116446;-0.0104598
8.2;0.0211806;0.0955236;0.0818699;0.0687027;0.00307872
8.22;0.0437463;0.0715097;0.0268006;0.0500067;0.00646676
8.24;-0.00263663;0.0521348;0.000875444;0.0461365;0.0126026
8.26;0.00713905;0.0175302;-0.0423035;0.0168434;0.0150567
8.28;-0.00858875;0.00835878;-0.0827121;-0.0135291;0.00540045
8.3;-0.00506043;-0.0206651;-0.123114;-0.0326293;-0.00187984
8.32;-0.0120117;-0.0253655;-0.167456;-0.0666739;-0.00300013
8.34;-0.00570274;-0.0496893;-0.209606;-0.0908919;-0.00922789
8.36;0.00174739;-0.0829017;-0.249483;-0.117586;-0.01633
8.38;0.0275958;-0.14671;-0.290966;-0.13901;-0.024432
8.4;0.0550679;-0.194414;-0.340242;-0.156999;-0.0285003
8.42;0.0231538;-0.216397;-0.389165;-0.18125;-0.0327208
8.44;-0.0191665;-0.251577;-0.420876;-0.187549;-0.0319514
8.46;-0.0236756;-0.292063;-0.408379;-0.177703;-0.0282794
8.48;-0.0423278;-0.29373;-0.380243;-0.147468;-0.0174922
8.5;-0.0509262;-0.303686;-0.34288;-0.121204;-0.013877
8.52;-0.0502033;-0.325519;-0.307743;-0.106192;-0.00626413
8.54;-0.05299;-0.324253;-0.275672;-0.0938862;0.00273519
8.56;-0.0626339;-0.336723;-0.247764;-0.0778202;0.00837726
8.58;-0.0650687;-0.330131;-0.221929;-0.0690103;0.00998874
8.6;-0.0623999;-0.294361;-0.199962;-0.060101;0.0108896
8.62;-0.0576262;-0.251487;-0.183066;-0.0578613;0.0149112
8.64;-0.0207771;-0.177714;-0.169904;-0.0518045;0.0161709
8.66;0.00530337;-0.0903905;-0.154616;-0.0519233;0.0206295
8.68;0.0280433;-0.0307406;-0.0825644;-0.0511269;0.0240686
8.7;0.0399548;0.00363198;-0.0333708;-0.0431756;0.0258589
8.72;0.0537172;0.0196316;0.00690223;-0.0392383;0.0227224
8.74;0.0672292;0.0334769;0.00049377;0.000790572;0.0171984
8.76;0.0627155;0.0372267;-0.00416874;0.00211204;-0.00627756
8.78;0.0838271;0.0372501;-0.0177541;0.0144315;0.0223736
8.8;0.0898855;0.0420552;-0.0269354;-0.00083138;0.00354276
8.82;0.118257;0.0623609;-0.0474526;-0.0326728;-0.0115304
8.84;0.115309;0.0374542;-0.0783263;-0.0414624;-0.0218357
8.86;0.104067;0.00728294;-0.124664;-0.0710035;-0.0186951
8.88;0.0693832;-0.0272769;-0.164735;-0.137298;-0.0409798
8.9;0.074259;-0.0765859;-0.229497;-0.218896;-0.0550602
8.92;0.062888;-0.125156;-0.308643;-0.241996;-0.0470808
8.94;0.0430301;-0.144242;-0.365983;-0.227937;-0.0403144
8.96;0.0411856;-0.204489;-0.406239;-0.208003;-0.0348358
8.98;0.0104134;-0.23511;-0.425891;-0.183261;-0.0356372
9;0.00225668;-0.297756;-0.41846;-0.169821;-0.0771745
9.02;-0.00728611;-0.342127;-0.39931;-0.226402;-0.0767022
9.04;-0.0409973;-0.368411;-0.4206;-0.299469;-0.0751591
9.06;-0.0877228;-0.372823;-0.548985;-0.31125;-0.104351
9.08;-0.105264;-0.442044;-0.572202;-0.298572;-0.0967222
9.1;-0.0492367;-0.480295;-0.535758;-0.291788;-0.120854
9.12;-0.0353254;-0.295632;-0.423624;-0.243251;-0.113359
9.14;-0.0250196;-0.204396;-0.300956;-0.171609;-0.0883658
9.16;-0.01755;-0.124123;-0.146022;-0.0979762;-0.0895745
9.18;-0.00990108;-0.0240732;-0.0635176;-0.0539995;-0.0532808
9.2;-0.00829118;0.0682233;0.0570711;-0.0633543;-0.0390629
9.22;-0.00259972;0.116963;0.100719;-0.11094;-0.0375943
9.24;0.00806864;0.099729;0.0280784;-0.166165;-0.0400534
9.26;0.0247737;0.0779659;-0.141733;-0.202459;-0.0416809
9.28;0.0481536;0.00843533;-0.289056;-0.223288;-0.0398617
9.3;0.0695293;-0.0642132;-0.402817;-0.24516;-0.0350407
9.32;0.0543493;-0.0615916;-0.451443;-0.240892;-0.032391
9.34;0.0446446;-0.0160885;-0.427541;-0.219091;-0.0270714
9.36;0.0533005;0.081655;-0.285107;-0.20717;-0.0220949
9.38;0.0586771;0.141637;-0.0723441;-0.213349;-0.0222034
9.4;0.0818208;0.204494;0.123908;-0.143469;-0.0278365
9.42;0.0993736;0.256925;0.206714;-0.00771227;-0.0409234
9.44;0.107062;0.291456;0.24376;0.0306572;-0.0269867
9.46;0.126422;0.322462;0.24671;0.0190376;0.000816265
9.48;0.125415;0.334975;0.251083;-0.000837758;-0.0162763
9.5;0.118467;0.32032;0.279322;-0.0374554;-0.0207572
9.52;0.109429;0.308939;0.334242;-0.0131639;-0.00923857
9.54;0.0993048;0.287104;0.301952;0.0559812;-0.00179316
9.56;0.0912066;0.250983;0.273981;0.0571556;-0.00378457
9.58;0.0692128;0.200731;0.267024;0.058923;-0.0140654
9.6;0.0486;0.146092;0.294191;0.0614454;-0.0268121
9.62;0.0328473;0.120949;0.302096;0.0362035;-0.0372657
9.64;0.0202628;0.126073;0.28948;-0.0306956;-0.0493633
9.66;0.0148888;0.133842;0.217239;-0.0972865;-0.0619423
9.68;0.0137967;0.143582;0.0652364;-0.177531;-0.0770793
9.7;0.0150832;0.159989;-0.165584;-0.244995;-0.0851258
9.72;0.0171484;0.149316;-0.333402;-0.292455;-0.0920987
9.74;0.0224767;0.0627351;-0.42116;-0.3232;-0.0930872
9.76;0.0351091;-0.106671;-0.444057;-0.334836;-0.0926806
9.78;-0.00409311;-0.183775;-0.458663;-0.332201;-0.0888991
9.8;0.00209704;-0.0908861;-0.468051;-0.314814;-0.0835299
9.82;0.0286364;-0.0321622;-0.486021;-0.30098;-0.0820124
9.84;0.0511398;0.0644743;-0.518864;-0.299162;-0.0841419
9.86;0.0717611;0.138539;-0.343739;-0.313137;-0.0877881
9.88;0.0840086;0.191498;-0.0339451;-0.329985;-0.105354
9.9;0.101748;0.241541;0.0914966;-0.290283;-0.130402
9.92;0.103885;0.284853;0.149598;-0.212626;-0.16032
9.94;0.10549;0.322908;0.242457;-0.126283;-0.135516
9.96;0.103653;0.297279;0.303712;-0.0275321;-0.0977121
9.98;0.0948364;0.263119;0.332364;0.0144501;-0.0904979
10;0.0906992;0.226823;0.320179;0.0547366;-0.0616692
