Date [s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <01>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <02>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <03>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <04>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
7.7;0.16263;0.348167;-0.0430831;-0.348277;-0.114372
7.72;0.191412;0.492383;0.607456;-0.252217;-0.139051
7.74;0.185573;0.520758;0.790689;0.665328;-0.113984
7.76;0.166477;0.524233;0.927895;0.684145;-0.188883
7.78;0.152175;0.523752;0.983568;0.594187;-0.125807
7.8;0.14478;0.49089;0.941957;0.435111;-0.105268
7.82;0.12057;0.451196;0.860197;0.363656;-0.0801602
7.84;0.11497;0.406655;0.888349;0.106032;-0.0692124
7.86;0.104993;0.347444;0.87844;0.0144723;-0.0694694
7.88;0.0995707;0.342485;0.839127;0.047976;-0.050889
7.9;0.105217;0.334269;0.756531;-0.00269109;-0.0330388
7.92;0.114667;0.318077;0.692668;-0.0146519;-0.0153875
7.94;0.124831;0.323441;0.75134;-0.0912783;-0.0094078
7.96;0.139901;0.310552;0.43418;-0.130751;-0.0111818
7.98;0.13795;0.269643;-0.152059;-0.104843;0.00905247
8;0.112;0.139256;-0.109411;-0.0704883;0.0339794
8.02;0.103767;0.00567421;-0.244947;0.0441146;0.0738436
8.04;0.108013;-0.0233546;-0.153402;-0.114413;0.0288477
8.06;0.0626477;0.0908494;0.805376;-0.0494922;-0.00212079
8.08;0.0381607;0.187627;0.708575;0.771895;-0.0528413
8.1;0.0201785;0.191057;0.787467;0.376059;0.0134947
8.12;0.034211;0.248592;0.836259;0.249834;0.0285389
8.14;0.0872221;0.305745;0.835922;0.136322;0.0240446
8.16;0.123173;0.343018;0.800852;-0.0231018;0.000861686
8.18;0.131783;0.342944;0.673157;-0.184627;-0.0254341
8.2;0.136241;0.295485;-0.0372093;-0.273474;-0.059987
8.22;0.142065;0.267583;-0.237253;-0.316039;-0.101774
8.24;0.150769;0.223448;-0.243995;-0.361278;-0.134112
8.26;0.138982;0.115885;-0.429929;-0.417953;-0.168715
8.28;0.152554;0.0247313;-0.642162;-0.452628;-0.222281
8.3;0.133583;0.199435;-0.100581;-0.497998;-0.230767
8.32;0.14894;0.254271;-0.15147;-0.421168;-0.230643
8.34;0.223224;0.39264;-0.505089;-0.487015;-0.254864
8.36;0.189549;-0.233605;-0.807913;-0.559746;-0.211928
8.38;0.128027;-0.264892;-0.925212;-0.504312;-0.199679
8.4;0.090036;-0.19491;-0.923227;-0.455404;-0.175723
8.42;0.0847862;-0.0868209;-0.838814;-0.459438;-0.198885
8.44;0.0908083;0.00247526;-0.768341;-0.472291;-0.231688
8.46;0.105946;0.105196;-0.751681;-0.465982;-0.25876
8.48;0.131836;0.0983023;-0.697612;-0.403947;-0.222652
8.5;0.177973;0.192425;-0.584473;-0.346398;-0.202102
8.52;0.233255;0.300293;-0.52039;-0.328447;-0.245096
8.54;0.21873;0.301828;-0.274542;-0.405958;-0.260724
8.56;0.171098;0.293481;-0.0665481;-0.282544;-0.150226
8.58;0.187066;0.344884;-0.00675615;-0.351757;-0.133462
8.6;0.18898;0.442704;0.299496;-0.328399;-0.174105
8.62;0.176045;0.451523;0.646715;0.136097;-0.186852
8.64;0.173274;0.41523;0.812068;1.01426;-0.136142
8.66;0.173333;0.393041;0.710986;1.24804;0.553849
8.68;0.19319;0.373735;0.687159;0.940437;0.213358
8.7;0.203336;0.3387;0.716747;0.874466;0.14155
8.72;0.189927;0.31786;0.743165;0.859017;0.0936137
8.74;0.184542;0.30067;0.662169;0.970695;0.0823217
8.76;0.255049;0.352333;0.517415;1.09811;0.0724054
8.78;0.269636;0.421373;0.588239;1.13513;0.0720743
8.8;0.283879;0.440442;0.782193;1.42621;0.332683
8.82;0.219859;0.325883;0.71461;1.0113;0.115019
8.84;0.100202;0.165049;0.732049;1.24802;0.0627686
8.86;0.0132398;0.299629;0.680704;0.945344;0.0521226
8.88;-0.0724073;0.328147;0.736228;0.806987;0.0117286
8.9;-0.0817004;0.332497;0.70769;0.33182;0.000529946
8.92;-0.00476789;0.265475;0.607039;0.0458234;-0.0343242
8.94;0.0606089;0.245766;0.513133;0.00627248;-0.0668753
8.96;0.0930307;0.361232;0.529197;0.12866;-0.103397
8.98;0.0808999;0.183549;0.450355;0.104034;-0.120137
9;0.0481115;0.162977;0.780359;-0.130498;-0.101481
9.02;0.0839466;0.476154;0.447865;-0.282008;-0.133141
9.04;0.195508;0.329755;-0.382514;-0.379044;-0.162969
9.06;0.241224;0.175105;-0.289226;-0.431137;-0.182078
9.08;0.237868;0.597367;-0.256822;-0.529794;-0.190899
9.1;0.27256;0.564353;-0.175672;-0.54735;-0.183316
9.12;0.290027;0.557562;0.208221;-0.549104;-0.160305
9.14;0.302682;0.559659;0.650329;-0.126581;-0.146976
9.16;0.280397;0.52728;0.955227;0.271007;-0.133136
9.18;0.24034;0.517255;0.953712;0.396168;-0.0869505
9.2;0.221873;0.477157;1.01983;0.321349;0.0349936
9.22;0.212475;0.440664;0.925141;0.297513;0.0237267
9.24;0.202354;0.423183;0.897497;0.0951085;-0.0214173
9.26;0.206427;0.444258;0.848687;0.0660257;-0.0674068
9.28;0.178995;0.441861;0.816931;-0.0957331;-0.107704
9.3;0.124161;0.467207;0.81672;-0.258668;-0.163947
9.32;0.0297855;0.361811;0.902817;-0.333102;-0.200252
9.34;-0.028221;0.166341;0.244771;-0.355696;-0.202642
9.36;0.00738893;0.208387;-0.452527;-0.321352;-0.197459
9.38;-0.0510721;0.0154105;-0.335421;-0.206383;-0.112754
9.4;0.0562715;0.106405;-0.432908;-0.167644;-0.058371
9.42;0.136907;-0.162816;-0.479878;-0.158938;-0.029573
9.44;0.14835;-0.311124;-0.615027;-0.207779;-0.0359442
9.46;0.13098;-0.513591;-0.621332;-0.238646;-0.0727407
9.48;0.0383536;-0.554275;-0.607429;-0.247144;-0.0927108
9.5;-0.120803;-0.553718;-0.642539;-0.230456;-0.0980763
9.52;-0.110321;-0.862065;-0.648836;-0.207398;-0.103389
9.54;-0.0358329;-0.747574;-0.629378;-0.180455;-0.113077
9.56;0.026825;-0.46469;-0.55316;-0.138035;-0.1313
9.58;0.0622714;-0.0950195;-0.571645;-0.101557;-0.168493
9.6;0.10167;0.142253;-0.512957;-0.0976786;-0.150084
9.62;0.188764;0.315662;-0.452149;-0.131498;-0.122823
9.64;0.141017;0.206617;-0.252831;-0.291744;-0.129579
9.66;0.14924;0.143723;-0.483266;-0.318031;-0.169714
9.68;0.148654;0.257653;-0.264739;-0.486493;-0.197369
9.7;0.154788;0.408661;0.569319;-0.447405;-0.207858
9.72;0.15205;0.445381;0.794532;0.528764;-0.172745
9.74;0.124655;0.436403;0.860099;0.44147;-0.084651
9.76;0.120547;0.429992;0.91455;0.204336;-0.122483
9.78;0.116706;0.40195;0.958862;0.0412019;-0.159302
9.8;0.135102;0.36734;0.870022;-0.179834;-0.166199
9.82;0.147917;0.343336;0.836356;-0.352395;-0.164024
9.84;0.140811;0.314734;0.356532;-0.326174;-0.139679
9.86;0.153839;0.252252;0.0740487;-0.361062;-0.138547
9.88;0.110477;0.218481;-0.124278;-0.469648;-0.119146
9.9;0.0575612;0.105335;-0.237223;-0.433167;-0.0839621
9.92;0.0439648;0.0044993;-0.537282;-0.516711;-0.0769593
9.94;0.078374;0.10505;-0.578769;-0.536832;-0.0818472
9.96;0.12868;0.402334;-0.119338;-0.580149;-0.0716786
9.98;0.155608;0.437597;0.575008;-0.288836;-0.062246
10;0.146114;0.433336;0.868976;0.532875;-0.0356847
