Date [s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <01>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <02>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <03>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <04>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
0.7;0.241228;0.236724;0.236177;0.239829;0.239532
0.72;0.229496;0.221445;0.217369;0.223906;0.228921
0.74;0.172052;0.157856;0.153456;0.161608;0.174663
0.76;0.0585811;0.0408901;0.0161854;0.0318493;0.0722605
0.78;-0.0704566;-0.0952252;-0.117165;-0.096534;-0.0608732
0.8;-0.181317;-0.21426;-0.245303;-0.218348;-0.187315
0.82;-0.184844;-0.296031;-0.306631;-0.307365;-0.240532
0.84;-0.148193;-0.205051;-0.192039;-0.175737;-0.171923
0.86;-0.0792645;-0.0646813;-0.0388625;-0.053456;-0.11707
0.88;0.00300153;0.0649361;0.151608;0.100716;-0.0267531
0.9;0.0778805;0.178682;0.283267;0.225328;0.0688041
0.92;0.133598;0.268651;0.371733;0.301215;0.118281
0.94;0.127156;0.279564;0.396165;0.310651;0.122603
0.96;0.103736;0.261885;0.364701;0.289971;0.09011
0.98;0.0585995;0.172098;0.155733;0.176188;0.0296735
1;-0.0100931;0.0447652;-0.0779278;0.0280293;-0.0426148
1.02;-0.0948847;-0.12206;-0.211389;-0.122455;-0.136277
1.04;-0.204196;-0.237321;-0.315117;-0.239107;-0.247118
1.06;-0.307682;-0.334373;-0.402814;-0.34537;-0.357048
1.08;-0.382173;-0.37725;-0.0834987;-0.290631;-0.422355
1.1;-0.37787;0.0456505;0.619195;0.12472;-0.364948
1.12;-0.318984;0.266951;0.877617;0.324359;-0.341298
1.14;-0.390161;0.261105;0.843069;0.287812;-0.425605
1.16;-0.502684;-0.0346925;0.320053;-0.0755759;-0.535804
1.18;-0.584682;-0.253055;0.173646;-0.297234;-0.620676
1.2;-0.604268;-0.390665;0.144615;-0.404799;-0.635905
1.22;-0.555684;-0.348132;0.0956191;-0.343532;-0.584603
1.24;-0.33341;0.0685322;0.872362;0.0869993;-0.419172
1.26;-0.120435;0.389176;1.04014;0.450326;-0.195397
1.28;0.0464227;0.531347;1.02616;0.631262;0.0218743
1.3;0.147628;0.639329;1.00907;0.753436;0.154063
1.32;0.240034;0.669762;0.914128;0.803204;0.250965
1.34;0.261999;0.683404;0.663911;0.703508;0.271797
1.36;0.20478;0.45105;0.34149;0.453561;0.213753
1.38;0.069019;0.242253;0.09964;0.263192;0.0841517
1.4;-0.0822967;0.0743626;-0.0689192;0.103032;-0.0645732
1.42;-0.223525;-0.0794752;-0.207401;-0.0478439;-0.209191
1.44;-0.364541;-0.191907;-0.330856;-0.185296;-0.346697
1.46;-0.49379;-0.306015;-0.427943;-0.264679;-0.481624
1.48;-0.624353;-0.370647;-0.517107;-0.35713;-0.612506
1.5;-0.75472;-0.460752;-0.558856;-0.420105;-0.749459
1.52;-0.88668;-0.541094;-0.594856;-0.519933;-0.872336
1.54;-0.997686;-0.600663;-0.613877;-0.526665;-0.891311
1.56;-0.954503;-0.605702;-0.543923;-0.37121;-0.771407
1.58;-0.908025;-0.372045;-0.129238;-0.207146;-0.644255
1.6;-0.585843;0.294261;0.820146;0.0823835;-0.382095
1.62;-0.308717;0.649707;1.14039;0.504521;-0.0347048
1.64;-0.135416;0.734889;1.1703;0.683536;0.241557
1.66;-0.199817;0.726409;1.08038;0.753117;0.15915
1.68;-0.425708;0.567254;1.04368;0.714135;-0.154345
1.7;-0.593106;0.282292;0.832464;0.430645;-0.357391
1.72;-0.707384;0.122313;0.930814;0.309872;-0.477834
1.74;-0.733287;0.0606586;0.953049;0.285598;-0.531936
1.76;-0.616442;0.0555288;0.942641;0.320244;-0.52597
1.78;-0.386754;0.196393;1.12605;0.556252;-0.437578
1.8;-0.121116;0.428042;1.13937;0.662852;-0.349253
1.82;0.128403;0.637104;1.16537;0.729807;-0.199107
1.84;0.462645;1.02169;1.55613;1.05344;0.0112366
1.86;0.494621;1.11605;1.04409;1.12569;0.212226
1.88;0.164503;0.698767;0.675409;0.821165;0.167708
1.9;-0.149064;0.549908;0.424985;0.534319;0.00447506
1.92;-0.375081;0.382748;0.2718;0.354434;-0.143996
1.94;-0.578373;0.21517;0.15795;0.215518;-0.293788
1.96;-0.83269;0.158147;0.145354;0.167799;-0.450179
1.98;-1.00087;0.0795947;0.266021;0.0849797;-0.619801
2;-0.986214;0.0149613;0.300839;0.00712826;-0.793462
2.02;-0.983683;-0.0772989;0.265104;-0.119049;-0.953671
2.04;-0.807746;-0.0877551;0.464012;-0.242403;-0.871122
2.06;-0.213788;0.36048;1.13339;0.376751;-0.582089
2.08;0.299892;0.781492;1.54225;0.961499;0.0892186
2.1;0.159229;0.847878;0.972591;0.820957;0.442127
2.12;-0.115161;0.626175;1.024;0.855759;0.407522
2.14;-0.343786;0.562867;0.896046;0.779177;0.282081
2.16;-0.525588;0.423224;0.629425;0.618651;0.173131
2.18;-0.697127;0.222452;0.35483;0.33284;0.0108868
2.2;-0.800618;0.0268519;0.203679;0.162619;-0.142729
2.22;-0.725304;-0.112341;0.108441;0.0455452;-0.29733
2.24;-0.625007;-0.141509;0.0629066;-0.0301694;-0.457053
2.26;-0.567358;-0.0733923;0.56882;-0.000489831;-0.585785
2.28;-0.58133;0.149796;1.22108;1.07136;-0.463036
2.3;-0.576091;0.469404;1.50607;0.514038;-0.347215
2.32;-0.661082;0.583048;1.26988;0.342917;-0.355854
2.34;-0.83853;0.219532;1.08256;0.183402;-0.337406
2.36;-0.962402;-0.0796459;1.03788;0.0192109;-0.302672
2.38;-0.880632;-0.151534;1.08224;0.00802057;-0.293656
2.4;-0.514241;0.292623;1.81059;0.238023;-0.270825
2.42;-0.17013;0.860242;1.7192;0.353708;-0.20031
2.44;0.231703;1.5018;1.80929;0.64509;0.0475437
2.46;0.409336;1.60652;1.19049;0.708803;0.116078
2.48;0.223838;1.081;0.751454;0.526187;0.0268818
2.5;-0.0414246;0.716632;0.579516;0.340559;-0.127412
2.52;-0.297829;0.529724;0.413735;0.165599;-0.392976
2.54;-0.536378;0.427006;0.309316;-0.0671924;-0.720977
2.56;-0.804605;0.326471;0.186154;-0.285364;-1.15444
2.58;-1.03192;0.269637;0.0931881;-0.427257;-1.65032
2.6;-1.37941;0.272422;0.0640923;-0.526681;-1.89616
2.62;-1.49169;0.298425;0.0111491;-0.552402;-1.79573
2.64;-1.41556;0.403999;0.0268297;-0.408269;-1.53811
2.66;-0.587402;1.19423;0.688498;0.42715;-0.934864
2.68;1.25251;1.52087;1.08786;0.709097;-0.181625
2.7;0.647737;0.995854;1.15678;0.923073;0.368755
2.72;0.371036;0.569628;0.812524;0.821266;0.389089
2.74;0.193813;0.447731;0.619507;0.534657;0.140755
2.76;0.0604649;0.345906;0.538578;0.309124;-0.062782
2.78;-0.0398416;0.259361;0.442079;0.108182;-0.224709
2.8;-0.154413;0.186634;0.255137;-0.0709324;-0.336843
2.82;-0.255344;0.128104;0.0482608;-0.226278;-0.488874
2.84;-0.373194;0.240682;-0.141101;-0.279502;-0.619821
2.86;-0.493913;0.493598;-0.170104;-0.307381;-0.662938
2.88;-0.37768;0.780902;-0.149594;-0.287612;-0.734258
2.9;-0.425763;0.604135;-0.0354712;-0.286729;-0.867516
2.92;-0.537481;0.2654;0.0813662;-0.264547;-1.00356
2.94;-0.595093;0.130029;0.167516;-0.279084;-1.19743
2.96;-0.625149;-0.00423199;0.32831;-0.323008;-1.30471
2.98;-0.599545;-0.0887156;0.634412;-0.0174125;-1.30471
3;-0.498917;-0.105641;0.942671;1.11565;-1.05962
3.02;-0.321052;0.0209494;1.07062;1.26731;-0.595015
3.04;-0.248256;0.181232;1.40699;1.39095;-0.396997
3.06;-0.335131;0.309019;1.33522;1.20688;-0.397411
3.08;-0.559713;0.202027;1.15564;0.932133;-0.438
3.1;-0.725658;-0.0384587;0.966268;0.6585;-0.5011
3.12;-0.887091;-0.174235;0.99943;0.701078;-0.435012
3.14;-0.800581;0.0768816;1.40227;1.25841;-0.315053
3.16;-0.728332;0.385265;0.92667;0.824239;-0.254815
3.18;-0.767048;0.317685;0.802722;0.563247;-0.389838
3.2;-0.950685;0.239652;1.01106;0.350416;-0.474965
3.22;-1.09479;0.222179;1.07221;0.434318;-0.49284
3.24;-1.00733;0.351651;1.40384;0.915134;-0.388776
3.26;-0.946921;0.575121;1.26898;1.06903;-0.386675
3.28;-0.933679;0.601419;1.20166;0.839144;-0.432192
3.3;-0.87108;0.60478;1.23674;0.736283;-0.40967
3.32;-0.7462;0.732206;1.16606;0.667478;-0.478593
3.34;-0.803198;0.769104;0.887766;0.596637;-0.630682
3.36;-0.772948;0.675252;0.698663;0.469624;-0.806413
3.38;-0.746301;0.502457;0.60771;0.292621;-0.952254
3.4;-0.651632;0.314941;0.488005;0.124212;-1.1204
3.42;-0.558665;0.205337;0.404816;0.13171;-1.26796
3.44;-0.559482;0.225681;0.482548;-0.045286;-1.32177
3.46;-0.611827;0.582947;0.760844;0.700708;-1.24598
3.48;-0.503121;0.843086;0.948131;1.02276;-1.09319
3.5;-0.510333;0.853845;0.844694;0.83668;-0.898885
3.52;-0.574307;0.505717;0.530012;0.462846;-0.969069
3.54;-0.713352;0.402646;0.504674;0.263847;-1.08559
3.56;-0.734264;0.391253;0.53653;0.0422974;-1.19446
3.58;-0.725553;0.41811;0.549749;0.01159;-1.1435
3.6;-0.721545;0.502604;0.702934;0.07078;-1.05389
3.62;-0.741172;0.678293;0.822304;0.436854;-0.93421
3.64;-0.778097;0.90348;0.904609;0.586299;-0.885788
3.66;-0.844264;1.04991;0.99453;0.498388;-0.904744
3.68;-0.882182;1.00841;0.983555;0.547562;-0.925821
3.7;-1.10127;0.890373;0.906933;0.507886;-0.928279
3.72;-1.22993;0.749872;0.896312;0.419339;-0.885275
3.74;-1.24597;0.585042;0.925651;0.318867;-0.734037
3.76;-1.24718;0.440216;0.869221;0.291563;-0.514353
3.78;-1.19063;0.751085;1.24267;0.730305;-0.274263
3.8;-1.09617;0.833318;1.44734;1.07758;0.0157224
3.82;-0.984583;0.629165;0.944681;1.19252;0.163611
3.84;-0.875309;0.548385;0.842213;1.12701;-0.0513089
3.86;-0.867742;0.498068;0.84369;1.00146;-0.353724
3.88;-0.862348;0.3065;0.856656;0.919306;-0.598361
3.9;-0.832373;0.285701;1.03998;0.820513;-0.559382
3.92;-0.898814;0.800774;1.37402;0.895051;-0.532222
3.94;-0.937208;1.02038;1.21452;0.916882;-0.445645
3.96;-0.964239;1.0069;0.785671;0.839617;-0.46954
3.98;-0.996775;0.746534;0.535627;0.623906;-0.635721
4;-0.885099;0.431609;0.434694;0.467548;-0.798394
4.02;-0.893815;0.224472;0.406572;0.340552;-0.928063
4.04;-0.913305;0.139784;0.426502;0.144704;-1.01997
4.06;-0.874979;0.189915;0.442592;0.0726886;-1.01414
4.08;-0.762654;0.324696;0.581254;0.441687;-0.959669
4.1;-0.711718;0.406726;0.658784;0.889372;-0.865728
4.12;-0.583402;0.384811;0.506568;0.898252;-0.742876
4.14;-0.556518;0.190382;0.28609;0.444752;-0.696294
4.16;-0.673068;0.0741935;0.463558;0.251558;-0.711391
4.18;-0.809754;0.185322;0.817192;0.259046;-0.74702
4.2;-1.00184;0.241492;1.01432;0.334267;-0.696843
4.22;-1.12759;0.0518406;0.993166;0.268005;-0.4978
4.24;-1.18951;-0.231559;0.946039;0.282605;-0.465562
4.26;-1.0267;-0.488501;0.830112;0.373258;-0.484197
4.28;-0.837211;-0.57446;1.21812;0.693739;-0.417195
4.3;-0.676464;-0.465929;1.29938;0.872442;-0.386738
4.32;-0.51073;-0.143419;1.53538;1.33984;-0.271575
4.34;-0.489527;0.116113;1.33734;1.17359;-0.207505
4.36;-0.599735;0.154617;1.366;0.971419;-0.231314
4.38;-0.654435;0.143259;1.14173;0.862794;-0.310961
4.4;-0.704994;0.134583;1.17444;0.764575;-0.384778
4.42;-0.698236;0.156436;1.01063;0.523231;-0.477861
4.44;-0.584311;0.148111;0.961636;0.458557;-0.582663
4.46;-0.486251;0.184687;1.11866;0.52167;-0.630618
4.48;-0.334638;0.590073;1.48956;0.991943;-0.552383
4.5;-0.0778741;1.09448;1.64787;0.932567;-0.458074
4.52;0.0836563;1.24584;1.17208;0.713884;-0.422045
4.54;0.0333308;1.13388;1.00066;0.508336;-0.493341
4.56;0.0625505;1.15674;1.08153;0.360414;-0.580606
4.58;0.0517166;0.857177;0.846808;0.259018;-0.590866
4.6;0.013118;0.583646;0.876051;0.13719;-0.657078
4.62;-0.102461;0.545494;0.743567;0.0226834;-0.702962
4.64;-0.214599;0.486379;0.626465;-0.0894818;-0.784616
4.66;-0.236991;0.472442;0.460626;-0.100889;-0.791858
4.68;-0.216267;0.523777;0.546518;0.154148;-0.783886
4.7;0.100977;0.791166;0.858115;0.634092;-0.720644
4.72;0.391459;0.870885;1.2072;0.980881;-0.728185
4.74;0.57226;0.79393;0.766584;1.02782;-0.731039
4.76;0.529983;0.646082;0.607059;0.591157;-0.813635
4.78;0.160031;0.424635;0.534053;0.421163;-0.942551
4.8;-0.0603758;0.232435;0.410066;0.151544;-0.907904
4.82;-0.179824;0.0747723;0.421577;0.0881474;-0.943841
4.84;-0.263501;0.258305;0.559964;0.395604;-1.0322
4.86;-0.246257;0.638053;0.782404;0.130433;-1.02522
4.88;-0.18899;0.66535;1.0243;-0.12667;-1.01127
4.9;-0.0671861;0.808942;1.00715;-0.265767;-0.879776
4.92;-0.135128;0.759943;1.01717;-0.304026;-0.765987
4.94;-0.0945627;0.634225;1.55652;0.160493;-0.56369
4.96;-0.0104236;0.486389;1.89085;0.789415;-0.223897
4.98;0.0300352;0.403133;1.74852;1.19447;0.052785
5;0.0324088;0.263901;1.1558;1.12024;0.137169
5.02;0.0218757;0.169096;0.92085;0.845983;0.0880962
5.04;-0.0220285;0.103033;0.596628;0.674811;-0.0133059
5.06;-0.0827258;0.0436962;0.562568;0.761966;-0.108799
5.08;-0.135811;-0.0134555;0.373242;0.798831;-0.128178
5.1;-0.223879;-0.0877175;0.117135;0.527726;-0.0926391
5.12;-0.334094;-0.189698;0.0127902;0.366547;-0.106558
5.14;-0.430549;-0.295588;0.00638193;0.229754;-0.138403
5.16;-0.514978;-0.384591;0.000701778;0.244905;-0.151641
5.18;-0.541023;-0.45427;-0.0608669;0.395056;-0.0465734
5.2;-0.513832;-0.461546;-0.121667;0.529572;0.00829475
5.22;-0.341594;-0.35873;-0.123242;0.913403;0.0839428
5.24;0.0193685;-0.00979483;0.210091;1.79789;0.689225
5.26;0.327666;0.421353;0.575245;1.38361;0.755045
5.28;0.493718;0.719321;0.742445;0.933199;0.570101
5.3;0.373694;0.726446;0.89633;1.12757;0.5641
5.32;0.161663;0.548905;0.671286;0.667535;0.423024
5.34;0.0256403;0.291083;0.342657;0.44631;0.247495
5.36;-0.0938201;0.111741;0.140219;0.207597;0.0928936
5.38;-0.174766;0.00810209;-0.00133036;0.0792925;-0.0400021
5.4;-0.255306;-0.116442;-0.0859496;-0.0193677;-0.152222
5.42;-0.372855;-0.210151;-0.153326;-0.0890249;-0.278657
5.44;-0.505212;-0.293617;-0.157985;-0.130081;-0.411394
5.46;-0.657824;-0.369;-0.193399;-0.177771;-0.524215
5.48;-0.844483;-0.475759;-0.184724;-0.163689;-0.607912
5.5;-1.04423;-0.603952;-0.14807;-0.171999;-0.749283
5.52;-1.05279;-0.743945;-0.04666;-0.187671;-0.854808
5.54;-0.776453;-0.736241;0.535104;0.373067;-0.884936
5.56;-0.514196;-0.625078;0.859956;0.612647;-0.8893
5.58;-0.202816;0.147606;1.21206;1.45114;-0.808967
5.6;-0.429004;0.62616;1.44751;1.49092;-0.703546
5.62;-0.487286;0.368504;1.37953;0.923422;-0.65801
5.64;-0.398946;0.273487;1.16645;0.619442;-0.496408
5.66;-0.251409;0.210876;1.12027;0.341919;-0.441967
5.68;-0.182056;0.255239;1.05163;0.194589;-0.443312
5.7;-0.209243;0.236693;0.935366;0.0509414;-0.496114
5.72;-0.320239;0.249906;0.939749;0.0166577;-0.549525
5.74;-0.446775;0.317363;0.985847;-0.0104858;-0.616906
5.76;-0.621919;0.269027;0.977031;-0.115167;-0.658258
5.78;-0.828084;0.0695558;0.928173;-0.178523;-0.603439
5.8;-0.864847;0.187493;1.29167;-0.0511506;-0.349445
5.82;-0.648049;0.373783;1.77077;0.575037;0.0807633
5.84;-0.504329;0.257561;1.38208;1.07462;0.51207
5.86;-0.519628;0.0536751;0.929906;1.13717;0.618262
5.88;-0.654771;-0.079069;0.570759;0.90431;0.462393
5.9;-0.837185;-0.188842;0.335495;0.567196;0.196972
5.92;-1.0744;-0.273351;0.232426;0.630846;-0.0884404
5.94;-1.26646;-0.314941;0.177747;0.730562;-0.280561
5.96;-1.33491;-0.293536;0.212706;0.955803;-0.263074
5.98;-1.3014;-0.301211;0.0572914;0.664298;-0.00996582
6;-1.19175;-0.283438;-0.140157;0.47466;-0.226905
6.02;-1.23656;-0.249712;-0.161778;0.42204;-0.128727
6.04;-1.11043;-0.173009;-0.035359;0.489141;0.273167
6.06;-0.940724;-0.0130181;0.203488;0.555625;0.525431
6.08;-0.795184;0.082549;0.314367;0.596765;0.541236
6.1;-0.740503;0.0587723;0.307371;0.532609;0.301835
6.12;-0.770337;0.00383507;0.272024;0.416686;0.121913
6.14;-0.820615;-0.132826;0.226648;0.264564;-0.0641303
6.16;-0.908803;-0.31886;0.151272;0.145194;-0.231573
6.18;-1.03346;-0.505509;0.339324;0.0591997;-0.378131
6.2;-1.19381;-0.611986;0.773961;0.0261184;-0.494176
6.22;-1.23116;-0.400769;0.777797;0.0563393;-0.598958
6.24;-1.21657;-0.181653;0.50072;0.187328;-0.658573
6.26;-1.21794;-0.222484;0.355561;0.296535;-0.652252
6.28;-1.13239;-0.12264;0.410173;0.233966;-0.591499
6.3;-1.06861;0.192603;0.632606;0.297794;-0.522811
6.32;-1.0027;1.34379;0.859744;0.219616;-0.446516
6.34;-0.911002;1.21171;1.08973;0.239216;-0.392421
6.36;-0.973968;1.08393;1.3446;0.264789;-0.303888
6.38;-0.976145;0.952807;1.36388;0.274531;-0.228917
6.4;-0.752801;1.02482;1.29373;0.286189;-0.16184
6.42;-0.405757;1.04818;1.12795;0.281567;-0.133579
6.44;-0.0519754;1.18604;0.979415;0.270062;-0.151501
6.46;0.311731;1.13015;0.740193;0.211169;-0.200371
6.48;0.415096;0.888503;0.581162;0.127077;-0.301545
6.5;0.360829;0.684747;0.451143;0.0562155;-0.388573
6.52;0.253088;0.477542;0.424918;-0.0259895;-0.506874
6.54;0.113414;0.291469;0.440147;-0.112029;-0.643305
6.56;-0.10115;0.153363;0.369423;-0.193138;-0.77107
6.58;-0.33555;0.0943401;0.356017;-0.22627;-0.746979
6.6;-0.251699;0.282198;0.329454;-0.176033;-0.607652
6.62;0.152224;0.523968;0.360017;0.026898;-0.458798
6.64;0.678208;1.11774;0.959737;0.414768;-0.114518
6.66;0.390997;0.919728;1.21399;0.951091;0.378966
6.68;0.370107;0.579786;0.855886;0.955821;0.364641
6.7;0.282065;0.380031;0.538237;0.6384;0.132365
6.72;0.139537;0.26891;0.357466;0.382536;-0.0817368
6.74;0.00814173;0.124845;0.275578;0.295258;-0.315182
6.76;-0.115194;0.0505149;0.216692;0.219172;-0.563511
6.78;-0.254702;-0.0305488;0.146757;0.054227;-0.833975
6.8;-0.392223;-0.0760438;0.177351;-0.123377;-1.15635
6.82;-0.486855;-0.135245;0.185153;-0.0964726;-1.40396
6.84;-0.580742;-0.223381;0.087438;0.142726;-1.44575
6.86;-0.594319;-0.260651;0.0340074;0.200294;-1.42544
6.88;-0.558582;-0.203619;0.135076;0.276356;-1.35523
6.9;-0.486422;0.151395;0.581404;0.70307;-1.1284
6.92;-0.4483;0.549809;0.872561;1.15435;-0.379931
6.94;-0.395561;0.41083;0.780245;0.754869;-0.0757174
6.96;-0.341159;0.177989;0.625814;0.46317;-0.167311
6.98;-0.48754;-0.0441389;0.634496;0.263676;-0.219433
7;-0.688166;-0.167237;0.731166;0.359146;-0.297654
7.02;-0.865172;-0.281334;0.866792;0.480258;-0.333545
7.04;-0.917639;-0.313157;0.967779;0.787196;-0.323691
7.06;-0.812716;-0.23047;0.968221;0.954156;-0.258299
7.08;-0.683764;-0.0642788;1.03592;1.28326;-0.105788
7.1;-0.528296;0.180825;1.20382;1.34995;-0.0335975
7.12;-0.455082;0.345265;1.22666;1.10328;-0.0530568
7.14;-0.44729;0.343372;1.17601;0.910923;-0.126134
7.16;-0.483105;0.352321;1.07718;0.82487;-0.305704
7.18;-0.45587;0.371723;1.07678;0.83152;-0.510903
7.2;-0.397172;0.425737;1.0218;0.692702;-0.754633
7.22;-0.434297;0.444245;0.801238;0.522282;-0.854706
7.24;-0.584863;0.486026;0.82192;0.489596;-0.854257
7.26;-0.416244;0.534094;0.866916;0.615481;-0.866128
7.28;-0.309339;0.572668;0.846236;0.603835;-0.862134
7.3;-0.331655;0.732403;0.928474;0.642398;-0.801724
7.32;-0.0945934;0.949101;1.04718;0.542948;-0.885998
7.34;0.058267;0.980815;1.0706;0.339717;-0.937646
7.36;0.209673;1.01024;1.07299;0.0951504;-0.86358
7.38;0.125329;0.747642;0.950022;0.0140128;-0.659018
7.4;-0.0304469;0.609706;0.720527;0.0468717;-0.511148
7.42;-0.128811;0.749807;0.838479;0.255137;-0.280221
7.44;-0.0229235;0.968314;1.14458;0.534864;-0.011634
7.46;0.409203;0.864005;1.2104;0.779455;0.09171
7.48;0.182463;0.717757;0.83598;0.771032;0.0953578
7.5;0.0472344;0.491485;0.617395;0.653694;-0.0831104
7.52;-0.0629027;0.350276;0.527587;0.518558;-0.344243
7.54;-0.179369;0.300128;0.484943;0.367881;-0.629298
7.56;-0.298469;0.218218;0.428074;0.157439;-0.944049
7.58;-0.438325;0.185601;0.474171;-0.0331559;-1.05454
7.6;-0.579098;0.145107;0.459871;-0.132744;-0.982426
7.62;-0.675873;0.216156;0.914013;0.2062;-0.989641
7.64;-0.691379;0.582035;1.1993;0.620652;-0.874258
7.66;-0.686001;0.197829;1.02088;0.916245;-0.800927
7.68;-0.613824;-0.029371;0.887447;0.702906;-0.845563
7.7;-0.505421;-0.107897;0.8717;0.966873;-0.836854
7.72;-0.345146;-0.102045;0.948567;1.494;-0.552628
7.74;-0.15896;0.0208579;0.955483;1.84258;-0.0933918
7.76;-0.0192759;0.182956;0.865919;1.62418;-0.150864
7.78;0.0570133;0.344025;0.998091;1.53186;-0.084001
7.8;0.0816373;0.449469;0.98476;1.18796;-0.0473966
7.82;0.0717076;0.485394;0.913951;0.880648;-0.0741345
7.84;0.0282829;0.417317;0.616775;0.669718;-0.175048
7.86;-0.033971;0.286042;0.414573;0.523083;-0.2793
7.88;-0.117866;0.139307;0.342921;0.391254;-0.422685
7.9;-0.237898;0.067433;0.187825;0.240738;-0.537951
7.92;-0.35691;-0.0636873;0.143479;0.0933554;-0.658694
7.94;-0.468952;-0.152919;0.203521;0.135393;-0.730447
7.96;-0.571481;-0.192435;0.2833;0.184276;-0.746398
7.98;-0.629818;-0.204636;0.504148;0.278596;-0.695904
8;-0.63176;-0.213848;0.696039;0.400011;-0.580703
8.02;-0.530154;-0.169215;0.706895;0.516941;-0.45499
8.04;-0.40906;-0.0534146;0.397229;0.438714;-0.619144
8.06;-0.238213;0.144493;0.930891;0.536095;-0.693066
8.08;-0.138005;0.330295;1.41268;1.12072;-0.513476
8.1;-0.0400425;0.60088;1.14954;0.618924;-0.325701
8.12;-0.0333459;0.542166;0.9924;0.358493;-0.288838
8.14;-0.183845;0.435044;0.832556;0.200199;-0.271125
8.16;-0.345286;0.301957;0.67017;0.118162;-0.299871
8.18;-0.496298;0.187906;0.662027;0.147053;-0.371607
8.2;-0.621783;0.0985703;0.780667;0.0426533;-0.460038
8.22;-0.717111;0.0819107;0.698008;-0.17512;-0.530137
8.24;-0.78227;0.166627;0.725557;-0.288664;-0.598674
8.26;-0.772064;0.385297;0.930116;-0.366465;-0.639402
8.28;-0.665373;0.548514;1.00474;-0.354957;-0.572591
8.3;-0.333889;1.09252;1.51918;-0.0803844;-0.277749
8.32;0.0831086;1.31513;1.13751;0.333817;-0.0106092
8.34;-0.0680487;1.15983;1.01891;0.52196;0.011314
8.36;-0.0556332;1.19248;1.16799;0.608648;-0.0578323
8.38;0.0325645;0.816586;1.0431;0.596883;-0.104617
