date [s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
8.08,0.070381,0.3297,0.730963,0.723551,-0.173095
8.09,0.0374644,0.301067,0.762497,0.659169,-0.194547
8.1,0.00530547,0.254442,0.73873,0.565473,-0.212132
8.11,-0.0368088,0.201183,0.647197,0.498372,-0.211684
8.12,-0.0815932,0.15038,0.559786,0.461886,-0.210313
8.13,-0.125269,0.106564,0.464552,0.40849,-0.209037
8.14,-0.168579,0.024775,0.429779,0.358754,-0.211402
8.15,-0.214923,-0.020381,0.349829,0.322816,-0.249645
8.16,-0.266323,-0.0828396,0.286988,0.261291,-0.294778
8.17,-0.302507,-0.139854,0.225859,0.207718,-0.340268
8.18,-0.336782,-0.159228,0.192303,0.139129,-0.388343
8.19,-0.368235,-0.224638,0.16484,0.0948984,-0.421629
8.2,-0.400692,-0.254144,0.132927,0.0209048,-0.46475
8.21,-0.428964,-0.284936,0.129146,-0.0235901,-0.489272
8.22,-0.45584,-0.319174,0.108342,-0.0783211,-0.563949
8.23,-0.488179,-0.353367,0.089959,-0.117447,-0.59524
8.24,-0.509129,-0.370256,0.0846483,-0.159147,-0.679243
8.25,-0.460976,-0.259015,0.0954464,-0.168174,-0.752668
8.26,-0.386061,-0.0928033,0.0927848,-0.152323,-0.774861
8.27,-0.291825,0.0967738,0.264231,-0.130698,-0.778125
8.28,-0.217831,0.22696,0.444512,-0.0726504,-0.704439
8.29,-0.154199,0.266909,0.657862,0.135664,-0.482949
8.3,-0.133942,0.255441,0.73932,0.472733,-0.153743
8.31,-0.135978,0.203851,0.715346,0.753132,0.0938959
8.32,-0.122939,0.181843,0.731383,0.92129,0.330545
8.33,-0.119496,0.156024,0.736492,0.978034,0.493567
8.34,-0.100705,0.141739,0.65292,0.809714,0.377863
8.35,-0.0823328,0.124408,0.523818,0.463963,0.176179
8.36,-0.0736379,0.110167,0.329818,0.2902,0.0468425
8.37,-0.0784328,0.0653498,0.267575,0.197096,-0.0675553
8.38,-0.109838,0.0111934,0.226089,0.126236,-0.164633
8.39,-0.15509,-0.0515785,0.147278,0.0883337,-0.256171
8.4,-0.208659,-0.116204,0.135078,0.03155,-0.341625
8.41,-0.269514,-0.187509,0.0285753,-0.0296131,-0.422264
8.42,-0.328346,-0.252988,0.00948788,-0.0670897,-0.498795
8.43,-0.38329,-0.311975,-0.0166054,-0.114222,-0.585039
8.44,-0.436641,-0.363569,-0.055569,-0.152336,-0.653841
8.45,-0.489088,-0.413693,-0.093663,-0.183014,-0.711744
8.46,-0.51756,-0.475297,-0.185792,-0.223692,-0.767065
8.47,-0.532978,-0.526352,-0.205392,-0.24887,-0.823847
8.48,-0.552652,-0.557773,-0.180751,-0.262731,-0.85517
8.49,-0.568522,-0.5704,-0.097251,-0.311275,-0.88021
8.5,-0.590236,-0.567966,0.629167,-0.264077,-0.896169
8.51,-0.613628,-0.520979,0.775278,0.0618806,-0.912095
8.52,-0.643667,-0.506471,0.95656,0.403639,-0.915053
8.53,-0.651253,-0.535843,1.0555,0.463966,-0.913499
8.54,-0.641262,-0.53392,1.09986,0.384514,-0.916691
8.55,-0.627702,-0.532444,0.875029,0.140642,-0.878091
8.56,-0.569452,-0.501812,0.821053,0.00822293,-0.806847
8.57,-0.504542,-0.428416,0.765125,0.0527745,-0.643284
8.58,-0.365126,-0.219977,1.08841,0.0724964,-0.493192
8.59,-0.221134,0.12579,1.25986,0.0971164,-0.353903
8.6,-0.0184373,0.601567,1.15237,0.109573,-0.224958
8.61,0.210497,1.036,1.05324,0.157729,-0.108849
8.62,0.35275,1.23848,0.962546,0.228743,-0.00204436
8.63,0.473749,1.2297,0.843467,0.304887,0.0835733
8.64,0.464206,1.06342,0.723531,0.368844,0.167629
8.65,0.435296,0.904154,0.625146,0.420438,0.229577
8.66,0.373141,0.782105,0.529633,0.440744,0.257293
8.67,0.281075,0.623039,0.457332,0.424727,0.254182
8.68,0.190845,0.522882,0.384882,0.37722,0.22984
8.69,0.113734,0.370145,0.322232,0.2912,0.185093
8.7,0.0238618,0.226929,0.266313,0.200203,0.125915
8.71,-0.0376216,0.125268,0.203249,0.108776,0.0567802
8.72,-0.0900082,0.0827534,0.14875,0.0329136,-0.0134394
8.73,-0.156194,0.0265991,0.06293,-0.0453956,-0.0825542
8.74,-0.189078,-0.0365502,-0.0308491,-0.120573,-0.151391
8.75,-0.23551,-0.0941682,-0.100752,-0.19194,-0.219246
8.76,-0.22518,-0.171937,-0.167914,-0.25679,-0.281244
8.77,-0.278671,-0.258188,-0.231467,-0.324252,-0.342373
8.78,-0.318276,-0.296358,-0.298144,-0.383435,-0.401918
8.79,-0.352941,-0.333283,-0.371867,-0.453708,-0.464923
8.8,-0.358588,-0.408567,-0.419746,-0.51153,-0.522012
8.81,-0.363412,-0.412009,-0.483547,-0.578954,-0.578488
8.82,-0.311562,-0.416159,-0.495913,-0.637723,-0.6352
8.83,-0.293532,-0.467468,-0.550362,-0.693221,-0.688148
8.84,-0.291374,-0.533328,-0.563633,-0.744301,-0.734114
8.85,-0.31656,-0.553458,-0.612648,-0.775928,-0.786818
8.86,-0.333955,-0.60516,-0.622716,-0.805336,-0.835185
8.87,-0.352146,-0.560609,-0.619575,-0.826824,-0.883901
8.88,-0.378525,-0.199985,-0.656322,-0.864969,-0.933018
8.89,-0.427923,0.015318,-0.647431,-0.882859,-0.97837
8.9,-0.447622,0.241657,-0.679083,-0.908722,-1.01871
8.91,-0.492733,0.318937,-0.388924,-0.919224,-1.0577
8.92,-0.542446,0.450316,-0.0370049,-0.956715,-1.08049
8.93,-0.584318,0.505376,0.202508,-0.902228,-1.05478
8.94,-0.6247,0.543678,0.388273,-0.878774,-0.969089
8.95,-0.698791,0.576905,0.485115,-0.597631,-0.856252
8.96,-0.761777,0.627956,0.50344,-0.0579195,-0.789171
8.97,-0.832545,0.562416,0.54134,0.187313,-0.732702
8.98,-0.883966,0.460228,0.620775,0.309738,-0.702133
8.99,-0.910771,0.587381,0.748111,0.314592,-0.716824
9,-0.91706,0.757249,0.920738,0.335542,-0.6617
9.01,-0.856303,0.710567,0.981167,0.31988,-0.612156
9.02,-0.793309,0.512744,0.885033,0.302991,-0.577631
9.03,-0.704979,0.36255,0.806477,0.193376,-0.557615
9.04,-0.583647,0.323834,0.956944,0.0865658,-0.502916
9.05,-0.387991,0.547959,1.32512,0.16064,-0.436507
9.06,-0.17591,0.775398,1.59991,0.302473,-0.309941
9.07,-0.0135373,0.899592,1.67807,0.488873,-0.187841
9.08,0.133372,0.950292,1.62069,0.585171,-0.0961058
9.09,0.252506,1.03136,1.48472,0.587333,0.00476029
9.1,0.330162,1.02768,1.32899,0.589864,0.0672874
9.11,0.358588,1.00296,1.18142,0.606303,0.101002
9.12,0.35535,0.993519,1.04965,0.605739,0.134637
9.13,0.33835,0.96508,0.91593,0.626172,0.162289
9.14,0.305425,0.850984,0.736861,0.633824,0.176219
9.15,0.256116,0.675869,0.612353,0.584096,0.16092
9.16,0.193026,0.615751,0.445487,0.511932,0.127859
9.17,0.134401,0.46202,0.333338,0.447939,0.0861222
9.18,0.0766711,0.317745,0.231993,0.37983,0.0449386
9.19,0.0118477,0.159047,0.166521,0.286917,0.0016754
9.2,-0.0348808,0.133368,0.0925781,0.230571,-0.0490585
9.21,-0.0781111,0.0895555,0.00702371,0.169553,-0.0936998
9.22,-0.118897,0.0446814,-0.0104492,0.107672,-0.149185
9.23,-0.147743,-0.0162027,-0.0609436,0.054082,-0.203312
9.24,-0.187642,-0.032505,-0.0957592,-0.00804727,-0.260149
9.25,-0.197771,-0.0486691,-0.135701,-0.033512,-0.295631
9.26,-0.214864,-0.0456586,-0.150463,-0.0529354,-0.344404
9.27,-0.220083,-0.0172721,-0.170162,-0.0703596,-0.412254
9.28,-0.232543,-0.0179684,-0.122132,-0.0993665,-0.474293
9.29,-0.255379,0.00172554,-0.0808628,-0.14271,-0.568151
9.3,-0.273454,0.0177903,-0.0589257,-0.187605,-0.678454
9.31,-0.330227,-0.000291536,-0.023601,-0.203864,-0.790552
9.32,-0.383468,-0.0108297,0.026132,-0.206198,-0.757657
9.33,-0.431165,0.0519295,0.624901,-0.120933,-0.696815
9.34,-0.393777,0.227576,0.963643,0.0536415,-0.609957
9.35,-0.254864,0.435198,1.08362,0.230114,-0.557323
9.36,-0.0527188,0.591689,1.12554,0.371221,-0.53256
9.37,0.0801336,0.699019,1.23981,0.486941,-0.477683
9.38,0.146101,0.749136,1.38789,0.601147,-0.337631
9.39,0.203424,0.814054,1.36058,0.696161,-0.307912
9.4,0.274949,0.888074,1.35404,0.780412,-0.241104
9.41,0.276147,0.946319,1.25438,0.754639,-0.255961
9.42,0.251086,0.821612,1.02036,0.716659,-0.197616
9.43,0.196384,0.665086,0.853328,0.602508,-0.178643
9.44,0.107163,0.509621,0.733576,0.49764,-0.202659
9.45,0.0294217,0.388428,0.660919,0.39256,-0.269035
9.46,-0.0476583,0.267181,0.617877,0.313925,-0.357029
9.47,-0.136456,0.186743,0.54782,0.19912,-0.434376
9.48,-0.222246,0.123805,0.458916,0.0864178,-0.502599
9.49,-0.301264,0.0583869,0.42792,0.00878119,-0.546857
9.5,-0.3823,-0.00749893,0.380545,-0.0686287,-0.576885
9.51,-0.458203,-0.0723242,0.277667,-0.161847,-0.598035
9.52,-0.536969,-0.132819,0.245799,-0.239309,-0.631533
9.53,-0.617276,-0.173637,0.135047,-0.283942,-0.668815
9.54,-0.697506,-0.210395,0.0849839,-0.326345,-0.722782
9.55,-0.776581,-0.254221,-0.0779661,-0.373051,-0.768502
9.56,-0.840656,-0.274991,-0.0206763,-0.36524,-0.781588
9.57,-0.893384,-0.258641,0.105505,-0.263853,-0.786906
9.58,-0.917967,-0.214651,0.271914,0.302376,-0.779967
9.59,-0.914222,-0.153452,0.487598,0.741913,-0.751943
9.6,-0.931872,0.00282388,0.647945,1.10184,-0.704776
9.61,-0.826642,0.156432,0.682227,1.24463,-0.656751
9.62,-0.699733,0.219267,0.561404,1.22384,-0.594396
9.63,-0.527591,0.22142,0.459352,0.691052,-0.579847
9.64,-0.463544,0.167492,0.393234,0.434794,-0.58114
9.65,-0.455603,0.0703152,0.358366,0.246936,-0.602262
9.66,-0.477798,-0.0179359,0.326494,0.15425,-0.613928
9.67,-0.461584,-0.0685357,0.369462,-0.045191,-0.615256
9.68,-0.423151,-0.0514168,0.596075,-0.0530509,-0.602992
9.69,-0.333694,0.0308284,0.934787,0.650878,-0.492642
9.7,-0.233672,0.131387,1.04168,1.19448,-0.338
9.71,-0.0915446,0.248966,1.13517,1.41317,-0.142383
9.72,0.0282104,0.343436,1.15582,1.48421,0.00179668
9.73,0.0992736,0.414617,1.1551,1.32329,0.0569257
9.74,0.16344,0.480095,1.13621,1.16668,0.0434763
9.75,0.212568,0.506948,1.02127,1.03785,0.0380174
9.76,0.246407,0.518063,0.953551,0.87732,-0.0015509
9.77,0.24735,0.502575,0.844762,0.820177,-0.00859281
9.78,0.223208,0.482857,0.763428,0.712121,-0.0426332
9.79,0.181253,0.45459,0.667515,0.612001,-0.069889
9.8,0.136586,0.418424,0.62019,0.562704,-0.0982889
9.81,0.0813977,0.369175,0.564859,0.510868,-0.113485
9.82,0.0232329,0.295801,0.474324,0.45363,-0.123794
9.83,-0.0288085,0.231616,0.427441,0.434753,-0.15995
9.84,-0.0836051,0.183134,0.388197,0.402691,-0.174598
9.85,-0.133174,0.124915,0.34614,0.40368,-0.191732
9.86,-0.175252,0.0379754,0.332186,0.410068,-0.197264
9.87,-0.219265,-0.0189901,0.295824,0.405194,-0.207539
9.88,-0.261376,-0.0479952,0.256043,0.381197,-0.225635
9.89,-0.294587,-0.0843405,0.257924,0.351341,-0.202221
9.9,-0.323387,-0.116443,0.255197,0.331342,-0.250766
9.91,-0.342978,-0.121957,0.24536,0.317122,-0.240961
9.92,-0.349557,-0.0861935,0.268582,0.296328,-0.244536
9.93,-0.338744,-0.00452867,0.340893,0.443259,-0.219305
9.94,-0.28303,0.0926013,0.512168,0.675427,-0.217411
9.95,-0.21339,0.222851,0.695209,0.873994,-0.165483
9.96,-0.140273,0.306387,0.815721,1.05127,-0.0646051
9.97,-0.0821988,0.361012,0.814889,1.16362,0.0487266
9.98,-0.039541,0.336496,0.727843,1.18225,0.157645
9.99,-0.0210206,0.246738,0.612797,1.04912,0.225963
10,-0.030126,0.202735,0.508138,0.881722,0.18161
