date [s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
3.83,-0.032726,0.615679,0.950489,0.487231,0.0719043
3.84,-0.0115783,0.546703,0.861344,0.413991,0.0487888
3.85,-0.0229632,0.486613,0.788614,0.295584,0.0227868
3.86,-0.0654741,0.424807,0.720275,0.20145,-0.0170172
3.87,-0.121088,0.35098,0.644847,0.139405,-0.0500533
3.88,-0.173253,0.271795,0.558557,0.0832252,-0.0738573
3.89,-0.223288,0.193858,0.461469,0.0206156,-0.0945825
3.9,-0.283936,0.147468,0.389786,-0.0282052,-0.115275
3.91,-0.349191,0.0827272,0.373087,-0.0608048,-0.135477
3.92,-0.399599,0.0169346,0.37134,-0.121434,-0.157573
3.93,-0.458834,-0.0172155,0.336095,-0.175465,-0.178534
3.94,-0.511455,-0.0943279,0.321534,-0.203603,-0.198254
3.95,-0.565194,-0.124306,0.304827,-0.213062,-0.220439
3.96,-0.621021,-0.160731,0.294906,-0.228154,-0.227316
3.97,-0.671257,-0.199341,0.306713,-0.229907,-0.250347
3.98,-0.681466,-0.22152,0.360948,-0.205575,-0.260399
3.99,-0.67056,-0.22456,0.543527,-0.199568,-0.273337
4,-0.661418,-0.201299,0.691776,-0.176975,-0.260209
4.01,-0.640531,-0.0362622,0.83075,-0.154943,-0.263789
4.02,-0.542724,0.206655,0.865071,-0.152338,-0.246341
4.03,-0.341969,0.466034,0.862211,-0.162668,-0.226066
4.04,-0.101527,0.566114,0.654864,-0.178755,-0.20793
4.05,0.0624641,0.614538,0.492353,-0.174192,-0.188029
4.06,0.195484,0.662003,0.45349,-0.144017,-0.142011
4.07,0.280728,0.824656,0.51101,-0.0786088,-0.0800569
4.08,0.339061,1.01563,0.568686,0.00217218,-0.0132113
4.09,0.328077,0.998803,0.567133,0.0801765,0.0474032
4.1,0.274317,0.84636,0.508173,0.148794,0.092914
4.11,0.208113,0.660326,0.428937,0.189174,0.128543
4.12,0.141373,0.50594,0.354219,0.203361,0.142662
4.13,0.0663776,0.377252,0.295399,0.19685,0.131199
4.14,-0.000721903,0.251348,0.242552,0.18115,0.108734
4.15,-0.0534128,0.161662,0.196144,0.157637,0.079915
4.16,-0.103714,0.105003,0.172848,0.121244,0.0419795
4.17,-0.159823,0.0526456,0.147234,0.0831906,-0.00327767
4.18,-0.213246,0.0132171,0.123521,0.0345282,-0.0544395
4.19,-0.264807,-0.021162,0.0902223,-0.00787176,-0.10394
4.2,-0.313127,-0.0527589,0.068595,-0.0456335,-0.160319
4.21,-0.355596,-0.0902091,0.0458103,-0.0868888,-0.213362
4.22,-0.395532,-0.111305,0.0118214,-0.126942,-0.26461
4.23,-0.419935,-0.152603,-0.00350868,-0.174994,-0.320941
4.24,-0.448993,-0.14837,-0.0330947,-0.216195,-0.375399
4.25,-0.474679,-0.163313,-0.105597,-0.251122,-0.426347
4.26,-0.479008,-0.180483,-0.159449,-0.313404,-0.478724
4.27,-0.408799,-0.214839,-0.237611,-0.355547,-0.532335
4.28,-0.346763,-0.262417,-0.227686,-0.406457,-0.580928
4.29,-0.276385,-0.185723,-0.182967,-0.436514,-0.627088
4.3,-0.257436,-0.149666,-0.23649,-0.478095,-0.669026
4.31,-0.271418,-0.0376403,-0.272084,-0.516744,-0.710527
4.32,-0.313023,0.0237817,-0.241947,-0.550251,-0.742929
4.33,-0.349012,0.0365345,-0.159029,-0.582697,-0.768629
4.34,-0.378873,0.054459,0.00538554,-0.598563,-0.791225
4.35,-0.396627,0.0291429,0.356455,-0.604294,-0.809936
4.36,-0.422161,0.0074134,0.567519,-0.566509,-0.813434
4.37,-0.409248,-0.0221497,0.833839,-0.455718,-0.799598
4.38,-0.38962,-0.0456061,1.12817,-0.246373,-0.7288
4.39,-0.363715,-0.0941289,1.28069,0.0169004,-0.608379
4.4,-0.299884,-0.108331,1.19802,0.282784,-0.451772
4.41,-0.252977,-0.0734872,1.0615,0.409467,-0.296734
4.42,-0.193912,-0.0405828,0.969094,0.431922,-0.178389
4.43,-0.131896,0.0147347,1.10942,0.442144,-0.114521
4.44,-0.0631657,0.0583579,1.04329,0.502856,-0.0888865
4.45,-0.00519216,0.101567,0.83558,0.46521,-0.0627305
4.46,0.0570469,0.136745,0.745838,0.443834,-0.0428962
4.47,0.088901,0.160688,0.723053,0.369373,-0.0328293
4.48,0.0909726,0.182025,0.702594,0.327376,-0.03817
4.49,0.0787361,0.19285,0.6797,0.272631,-0.0546034
4.5,0.0650422,0.199452,0.631107,0.210452,-0.0770446
4.51,0.0489864,0.185656,0.582254,0.142307,-0.0990733
4.52,0.0255504,0.165927,0.495757,0.100279,-0.130369
4.53,-0.00181535,0.144525,0.425799,0.0370622,-0.161219
4.54,-0.0315845,0.109929,0.348839,-0.00793725,-0.195336
4.55,-0.0657974,0.0687011,0.254117,-0.0623295,-0.233286
4.56,-0.101809,0.0348086,0.193043,-0.110322,-0.269741
4.57,-0.142333,0.00246392,0.146175,-0.160821,-0.302252
4.58,-0.180525,-0.0390657,0.0683803,-0.192506,-0.337407
4.59,-0.226968,-0.0689442,0.0125267,-0.235027,-0.370942
4.6,-0.269882,-0.107955,-0.0298217,-0.267654,-0.403688
4.61,-0.3093,-0.140961,-0.0575423,-0.290637,-0.437661
4.62,-0.343581,-0.175709,-0.0722436,-0.306,-0.462253
4.63,-0.389964,-0.20105,-0.00625807,-0.324612,-0.492136
4.64,-0.414662,-0.221758,-0.00479958,-0.320894,-0.506617
4.65,-0.43303,-0.204609,0.0773103,-0.321884,-0.518816
4.66,-0.444586,-0.115734,0.148008,-0.321759,-0.5339
4.67,-0.457744,0.0490291,0.248904,-0.295574,-0.543338
4.68,-0.435139,0.202685,0.338337,-0.251768,-0.548239
4.69,-0.396473,0.269261,0.440949,-0.20423,-0.527597
4.7,-0.359168,0.261107,0.514676,-0.150734,-0.502818
4.71,-0.326924,0.237834,0.505508,-0.109989,-0.473349
4.72,-0.326518,0.165496,0.421885,-0.110587,-0.42787
4.73,-0.323582,0.0817037,0.267799,-0.104872,-0.407468
4.74,-0.333857,-0.00309276,0.137874,-0.130209,-0.412462
4.75,-0.356882,-0.0765467,0.014145,-0.140425,-0.408612
4.76,-0.387409,-0.143472,-0.0635871,-0.145701,-0.419422
4.77,-0.417706,-0.19645,-0.10117,-0.14796,-0.434209
4.78,-0.444517,-0.237843,-0.118345,-0.14234,-0.440119
4.79,-0.473275,-0.272032,-0.113919,-0.141023,-0.464728
4.8,-0.48033,-0.269145,-0.0448664,-0.120323,-0.515025
4.81,-0.464777,-0.194705,0.144636,-0.0908564,-0.546651
4.82,-0.417528,-0.059317,0.366924,-0.0509996,-0.585534
4.83,-0.313328,0.113104,0.552478,-0.0374008,-0.615773
4.84,-0.218081,0.198683,0.487032,-0.0191199,-0.642553
4.85,-0.147547,0.229258,0.392747,-0.0242773,-0.637892
4.86,-0.097345,0.261464,0.452408,-0.0309589,-0.652734
4.87,-0.0505546,0.3153,0.616152,-0.0071478,-0.610157
4.88,-0.00582198,0.383163,0.768105,0.0439155,-0.584151
4.89,0.0435683,0.45199,0.89386,0.090222,-0.565998
4.9,0.0953047,0.515947,0.953124,0.149865,-0.517409
4.91,0.118118,0.549276,0.948931,0.175043,-0.457835
4.92,0.133673,0.570435,0.921,0.197756,-0.430375
4.93,0.140914,0.584693,0.884366,0.217849,-0.382675
4.94,0.139441,0.5636,0.847483,0.1976,-0.378638
4.95,0.123633,0.526666,0.810078,0.18518,-0.364136
4.96,0.0927682,0.48438,0.774748,0.140679,-0.35858
4.97,0.0633317,0.434684,0.72973,0.0992997,-0.357947
4.98,0.0157145,0.400877,0.683117,0.0447912,-0.392761
4.99,-0.0260251,0.350508,0.629018,-0.00193423,-0.42799
5,-0.071481,0.322016,0.569765,-0.0653803,-0.486947
5.01,-0.122892,0.245457,0.496294,-0.136332,-0.545343
5.02,-0.161747,0.218109,0.443684,-0.17969,-0.608162
5.03,-0.210291,0.177375,0.399552,-0.209692,-0.657257
5.04,-0.253846,0.125846,0.371815,-0.240648,-0.702855
5.05,-0.304094,0.0781995,0.334181,-0.268054,-0.724035
5.06,-0.357228,0.0349267,0.29604,-0.283444,-0.7414
5.07,-0.412708,-0.0140004,0.264067,-0.27108,-0.754727
5.08,-0.468873,-0.0334564,0.245741,-0.242253,-0.727847
5.09,-0.488829,-0.0571111,0.237082,-0.203567,-0.704698
5.1,-0.467886,-0.0308494,0.218166,-0.179798,-0.634618
5.11,-0.411967,0.0729838,0.225981,-0.142028,-0.599529
5.12,-0.315401,0.134498,0.269342,-0.157853,-0.515883
5.13,-0.31978,0.143395,0.433703,-0.124792,-0.410228
5.14,-0.306681,0.155146,0.560094,-0.0658255,-0.298662
5.15,-0.264185,0.146924,0.68615,0.0431917,-0.165786
5.16,-0.202981,0.168336,0.79898,0.181061,-0.0463519
5.17,-0.151241,0.19167,0.843742,0.35635,0.0491965
5.18,-0.136264,0.214138,0.8513,0.492804,0.144026
5.19,-0.144315,0.186903,0.75646,0.556271,0.183223
5.2,-0.172318,0.136544,0.650143,0.558177,0.200152
5.21,-0.209102,0.0977332,0.576417,0.521042,0.152217
5.22,-0.232215,0.0435293,0.489571,0.469954,0.0851799
5.23,-0.250252,0.00273776,0.453769,0.418696,0.00870161
5.24,-0.266681,-0.0362763,0.385809,0.378796,-0.0522518
5.25,-0.288156,-0.0722484,0.358126,0.338817,-0.116662
5.26,-0.314641,-0.104705,0.294558,0.309518,-0.186137
5.27,-0.351419,-0.127694,0.256237,0.267507,-0.241266
5.28,-0.384367,-0.14726,0.225225,0.246547,-0.3047
5.29,-0.414636,-0.168259,0.204141,0.200442,-0.347713
5.3,-0.449593,-0.184564,0.207444,0.222936,-0.385749
5.31,-0.492737,-0.199496,0.248871,0.33962,-0.403376
5.32,-0.527007,-0.211746,0.310394,0.503886,-0.39057
5.33,-0.565739,-0.229464,0.315793,0.702586,-0.365522
5.34,-0.612,-0.255153,0.291101,0.809397,-0.314433
5.35,-0.651144,-0.307236,0.236633,0.785601,-0.1569
5.36,-0.697334,-0.349811,0.163079,0.689353,-0.0599459
5.37,-0.723258,-0.411008,0.114639,0.525827,-0.00177592
5.38,-0.735457,-0.461104,0.0632223,0.454039,0.00767699
5.39,-0.731706,-0.493946,0.0380983,0.678313,0.0368102
5.4,-0.698953,-0.494547,0.0841849,0.91422,0.135277
5.41,-0.628178,-0.45704,0.24436,1.13122,0.257414
5.42,-0.539671,-0.382916,0.441928,1.26254,0.29524
5.43,-0.45903,-0.268565,0.598867,1.19647,0.254401
5.44,-0.33782,-0.129632,0.674911,0.979644,0.238104
5.45,-0.202806,-0.00981831,0.643272,0.768891,0.213358
5.46,-0.0937861,0.0837488,0.587353,0.662267,0.19344
5.47,-0.0238145,0.12468,0.513164,0.607531,0.176733
5.48,0.00819846,0.13396,0.471946,0.588,0.153806
5.49,0.0196377,0.123321,0.420966,0.553928,0.127127
5.5,0.00149856,0.0949023,0.360572,0.499009,0.0945472
5.51,-0.0328237,0.0602463,0.29926,0.448391,0.0620574
5.52,-0.0771796,0.0224943,0.237725,0.400642,0.0243916
5.53,-0.135547,-0.0235257,0.176762,0.357642,0.00839517
5.54,-0.192201,-0.070774,0.116442,0.329293,-0.0252251
5.55,-0.245348,-0.121216,0.0676184,0.26208,-0.071732
5.56,-0.309536,-0.170474,0.0229031,0.20169,-0.140698
5.57,-0.368575,-0.216031,-0.0251994,0.112858,-0.198971
5.58,-0.426047,-0.263975,-0.0653964,0.024002,-0.251225
5.59,-0.483807,-0.308615,-0.0938118,-0.023684,-0.306486
5.6,-0.539213,-0.349193,-0.123106,-0.0289123,-0.312297
5.61,-0.573899,-0.37906,-0.145349,-0.0495482,-0.308886
5.62,-0.59171,-0.397731,-0.175807,-0.0373733,-0.262358
5.63,-0.589233,-0.401322,-0.179502,0.0816292,-0.230261
5.64,-0.571444,-0.398125,-0.170251,0.222572,-0.185064
5.65,-0.520368,-0.380888,-0.127424,0.370782,-0.177708
5.66,-0.476192,-0.34489,-0.0450944,0.476482,-0.16432
5.67,-0.389457,-0.302638,0.0931486,0.531417,-0.187658
5.68,-0.311276,-0.219011,0.275719,0.466663,-0.189174
5.69,-0.226395,-0.0979628,0.453316,0.364145,-0.187632
5.7,-0.149584,0.0544852,0.613816,0.300699,-0.166947
5.71,-0.0453574,0.210432,0.773763,0.230422,-0.138708
5.72,0.0604166,0.346998,0.812137,0.202763,-0.102167
5.73,0.129592,0.413409,0.679973,0.18615,-0.0656021
5.74,0.131726,0.367783,0.595334,0.162884,-0.0302575
5.75,0.0914647,0.320654,0.575997,0.1448,-0.00971368
5.76,0.0507469,0.282298,0.5442,0.131952,-0.00283576
5.77,0.0100661,0.272514,0.467643,0.101489,-0.0106908
5.78,-0.0282825,0.222215,0.383882,0.0782006,-0.0298395
5.79,-0.0607251,0.206537,0.370342,0.0536688,-0.0553782
5.8,-0.0961442,0.20768,0.351228,0.0419705,-0.0883536
5.81,-0.136637,0.180808,0.347002,0.0290111,-0.122985
5.82,-0.175357,0.196805,0.323786,0.0229176,-0.154796
5.83,-0.220507,0.179584,0.307278,0.01199,-0.186302
5.84,-0.261835,0.182592,0.301505,-0.00054785,-0.213293
5.85,-0.310492,0.15229,0.290652,-0.00448445,-0.239189
5.86,-0.365892,0.116587,0.275325,-0.0098161,-0.259764
5.87,-0.401869,0.0601132,0.256668,-0.0377542,-0.280353
5.88,-0.447654,-0.0459153,0.194304,-0.0595978,-0.29849
5.89,-0.489446,-0.119309,0.109324,-0.0918767,-0.310634
5.9,-0.528959,-0.176647,0.047495,-0.103884,-0.312562
5.91,-0.57736,-0.241177,0.0934119,-0.0703429,-0.304033
5.92,-0.609591,-0.248814,0.20841,0.0491108,-0.291906
5.93,-0.63041,-0.134759,0.379217,0.149779,-0.269319
5.94,-0.637495,0.166804,0.55531,0.268745,-0.242936
5.95,-0.546995,0.37686,0.759164,0.363355,-0.203475
5.96,-0.363101,0.539716,1.00349,0.485853,-0.137652
5.97,-0.280556,0.504601,1.22829,0.525251,-0.0651716
5.98,-0.209873,0.345716,1.18196,0.517647,-0.0166598
5.99,-0.172963,0.210867,0.529019,0.458778,0.0124352
6,-0.167239,0.118279,0.508965,0.422053,0.00499606
6.01,-0.187512,0.0319216,0.566944,0.356392,-0.0151301
6.02,-0.227592,-0.041105,0.612591,0.290415,-0.0612448
6.03,-0.275259,-0.113355,0.550086,0.219231,-0.111187
6.04,-0.326616,-0.184158,0.404489,0.177113,-0.162589
6.05,-0.372371,-0.230069,0.353473,0.115066,-0.215522
6.06,-0.417366,-0.283324,0.265208,0.0585518,-0.276407
6.07,-0.461747,-0.373062,0.203384,-0.00109489,-0.337526
6.08,-0.503387,-0.421811,0.186229,-0.0356104,-0.407395
6.09,-0.540011,-0.448809,0.187323,-0.0926444,-0.433136
6.1,-0.562814,-0.490452,0.155457,-0.117426,-0.459283
6.11,-0.598526,-0.556428,0.160561,-0.145765,-0.525399
6.12,-0.616193,-0.558066,0.294645,-0.161583,-0.569634
6.13,-0.651064,-0.579339,0.379011,-0.187532,-0.60281
6.14,-0.65968,-0.560874,0.434687,-0.133998,-0.617787
6.15,-0.671802,-0.531955,0.466177,-0.00595944,-0.62548
6.16,-0.6567,-0.508451,0.482983,0.183183,-0.604482
6.17,-0.624744,-0.49582,0.558997,0.34148,-0.536586
6.18,-0.570341,-0.468494,0.666149,0.511783,-0.362434
6.19,-0.480481,-0.423185,0.823383,0.66764,-0.0562634
6.2,-0.39215,-0.343551,0.919195,0.680879,0.149267
6.21,-0.300239,-0.258093,0.890655,0.619424,0.114538
6.22,-0.208689,-0.162258,0.9114,0.746986,0.179826
6.23,-0.130459,-0.035459,0.987483,0.858867,0.265113
6.24,-0.0495863,0.0919205,0.997448,0.939392,0.325766
6.25,0.035692,0.211178,1.01086,0.965727,0.361565
6.26,0.0907019,0.310766,0.936588,0.935237,0.386061
6.27,0.142315,0.364005,0.833031,0.876198,0.376977
6.28,0.161778,0.408571,0.756066,0.716477,0.343047
6.29,0.167227,0.43019,0.708685,0.60208,0.275826
6.3,0.16688,0.416978,0.634815,0.50252,0.213889
6.31,0.141439,0.388457,0.547986,0.40004,0.14383
6.32,0.097688,0.354434,0.442587,0.28904,0.093977
6.33,0.0438734,0.297159,0.345782,0.241857,0.0229576
6.34,-0.0135755,0.2253,0.25259,0.138283,-0.0443213
6.35,-0.0750089,0.136447,0.179754,0.0907519,-0.109922
6.36,-0.129421,0.0597755,0.0728838,0.0849596,-0.176087
6.37,-0.194026,0.000496873,0.0400567,0.0310069,-0.242892
6.38,-0.251008,-0.0731105,-0.0214427,-0.0158715,-0.287303
6.39,-0.306582,-0.141676,-0.0516313,-0.0590315,-0.340503
6.4,-0.361493,-0.203153,-0.0802964,-0.0943875,-0.361755
6.41,-0.412299,-0.248501,-0.145811,-0.158137,-0.372529
6.42,-0.462631,-0.297091,-0.15118,-0.210922,-0.389929
6.43,-0.518614,-0.344775,-0.164097,-0.062968,-0.38974
6.44,-0.571287,-0.373742,-0.202781,-0.182456,-0.414238
6.45,-0.616752,-0.407676,-0.212222,-0.0485062,-0.439142
6.46,-0.664617,-0.426403,-0.199333,0.0608975,-0.467985
6.47,-0.7129,-0.461169,0.00856701,0.14625,-0.507119
6.48,-0.764199,-0.483469,0.234404,0.176978,-0.539904
6.49,-0.810516,-0.489682,0.372163,0.163879,-0.612859
6.5,-0.856845,-0.474045,0.473028,0.0762644,-0.683785
6.51,-0.883055,-0.365541,0.59499,-0.0334431,-0.753995
6.52,-0.837587,-0.229771,0.722172,-0.213003,-0.802943
6.53,-0.726342,-0.17293,0.799662,-0.341463,-0.820815
6.54,-0.628299,-0.117359,0.635909,-0.44229,-0.803347
6.55,-0.519171,-0.0643818,0.443227,-0.566855,-0.733725
6.56,-0.396847,0.0214033,0.618331,-0.56479,-0.631746
6.57,-0.192678,0.11897,1.29273,-0.394332,-0.51244
6.58,-0.0638645,0.339606,1.60928,-0.0605436,-0.317347
6.59,0.0636639,0.548094,1.70758,0.175417,-0.180417
6.6,0.155994,0.692999,1.46796,0.216021,-0.0822713
6.61,0.183937,0.798513,1.22613,0.24707,-0.0199306
6.62,0.169014,0.843951,1.11293,0.281394,-0.0233245
6.63,0.160053,0.874987,1.0917,0.309478,-0.0473031
6.64,0.155607,0.912205,1.11463,0.308707,-0.0883465
6.65,0.153072,0.915653,1.12258,0.308892,-0.117567
6.66,0.145752,0.837088,0.995986,0.28016,-0.131369
6.67,0.110721,0.683647,0.81215,0.221508,-0.135012
6.68,0.0704216,0.497524,0.716441,0.1617,-0.164002
6.69,0.0141964,0.380049,0.619519,0.0808512,-0.22588
6.7,-0.0472667,0.283485,0.512852,0.00509561,-0.296836
6.71,-0.115821,0.213305,0.4481,-0.0701882,-0.382806
6.72,-0.1675,0.158741,0.413186,-0.158191,-0.454472
6.73,-0.230461,0.0807114,0.348598,-0.228349,-0.535738
6.74,-0.280557,0.0464877,0.284729,-0.296441,-0.614891
6.75,-0.339819,-0.0102887,0.233125,-0.351426,-0.683458
6.76,-0.399894,-0.0616525,0.184909,-0.410759,-0.75036
6.77,-0.456324,-0.0790832,0.142961,-0.456011,-0.807321
6.78,-0.498814,-0.109402,0.0864798,-0.487448,-0.807308
6.79,-0.478897,-0.195045,0.0340108,-0.490546,-0.753997
6.8,-0.4909,-0.221136,-0.0233619,-0.459248,-0.608131
6.81,-0.520728,-0.279753,-0.0277487,-0.363056,-0.470618
6.82,-0.503793,-0.266676,-0.0762316,-0.207293,-0.371003
6.83,-0.359959,-0.0174441,0.167675,0.00396466,-0.305376
6.84,-0.104726,0.467162,0.76981,0.293156,-0.0717122
6.85,0.0854103,0.590589,1.05577,0.64405,0.0990004
6.86,0.19136,0.643444,1.16878,0.939252,0.218838
6.87,0.252364,0.685378,1.26962,1.17408,0.316325
6.88,0.288127,0.665574,1.2672,1.29101,0.40821
6.89,0.314956,0.602834,1.08353,1.17971,0.433442
6.9,0.322784,0.521991,0.77951,0.970824,0.379125
6.91,0.298896,0.430508,0.60386,0.776953,0.304674
6.92,0.260271,0.359549,0.445537,0.58601,0.224998
6.93,0.205002,0.291064,0.347728,0.46011,0.12613
6.94,0.141698,0.240911,0.228545,0.366998,0.0418553
6.95,0.0731969,0.196194,0.131682,0.233286,-0.053897
6.96,0.000165795,0.152514,0.0620617,0.18477,-0.143169
6.97,-0.0787147,0.117365,0.0224113,0.0934476,-0.22518
6.98,-0.154658,0.0986393,-0.026564,0.0421933,-0.301269
6.99,-0.223374,0.0222837,-0.0441933,0.00699733,-0.359293
7,-0.296539,-0.0872769,-0.0546585,-0.0210091,-0.417066
7.01,-0.363459,-0.182903,-0.0475121,-0.00670292,-0.452635
7.02,-0.426226,-0.256834,-0.0463649,-0.0154617,-0.466557
7.03,-0.484886,-0.338218,-0.0868819,0.00101955,-0.43673
7.04,-0.527943,-0.386762,-0.220441,0.0112551,-0.359683
7.05,-0.574163,-0.404555,-0.301725,-0.00349363,-0.260787
7.06,-0.616713,-0.460269,-0.285973,-0.0396364,-0.168169
7.07,-0.654239,-0.482924,-0.307757,-0.0308243,-0.112516
7.08,-0.69267,-0.528478,-0.361848,-0.0802726,-0.0838259
7.09,-0.725176,-0.568132,-0.388517,-0.0879267,-0.138755
7.1,-0.755866,-0.609658,-0.386131,-0.119274,-0.183478
7.11,-0.788759,-0.617348,-0.431015,-0.115713,-0.15725
7.12,-0.823474,-0.616628,-0.431804,0.0163653,-0.114131
7.13,-0.85278,-0.634142,-0.158684,0.156969,-0.102938
7.14,-0.878486,-0.648488,0.329247,0.277279,-0.0958075
7.15,-0.898163,-0.660325,0.699797,0.361891,-0.0776455
7.16,-0.912078,-0.54567,0.862048,0.437559,-0.0606293
7.17,-0.909027,-0.227857,1.03582,0.527231,-0.0507935
7.18,-0.852782,0.0648184,1.17951,0.649525,-0.0258717
7.19,-0.694553,0.10268,1.20304,0.784832,-0.00611112
7.2,-0.580624,0.0367555,0.951442,0.841106,-0.0372346
7.21,-0.490158,0.0384748,0.82084,0.756288,-0.088707
7.22,-0.411518,0.0204637,0.880682,0.665268,-0.135042
7.23,-0.351317,0.0529264,0.96701,0.616854,-0.159555
7.24,-0.31739,0.0935648,1.10789,0.634668,-0.138828
7.25,-0.264921,0.179112,1.25,0.699056,-0.103485
7.26,-0.217433,0.211045,1.27217,0.735724,-0.0782225
7.27,-0.170894,0.231455,1.15111,0.708575,-0.073417
7.28,-0.164786,0.218707,1.04122,0.680678,-0.0287252
7.29,-0.194351,0.218368,1.07528,0.62834,-0.0145373
7.3,-0.220122,0.249111,1.14935,0.576111,0.00467151
7.31,-0.22693,0.287115,1.20572,0.562862,0.0222099
7.32,-0.226932,0.328403,1.15823,0.480462,0.0433359
7.33,-0.222048,0.321215,1.03607,0.432628,0.0430372
7.34,-0.269865,0.277281,0.919255,0.348726,0.038869
7.35,-0.322845,0.230236,0.900251,0.290537,0.0224506
7.36,-0.395327,0.162037,0.848528,0.208131,-0.0086207
7.37,-0.463457,0.0894888,0.795078,0.152243,-0.0380407
7.38,-0.51106,0.0426324,0.796833,0.1132,-0.0723251
7.39,-0.561697,0.000884901,0.791742,0.0703112,-0.0856703
7.4,-0.57295,-0.0175535,0.729266,0.0758691,-0.0997074
7.41,-0.589881,-0.016909,0.697787,0.0544927,-0.120291
7.42,-0.56875,-0.00258544,0.735106,0.0659236,-0.11809
7.43,-0.509432,0.0606945,0.870183,0.103279,-0.0934561
7.44,-0.413975,0.211124,1.02583,0.160757,-0.0522906
7.45,-0.258818,0.422058,1.16405,0.240506,-0.00287705
7.46,-0.122061,0.682753,1.17558,0.3336,0.0504846
7.47,0.000738785,0.912344,1.10453,0.39965,0.0800963
7.48,0.140245,0.982079,0.877126,0.425772,0.0999862
7.49,0.158286,0.910148,0.712228,0.43639,0.0931357
7.5,0.141391,0.881963,0.703879,0.435628,0.0628371
7.51,0.160257,0.881229,0.749177,0.439512,0.033654
7.52,0.1449,0.891837,0.765951,0.421678,0.00812182
7.53,0.120763,0.856257,0.745542,0.44453,-0.0100612
7.54,0.0942697,0.738701,0.723001,0.427575,-0.0355545
7.55,0.071835,0.612266,0.608072,0.373429,-0.077282
7.56,0.031103,0.526659,0.497168,0.325536,-0.112271
7.57,-0.0195742,0.449001,0.427509,0.269604,-0.147184
7.58,-0.0797656,0.399304,0.37043,0.220281,-0.190283
7.59,-0.151988,0.301355,0.378512,0.17082,-0.259287
7.6,-0.225046,0.232454,0.358785,0.106209,-0.324436
7.61,-0.306831,0.151485,0.405539,0.0703411,-0.401398
7.62,-0.386266,0.0830859,0.344607,0.0179209,-0.471002
7.63,-0.476363,0.0118004,0.277972,-0.0380504,-0.547005
7.64,-0.552978,-0.03257,0.144544,-0.0778977,-0.588534
7.65,-0.629727,-0.0879967,0.0954668,-0.117702,-0.680417
7.66,-0.665478,-0.126625,0.0541173,-0.125137,-0.698511
7.67,-0.70304,-0.165899,0.079981,-0.0876022,-0.70713
7.68,-0.704246,-0.148389,0.280677,0.00695725,-0.618771
7.69,-0.674119,0.395797,0.469785,0.161196,-0.55999
7.7,-0.56983,0.816949,0.632957,0.35851,-0.473891
7.71,-0.347303,1.01441,0.760389,0.525246,-0.377323
7.72,-0.0777487,1.1441,0.862081,0.685525,-0.307558
7.73,0.137785,1.13905,0.970398,0.731534,-0.268366
7.74,0.200249,0.936194,0.948594,0.666086,-0.309162
7.75,0.102451,0.880612,0.656762,0.535836,-0.336871
7.76,0.0310194,0.824633,0.599926,0.408211,-0.37134
7.77,-0.0411822,0.764964,0.574441,0.34231,-0.411193
7.78,-0.104583,0.672808,0.563152,0.272006,-0.45282
7.79,-0.182774,0.490693,0.545551,0.206764,-0.482768
7.8,-0.243921,0.339635,0.488957,0.160445,-0.534679
7.81,-0.31902,0.2277,0.441602,0.0530317,-0.57449
7.82,-0.382607,0.110097,0.347337,-0.00695316,-0.580017
7.83,-0.447598,0.0514637,0.29326,-0.0751074,-0.57671
7.84,-0.502598,0.00293121,0.250652,-0.140051,-0.602102
7.85,-0.549245,-0.0454691,0.236386,-0.131572,-0.593805
7.86,-0.589418,-0.0612728,0.26964,-0.0851058,-0.643117
7.87,-0.623029,-0.047644,0.376513,0.0210504,-0.641302
7.88,-0.648044,0.0845011,0.475016,0.18514,-0.648158
7.89,-0.646592,0.283706,0.646598,0.349334,-0.646639
7.9,-0.58245,0.455979,0.850201,0.570834,-0.639543
7.91,-0.464421,0.542513,1.09851,0.74823,-0.631794
7.92,-0.285264,0.47037,1.21869,0.913089,-0.632355
7.93,-0.178188,0.178484,1.02539,0.88171,-0.609903
7.94,-0.17477,0.0925776,0.885232,0.700428,-0.609534
7.95,-0.171139,0.06902,0.797824,0.449458,-0.64787
7.96,-0.1579,0.0311783,0.766787,0.328836,-0.710319
7.97,-0.133151,0.0284857,0.720833,0.16987,-0.764152
7.98,-0.115427,0.0368342,0.730279,0.097878,-0.840211
7.99,-0.0902756,0.0577757,0.766803,0.0984092,-0.87775
8,-0.0609164,0.113735,0.920608,0.166942,-0.832622
8.01,-0.0158566,0.186612,1.05343,0.380512,-0.759082
8.02,0.0310086,0.266061,1.16227,0.72778,-0.634682
8.03,0.0727902,0.313509,1.19653,1.10189,-0.473289
8.04,0.0944071,0.359658,1.19138,1.32254,-0.347671
8.05,0.105452,0.372986,0.944058,1.31658,-0.256328
8.06,0.111761,0.372901,0.777374,1.09041,-0.161606
8.07,0.0945157,0.348284,0.726082,0.86563,-0.157499
