Date [s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <01>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <02>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <03>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <04>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
2.44;-0.125687;0.154531;0.202949;0.196822;-0.0932887
2.46;-0.256366;-0.0159003;0.0119853;0.0285524;-0.212412
2.48;-0.417694;-0.162331;-0.117495;-0.12709;-0.364737
2.5;-0.59133;-0.303221;-0.221968;-0.261787;-0.528304
2.52;-0.731456;-0.430442;-0.308803;-0.390194;-0.672799
2.54;-0.575221;-0.431765;-0.335933;-0.446808;-0.621123
2.56;-0.429475;-0.248127;-0.136146;-0.22578;-0.43874
2.58;-0.269745;-0.0222233;0.30055;0.0437076;-0.335672
2.6;-0.160672;0.183188;0.46994;0.214999;-0.190323
2.62;-0.0505402;0.314456;0.590076;0.342513;-0.0841819
2.64;0.0224177;0.447543;0.662836;0.430872;-0.0440795
2.66;-0.00130978;0.507875;0.712749;0.472427;-0.063023
2.68;-0.0362564;0.49557;0.650045;0.477764;-0.0471319
2.7;-0.0874948;0.364699;0.477512;0.393924;-0.0791107
2.72;-0.182903;0.210842;0.263671;0.245154;-0.169669
2.74;-0.316189;0.0526471;0.0879212;0.0856392;-0.311732
2.76;-0.471056;-0.0848331;-0.0404905;-0.0755254;-0.493966
2.78;-0.635884;-0.197622;-0.136509;-0.194015;-0.658643
2.8;-0.6581;-0.304905;-0.212683;-0.317815;-0.687835
2.82;-0.506286;-0.3146;-0.245749;-0.345735;-0.501267
2.84;-0.364011;-0.120021;-0.00234814;-0.115594;-0.44453
2.86;-0.251122;0.108781;0.329111;0.132674;-0.398156
2.88;-0.251261;0.287755;0.495621;0.261338;-0.381163
2.9;-0.195263;0.345068;0.598583;0.0984569;-0.364919
2.92;-0.0979336;0.387318;0.586362;0.0089459;-0.283086
2.94;0.0134667;0.448788;0.602249;0.0942159;-0.158301
2.96;0.0847522;0.495815;0.618151;0.164893;-0.0549675
2.98;0.102614;0.479327;0.546275;0.175888;0.0112272
3;0.0569149;0.304852;0.375557;0.134873;0.0059275
3.02;-0.0432458;0.140931;0.150898;0.0290577;-0.0360258
3.04;-0.167446;0.00820929;-0.00843373;-0.100888;-0.115443
3.06;-0.293855;-0.125454;-0.140804;-0.217708;-0.212347
3.08;-0.41472;-0.231683;-0.243801;-0.330479;-0.310694
3.1;-0.518419;-0.330433;-0.309273;-0.424362;-0.398121
3.12;-0.520139;-0.338259;-0.247242;-0.497766;-0.466655
3.14;-0.329715;-0.134195;0.0141459;-0.459023;-0.497351
3.16;-0.257012;0.0825662;0.320701;-0.255282;-0.469986
3.18;-0.21976;0.196309;0.609616;-0.0452113;-0.3965
3.2;-0.199272;0.213648;0.716257;0.0559375;-0.335951
3.22;-0.184808;0.123006;0.561265;-0.0165836;-0.338505
3.24;-0.225455;0.017897;0.326482;-0.124837;-0.377699
3.26;-0.261752;-0.0422361;0.217294;-0.227654;-0.423383
3.28;-0.241857;0.0535316;0.473989;-0.184043;-0.420887
3.3;-0.142961;0.218884;0.605912;-0.0188541;-0.318021
3.32;-0.0673846;0.315475;0.61715;0.112261;-0.230709
3.34;-0.045119;0.371367;0.613548;0.201937;-0.172806
3.36;-0.0701371;0.358071;0.593905;0.249462;-0.118343
3.38;-0.112656;0.316143;0.579405;0.270425;-0.100878
3.4;-0.170401;0.278048;0.558682;0.249656;-0.0918034
3.42;-0.267541;0.1796;0.441549;0.206612;-0.151377
3.44;-0.382687;0.0904871;0.305495;0.131349;-0.273599
3.46;-0.474191;0.0256629;0.303449;0.0537112;-0.424656
3.48;-0.57049;0.00672715;0.294147;0.00587279;-0.569378
3.5;-0.546863;0.00905585;0.311308;0.0296317;-0.659626
3.52;-0.50696;0.0525738;0.389673;0.118978;-0.631688
3.54;-0.423368;0.165833;0.490099;0.286197;-0.477111
3.56;-0.361491;0.270286;0.58081;0.385935;-0.260526
3.58;-0.275025;0.329583;0.643603;0.428926;-0.173267
3.6;-0.166539;0.33796;0.585311;0.344418;-0.121632
3.62;-0.102223;0.285993;0.311703;0.246707;-0.116038
3.64;-0.0689316;0.305293;0.546014;0.239578;-0.123812
3.66;-0.0359164;0.418059;0.65329;0.29914;-0.112639
3.68;-0.0197876;0.49756;0.678429;0.31001;-0.12705
3.7;-0.0656779;0.298791;0.45013;0.227051;-0.175473
3.72;-0.169753;0.115642;0.234118;0.0827593;-0.24905
3.74;-0.288262;-0.0226446;0.0664633;-0.058406;-0.35717
3.76;-0.400877;-0.154846;-0.0620496;-0.185698;-0.469661
3.78;-0.491907;-0.243149;-0.145502;-0.313647;-0.572049
3.8;-0.567453;-0.295724;-0.158043;-0.40126;-0.619231
3.82;-0.574384;-0.24565;-0.0336775;-0.356814;-0.561003
3.84;-0.454933;-0.0551867;0.203846;-0.141092;-0.46988
3.86;-0.192963;0.174476;0.44337;0.049745;-0.382031
3.88;-0.114431;0.17228;0.566187;0.141297;-0.246542
3.9;-0.0551516;0.20175;0.631894;0.262357;-0.114699
3.92;-0.0245072;0.187608;0.600805;0.29957;-0.0495462
3.94;-0.0279657;0.131341;0.491985;0.246493;-0.0418436
3.96;-0.0474678;0.09465;0.430553;0.158936;-0.059908
3.98;-0.0787384;0.077566;0.352291;0.0907995;-0.131527
4;-0.110325;0.0685736;0.393844;0.0585307;-0.215259
4.02;-0.132364;0.0645015;0.529933;0.127635;-0.260243
4.04;-0.130649;0.0601911;0.510173;0.199508;-0.194293
4.06;-0.119704;0.033132;0.38425;0.227117;-0.112797
4.08;-0.139283;-0.00261554;0.251059;0.200192;-0.0738733
4.1;-0.153374;-0.00494773;0.188752;0.153203;-0.139561
4.12;-0.159349;0.0208711;0.164543;0.134277;-0.237568
4.14;-0.173458;0.0727773;0.180858;0.139052;-0.339345
4.16;-0.164264;0.0752586;0.235885;0.144127;-0.380436
4.18;-0.187767;0.0390416;0.281244;0.246504;-0.346769
4.2;-0.232704;-0.0362809;0.23916;0.279513;-0.264767
4.22;-0.2663;-0.125171;0.0989878;0.188692;-0.222091
4.24;-0.30522;-0.173851;0.0877549;0.154725;-0.231074
4.26;-0.313947;-0.104767;0.249918;0.149336;-0.263851
4.28;-0.295546;-0.0014996;0.366271;0.154521;-0.295202
4.3;-0.264167;0.0342712;0.349273;0.096532;-0.33331
4.32;-0.282879;0.00826509;0.26396;-0.000152292;-0.39333
4.34;-0.31814;-0.0166437;0.160753;-0.0890796;-0.460449
4.36;-0.330214;-0.0313398;0.244517;-0.064385;-0.490205
4.38;-0.33245;0.00372426;0.364219;0.0266111;-0.496785
4.4;-0.295463;0.0862749;0.49019;0.155339;-0.452318
4.42;-0.250205;0.21299;0.583481;0.192464;-0.415027
4.44;-0.186912;0.27666;0.613637;0.184496;-0.363953
4.46;-0.149369;0.283707;0.397744;0.0667796;-0.347621
4.48;-0.152361;0.262625;0.393317;-0.0364434;-0.342348
4.5;-0.147773;0.286646;0.551914;-0.0129994;-0.336853
4.52;-0.146539;0.342638;0.649503;0.0796096;-0.345929
4.54;-0.146723;0.362655;0.660948;0.196938;-0.347508
4.56;-0.161378;0.348715;0.539404;0.188202;-0.359462
4.58;-0.187271;0.312122;0.435879;0.116037;-0.382134
4.6;-0.230656;0.286639;0.432266;0.0694104;-0.433782
4.62;-0.287374;0.261405;0.430429;0.0463436;-0.473173
4.64;-0.330421;0.203609;0.406799;0.0574394;-0.498297
4.66;-0.369211;0.182131;0.380172;0.0815283;-0.524716
4.68;-0.289417;0.197461;0.362616;0.10158;-0.528867
4.7;-0.21826;0.233338;0.349513;0.106789;-0.495484
4.72;-0.15409;0.239341;0.458251;0.192533;-0.40601
4.74;-0.119678;0.263438;0.531259;0.366389;-0.315809
4.76;-0.121792;0.245166;0.499749;0.467043;-0.205796
4.78;-0.160101;0.194029;0.449541;0.433469;-0.0976684
4.8;-0.153848;0.142672;0.388294;0.405731;-0.110642
4.82;-0.153766;0.0685643;0.25316;0.289384;-0.156714
4.84;-0.164633;0.00413755;0.172775;0.174396;-0.224775
4.86;-0.188016;-0.025937;0.142993;0.0911195;-0.290334
4.88;-0.213512;-0.0219394;0.149143;0.0517944;-0.352441
4.9;-0.226526;0.00389616;0.175344;0.04825;-0.394702
4.92;-0.240728;0.0238204;0.213603;0.0704268;-0.433842
4.94;-0.266158;0.0257549;0.223109;0.129213;-0.452052
4.96;-0.300817;-0.000478225;0.198234;0.206317;-0.450262
4.98;-0.351641;-0.06966;0.168754;0.260533;-0.413976
5;-0.405428;-0.15836;0.146209;0.257429;-0.397801
5.02;-0.440099;-0.0147742;0.178289;0.260068;-0.396066
5.04;-0.432816;0.0970153;0.272089;0.209627;-0.413596
5.06;-0.431774;0.105558;0.309334;0.149959;-0.434173
5.08;-0.438713;0.0557805;0.259353;0.0804945;-0.448176
5.1;-0.447244;0.0261362;0.18529;0.00657342;-0.453969
5.12;-0.45291;0.0212987;0.109813;-0.0878402;-0.467861
5.14;-0.427699;0.0399813;0.192272;-0.152906;-0.498667
5.16;-0.421973;0.087978;0.402685;0.0254051;-0.461432
5.18;-0.418719;0.135926;0.604103;0.250636;-0.434712
5.2;-0.396032;0.122311;0.609814;0.15164;-0.427809
5.22;-0.359523;0.0887282;0.51875;0.0521889;-0.407496
5.24;-0.344035;0.0486932;0.469999;-0.051863;-0.399596
5.26;-0.339398;0.0184498;0.40344;-0.1296;-0.410911
5.28;-0.331006;0.13047;0.462654;-0.101494;-0.402903
5.3;-0.321854;0.28265;0.580997;0.0331737;-0.391226
5.32;-0.311842;0.375789;0.655094;0.153905;-0.370868
5.34;-0.265941;0.346818;0.626917;0.177742;-0.346894
5.36;-0.249384;0.303525;0.549684;0.120571;-0.349783
5.38;-0.262982;0.312052;0.48661;0.101721;-0.368325
5.4;-0.291229;0.305146;0.444271;0.0941833;-0.387721
5.42;-0.31953;0.294357;0.395427;0.106635;-0.417914
5.44;-0.363348;0.264519;0.345273;0.152063;-0.445018
5.46;-0.390955;0.245093;0.276464;0.147918;-0.461924
5.48;-0.409772;0.236338;0.231751;0.138772;-0.469662
5.5;-0.425895;0.265642;0.176282;0.122628;-0.468681
5.52;-0.390033;0.286094;0.232287;0.140271;-0.454585
5.54;-0.308723;0.384989;0.294011;0.211753;-0.407068
5.56;-0.204204;0.397981;0.272996;0.252122;-0.35919
5.58;-0.178839;0.278973;0.220196;0.216524;-0.306901
5.6;-0.119422;0.227007;0.201988;0.179112;-0.247504
5.62;-0.054653;0.19822;0.179149;0.129101;-0.229523
5.64;-0.0241213;0.164304;0.128551;0.0640099;-0.219773
5.66;-0.0352189;0.136218;0.130362;0.00655651;-0.216597
5.68;-0.0733816;0.0986039;0.127893;-0.0336581;-0.267054
5.7;-0.140769;0.0551031;0.101653;-0.0611948;-0.321715
5.72;-0.211434;0.00244535;0.0368226;-0.0886379;-0.390929
5.74;-0.28669;-0.0721796;-0.0440375;-0.163114;-0.456828
5.76;-0.368316;-0.167035;-0.138176;-0.226176;-0.511175
5.78;-0.430613;-0.263064;-0.214119;-0.303161;-0.47784
5.8;-0.478772;-0.324976;-0.215462;-0.339232;-0.470851
5.82;-0.506952;-0.277022;-0.11528;-0.224397;-0.435224
5.84;-0.414701;-0.156367;-0.0636143;-0.145923;-0.364899
5.86;-0.303688;-0.0955373;-0.00767709;-0.0466182;-0.308007
5.88;-0.254103;-0.0371862;0.0562175;0.0315113;-0.236019
5.9;-0.24873;-0.0264458;0.0707651;0.0691402;-0.221416
5.92;-0.268866;-0.065793;0.0263414;0.0243884;-0.255134
5.94;-0.32509;-0.134234;-0.0504395;-0.0563756;-0.333777
5.96;-0.409736;-0.22179;-0.159566;-0.155521;-0.422385
5.98;-0.482387;-0.306971;-0.250195;-0.245658;-0.5213
6;-0.536967;-0.336754;-0.248171;-0.324497;-0.584632
6.02;-0.552206;-0.336594;-0.159406;-0.23645;-0.625596
6.04;-0.556429;-0.326276;-0.0703092;-0.0985562;-0.594005
6.06;-0.505453;-0.286421;-0.0344512;-0.0462022;-0.496342
6.08;-0.446896;-0.226966;0.019459;-0.00269086;-0.426773
6.1;-0.425949;-0.205356;0.0282957;0.00418061;-0.435043
6.12;-0.434948;-0.209145;-0.0148292;-0.0348366;-0.447637
6.14;-0.426685;-0.22079;0.00956529;-0.0116182;-0.4646
6.16;-0.407687;-0.213967;0.0300942;0.0463628;-0.428736
6.18;-0.349071;-0.190093;0.0874177;0.0949816;-0.383777
6.2;-0.278326;-0.127749;0.12263;0.0927046;-0.348927
6.22;-0.225669;-0.0791533;0.154186;0.108606;-0.325442
6.24;-0.195813;-0.0627005;0.163307;0.111236;-0.301619
6.26;-0.21669;-0.0830582;0.117042;0.0827239;-0.315975
6.28;-0.27453;-0.147403;0.0323979;0.014323;-0.35588
6.3;-0.353868;-0.228092;-0.0707522;-0.04985;-0.424469
6.32;-0.440948;-0.323384;-0.119909;-0.0549751;-0.492294
6.34;-0.525589;-0.415017;-0.144924;-0.0245701;-0.548882
6.36;-0.577867;-0.469763;-0.0718672;0.0366724;-0.570721
6.38;-0.485678;-0.220459;0.033587;0.0670468;-0.492042
6.4;-0.371471;-3.7942e-05;0.163962;0.0822454;-0.445087
6.42;-0.272056;0.146023;0.209771;0.128429;-0.363241
6.44;-0.197788;0.124128;0.267044;0.18873;-0.300039
6.46;-0.151397;0.125398;0.294429;0.179109;-0.26111
6.48;-0.133777;0.0967587;0.234951;0.0998605;-0.275593
6.5;-0.132328;0.033;0.106588;-0.0247404;-0.332777
6.52;-0.153916;-0.0435553;-0.0386352;-0.126103;-0.397984
6.54;-0.200789;-0.122902;-0.152034;-0.0963335;-0.451905
6.56;-0.251625;-0.177574;-0.142062;-0.0455009;-0.501398
6.58;-0.299566;-0.195587;0.00292381;0.0480527;-0.498653
6.6;-0.325658;-0.184264;0.139225;0.169384;-0.368485
6.62;-0.347103;-0.179508;0.236323;0.254715;-0.24769
6.64;-0.368173;-0.20462;0.228508;0.25371;-0.201065
6.66;-0.398277;-0.253238;0.120512;0.174485;-0.220644
6.68;-0.422562;-0.321573;-0.0172453;0.0583174;-0.27046
6.7;-0.431493;-0.366587;-0.121013;-0.0219783;-0.329272
6.72;-0.446065;-0.365072;-0.0873181;0.0465975;-0.346858
6.74;-0.452185;-0.281755;0.105958;0.282258;-0.270573
6.76;-0.394511;-0.181673;0.272821;0.471222;-0.14893
6.78;-0.349682;-0.164406;0.315114;0.472212;-0.0576059
6.8;-0.238041;-0.0943656;0.350855;0.490533;0.0199667
6.82;-0.18623;-0.0660638;0.336371;0.385485;0.0213364
6.84;-0.183083;-0.0895817;0.214471;0.179408;-0.0664694
6.86;-0.184343;-0.128363;0.176335;0.14492;-0.170761
6.88;-0.192533;-0.164214;0.230345;0.226376;-0.201667
6.9;-0.204272;-0.181834;0.3496;0.325245;-0.0489497
6.92;-0.21286;-0.185878;0.447356;0.392914;0.109908
6.94;-0.213636;-0.188145;0.395777;0.433275;0.167862
6.96;-0.218853;-0.189918;0.316914;0.420435;0.109539
6.98;-0.241529;-0.200066;0.321888;0.407244;0.0526581
7;-0.260893;-0.211185;0.317213;0.360264;-0.000168933
7.02;-0.259882;-0.196808;0.328523;0.316645;-0.0564525
7.04;-0.240348;-0.154714;0.316833;0.254338;-0.115509
7.06;-0.223787;-0.0897474;0.335845;0.150498;-0.165647
7.08;-0.243765;0.00881884;0.373267;0.178675;-0.158257
7.1;-0.242788;0.117129;0.427932;0.225437;-0.102898
7.12;-0.239337;0.218217;0.461408;0.211842;-0.084993
7.14;-0.16457;0.360468;0.439588;0.212169;-0.0415967
7.16;-0.109508;0.386105;0.454321;0.289563;0.010657
7.18;-0.0753443;0.345397;0.451154;0.346428;0.0583171
7.2;-0.0438023;0.305788;0.399434;0.344402;0.0564799
7.22;-0.0585625;0.24338;0.245988;0.262428;0.00967005
7.24;-0.119091;0.130494;0.0380447;0.070189;-0.0642548
7.26;-0.220327;-0.0077914;-0.0936274;-0.0979325;-0.180679
7.28;-0.337241;-0.135154;-0.214777;-0.226172;-0.294567
7.3;-0.440315;-0.259308;-0.300074;-0.335107;-0.408607
7.32;-0.499183;-0.361374;-0.28464;0.221505;-0.491104
7.34;-0.500741;-0.428243;0.0381807;0.464654;-0.517033
7.36;-0.502563;-0.35499;0.216371;0.533096;-0.510597
7.38;-0.499211;-0.352208;0.185189;0.455421;-0.546257
7.4;-0.529645;-0.357356;0.153282;0.299799;-0.559478
7.42;-0.55284;-0.346553;0.263726;0.436715;-0.480142
7.44;-0.609529;-0.271408;0.387318;0.505501;-0.411018
7.46;-0.660465;-0.174949;0.450023;0.474115;-0.317897
7.48;-0.724681;-0.101789;0.418792;0.387494;-0.339749
7.5;-0.759213;-0.0757115;0.497413;0.373563;-0.373495
7.52;-0.778504;-0.002429;0.696395;0.429104;-0.39265
7.54;-0.751801;0.0942026;0.775745;0.462346;-0.432051
7.56;-0.781593;0.119896;0.69602;0.391699;-0.507099
7.58;-0.829262;0.0657247;0.59757;0.270394;-0.559115
7.6;-0.840866;0.052174;0.481308;0.172279;-0.58904
7.62;-0.858719;0.114687;0.506648;0.190148;-0.601317
7.64;-0.864863;0.203969;0.579296;0.299881;-0.572604
7.66;-0.862579;0.33864;0.638013;0.37715;-0.581739
7.68;-0.886405;0.440175;0.651314;0.394867;-0.625091
7.7;-0.87188;0.435779;0.621341;0.400441;-0.68956
7.72;-0.850605;0.467355;0.573199;0.340272;-0.706628
7.74;-0.86542;0.483276;0.56412;0.286571;-0.750491
7.76;-0.83748;0.470932;0.557772;0.23459;-0.770344
7.78;-0.818472;0.419716;0.568757;0.155714;-0.787484
7.8;-0.843049;0.38206;0.602478;0.0813466;-0.785156
7.82;-0.824828;0.377049;0.614308;0.00989914;-0.791728
7.84;-0.699958;0.39415;0.64654;-0.0111844;-0.796627
7.86;-0.552959;0.430265;0.650171;0.0470583;-0.881303
7.88;-0.369553;0.419404;0.60528;0.10498;-0.821408
7.9;-0.137874;0.38366;0.554607;0.0989325;-0.875283
7.92;-0.0545935;0.316426;0.505671;0.0939133;-0.830634
7.94;-0.055439;0.231744;0.464289;0.136939;-0.882532
7.96;-0.0829407;0.142482;0.413745;0.232432;-0.737803
