"Convergence history of Static Pressure on point-1 (in SI units)"
"Flow Time" "Vertex Average Static Pressure"
0.5288383501817101 -69194.96875
0.5298380446054941 63007.59765625
0.5308377390292781 19061.869140625
0.5318374334530621 1447.294677734375
0.5328371278768461 412.9992370605469
0.5338368223006301 183.2986145019531
0.5348365167244141 150.0106201171875
0.5358362111481981 107.8364410400391
0.5368359055719821 91.47816467285156
0.5378355999957661 121.7428207397461
0.5388352944195501 108.797233581543
0.5398349888433341 112.6157760620117
0.5408346832671181 122.3706970214844
0.5418343776909022 114.0114440917969
0.5428340721146862 124.0095520019531
0.5438337665384702 135.7244567871094
0.5448334609622542 125.3200454711914
0.5458331553860382 120.4247207641602
0.5468328498098222 140.3846588134766
0.5478325442336062 145.7638244628906
0.5488322386573902 142.3207397460938
0.5498319330811742 140.7841033935547
0.5508316275049582 148.8697814941406
0.5518313219287422 149.288818359375
0.5528310163525262 164.5957489013672
0.5538307107763102 158.8443908691406
0.5548304052000942 157.8228454589844
0.5558300996238782 163.8840637207031
0.5568297940476622 181.03173828125
0.5578294884714462 170.96533203125
0.5588291828952302 171.2057800292969
0.5598288773190142 180.3849029541016
0.5608285717427982 186.6477355957031
0.5618282661665822 191.9196319580078
0.5628279605903662 189.9844512939453
0.5638276550141502 188.4868011474609
0.5648273494379342 211.0047607421875
0.5658270438617182 202.1975402832031
0.5668267382855022 202.7049407958984
0.5678264327092862 209.2375183105469
0.5688261271330702 211.6026611328125
0.5698258215568542 219.7926635742188
0.5708255159806382 222.5700531005859
0.5718252104044223 224.1734771728516
0.5728249048282063 225.1229553222656
0.5738245992519903 253.4719696044922
0.5748242936757743 231.0997009277344
0.5758239880995583 241.5228881835938
0.5768236825233423 250.0986175537109
0.5778233769471263 245.0015106201172
0.5788230713709103 255.2559204101563
0.5798227657946943 252.9628448486328
0.5808224602184783 261.5457458496094
0.5818221546422623 267.7064208984375
0.5828218490660463 258.7163696289063
0.5838215434898303 276.6808471679688
0.5848212379136143 268.875732421875
0.5858209323373983 275.3083190917969
0.5868206267611823 286.9168395996094
0.5878203211849663 271.7128295898438
0.5888200156087503 283.056640625
0.5898197100325343 296.6892395019531
0.5908194044563183 286.7613525390625
0.5918190988801023 299.0970764160156
0.5928187933038863 293.5966796875
0.5938184877276703 310.9341430664063
0.5948181821514543 302.2452392578125
0.5958178765752383 304.8504028320313
0.5968175709990223 312.4058532714844
0.5978172654228063 312.6419982910156
0.5988169598465903 322.2153625488281
0.5998166542703743 320.5436401367188
0.6008163486941583 318.7940063476563
0.6018160431179424 325.6942443847656
0.6028157375417264 323.7278747558594
0.6038154319655104 337.9803161621094
0.6048151263892944 333.0538940429688
0.6058148208130784 338.3714294433594
0.6068145152368624 342.6520690917969
0.6078142096606464 353.7144165039063
0.6088139040844304 348.9349060058594
0.6098135985082144 353.9147644042969
0.6108132929319984 346.7100219726563
0.6118129873557824 365.7709655761719
