Time , meanZ
1.37958e+000 , 1.64585e-001
1.39957e+000 , 1.59091e-001
1.41957e+000 , 1.54451e-001
1.43956e+000 , 1.50813e-001
1.45955e+000 , 1.47954e-001
1.47955e+000 , 1.46040e-001
1.49954e+000 , 1.44990e-001
1.51954e+000 , 1.44616e-001
1.53953e+000 , 1.44406e-001
1.55952e+000 , 1.44618e-001
1.57952e+000 , 1.45285e-001
1.59951e+000 , 1.46408e-001
1.61950e+000 , 1.48394e-001
1.63950e+000 , 1.51457e-001
1.65949e+000 , 1.55825e-001
1.67949e+000 , 1.61761e-001
1.69948e+000 , 1.69100e-001
1.71947e+000 , 1.76987e-001
1.73947e+000 , 1.84462e-001
1.75946e+000 , 1.90967e-001
1.77946e+000 , 1.96722e-001
1.79945e+000 , 2.01659e-001
1.81944e+000 , 2.05342e-001
1.83944e+000 , 2.07957e-001
1.85943e+000 , 2.10075e-001
1.87943e+000 , 2.11888e-001
1.89942e+000 , 2.13878e-001
1.91941e+000 , 2.16194e-001
1.93941e+000 , 2.18678e-001
1.95940e+000 , 2.21238e-001
1.97939e+000 , 2.23177e-001
1.99939e+000 , 2.24635e-001
2.01938e+000 , 2.25911e-001
2.03938e+000 , 2.26487e-001
2.05937e+000 , 2.25901e-001
2.07936e+000 , 2.23942e-001
2.09936e+000 , 2.21242e-001
2.11935e+000 , 2.18868e-001
2.13935e+000 , 2.17379e-001
2.15934e+000 , 2.16704e-001
2.17933e+000 , 2.15944e-001
2.19933e+000 , 2.14259e-001
2.21932e+000 , 2.11466e-001
2.23932e+000 , 2.08078e-001
2.25931e+000 , 2.04569e-001
2.27930e+000 , 2.01015e-001
2.29930e+000 , 1.97315e-001
2.31929e+000 , 1.93702e-001
2.33928e+000 , 1.90218e-001
2.35928e+000 , 1.86281e-001
2.37927e+000 , 1.81813e-001
2.39927e+000 , 1.76947e-001
2.41926e+000 , 1.71905e-001
2.43925e+000 , 1.67125e-001
2.45925e+000 , 1.64172e-001
2.47924e+000 , 1.64205e-001
2.49924e+000 , 1.66527e-001
2.51923e+000 , 1.69409e-001
2.53922e+000 , 1.72079e-001
2.55922e+000 , 1.74317e-001
2.57921e+000 , 1.76232e-001
2.59921e+000 , 1.77636e-001
2.61920e+000 , 1.78598e-001
2.63919e+000 , 1.78969e-001
2.65919e+000 , 1.79845e-001
2.67918e+000 , 1.81105e-001
2.69917e+000 , 1.82506e-001
2.71917e+000 , 1.83748e-001
2.73916e+000 , 1.84789e-001
2.75916e+000 , 1.85603e-001
2.77915e+000 , 1.86214e-001
2.79914e+000 , 1.86536e-001
2.81914e+000 , 1.86536e-001
2.83913e+000 , 1.86767e-001
2.85913e+000 , 1.87673e-001
2.87912e+000 , 1.89173e-001
2.89911e+000 , 1.90435e-001
2.91911e+000 , 1.90361e-001
2.93910e+000 , 1.88598e-001
2.95910e+000 , 1.85201e-001
2.97909e+000 , 1.80508e-001
2.99908e+000 , 1.74785e-001
3.01908e+000 , 1.68747e-001
3.03907e+000 , 1.63222e-001
3.05906e+000 , 1.59358e-001
3.07906e+000 , 1.58880e-001
3.09905e+000 , 1.62038e-001
3.11905e+000 , 1.67978e-001
3.13904e+000 , 1.75389e-001
3.15903e+000 , 1.83234e-001
3.17903e+000 , 1.89723e-001
3.19902e+000 , 1.94458e-001
3.21902e+000 , 1.97406e-001
3.23901e+000 , 1.98493e-001
3.25900e+000 , 1.98001e-001
3.27900e+000 , 1.96897e-001
3.29899e+000 , 1.96375e-001
3.31899e+000 , 1.96335e-001
3.33898e+000 , 1.96246e-001
3.35897e+000 , 1.95722e-001
3.37897e+000 , 1.94289e-001
3.39896e+000 , 1.92561e-001
3.41895e+000 , 1.92061e-001
3.43895e+000 , 1.92943e-001
3.45894e+000 , 1.94297e-001
3.47894e+000 , 1.95284e-001
3.49893e+000 , 1.94853e-001
3.51892e+000 , 1.92692e-001
3.53892e+000 , 1.89135e-001
3.55891e+000 , 1.84150e-001
3.57891e+000 , 1.78446e-001
3.59890e+000 , 1.72986e-001
3.61889e+000 , 1.68382e-001
3.63889e+000 , 1.65610e-001
3.65888e+000 , 1.65856e-001
3.67888e+000 , 1.69970e-001
3.69887e+000 , 1.77523e-001
3.71886e+000 , 1.87125e-001
3.73886e+000 , 1.97198e-001
3.75885e+000 , 2.06523e-001
3.77884e+000 , 2.14888e-001
3.79884e+000 , 2.21868e-001
3.81883e+000 , 2.26834e-001
3.83883e+000 , 2.29762e-001
3.85882e+000 , 2.30423e-001
3.87881e+000 , 2.28889e-001
3.89881e+000 , 2.25149e-001
3.91880e+000 , 2.19866e-001
3.93880e+000 , 2.14096e-001
3.95879e+000 , 2.09201e-001
3.97878e+000 , 2.05487e-001
3.99878e+000 , 2.02599e-001
4.01877e+000 , 2.00632e-001
4.03877e+000 , 1.99703e-001
4.05876e+000 , 1.99769e-001
4.07875e+000 , 2.00166e-001
4.09875e+000 , 1.99723e-001
4.11874e+000 , 1.97817e-001
4.13873e+000 , 1.94119e-001
4.15873e+000 , 1.88696e-001
4.17872e+000 , 1.81892e-001
4.19872e+000 , 1.74605e-001
4.21871e+000 , 1.68067e-001
4.23870e+000 , 1.63804e-001
4.25870e+000 , 1.62396e-001
4.27869e+000 , 1.62895e-001
4.29869e+000 , 1.63980e-001
4.31868e+000 , 1.66574e-001
4.33867e+000 , 1.70669e-001
4.35867e+000 , 1.75619e-001
4.37866e+000 , 1.80530e-001
4.39866e+000 , 1.84803e-001
4.41865e+000 , 1.88274e-001
4.43864e+000 , 1.91126e-001
4.45864e+000 , 1.93564e-001
4.47863e+000 , 1.94966e-001
4.49862e+000 , 1.95692e-001
4.51862e+000 , 1.96427e-001
4.53861e+000 , 1.97338e-001
4.55861e+000 , 1.98113e-001
4.57860e+000 , 1.98705e-001
4.59859e+000 , 1.98953e-001
4.61859e+000 , 1.98716e-001
4.63858e+000 , 1.97676e-001
4.65858e+000 , 1.96105e-001
4.67857e+000 , 1.93933e-001
4.69856e+000 , 1.91830e-001
4.71856e+000 , 1.90286e-001
4.73855e+000 , 1.88914e-001
4.75855e+000 , 1.87477e-001
4.77854e+000 , 1.85388e-001
4.79853e+000 , 1.82670e-001
4.81853e+000 , 1.79917e-001
4.83852e+000 , 1.78043e-001
4.85851e+000 , 1.77556e-001
4.87851e+000 , 1.78064e-001
4.89850e+000 , 1.79352e-001
4.91850e+000 , 1.81151e-001
4.93849e+000 , 1.83060e-001
4.95848e+000 , 1.84958e-001
4.97848e+000 , 1.86447e-001
4.99847e+000 , 1.87017e-001
5.01847e+000 , 1.86604e-001
5.03846e+000 , 1.84928e-001
5.05845e+000 , 1.82367e-001
5.07845e+000 , 1.79293e-001
5.09844e+000 , 1.75920e-001
5.11844e+000 , 1.72584e-001
5.13843e+000 , 1.69320e-001
5.15842e+000 , 1.67060e-001
5.17842e+000 , 1.66308e-001
5.19841e+000 , 1.67430e-001
5.21840e+000 , 1.69749e-001
5.23840e+000 , 1.71825e-001
5.25839e+000 , 1.72964e-001
5.27839e+000 , 1.72795e-001
5.29838e+000 , 1.71765e-001
5.31837e+000 , 1.70599e-001
5.33837e+000 , 1.70136e-001
5.35836e+000 , 1.71888e-001
5.37836e+000 , 1.76102e-001
5.39835e+000 , 1.81404e-001
5.41834e+000 , 1.86587e-001
5.43834e+000 , 1.91023e-001
5.45833e+000 , 1.94550e-001
5.47833e+000 , 1.97229e-001
5.49832e+000 , 1.99167e-001
5.51831e+000 , 2.00630e-001
5.53831e+000 , 2.01348e-001
5.55830e+000 , 2.01175e-001
5.57829e+000 , 1.99651e-001
5.59829e+000 , 1.96569e-001
5.61828e+000 , 1.92434e-001
5.63828e+000 , 1.87465e-001
5.65827e+000 , 1.82137e-001
5.67826e+000 , 1.77103e-001
5.69826e+000 , 1.72890e-001
5.71825e+000 , 1.70192e-001
5.73825e+000 , 1.69720e-001
5.75824e+000 , 1.71196e-001
5.77823e+000 , 1.74098e-001
5.79823e+000 , 1.77895e-001
5.81822e+000 , 1.81938e-001
5.83822e+000 , 1.86079e-001
5.85821e+000 , 1.89739e-001
5.87820e+000 , 1.92519e-001
5.89820e+000 , 1.94358e-001
5.91819e+000 , 1.95132e-001
5.93818e+000 , 1.94889e-001
5.95818e+000 , 1.93803e-001
5.97817e+000 , 1.92166e-001
5.99817e+000 , 1.90415e-001
6.01816e+000 , 1.88461e-001
6.03815e+000 , 1.85929e-001
6.05815e+000 , 1.82165e-001
6.07814e+000 , 1.77088e-001
6.09814e+000 , 1.71314e-001
6.11813e+000 , 1.66221e-001
6.13812e+000 , 1.62846e-001
6.15812e+000 , 1.61710e-001
6.17811e+000 , 1.62410e-001
6.19811e+000 , 1.64648e-001
6.21810e+000 , 1.67929e-001
6.23809e+000 , 1.71264e-001
6.25809e+000 , 1.74399e-001
6.27808e+000 , 1.76768e-001
6.29807e+000 , 1.78327e-001
6.31807e+000 , 1.79163e-001
6.33806e+000 , 1.79804e-001
6.35806e+000 , 1.81113e-001
6.37805e+000 , 1.84158e-001
6.39804e+000 , 1.89610e-001
6.41804e+000 , 1.96438e-001
6.43803e+000 , 2.03532e-001
6.45803e+000 , 2.10237e-001
6.47802e+000 , 2.15589e-001
6.49801e+000 , 2.19494e-001
6.51801e+000 , 2.22020e-001
6.53800e+000 , 2.22716e-001
6.55800e+000 , 2.21607e-001
6.57799e+000 , 2.18501e-001
6.59798e+000 , 2.13469e-001
6.61798e+000 , 2.06905e-001
6.63797e+000 , 1.98934e-001
6.65796e+000 , 1.90003e-001
6.67796e+000 , 1.81625e-001
6.69795e+000 , 1.74308e-001
6.71795e+000 , 1.69073e-001
6.73794e+000 , 1.67244e-001
6.75793e+000 , 1.69033e-001
6.77793e+000 , 1.72187e-001
6.79792e+000 , 1.75541e-001
6.81792e+000 , 1.78764e-001
6.83791e+000 , 1.81781e-001
6.85790e+000 , 1.84463e-001
6.87790e+000 , 1.86897e-001
6.89789e+000 , 1.90094e-001
6.91789e+000 , 1.94048e-001
6.93788e+000 , 1.98040e-001
6.95787e+000 , 2.01175e-001
6.97787e+000 , 2.03231e-001
6.99786e+000 , 2.04402e-001
7.01785e+000 , 2.04938e-001
7.03785e+000 , 2.04750e-001
7.05784e+000 , 2.04576e-001
7.07784e+000 , 2.04145e-001
7.09783e+000 , 2.03480e-001
7.11782e+000 , 2.02598e-001
7.13782e+000 , 2.01776e-001
7.15781e+000 , 2.00959e-001
7.17781e+000 , 2.00049e-001
7.19780e+000 , 1.98506e-001
7.21779e+000 , 1.95913e-001
7.23779e+000 , 1.91815e-001
7.25778e+000 , 1.86398e-001
7.27778e+000 , 1.80415e-001
7.29777e+000 , 1.75223e-001
7.31776e+000 , 1.71354e-001
7.33776e+000 , 1.68133e-001
7.35775e+000 , 1.64325e-001
7.37774e+000 , 1.60249e-001
7.39774e+000 , 1.57149e-001
7.41773e+000 , 1.56392e-001
7.43773e+000 , 1.57781e-001
7.45772e+000 , 1.60178e-001
7.47771e+000 , 1.63221e-001
7.49771e+000 , 1.66388e-001
7.51770e+000 , 1.69350e-001
7.53770e+000 , 1.72835e-001
7.55769e+000 , 1.77261e-001
7.57768e+000 , 1.82280e-001
7.59768e+000 , 1.86541e-001
7.61767e+000 , 1.88969e-001
7.63767e+000 , 1.89328e-001
7.65766e+000 , 1.87947e-001
7.67765e+000 , 1.85735e-001
7.69765e+000 , 1.83743e-001
7.71764e+000 , 1.82290e-001
7.73763e+000 , 1.81725e-001
7.75763e+000 , 1.82592e-001
7.77762e+000 , 1.84887e-001
7.79762e+000 , 1.88398e-001
7.81761e+000 , 1.92712e-001
7.83760e+000 , 1.96384e-001
7.85760e+000 , 1.99225e-001
7.87759e+000 , 2.00942e-001
7.89759e+000 , 2.01150e-001
7.91758e+000 , 2.00074e-001
7.93757e+000 , 1.97908e-001
7.95757e+000 , 1.95204e-001
7.97756e+000 , 1.92997e-001
7.99756e+000 , 1.92302e-001
8.01755e+000 , 1.92617e-001
8.03754e+000 , 1.92989e-001
8.05754e+000 , 1.92971e-001
8.07753e+000 , 1.92534e-001
8.09752e+000 , 1.91605e-001
8.11752e+000 , 1.90376e-001
8.13751e+000 , 1.88717e-001
8.15751e+000 , 1.86624e-001
8.17750e+000 , 1.83839e-001
8.19749e+000 , 1.80248e-001
8.21749e+000 , 1.76009e-001
8.23748e+000 , 1.71986e-001
8.25748e+000 , 1.68830e-001
8.27747e+000 , 1.66658e-001
8.29746e+000 , 1.65273e-001
8.31746e+000 , 1.64726e-001
8.33745e+000 , 1.64749e-001
8.35745e+000 , 1.64927e-001
8.37744e+000 , 1.65163e-001
8.39743e+000 , 1.65614e-001
8.41743e+000 , 1.66184e-001
8.43742e+000 , 1.66815e-001
8.45741e+000 , 1.67419e-001
8.47741e+000 , 1.68005e-001
8.49740e+000 , 1.68688e-001
8.51740e+000 , 1.69619e-001
8.53739e+000 , 1.70830e-001
8.55738e+000 , 1.71912e-001
8.57738e+000 , 1.72684e-001
8.59737e+000 , 1.73474e-001
8.61737e+000 , 1.74670e-001
8.63736e+000 , 1.76628e-001
8.65735e+000 , 1.79714e-001
8.67735e+000 , 1.83555e-001
8.69734e+000 , 1.87239e-001
8.71734e+000 , 1.90344e-001
8.73733e+000 , 1.92790e-001
8.75732e+000 , 1.94314e-001
8.77732e+000 , 1.95010e-001
8.79731e+000 , 1.94966e-001
8.81730e+000 , 1.94897e-001
8.83730e+000 , 1.95214e-001
8.85729e+000 , 1.95554e-001
8.87729e+000 , 1.95511e-001
8.89728e+000 , 1.94906e-001
8.91727e+000 , 1.93663e-001
8.93727e+000 , 1.92089e-001
8.95726e+000 , 1.90873e-001
8.97726e+000 , 1.91054e-001
8.99725e+000 , 1.92711e-001
9.01724e+000 , 1.95019e-001
9.03724e+000 , 1.97962e-001
9.05723e+000 , 2.00829e-001
9.07723e+000 , 2.02701e-001
9.09722e+000 , 2.03465e-001
9.11721e+000 , 2.03270e-001
9.13721e+000 , 2.02864e-001
9.15720e+000 , 2.03204e-001
9.17719e+000 , 2.04165e-001
9.19719e+000 , 2.05151e-001
9.21718e+000 , 2.05871e-001
9.23718e+000 , 2.05696e-001
9.25717e+000 , 2.04618e-001
9.27716e+000 , 2.02739e-001
9.29716e+000 , 2.00705e-001
9.31715e+000 , 1.98635e-001
9.33715e+000 , 1.96465e-001
9.35714e+000 , 1.94581e-001
9.37713e+000 , 1.93428e-001
9.39713e+000 , 1.92720e-001
9.41712e+000 , 1.92136e-001
9.43712e+000 , 1.91255e-001
9.45711e+000 , 1.89763e-001
9.47710e+000 , 1.87760e-001
9.49710e+000 , 1.85727e-001
9.51709e+000 , 1.84228e-001
9.53708e+000 , 1.83256e-001
9.55708e+000 , 1.82310e-001
9.57707e+000 , 1.80827e-001
9.59707e+000 , 1.78754e-001
9.61706e+000 , 1.76335e-001
9.63705e+000 , 1.73679e-001
9.65705e+000 , 1.71087e-001
9.67704e+000 , 1.69298e-001
9.69704e+000 , 1.68733e-001
9.71703e+000 , 1.68950e-001
9.73702e+000 , 1.69863e-001
9.75702e+000 , 1.71758e-001
9.77701e+000 , 1.74256e-001
9.79701e+000 , 1.76803e-001
9.81700e+000 , 1.79121e-001
9.83699e+000 , 1.80550e-001
9.85699e+000 , 1.80865e-001
9.87698e+000 , 1.80073e-001
9.89697e+000 , 1.78750e-001
9.91697e+000 , 1.77370e-001
9.93696e+000 , 1.75779e-001
9.95696e+000 , 1.74382e-001
9.97695e+000 , 1.73567e-001
9.99694e+000 , 1.72728e-001
