Date [s],Average:Temperature (Study 01 - Particles) [K],Max:Particle Z-Coordinate (Study 01 - Particles) [m],Min:Absolute Translational Velocity (Study 01 - Particles) [m/s]
0.0015,529.844,0.00489686,0.000285447
0.0016,532.161,0.0048968,0.000863658
0.0017,534.331,0.00489669,0.00143041
0.0018,536.388,0.00489652,0.00198642
0.0019,538.347,0.00489629,0.0025312
0.002,540.218,0.00489601,0.00306434
0.0021,542.011,0.00489568,0.00358667
0.0022,543.73,0.00489529,0.00409784
0.0023,545.378,0.00489486,0.00459752
0.0024,546.963,0.00489437,0.00508656
0.0025,548.487,0.00489384,0.00556467
0.0026,549.951,0.00489326,0.00603161
0.0027,551.361,0.00489263,0.0064882
0.0028,552.718,0.00489196,0.00693421
0.0029,554.024,0.00489125,0.00736977
0.003,555.28,0.00489049,0.00779471
0.0031,556.491,0.00488969,0.00820982
0.0032,557.656,0.00488885,0.00861492
0.0033,558.778,0.00488797,0.00900987
0.0034,559.859,0.00488705,0.00939544
0.0035,560.9,0.00488609,0.00977148
0.0036,561.901,0.00488509,0.0101379
0.0037,562.867,0.00488406,0.0104954
0.0038,563.796,0.00488299,0.0108438
0.0039,564.69,0.00488189,0.0111832
0.004,565.551,0.00488076,0.0115141
0.0041,566.38,0.00487959,0.0118365
0.0042,567.178,0.00487839,0.0121503
0.0043,567.946,0.00487716,0.0124562
0.0044,568.685,0.0048759,0.012754
0.0045,569.396,0.00487461,0.0130441
0.0046,570.079,0.00487329,0.0133262
0.0047,570.737,0.00487194,0.0136011
0.0048,571.369,0.00487057,0.0138686
0.0049,571.977,0.00486917,0.0141288
0.005,572.561,0.00486775,0.0143821
0.0051,573.123,0.00486629,0.0146286
0.0052,573.662,0.00486482,0.0148682
0.0053,574.18,0.00486332,0.0151015
0.0054,574.678,0.0048618,0.0153284
0.0055,575.156,0.00486026,0.0155489
0.0056,575.614,0.00485869,0.0157635
0.0057,576.055,0.0048571,0.0159722
0.0058,576.477,0.0048555,0.016175
0.0059,576.882,0.00485387,0.0163721
0.006,577.27,0.00485222,0.0165639
0.0061,577.642,0.00485056,0.0167502
0.0062,577.999,0.00484887,0.0169313
0.0063,578.34,0.00484717,0.0171073
0.0064,578.667,0.00484545,0.0172784
0.0065,578.98,0.00484371,0.0174445
0.0066,579.279,0.00484196,0.0176061
0.0067,579.566,0.00484019,0.017763
0.0068,579.839,0.00483841,0.0179154
0.0069,580.101,0.00483661,0.0180635
0.007,580.351,0.0048348,0.0182074
0.0071,580.589,0.00483297,0.0183472
0.0072,580.816,0.00483113,0.0184829
0.0073,581.033,0.00482927,0.0186148
0.0074,581.24,0.0048274,0.0187428
0.0075,581.437,0.00482552,0.0188671
0.0076,581.624,0.00482363,0.0189879
0.0077,581.802,0.00482173,0.0191051
0.0078,581.971,0.00481981,0.0192189
0.0079,582.132,0.00481788,0.0193295
0.008,582.285,0.00481594,0.0194369
0.0081,582.43,0.004814,0.019541
0.0082,582.567,0.00481204,0.0196422
0.0083,582.697,0.00481007,0.0197404
0.0084,582.819,0.00480809,0.0198357
0.0085,582.935,0.0048061,0.0199282
0.0086,583.045,0.0048041,0.0200181
0.0087,583.148,0.0048021,0.0201053
0.0088,583.245,0.00480008,0.0201899
0.0089,583.336,0.00479806,0.020272
0.009,583.421,0.00479603,0.0203517
0.0091,583.501,0.00479399,0.0204291
0.0092,583.576,0.00479194,0.0205041
0.0093,583.646,0.00478989,0.020577
0.0094,583.711,0.00478783,0.0206477
0.0095,583.771,0.00478576,0.0207163
0.0096,583.827,0.00478368,0.0207829
0.0097,583.879,0.0047816,0.0208474
0.0098,583.926,0.00477951,0.0209101
0.0099,583.97,0.00477742,0.020971
0.01,584.009,0.00477532,0.02103
0.0101,584.045,0.00477321,0.0210872
0.0102,584.078,0.0047711,0.0211428
0.0103,584.107,0.00476898,0.0211967
0.0104,584.133,0.00476686,0.0212489
0.0105,584.156,0.00476474,0.0212997
0.0106,584.176,0.0047626,0.0213489
0.0107,584.193,0.00476047,0.0213966
0.0108,584.207,0.00475832,0.0214429
0.0109,584.219,0.00475618,0.0214878
0.011,584.228,0.00475403,0.0215314
0.0111,584.235,0.00475187,0.0215737
0.0112,584.239,0.00474971,0.0216147
0.0113,584.242,0.00474755,0.0216543
0.0114,584.241,0.00474538,0.0216927
0.0115,584.239,0.00474321,0.0217299
0.0116,584.236,0.00474103,0.0217661
0.0117,584.23,0.00473886,0.0218011
0.0118,584.222,0.00473667,0.0218351
0.0119,584.213,0.00473449,0.021868
0.012,584.202,0.0047323,0.0219
0.0121,584.19,0.00473011,0.021931
0.0122,584.177,0.00472791,0.0219611
0.0123,584.162,0.00472572,0.0219903
0.0124,584.145,0.00472352,0.0220186
0.0125,584.128,0.00472131,0.022046
0.0126,584.109,0.00471911,0.0220726
0.0127,584.09,0.0047169,0.0220984
0.0128,584.069,0.00471469,0.0221235
0.0129,584.047,0.00471247,0.0221478
0.013,584.024,0.00471026,0.0221713
0.0131,584.001,0.00470804,0.0221941
0.0132,583.976,0.00470582,0.0222163
0.0133,583.951,0.0047036,0.0222377
0.0134,583.925,0.00470137,0.0222586
0.0135,583.898,0.00469914,0.0222788
0.0136,583.871,0.00469692,0.0222983
0.0137,583.843,0.00469469,0.0223173
0.0138,583.815,0.00469245,0.0223358
0.0139,583.786,0.00469022,0.0223536
0.014,583.756,0.00468798,0.0223709
0.0141,583.726,0.00468574,0.0223877
0.0142,583.695,0.0046835,0.022404
0.0143,583.665,0.00468126,0.0224198
0.0144,583.633,0.00467902,0.0224351
0.0145,583.602,0.00467678,0.02245
0.0146,583.57,0.00467453,0.0224644
0.0147,583.538,0.00467228,0.0224783
0.0148,583.506,0.00467003,0.0224919
0.0149,583.473,0.00466779,0.022505
0.015,583.44,0.00466553,0.0225177
0.0151,583.407,0.00466328,0.0225301
