Date [s],Average:Temperature (Study 01 - Particles) [K],Max:Particle Z-Coordinate (Study 01 - Particles) [m],Min:Absolute Translational Velocity (Study 01 - Particles) [m/s]
0.0015,479.406,0.00489686,0.000285447
0.0016,478.51,0.0048968,0.000863658
0.0017,477.524,0.00489669,0.00143041
0.0018,476.473,0.00489652,0.00198642
0.0019,475.371,0.00489629,0.0025312
0.002,474.229,0.00489601,0.00306434
0.0021,473.052,0.00489568,0.00358667
0.0022,471.845,0.00489529,0.00409784
0.0023,470.614,0.00489486,0.00459752
0.0024,469.36,0.00489437,0.00508656
0.0025,468.087,0.00489384,0.00556467
0.0026,466.8,0.00489326,0.00603161
0.0027,465.498,0.00489263,0.0064882
0.0028,464.184,0.00489196,0.00693421
0.0029,462.861,0.00489125,0.00736977
0.003,461.531,0.00489049,0.00779471
0.0031,460.193,0.00488969,0.00820982
0.0032,458.851,0.00488885,0.00861492
0.0033,457.506,0.00488797,0.00900987
0.0034,456.157,0.00488705,0.00939544
0.0035,454.807,0.00488609,0.00977148
0.0036,453.458,0.00488509,0.0101379
0.0037,452.108,0.00488406,0.0104954
0.0038,450.759,0.00488299,0.0108438
0.0039,449.414,0.00488189,0.0111832
0.004,448.071,0.00488076,0.0115141
0.0041,446.731,0.00487959,0.0118365
0.0042,445.397,0.00487839,0.0121503
0.0043,444.066,0.00487716,0.0124562
0.0044,442.742,0.0048759,0.012754
0.0045,441.423,0.00487461,0.0130441
0.0046,440.111,0.00487329,0.0133262
0.0047,438.805,0.00487194,0.0136011
0.0048,437.507,0.00487057,0.0138686
0.0049,436.217,0.00486917,0.0141288
0.005,434.935,0.00486775,0.0143821
0.0051,433.66,0.00486629,0.0146286
0.0052,432.395,0.00486482,0.0148682
0.0053,431.139,0.00486332,0.0151015
0.0054,429.891,0.0048618,0.0153284
0.0055,428.654,0.00486026,0.0155489
0.0056,427.425,0.00485869,0.0157635
0.0057,426.207,0.0048571,0.0159722
0.0058,424.998,0.0048555,0.016175
0.0059,423.8,0.00485387,0.0163721
0.006,422.612,0.00485222,0.0165639
0.0061,421.435,0.00485056,0.0167502
0.0062,420.268,0.00484887,0.0169313
0.0063,419.112,0.00484717,0.0171073
0.0064,417.966,0.00484545,0.0172784
0.0065,416.832,0.00484371,0.0174445
0.0066,415.708,0.00484196,0.0176061
0.0067,414.595,0.00484019,0.017763
0.0068,413.493,0.00483841,0.0179154
