Date [s],Average:Temperature (Study 01 - Particles) [K],Max:Particle Z-Coordinate (Study 01 - Particles) [m],Min:Absolute Translational Velocity (Study 01 - Particles) [m/s]
0.0015,530.077,0.00489686,0.000285447
0.0016,532.403,0.0048968,0.000863658
0.0017,534.583,0.00489669,0.00143041
0.0018,536.652,0.00489652,0.00198642
0.0019,538.624,0.00489629,0.0025312
0.002,540.509,0.00489601,0.00306434
0.0021,542.317,0.00489568,0.00358667
0.0022,544.051,0.00489529,0.00409784
0.0023,545.716,0.00489486,0.00459752
0.0024,547.319,0.00489437,0.00508656
0.0025,548.86,0.00489384,0.00556467
0.0026,550.343,0.00489326,0.00603161
0.0027,551.772,0.00489263,0.0064882
0.0028,553.148,0.00489196,0.00693421
0.0029,554.474,0.00489125,0.00736977
0.003,555.751,0.00489049,0.00779471
0.0031,556.983,0.00488969,0.00820982
0.0032,558.17,0.00488885,0.00861492
0.0033,559.314,0.00488797,0.00900987
0.0034,560.417,0.00488705,0.00939544
0.0035,561.48,0.00488609,0.00977148
0.0036,562.505,0.00488509,0.0101379
0.0037,563.493,0.00488406,0.0104954
0.0038,564.446,0.00488299,0.0108438
0.0039,565.364,0.00488189,0.0111832
0.004,566.25,0.00488076,0.0115141
0.0041,567.103,0.00487959,0.0118365
0.0042,567.925,0.00487839,0.0121503
0.0043,568.718,0.00487716,0.0124562
0.0044,569.481,0.0048759,0.012754
0.0045,570.217,0.00487461,0.0130441
0.0046,570.926,0.00487329,0.0133262
0.0047,571.609,0.00487194,0.0136011
0.0048,572.266,0.00487057,0.0138686
0.0049,572.899,0.00486917,0.0141288
0.005,573.509,0.00486775,0.0143821
0.0051,574.096,0.00486629,0.0146286
0.0052,574.661,0.00486482,0.0148682
0.0053,575.205,0.00486332,0.0151015
0.0054,575.728,0.0048618,0.0153284
0.0055,576.231,0.00486026,0.0155489
0.0056,576.716,0.00485869,0.0157635
0.0057,577.181,0.0048571,0.0159722
0.0058,577.629,0.0048555,0.016175
0.0059,578.059,0.00485387,0.0163721
0.006,578.473,0.00485222,0.0165639
0.0061,578.87,0.00485056,0.0167502
0.0062,579.252,0.00484887,0.0169313
0.0063,579.619,0.00484717,0.0171073
0.0064,579.971,0.00484545,0.0172784
0.0065,580.308,0.00484371,0.0174445
0.0066,580.632,0.00484196,0.0176061
0.0067,580.943,0.00484019,0.017763
0.0068,581.242,0.00483841,0.0179154
0.0069,581.528,0.00483661,0.0180635
0.007,581.802,0.0048348,0.0182074
0.0071,582.064,0.00483297,0.0183472
0.0072,582.315,0.00483113,0.0184829
0.0073,582.556,0.00482927,0.0186148
0.0074,582.787,0.0048274,0.0187428
0.0075,583.007,0.00482552,0.0188671
0.0076,583.218,0.00482363,0.0189879
0.0077,583.419,0.00482173,0.0191051
0.0078,583.612,0.00481981,0.0192189
0.0079,583.795,0.00481788,0.0193295
0.008,583.971,0.00481594,0.0194369
0.0081,584.138,0.004814,0.019541
0.0082,584.297,0.00481204,0.0196422
0.0083,584.449,0.00481007,0.0197404
0.0084,584.594,0.00480809,0.0198357
0.0085,584.732,0.0048061,0.0199282
0.0086,584.863,0.0048041,0.0200181
0.0087,584.987,0.0048021,0.0201053
0.0088,585.106,0.00480008,0.0201899
0.0089,585.218,0.00479806,0.020272
0.009,585.324,0.00479603,0.0203517
0.0091,585.425,0.00479399,0.0204291
0.0092,585.52,0.00479194,0.0205041
0.0093,585.61,0.00478989,0.020577
0.0094,585.695,0.00478783,0.0206477
0.0095,585.775,0.00478576,0.0207163
0.0096,585.851,0.00478368,0.0207829
0.0097,585.922,0.0047816,0.0208474
0.0098,585.989,0.00477951,0.0209101
0.0099,586.051,0.00477742,0.020971
0.01,586.11,0.00477532,0.02103
0.0101,586.164,0.00477321,0.0210872
0.0102,586.215,0.0047711,0.0211428
0.0103,586.263,0.00476898,0.0211967
0.0104,586.307,0.00476686,0.0212489
0.0105,586.348,0.00476474,0.0212997
0.0106,586.385,0.0047626,0.0213489
0.0107,586.42,0.00476047,0.0213966
0.0108,586.451,0.00475832,0.0214429
0.0109,586.48,0.00475618,0.0214878
0.011,586.506,0.00475403,0.0215314
0.0111,586.53,0.00475187,0.0215737
0.0112,586.551,0.00474971,0.0216147
0.0113,586.569,0.00474755,0.0216543
0.0114,586.585,0.00474538,0.0216927
0.0115,586.599,0.00474321,0.0217299
0.0116,586.611,0.00474103,0.0217661
0.0117,586.621,0.00473886,0.0218011
0.0118,586.628,0.00473667,0.0218351
0.0119,586.634,0.00473449,0.021868
0.012,586.639,0.0047323,0.0219
0.0121,586.641,0.00473011,0.021931
0.0122,586.642,0.00472791,0.0219611
0.0123,586.642,0.00472572,0.0219903
0.0124,586.64,0.00472352,0.0220186
0.0125,586.636,0.00472131,0.022046
0.0126,586.632,0.00471911,0.0220726
0.0127,586.626,0.0047169,0.0220984
0.0128,586.618,0.00471469,0.0221235
0.0129,586.61,0.00471247,0.0221478
0.013,586.601,0.00471026,0.0221713
0.0131,586.59,0.00470804,0.0221941
0.0132,586.578,0.00470582,0.0222163
0.0133,586.566,0.0047036,0.0222377
0.0134,586.552,0.00470137,0.0222586
0.0135,586.538,0.00469914,0.0222788
0.0136,586.523,0.00469692,0.0222983
0.0137,586.507,0.00469469,0.0223173
0.0138,586.491,0.00469245,0.0223358
0.0139,586.473,0.00469022,0.0223536
0.014,586.455,0.00468798,0.0223709
0.0141,586.437,0.00468574,0.0223877
0.0142,586.418,0.0046835,0.022404
0.0143,586.398,0.00468126,0.0224198
0.0144,586.378,0.00467902,0.0224351
0.0145,586.357,0.00467678,0.02245
0.0146,586.336,0.00467453,0.0224644
0.0147,586.314,0.00467228,0.0224783
0.0148,586.292,0.00467003,0.0224919
0.0149,586.27,0.00466779,0.022505
0.015,586.247,0.00466553,0.0225177
0.0151,586.224,0.00466328,0.0225301
0.0152,586.201,0.00466103,0.022542
0.0153,586.177,0.00465877,0.0225537
0.0154,586.154,0.00465652,0.0225649
0.0155,586.129,0.00465426,0.0225758
0.0156,586.105,0.004652,0.0225864
0.0157,586.081,0.00464974,0.0225967
0.0158,586.056,0.00464748,0.0226066
0.0159,586.031,0.00464522,0.0226163
0.016,586.006,0.00464296,0.0226256
0.0161,585.981,0.0046407,0.0226347
0.0162,585.956,0.00463843,0.0226435
0.0163,585.931,0.00463617,0.022652
0.0164,585.906,0.0046339,0.0226603
0.0165,585.881,0.00463164,0.0226683
0.0166,585.855,0.00462937,0.0226761
0.0167,585.83,0.0046271,0.0226836
0.0168,585.804,0.00462483,0.0226909
0.0169,585.779,0.00462256,0.022698
0.017,585.753,0.00462029,0.0227049
0.0171,585.728,0.00461802,0.0227115
