Date [s],Average:Temperature (Study 01 - Particles) [K],Max:Particle Z-Coordinate (Study 01 - Particles) [m],Min:Absolute Translational Velocity (Study 01 - Particles) [m/s]
0.0285,598.57,0.00435758,0.0229079
0.0286,598.672,0.00435529,0.0229081
0.0287,598.773,0.004353,0.0229083
0.0288,598.873,0.00435071,0.0229085
0.0289,598.972,0.00434842,0.0229087
0.029,599.071,0.00434613,0.0229088
0.0291,599.169,0.00434384,0.022909
0.0292,599.267,0.00434154,0.0229091
0.0293,599.364,0.00433925,0.0229093
0.0294,599.46,0.00433696,0.0229094
0.0295,599.556,0.00433467,0.0229096
0.0296,599.651,0.00433238,0.0229097
0.0297,599.745,0.00433009,0.0229098
0.0298,599.839,0.0043278,0.02291
0.0299,599.933,0.00432551,0.0229101
0.03,600.025,0.00432322,0.0229102
0.0301,600.118,0.00432093,0.0229103
0.0302,600.209,0.00431863,0.0229105
0.0303,600.3,0.00431634,0.0229106
0.0304,600.39,0.00431405,0.0229107
0.0305,600.48,0.00431176,0.0229108
0.0306,600.57,0.00430947,0.0229109
0.0307,600.658,0.00430718,0.022911
0.0308,600.746,0.00430489,0.0229111
0.0309,600.834,0.0043026,0.0229112
0.031,600.921,0.00430031,0.0229113
0.0311,601.007,0.00429802,0.0229113
0.0312,601.093,0.00429572,0.0229114
0.0313,601.179,0.00429343,0.0229115
0.0314,601.263,0.00429114,0.0229116
0.0315,601.348,0.00428885,0.0229117
0.0316,601.431,0.00428656,0.0229117
0.0317,601.515,0.00428427,0.0229118
0.0318,601.597,0.00428198,0.0229119
0.0319,601.68,0.00427968,0.0229119
0.032,601.761,0.00427739,0.022912
0.0321,601.842,0.0042751,0.0229121
0.0322,601.923,0.00427281,0.0229121
0.0323,602.003,0.00427052,0.0229122
0.0324,602.083,0.00426823,0.0229123
0.0325,602.162,0.00426594,0.0229123
0.0326,602.24,0.00426365,0.0229124
0.0327,602.318,0.00426136,0.0229124
0.0328,602.396,0.00425906,0.0229125
0.0329,602.473,0.00425677,0.0229125
0.033,602.55,0.00425448,0.0229126
0.0331,602.626,0.00425219,0.0229126
0.0332,602.701,0.0042499,0.0229127
0.0333,602.776,0.00424761,0.0229126
0.0334,602.851,0.00424532,0.0229126
0.0335,602.925,0.00424303,0.0229126
0.0336,602.999,0.00424074,0.0229126
0.0337,603.072,0.00423844,0.0229126
0.0338,603.145,0.00423615,0.0229126
0.0339,603.217,0.00423386,0.0229126
0.034,603.289,0.00423157,0.0229126
0.0341,603.361,0.00422928,0.0229126
0.0342,603.432,0.00422699,0.0229126
0.0343,603.502,0.0042247,0.0229126
0.0344,603.572,0.0042224,0.0229126
0.0345,603.642,0.00422011,0.0229126
0.0346,603.711,0.00421782,0.0229126
0.0347,603.78,0.00421553,0.0229126
0.0348,603.848,0.00421324,0.0229126
0.0349,603.916,0.00421095,0.0229126
0.035,603.983,0.00420866,0.0229126
0.0351,604.05,0.00420637,0.0229126
0.0352,604.117,0.00420407,0.0229126
0.0353,604.183,0.00420178,0.0229126
0.0354,604.249,0.00419949,0.0229125
0.0355,604.314,0.0041972,0.0229125
0.0356,604.379,0.00419491,0.0229125
0.0357,604.444,0.00419262,0.0229125
0.0358,604.508,0.00419033,0.0229125
0.0359,604.571,0.00418804,0.0229125
0.036,604.635,0.00418574,0.0229125
0.0361,604.698,0.00418345,0.0229125
0.0362,604.76,0.00418116,0.0229125
0.0363,604.822,0.00417887,0.0229125
0.0364,604.884,0.00417658,0.0229125
0.0365,604.945,0.00417429,0.0229125
0.0366,605.006,0.004172,0.0229125
0.0367,605.067,0.00416971,0.0229125
0.0368,605.127,0.00416741,0.0229125
0.0369,605.187,0.00416512,0.0229125
0.037,605.246,0.00416283,0.0229125
0.0371,605.305,0.00416054,0.0229125
0.0372,605.364,0.00415825,0.0229125
0.0373,605.422,0.00415596,0.0229125
0.0374,605.48,0.00415367,0.0229125
0.0375,605.537,0.00415138,0.0229125
0.0376,605.594,0.00414908,0.0229125
0.0377,605.651,0.00414679,0.0229125
0.0378,605.708,0.0041445,0.0229125
0.0379,605.764,0.00414221,0.0229125
0.038,605.819,0.00413992,0.0229125
0.0381,605.875,0.00413763,0.0229125
0.0382,605.93,0.00413534,0.0229125
0.0383,605.985,0.00413305,0.0229125
0.0384,606.039,0.00413075,0.0229125
0.0385,606.093,0.00412846,0.0229125
0.0386,606.147,0.00412617,0.0229125
0.0387,606.2,0.00412388,0.0229125
0.0388,606.253,0.00412159,0.0229125
0.0389,606.305,0.0041193,0.0229125
0.039,606.358,0.00411701,0.0229125
0.0391,606.41,0.00411472,0.0229125
0.0392,606.461,0.00411242,0.0229125
0.0393,606.513,0.00411013,0.0229125
0.0394,606.564,0.00410784,0.0229125
0.0395,606.614,0.00410555,0.0229125
0.0396,606.665,0.00410326,0.0229125
0.0397,606.715,0.00410097,0.0229125
0.0398,606.764,0.00409868,0.0229125
0.0399,606.814,0.00409639,0.0229125
0.04,606.863,0.00409409,0.0229125
0.0401,606.912,0.0040918,0.0229125
0.0402,606.96,0.00408951,0.0229125
0.0403,607.008,0.00408722,0.0229125
0.0404,607.056,0.00408493,0.0229125
0.0405,607.104,0.00408264,0.0229125
0.0406,607.151,0.00408035,0.0229125
0.0407,607.198,0.00407805,0.0229125
0.0408,607.244,0.00407576,0.0229125
0.0409,607.291,0.00407347,0.0229125
