Date [s],Average:Temperature (Study 01 - Particles) [K],Max:Particle Z-Coordinate (Study 01 - Particles) [m],Min:Absolute Translational Velocity (Study 01 - Particles) [m/s]
0.0015,542.988,0.00489686,0.000283008
0.0016,545.9,0.0048968,0.000861044
0.0017,548.747,0.00489669,0.00142766
0.0018,551.548,0.00489652,0.00198354
0.0019,554.306,0.00489629,0.0025282
0.002,557.025,0.00489601,0.00306121
0.0021,559.711,0.00489568,0.00358342
0.0022,562.364,0.0048953,0.00409446
0.0023,564.985,0.00489486,0.00459402
0.0024,567.579,0.00489438,0.00508294
0.0025,570.145,0.00489385,0.00556093
0.0026,572.681,0.00489327,0.00602775
0.0027,575.194,0.00489264,0.00648422
0.0028,577.681,0.00489197,0.00693012
0.0029,580.144,0.00489125,0.00736557
0.003,582.581,0.0048905,0.00779039
0.0031,584.997,0.0048897,0.00820539
0.0032,587.39,0.00488886,0.00861038
0.0033,589.759,0.00488798,0.00900523
0.0034,592.109,0.00488706,0.00939069
0.0035,594.437,0.0048861,0.00976662
0.0036,596.742,0.0048851,0.0101329
0.0037,599.028,0.00488407,0.0104903
0.0038,601.295,0.004883,0.0108387
0.0039,603.54,0.0048819,0.0111779
0.004,605.767,0.00488077,0.0115087
0.0041,607.976,0.0048796,0.011831
0.0042,610.164,0.0048784,0.0121448
0.0043,612.335,0.00487717,0.0124505
0.0044,614.488,0.00487591,0.0127483
0.0045,616.623,0.00487462,0.0130383
0.0046,618.738,0.00487331,0.0133203
0.0047,620.838,0.00487196,0.0135951
0.0048,622.921,0.00487059,0.0138626
0.0049,624.985,0.00486919,0.0141227
0.005,627.034,0.00486776,0.0143759
0.0051,629.067,0.00486631,0.0146224
0.0052,631.082,0.00486484,0.0148619
0.0053,633.082,0.00486334,0.0150951
0.0054,635.066,0.00486182,0.0153219
0.0055,637.034,0.00486028,0.0155424
0.0056,638.987,0.00485871,0.0157569
0.0057,640.925,0.00485713,0.0159655
0.0058,642.848,0.00485552,0.0161683
0.0059,644.755,0.00485389,0.0163653
0.006,646.649,0.00485225,0.016557
0.0061,648.527,0.00485058,0.0167433
0.0062,650.39,0.0048489,0.0169243
0.0063,652.241,0.0048472,0.0171003
0.0064,654.077,0.00484548,0.0172713
0.0065,655.898,0.00484374,0.0174374
0.0066,657.706,0.00484199,0.0175989
0.0067,659.501,0.00484022,0.0177558
0.0068,661.282,0.00483844,0.0179081
0.0069,663.05,0.00483664,0.0180562
0.007,664.805,0.00483483,0.0182001
0.0071,666.547,0.004833,0.0183398
0.0072,668.275,0.00483116,0.0184754
0.0073,669.991,0.00482931,0.0186073
0.0074,671.695,0.00482744,0.0187353
0.0075,673.385,0.00482556,0.0188595
0.0076,675.064,0.00482367,0.0189802
0.0077,676.73,0.00482176,0.0190975
0.0078,678.384,0.00481985,0.0192112
0.0079,680.026,0.00481792,0.0193218
0.008,681.657,0.00481598,0.0194291
0.0081,683.274,0.00481404,0.0195332
0.0082,684.882,0.00481208,0.0196343
0.0083,686.477,0.00481011,0.0197325
0.0084,688.06,0.00480813,0.0198278
0.0085,689.633,0.00480614,0.0199203
0.0086,691.195,0.00480415,0.0200101
0.0087,692.746,0.00480214,0.0200973
0.0088,694.284,0.00480013,0.0201819
0.0089,695.813,0.00479811,0.020264
0.009,697.331,0.00479607,0.0203437
0.0091,698.837,0.00479404,0.020421
0.0092,700.333,0.00479199,0.020496
0.0093,701.819,0.00478994,0.0205689
0.0094,703.294,0.00478788,0.0206395
