Date [s],Average:Temperature (Study 01 - Particles) [K],Max:Particle Z-Coordinate (Study 01 - Particles) [m],Min:Absolute Translational Velocity (Study 01 - Particles) [m/s]
0.0015,501.926,0.00489686,0.000285447
0.0016,502.463,0.0048968,0.000863658
0.0017,502.884,0.00489669,0.00143041
0.0018,503.219,0.00489652,0.00198642
0.0019,503.484,0.00489629,0.0025312
0.002,503.687,0.00489601,0.00306434
0.0021,503.836,0.00489568,0.00358667
0.0022,503.937,0.00489529,0.00409784
0.0023,503.993,0.00489486,0.00459752
0.0024,504.008,0.00489437,0.00508656
0.0025,503.986,0.00489384,0.00556467
0.0026,503.93,0.00489326,0.00603161
0.0027,503.842,0.00489263,0.0064882
0.0028,503.724,0.00489196,0.00693421
0.0029,503.578,0.00489125,0.00736977
0.003,503.407,0.00489049,0.00779471
0.0031,503.211,0.00488969,0.00820982
0.0032,502.993,0.00488885,0.00861492
0.0033,502.754,0.00488797,0.00900987
0.0034,502.495,0.00488705,0.00939544
0.0035,502.217,0.00488609,0.00977148
0.0036,501.923,0.00488509,0.0101379
0.0037,501.613,0.00488406,0.0104954
0.0038,501.287,0.00488299,0.0108438
0.0039,500.948,0.00488189,0.0111832
0.004,500.595,0.00488076,0.0115141
0.0041,500.23,0.00487959,0.0118365
0.0042,499.854,0.00487839,0.0121503
0.0043,499.467,0.00487716,0.0124562
0.0044,499.07,0.0048759,0.012754
0.0045,498.665,0.00487461,0.0130441
0.0046,498.251,0.00487329,0.0133262
0.0047,497.829,0.00487194,0.0136011
0.0048,497.4,0.00487057,0.0138686
0.0049,496.965,0.00486917,0.0141288
0.005,496.523,0.00486775,0.0143821
0.0051,496.076,0.00486629,0.0146286
0.0052,495.625,0.00486482,0.0148682
0.0053,495.168,0.00486332,0.0151015
0.0054,494.708,0.0048618,0.0153284
0.0055,494.244,0.00486026,0.0155489
0.0056,493.777,0.00485869,0.0157635
0.0057,493.307,0.0048571,0.0159722
0.0058,492.834,0.0048555,0.016175
0.0059,492.36,0.00485387,0.0163721
0.006,491.884,0.00485222,0.0165639
0.0061,491.406,0.00485056,0.0167502
0.0062,490.928,0.00484887,0.0169313
0.0063,490.448,0.00484717,0.0171073
0.0064,489.968,0.00484545,0.0172784
0.0065,489.488,0.00484371,0.0174445
0.0066,489.008,0.00484196,0.0176061
0.0067,488.527,0.00484019,0.017763
0.0068,488.048,0.00483841,0.0179154
