Date [s];Average:Temperature (Study 01 - Particles) [K];Max:Particle Z-Coordinate (Study 01 - Particles) [m];Min:Absolute Translational Velocity (Study 01 - Particles) [m/s]
0.0015;475.491;0.00489686;0.000285447
0.0016;474.293;0.0048968;0.000863658
0.0017;473.019;0.00489669;0.00143041
0.0018;471.692;0.00489652;0.00198642
0.0019;470.324;0.00489629;0.0025312
0.002;468.925;0.00489601;0.00306434
0.0021;467.498;0.00489568;0.00358667
0.0022;466.05;0.00489529;0.00409784
0.0023;464.585;0.00489486;0.00459752
0.0024;463.104;0.00489437;0.00508656
0.0025;461.611;0.00489384;0.00556467
0.0026;460.109;0.00489326;0.00603161
0.0027;458.598;0.00489263;0.0064882
0.0028;457.082;0.00489196;0.00693421
0.0029;455.56;0.00489125;0.00736977
0.003;454.037;0.00489049;0.00779471
0.0031;452.511;0.00488969;0.00820982
0.0032;450.984;0.00488885;0.00861492
0.0033;449.46;0.00488797;0.00900987
0.0034;447.935;0.00488705;0.00939544
0.0035;446.413;0.00488609;0.00977148
0.0036;444.896;0.00488509;0.0101379
0.0037;443.381;0.00488406;0.0104954
0.0038;441.871;0.00488299;0.0108438
0.0039;440.368;0.00488189;0.0111832
0.004;438.87;0.00488076;0.0115141
0.0041;437.378;0.00487959;0.0118365
0.0042;435.894;0.00487839;0.0121503
0.0043;434.417;0.00487716;0.0124562
0.0044;432.948;0.0048759;0.012754
0.0045;431.487;0.00487461;0.0130441
0.0046;430.036;0.00487329;0.0133262
0.0047;428.593;0.00487194;0.0136011
0.0048;427.16;0.00487057;0.0138686
0.0049;425.737;0.00486917;0.0141288
0.005;424.323;0.00486775;0.0143821
0.0051;422.919;0.00486629;0.0146286
0.0052;421.527;0.00486482;0.0148682
0.0053;420.144;0.00486332;0.0151015
0.0054;418.772;0.0048618;0.0153284
0.0055;417.412;0.00486026;0.0155489
0.0056;416.062;0.00485869;0.0157635
0.0057;414.724;0.0048571;0.0159722
0.0058;413.396;0.0048555;0.016175
0.0059;412.082;0.00485387;0.0163721
0.006;410.777;0.00485222;0.0165639
0.0061;409.485;0.00485056;0.0167502
0.0062;408.205;0.00484887;0.0169313
0.0063;406.935;0.00484717;0.0171073
0.0064;405.678;0.00484545;0.0172784
0.0065;404.433;0.00484371;0.0174445
0.0066;403.199;0.00484196;0.0176061
0.0067;401.977;0.00484019;0.017763
0.0068;400.768;0.00483841;0.0179154
0.0069;399.57;0.00483661;0.0180635
0.007;398.384;0.0048348;0.0182074
0.0071;397.21;0.00483297;0.0183472
0.0072;396.048;0.00483113;0.0184829
0.0073;394.897;0.00482927;0.0186148
0.0074;393.759;0.0048274;0.0187428
0.0075;392.632;0.00482552;0.0188671
0.0076;391.517;0.00482363;0.0189879
0.0077;390.414;0.00482173;0.0191051
0.0078;389.323;0.00481981;0.0192189
0.0079;388.242;0.00481788;0.0193295
0.008;387.174;0.00481594;0.0194369
0.0081;386.117;0.004814;0.019541
0.0082;385.071;0.00481204;0.0196422
0.0083;384.037;0.00481007;0.0197404
0.0084;383.015;0.00480809;0.0198357
0.0085;382.003;0.0048061;0.0199282
0.0086;381.002;0.0048041;0.0200181
0.0087;380.013;0.0048021;0.0201053
0.0088;379.035;0.00480008;0.0201899
0.0089;378.068;0.00479806;0.020272
0.009;377.111;0.00479603;0.0203517
0.0091;376.166;0.00479399;0.0204291
0.0092;375.231;0.00479194;0.0205041
0.0093;374.307;0.00478989;0.020577
0.0094;373.393;0.00478783;0.0206477
