Date [s],Average:Temperature (Study 01 - Particles) [K],Max:Particle Z-Coordinate (Study 01 - Particles) [m],Min:Absolute Translational Velocity (Study 01 - Particles) [m/s]
0.0015,481.139,0.00489686,0.000286801
0.0016,480.301,0.0048968,0.000865003
0.0017,479.382,0.00489669,0.0014318
0.0018,478.404,0.00489651,0.00198787
0.0019,477.382,0.00489629,0.0025327
0.002,476.323,0.00489601,0.0030659
0.0021,475.233,0.00489568,0.0035883
0.0022,474.116,0.00489529,0.00409952
0.0023,472.978,0.00489486,0.00459927
0.0024,471.82,0.00489437,0.00508837
0.0025,470.646,0.00489384,0.00556653
0.0026,469.458,0.00489326,0.00603353
0.0027,468.257,0.00489263,0.00649018
0.0028,467.046,0.00489196,0.00693624
0.0029,465.827,0.00489124,0.00737186
0.003,464.601,0.00489049,0.00779686
0.0031,463.368,0.00488969,0.00821202
0.0032,462.131,0.00488884,0.00861718
0.0033,460.892,0.00488796,0.00901218
0.0034,459.649,0.00488704,0.0093978
0.0035,458.405,0.00488608,0.00977389
0.0036,457.161,0.00488509,0.0101403
0.0037,455.916,0.00488406,0.0104979
0.0038,454.672,0.00488299,0.0108464
0.0039,453.431,0.00488189,0.0111858
0.004,452.191,0.00488075,0.0115167
0.0041,450.954,0.00487958,0.0118392
0.0042,449.722,0.00487838,0.012153
0.0043,448.492,0.00487715,0.012459
0.0044,447.267,0.00487589,0.0127569
0.0045,446.047,0.0048746,0.013047
0.0046,444.833,0.00487328,0.0133291
0.0047,443.624,0.00487194,0.0136041
0.0048,442.42,0.00487056,0.0138716
0.0049,441.224,0.00486916,0.0141318
0.005,440.034,0.00486774,0.0143852
0.0051,438.851,0.00486629,0.0146317
0.0052,437.676,0.00486481,0.0148714
0.0053,436.507,0.00486331,0.0151047
0.0054,435.346,0.00486179,0.0153316
0.0055,434.194,0.00486025,0.0155522
0.0056,433.049,0.00485868,0.0157668
0.0057,431.912,0.00485709,0.0159755
0.0058,430.784,0.00485548,0.0161784
0.0059,429.665,0.00485386,0.0163755
0.006,428.554,0.00485221,0.0165673
0.0061,427.452,0.00485054,0.0167537
0.0062,426.359,0.00484886,0.0169347
0.0063,425.274,0.00484716,0.0171108
0.0064,424.199,0.00484544,0.0172819
0.0065,423.134,0.0048437,0.0174481
0.0066,422.077,0.00484195,0.0176096
0.0067,421.029,0.00484018,0.0177666
0.0068,419.992,0.00483839,0.017919
0.0069,418.963,0.0048366,0.0180672
0.007,417.943,0.00483478,0.0182111
0.0071,416.933,0.00483295,0.0183509
0.0072,415.933,0.00483111,0.0184866
0.0073,414.942,0.00482926,0.0186185
0.0074,413.96,0.00482739,0.0187466
0.0075,412.989,0.00482551,0.0188709
0.0076,412.026,0.00482361,0.0189917
0.0077,411.073,0.00482171,0.019109
0.0078,410.13,0.00481979,0.0192228
0.0079,409.196,0.00481786,0.0193334
0.008,408.271,0.00481592,0.0194407
0.0081,407.356,0.00481398,0.0195449
0.0082,406.45,0.00481202,0.0196461
0.0083,405.554,0.00481005,0.0197443
0.0084,404.667,0.00480807,0.0198396
0.0085,403.789,0.00480608,0.0199322
0.0086,402.92,0.00480408,0.0200221
0.0087,402.061,0.00480207,0.0201093
0.0088,401.211,0.00480006,0.0201939
0.0089,400.37,0.00479804,0.020276
0.009,399.537,0.004796,0.0203558
0.0091,398.715,0.00479397,0.0204331
0.0092,397.901,0.00479192,0.0205082
0.0093,397.095,0.00478986,0.0205811
0.0094,396.299,0.0047878,0.0206518
0.0095,395.511,0.00478573,0.0207204
0.0096,394.732,0.00478366,0.020787
0.0097,393.963,0.00478158,0.0208516
0.0098,393.201,0.00477949,0.0209143
0.0099,392.448,0.00477739,0.0209751
0.01,391.703,0.00477529,0.0210341
0.0101,390.967,0.00477319,0.0210914
0.0102,390.239,0.00477107,0.0211469
0.0103,389.52,0.00476896,0.0212008
0.0104,388.809,0.00476683,0.0212531
0.0105,388.105,0.00476471,0.0213038
0.0106,387.41,0.00476257,0.0213531
0.0107,386.723,0.00476044,0.0214008
0.0108,386.044,0.00475829,0.0214471
0.0109,385.372,0.00475615,0.0214921
0.011,384.709,0.004754,0.0215356
0.0111,384.053,0.00475184,0.0215779
0.0112,383.405,0.00474968,0.0216189
0.0113,382.764,0.00474751,0.0216584
0.0114,382.131,0.00474535,0.0216967
0.0115,381.505,0.00474318,0.0217339
0.0116,380.886,0.004741,0.0217699
0.0117,380.275,0.00473882,0.0218049
0.0118,379.671,0.00473664,0.0218388
0.0119,379.074,0.00473445,0.0218717
0.012,378.485,0.00473227,0.0219036
