Date [s];Average:Temperature (Study 01 - Particles) [K];Max:Particle Z-Coordinate (Study 01 - Particles) [m];Min:Absolute Translational Velocity (Study 01 - Particles) [m/s]
0.0015;473.764;0.00489686;0.000288863
0.0016;472.512;0.0048968;0.000867232
0.0017;471.175;0.00489668;0.00143415
0.0018;469.779;0.00489651;0.00199032
0.0019;468.336;0.00489629;0.00253527
0.002;466.859;0.00489601;0.00306858
0.0021;465.35;0.00489567;0.00359108
0.0022;463.817;0.00489529;0.00410241
0.0023;462.264;0.00489485;0.00460226
0.0024;460.694;0.00489437;0.00509146
0.0025;459.109;0.00489383;0.00556973
0.0026;457.514;0.00489325;0.00603683
0.0027;455.909;0.00489263;0.00649358
0.0028;454.297;0.00489195;0.00693974
0.0029;452.68;0.00489124;0.00737546
0.003;451.06;0.00489048;0.00780055
0.0031;449.438;0.00488968;0.00821581
0.0032;447.814;0.00488884;0.00862106
0.0033;446.193;0.00488796;0.00901616
0.0034;444.572;0.00488703;0.00940187
0.0035;442.954;0.00488608;0.00977805
0.0036;441.341;0.00488508;0.0101446
0.0037;439.732;0.00488405;0.0105022
0.0038;438.128;0.00488298;0.0108508
0.0039;436.531;0.00488188;0.0111903
0.004;434.94;0.00488074;0.0115213
0.0041;433.357;0.00487957;0.0118438
0.0042;431.784;0.00487837;0.0121578
0.0043;430.217;0.00487714;0.0124638
0.0044;428.66;0.00487588;0.0127618
0.0045;427.113;0.00487459;0.0130519
0.0046;425.577;0.00487327;0.0133342
0.0047;424.051;0.00487192;0.0136091
0.0048;422.535;0.00487055;0.0138768
0.0049;421.032;0.00486915;0.014137
0.005;419.539;0.00486772;0.0143905
0.0051;418.058;0.00486627;0.0146371
0.0052;416.59;0.00486479;0.0148768
0.0053;415.133;0.00486329;0.0151102
0.0054;413.689;0.00486177;0.0153372
0.0055;412.259;0.00486023;0.0155578
0.0056;410.84;0.00485866;0.0157725
0.0057;409.434;0.00485707;0.0159812
0.0058;408.041;0.00485546;0.0161842
0.0059;406.663;0.00485384;0.0163813
0.006;405.297;0.00485219;0.0165732
0.0061;403.944;0.00485052;0.0167596
0.0062;402.606;0.00484884;0.0169407
0.0063;401.28;0.00484713;0.0171168
0.0064;399.968;0.00484541;0.017288
0.0065;398.67;0.00484368;0.0174542
0.0066;397.385;0.00484192;0.0176158
0.0067;396.114;0.00484015;0.0177728
0.0068;394.857;0.00483837;0.0179253
0.0069;393.613;0.00483657;0.0180735
0.007;392.382;0.00483475;0.0182174
0.0071;391.166;0.00483292;0.0183573
0.0072;389.963;0.00483108;0.018493
0.0073;388.774;0.00482923;0.0186249
0.0074;387.597;0.00482736;0.018753
0.0075;386.435;0.00482548;0.0188774
0.0076;385.286;0.00482358;0.0189982
0.0077;384.15;0.00482168;0.0191155
0.0078;383.028;0.00481976;0.0192294
0.0079;381.918;0.00481783;0.01934
0.008;380.822;0.00481589;0.0194474
0.0081;379.739;0.00481394;0.0195516
0.0082;378.669;0.00481198;0.0196528
0.0083;377.611;0.00481001;0.0197511
0.0084;376.567;0.00480803;0.0198464
0.0085;375.535;0.00480604;0.019939
0.0086;374.516;0.00480404;0.0200289
0.0087;373.509;0.00480204;0.0201161
0.0088;372.515;0.00480002;0.0202007
0.0089;371.533;0.004798;0.0202829
0.009;370.563;0.00479596;0.0203627
0.0091;369.606;0.00479392;0.02044
0.0092;368.66;0.00479188;0.0205151
0.0093;367.726;0.00478982;0.020588
0.0094;366.805;0.00478776;0.0206587
0.0095;365.894;0.00478569;0.0207274
0.0096;364.996;0.00478361;0.020794
0.0097;364.109;0.00478153;0.0208586
0.0098;363.233;0.00477944;0.0209213
0.0099;362.368;0.00477735;0.0209822
0.01;361.515;0.00477524;0.0210412
0.0101;360.673;0.00477314;0.0210985
0.0102;359.841;0.00477103;0.0211541
0.0103;359.02;0.00476891;0.021208
0.0104;358.211;0.00476678;0.0212603
0.0105;357.411;0.00476466;0.021311
0.0106;356.622;0.00476252;0.0213603
0.0107;355.844;0.00476038;0.021408
0.0108;355.075;0.00475824;0.0214543
0.0109;354.317;0.00475609;0.0214993
0.011;353.569;0.00475394;0.0215429
0.0111;352.831;0.00475178;0.0215852
0.0112;352.102;0.00474962;0.0216261
0.0113;351.383;0.00474746;0.0216657
0.0114;350.674;0.00474529;0.021704
0.0115;349.974;0.00474312;0.0217412
0.0116;349.283;0.00474094;0.0217773
0.0117;348.602;0.00473876;0.0218122
0.0118;347.93;0.00473658;0.0218462
0.0119;347.266;0.00473439;0.0218791
0.012;346.612;0.0047322;0.021911
0.0121;345.966;0.00473001;0.021942
0.0122;345.329;0.00472781;0.021972
0.0123;344.702;0.00472562;0.0220011
0.0124;344.082;0.00472342;0.0220294
0.0125;343.47;0.00472121;0.0220568
0.0126;342.867;0.004719;0.0220834
0.0127;342.272;0.00471679;0.0221091
0.0128;341.685;0.00471458;0.0221341
0.0129;341.106;0.00471237;0.0221584
0.013;340.535;0.00471015;0.0221819
0.0131;339.972;0.00470793;0.0222047
0.0132;339.416;0.00470571;0.0222268
0.0133;338.868;0.00470349;0.0222482
0.0134;338.328;0.00470126;0.022269
0.0135;337.794;0.00469903;0.0222892
0.0136;337.269;0.0046968;0.0223087
0.0137;336.75;0.00469457;0.0223277
0.0138;336.238;0.00469234;0.0223461
0.0139;335.734;0.0046901;0.0223639
