Date [s],Average:Temperature (Study 01 - Particles) [K],Max:Particle Z-Coordinate (Study 01 - Particles) [m],Min:Absolute Translational Velocity (Study 01 - Particles) [m/s]
0.0015,479.198,0.00489686,0.000285447
0.0016,478.295,0.0048968,0.000863658
0.0017,477.301,0.00489669,0.00143041
0.0018,476.241,0.00489652,0.00198642
0.0019,475.131,0.00489629,0.0025312
0.002,473.979,0.00489601,0.00306434
0.0021,472.791,0.00489568,0.00358667
0.0022,471.573,0.00489529,0.00409784
0.0023,470.331,0.00489486,0.00459752
0.0024,469.066,0.00489437,0.00508656
0.0025,467.782,0.00489384,0.00556467
0.0026,466.482,0.00489326,0.00603161
0.0027,465.168,0.00489263,0.0064882
0.0028,463.843,0.00489196,0.00693421
0.0029,462.507,0.00489125,0.00736977
0.003,461.165,0.00489049,0.00779471
0.0031,459.815,0.00488969,0.00820982
0.0032,458.46,0.00488885,0.00861492
0.0033,457.102,0.00488797,0.00900987
0.0034,455.741,0.00488705,0.00939544
0.0035,454.378,0.00488609,0.00977148
0.0036,453.016,0.00488509,0.0101379
0.0037,451.654,0.00488406,0.0104954
0.0038,450.293,0.00488299,0.0108438
0.0039,448.935,0.00488189,0.0111832
0.004,447.58,0.00488076,0.0115141
0.0041,446.228,0.00487959,0.0118365
0.0042,444.881,0.00487839,0.0121503
0.0043,443.539,0.00487716,0.0124562
0.0044,442.202,0.0048759,0.012754
0.0045,440.872,0.00487461,0.0130441
0.0046,439.548,0.00487329,0.0133262
0.0047,438.231,0.00487194,0.0136011
0.0048,436.922,0.00487057,0.0138686
0.0049,435.621,0.00486917,0.0141288
0.005,434.327,0.00486775,0.0143821
0.0051,433.042,0.00486629,0.0146286
0.0052,431.767,0.00486482,0.0148682
0.0053,430.5,0.00486332,0.0151015
0.0054,429.242,0.0048618,0.0153284
0.0055,427.995,0.00486026,0.0155489
0.0056,426.757,0.00485869,0.0157635
0.0057,425.529,0.0048571,0.0159722
0.0058,424.311,0.0048555,0.016175
0.0059,423.104,0.00485387,0.0163721
0.006,421.907,0.00485222,0.0165639
0.0061,420.72,0.00485056,0.0167502
0.0062,419.545,0.00484887,0.0169313
0.0063,418.381,0.00484717,0.0171073
0.0064,417.227,0.00484545,0.0172784
0.0065,416.085,0.00484371,0.0174445
0.0066,414.953,0.00484196,0.0176061
0.0067,413.832,0.00484019,0.017763
0.0068,412.724,0.00483841,0.0179154
0.0069,411.626,0.00483661,0.0180635
0.007,410.539,0.0048348,0.0182074
0.0071,409.463,0.00483297,0.0183472
0.0072,408.4,0.00483113,0.0184829
0.0073,407.347,0.00482927,0.0186148
0.0074,406.305,0.0048274,0.0187428
0.0075,405.276,0.00482552,0.0188671
0.0076,404.257,0.00482363,0.0189879
0.0077,403.249,0.00482173,0.0191051
0.0078,402.253,0.00481981,0.0192189
0.0079,401.268,0.00481788,0.0193295
0.008,400.294,0.00481594,0.0194369
0.0081,399.331,0.004814,0.019541
0.0082,398.379,0.00481204,0.0196422
0.0083,397.438,0.00481007,0.0197404
0.0084,396.509,0.00480809,0.0198357
0.0085,395.59,0.0048061,0.0199282
0.0086,394.682,0.0048041,0.0200181
0.0087,393.785,0.0048021,0.0201053
0.0088,392.899,0.00480008,0.0201899
0.0089,392.023,0.00479806,0.020272
0.009,391.157,0.00479603,0.0203517
0.0091,390.303,0.00479399,0.0204291
0.0092,389.459,0.00479194,0.0205041
0.0093,388.624,0.00478989,0.020577
0.0094,387.801,0.00478783,0.0206477
0.0095,386.988,0.00478576,0.0207163
0.0096,386.184,0.00478368,0.0207829
0.0097,385.391,0.0047816,0.0208474
0.0098,384.608,0.00477951,0.0209101
0.0099,383.834,0.00477742,0.020971
0.01,383.07,0.00477532,0.02103
0.0101,382.316,0.00477321,0.0210872
0.0102,381.572,0.0047711,0.0211428
0.0103,380.837,0.00476898,0.0211967
0.0104,380.111,0.00476686,0.0212489
0.0105,379.395,0.00476474,0.0212997
0.0106,378.688,0.0047626,0.0213489
0.0107,377.99,0.00476047,0.0213966
0.0108,377.301,0.00475832,0.0214429
