Date [s],Average:Temperature (Study 01 - Particles) [K],Max:Particle Z-Coordinate (Study 01 - Particles) [m],Min:Absolute Translational Velocity (Study 01 - Particles) [m/s]
0.0015,490.926,0.00489686,0.000283008
0.0016,490.476,0.0048968,0.000861044
0.0017,489.991,0.00489669,0.00142766
0.0018,489.48,0.00489652,0.00198354
0.0019,488.951,0.00489629,0.0025282
0.002,488.407,0.00489601,0.00306121
0.0021,487.85,0.00489568,0.00358342
0.0022,487.282,0.0048953,0.00409446
0.0023,486.705,0.00489486,0.00459402
0.0024,486.12,0.00489438,0.00508294
0.0025,485.528,0.00489385,0.00556093
0.0026,484.93,0.00489327,0.00602775
0.0027,484.327,0.00489264,0.00648422
0.0028,483.72,0.00489197,0.00693012
0.0029,483.109,0.00489125,0.00736557
0.003,482.494,0.0048905,0.00779039
0.0031,481.877,0.0048897,0.00820539
0.0032,481.257,0.00488886,0.00861038
0.0033,480.635,0.00488798,0.00900523
0.0034,480.012,0.00488706,0.00939069
0.0035,479.387,0.0048861,0.00976662
0.0036,478.761,0.0048851,0.0101329
0.0037,478.134,0.00488407,0.0104903
0.0038,477.507,0.004883,0.0108387
0.0039,476.88,0.0048819,0.0111779
0.004,476.252,0.00488077,0.0115087
0.0041,475.624,0.0048796,0.011831
0.0042,474.997,0.0048784,0.0121448
0.0043,474.371,0.00487717,0.0124505
0.0044,473.744,0.00487591,0.0127483
0.0045,473.119,0.00487462,0.0130383
0.0046,472.495,0.00487331,0.0133203
0.0047,471.871,0.00487196,0.0135951
0.0048,471.249,0.00487059,0.0138626
0.0049,470.628,0.00486919,0.0141227
0.005,470.009,0.00486776,0.0143759
0.0051,469.391,0.00486631,0.0146224
0.0052,468.775,0.00486484,0.0148619
0.0053,468.16,0.00486334,0.0150951
0.0054,467.547,0.00486182,0.0153219
0.0055,466.936,0.00486028,0.0155424
0.0056,466.327,0.00485871,0.0157569
0.0057,465.719,0.00485713,0.0159655
0.0058,465.114,0.00485552,0.0161683
0.0059,464.512,0.00485389,0.0163653
0.006,463.911,0.00485225,0.016557
0.0061,463.312,0.00485058,0.0167433
0.0062,462.716,0.0048489,0.0169243
0.0063,462.122,0.0048472,0.0171003
0.0064,461.53,0.00484548,0.0172713
0.0065,460.941,0.00484374,0.0174374
0.0066,460.354,0.00484199,0.0175989
0.0067,459.769,0.00484022,0.0177558
0.0068,459.188,0.00483844,0.0179081
0.0069,458.608,0.00483664,0.0180562
0.007,458.031,0.00483483,0.0182001
0.0071,457.457,0.004833,0.0183398
0.0072,456.885,0.00483116,0.0184754
0.0073,456.316,0.00482931,0.0186073
0.0074,455.75,0.00482744,0.0187353
0.0075,455.187,0.00482556,0.0188595
0.0076,454.625,0.00482367,0.0189802
0.0077,454.067,0.00482176,0.0190975
0.0078,453.512,0.00481985,0.0192112
0.0079,452.959,0.00481792,0.0193218
0.008,452.409,0.00481598,0.0194291
0.0081,451.862,0.00481404,0.0195332
0.0082,451.317,0.00481208,0.0196343
0.0083,450.775,0.00481011,0.0197325
0.0084,450.236,0.00480813,0.0198278
0.0085,449.7,0.00480614,0.0199203
0.0086,449.167,0.00480415,0.0200101
0.0087,448.636,0.00480214,0.0200973
0.0088,448.108,0.00480013,0.0201819
0.0089,447.583,0.00479811,0.020264
0.009,447.061,0.00479607,0.0203437
0.0091,446.542,0.00479404,0.020421
0.0092,446.025,0.00479199,0.020496
0.0093,445.511,0.00478994,0.0205689
0.0094,445,0.00478788,0.0206395
0.0095,444.492,0.00478581,0.0207081
0.0096,443.987,0.00478373,0.0207747
0.0097,443.484,0.00478166,0.0208392
0.0098,442.984,0.00477957,0.0209019
0.0099,442.487,0.00477747,0.0209627
0.01,441.993,0.00477537,0.0210217
0.0101,441.502,0.00477327,0.0210789
0.0102,441.013,0.00477116,0.0211345
0.0103,440.527,0.00476904,0.0211883
0.0104,440.044,0.00476692,0.0212406
0.0105,439.564,0.0047648,0.0212913
0.0106,439.086,0.00476266,0.0213405
0.0107,438.611,0.00476053,0.0213882
0.0108,438.139,0.00475839,0.0214345
0.0109,437.67,0.00475624,0.0214794
0.011,437.203,0.00475409,0.021523
0.0111,436.739,0.00475194,0.0215652
0.0112,436.278,0.00474978,0.0216062
0.0113,435.819,0.00474761,0.0216458
0.0114,435.363,0.00474545,0.0216841
0.0115,434.91,0.00474328,0.0217214
0.0116,434.459,0.0047411,0.0217575
0.0117,434.012,0.00473893,0.0217925
0.0118,433.566,0.00473675,0.0218265
0.0119,433.124,0.00473456,0.0218595
0.012,432.684,0.00473237,0.0218914
0.0121,432.247,0.00473018,0.0219224
0.0122,431.812,0.00472799,0.0219525
0.0123,431.38,0.00472579,0.0219816
0.0124,430.95,0.00472359,0.0220099
0.0125,430.523,0.00472139,0.0220373
0.0126,430.099,0.00471919,0.0220639
0.0127,429.677,0.00471698,0.0220897
0.0128,429.257,0.00471477,0.0221148
0.0129,428.84,0.00471255,0.022139
0.013,428.426,0.00471034,0.0221626
0.0131,428.014,0.00470812,0.0221854
0.0132,427.605,0.0047059,0.0222075
0.0133,427.198,0.00470368,0.022229
0.0134,426.794,0.00470146,0.0222498
0.0135,426.392,0.00469923,0.02227
0.0136,425.993,0.004697,0.0222895
0.0137,425.596,0.00469477,0.0223085
0.0138,425.201,0.00469254,0.0223269
0.0139,424.809,0.00469031,0.0223448
0.014,424.419,0.00468807,0.0223621
0.0141,424.032,0.00468583,0.0223789
0.0142,423.646,0.0046836,0.0223952
0.0143,423.264,0.00468136,0.0224109
0.0144,422.884,0.00467911,0.0224263
0.0145,422.506,0.00467687,0.0224411
0.0146,422.13,0.00467463,0.0224555
0.0147,421.757,0.00467238,0.0224695
0.0148,421.385,0.00467013,0.022483
0.0149,421.017,0.00466788,0.0224961
0.015,420.65,0.00466563,0.0225088
0.0151,420.286,0.00466338,0.0225212
0.0152,419.924,0.00466113,0.0225331
0.0153,419.564,0.00465888,0.0225447
0.0154,419.207,0.00465662,0.022556
0.0155,418.851,0.00465436,0.0225669
0.0156,418.499,0.00465211,0.0225775
0.0157,418.148,0.00464985,0.0225877
0.0158,417.799,0.00464759,0.0225977
0.0159,417.452,0.00464533,0.0226073
0.016,417.108,0.00464307,0.0226167
0.0161,416.766,0.0046408,0.0226257
0.0162,416.426,0.00463854,0.0226345
0.0163,416.088,0.00463628,0.022643
0.0164,415.752,0.00463401,0.0226513
0.0165,415.418,0.00463175,0.0226593
0.0166,415.086,0.00462948,0.0226671
0.0167,414.756,0.00462721,0.0226746
0.0168,414.429,0.00462495,0.0226819
0.0169,414.103,0.00462268,0.022689
0.017,413.78,0.00462041,0.0226959
0.0171,413.458,0.00461814,0.0227025
0.0172,413.139,0.00461587,0.022709
0.0173,412.821,0.0046136,0.0227152
0.0174,412.505,0.00461132,0.0227213
0.0175,412.192,0.00460905,0.0227272
0.0176,411.88,0.00460678,0.0227329
0.0177,411.571,0.00460451,0.0227384
0.0178,411.263,0.00460223,0.0227438
0.0179,410.957,0.00459996,0.022749
0.018,410.653,0.00459768,0.022754
0.0181,410.351,0.00459541,0.0227589
0.0182,410.051,0.00459313,0.0227637
0.0183,409.753,0.00459085,0.0227683
0.0184,409.457,0.00458858,0.0227727
0.0185,409.162,0.0045863,0.022777
0.0186,408.87,0.00458402,0.0227812
0.0187,408.579,0.00458174,0.0227853
0.0188,408.29,0.00457947,0.0227892
0.0189,408.003,0.00457719,0.022793
0.019,407.717,0.00457491,0.0227967
0.0191,407.434,0.00457263,0.0228003
0.0192,407.152,0.00457035,0.0228038
0.0193,406.872,0.00456807,0.0228072
0.0194,406.594,0.00456579,0.0228105
0.0195,406.318,0.0045635,0.0228136
