Date [s],Average:Temperature (Study 01 - Particles) [K]
0,-1.#IND
0.05,0.72899
0.1,0.542729
0.15,0.414717
0.2,0.326686
0.25,0.266204
0.3,0.224625
0.35,0.196036
0.4,0.176596
0.45,0.163155
0.5,0.153957
0.55,0.147693
0.6,0.142449
0.65,0.139206
0.7,0.136798
0.75,0.134883
0.8,0.137774
0.85,0.138146
0.9,0.139202
0.95,0.141093
1,0.123537
1.05,0.118712
1.1,0.111807
1.15,0.165139
1.2,0.179491
1.25,0.200411
1.3,0.230874
1.35,-0.00847978
1.4,-0.0730296
1.45,-0.16694
1.5,-0.303574
1.55,0.769059
1.6,1.0583
1.65,1.47914
1.7,2.09147
1.75,-2.71575
1.8,-4.01205
1.85,-5.89815
1.9,-8.64239
1.95,12.9021
2,18.7117
2.05,27.1645
2.1,39.4634
2.15,-57.0921
2.2,-83.1289
2.25,-121.012
2.3,176.4
2.35,256.6
2.4,373.288
2.45,543.069
2.5,-789.84
2.55,-1149.27
2.6,-1672.23
2.65,-2433.14
2.7,3540.55
2.75,5151.39
2.8,7495.15
2.85,10905.3
2.9,-15866.9
2.95,-23086.2
3,-33590.2
3.05,-48873.3
3.1,71111.2
3.15,103466
3.2,150541
3.25,219036
3.3,-318697
3.35,-463701
3.4,-674678
3.45,981660
3.5,1.4283e+06
3.55,2.07816e+06
3.6,3.0237e+06
3.65,-4.39949e+06
3.7,-6.4012e+06
3.75,-9.31367e+06
3.8,-1.35513e+07
3.85,1.97171e+07
3.9,2.86882e+07
3.95,4.17409e+07
4,6.07325e+07
4.05,-8.83661e+07
4.1,-1.28571e+08
4.15,-1.8707e+08
4.2,-2.72184e+08
4.25,3.96029e+08
4.3,5.76217e+08
4.35,8.38388e+08
4.4,1.21984e+09
4.45,-1.77488e+09
4.5,-2.58242e+09
4.55,-3.75739e+09
4.6,5.46702e+09
4.65,7.95445e+09
4.7,1.15736e+10
4.75,1.68395e+10
4.8,-2.45015e+10
4.85,-3.56493e+10
4.9,-5.18693e+10
4.95,-7.54692e+10
5,1.09808e+11
